miliseconds,IX,TF_VIIa_IX,TF_VIIa,IXa,TF_VIIa_X,X,Xa,VIII,Xa_VIII,VIIIa,IIa,IIa_VIII,VIIIa_IXa,VIIIa_IXa_X,V,Xa_V,Va,IIa_V,Va_Xa,II,Va_Xa_II,Fibrinogen,Fibrinogen_IIa,Fibrin,VIIIa_inact,IXa_inact,Xa_inact,IIa_inact,Xa_Xa_Inhibitor,Xa_Inhibitor,Va_Xa_Xa_Inhibitor,IIa_IIa_Inhibitor,IIa_Inhibitor
1000,89.99656568622918,0.002451264795138693,0.000710008546955892,0.0009676897142249784,0.0018125020442530749,169.9955210292814,0.0014153486784554007,0.6999679610224595,3.31053054938092e-05,3.307792105971907e-07,-4.592548625987777e-08,1.257462492441131e-11,5.308906621335016e-11,-2.83890410541689e-12,19.99864106818262,0.001156475550589535,1.873288651060712e-05,-9.681809617518629e-09,2.121064747942485e-09,1399.9999999664292,-6.406848047580918e-10,7899.999999827741,-4.2750903320533456e-09,3.893723563974924e-07,-9.025689469121276e-11,4.830188176167649e-07,8.95930865774435e-06,-1.9510149937946334e-10,0.0,0.0,0.0,0.0,0.0
1100,89.99642844604104,0.0024410119365110153,0.0007492413309486065,0.0010577240988798894,0.0018177126113045365,169.9951568715329,0.0016068926804328708,0.6999634916880267,3.659417481835034e-05,3.364732218195766e-07,-2.8448415342993e-08,2.448811393192651e-11,-2.066575109383774e-11,6.366445976317287e-12,19.998452497666083,0.0014561047593165107,3.3574496673079245e-05,7.838212015786903e-09,1.0258932560849365e-09,1400.0000000567038,1.8033598202850902e-09,7899.999998494673,2.6387052989421727e-08,-2.6213015493823873e-06,1.3003127379330583e-10,8.765680979386122e-07,9.334762126616787e-06,-7.390237555086906e-10,0.0,0.0,0.0,0.0,0.0
1200,89.99634282867338,0.002440572176329766,0.0007619117658344731,0.0012715423776573514,0.0017971069626759595,169.99487316028956,0.0016481261093048978,0.6999625319271455,3.6731807986034874e-05,5.25201789797236e-07,-3.0043727876242716e-08,5.7513211736967444e-11,1.1017299656098809e-11,1.307371121741854e-11,19.998443520342857,0.0016022958613608005,4.5933383563597884e-05,9.107610796446605e-09,8.334837257354072e-10,1399.9999999975114,-6.496218731823661e-10,7900.000000176109,-2.8119477164453043e-08,-9.910939700387889e-07,1.9907110562611767e-10,1.4553506829703945e-06,1.2223421408552577e-05,-9.413453934379367e-10,0.0,0.0,0.0,0.0,0.0
1300,89.99624014096067,0.002465915585282053,0.0007191719830301136,0.0014283101792804255,0.0017955896190519445,169.99452396065763,0.0016876780473278695,0.6999563489911325,4.128396666920818e-05,4.638975427959531e-07,-5.145400824704809e-09,4.377494224320232e-11,2.1562038145836706e-12,2.462889677924924e-11,19.998133705018347,0.0018017245558352704,4.557681317233241e-05,9.040876940828603e-09,2.3291061651956466e-09,1400.000000081485,1.3706565260340238e-09,7900.000001288562,-1.6414914669609863e-08,-3.213928493215892e-06,3.049900831346663e-11,1.5273506515571724e-06,1.5258044826427935e-05,3.1170577560239795e-10,0.0,0.0,0.0,0.0,0.0
1400,89.99613257860815,0.0024479845984499084,0.0007232249964631077,0.0015368696172744756,0.0018020903609232417,169.99460440766188,0.0018532088752936328,0.6999535998055634,4.6753159622484716e-05,5.462973107530911e-07,3.9285105944210934e-08,4.98809394210356e-12,6.147182496847644e-11,2.5437161376939776e-11,19.998104736272097,0.001917829897984328,5.7922684020546176e-05,-9.579887986116413e-09,3.972442302391807e-09,1399.9999999658817,1.2841478411175577e-10,7900.000000263268,6.897199657503685e-09,3.2154800212809945e-06,1.7718313184846648e-10,1.3273700889998401e-06,1.7963163655760026e-05,-2.445367573135269e-10,0.0,0.0,0.0,0.0,0.0
1500,89.99595955360337,0.0024782612679310114,0.0007133079287884232,0.0014992377062837407,0.0018074225766356788,169.99407316775034,0.001877492632346541,0.6999504511297356,4.6958312124350535e-05,7.9784920165805e-07,4.504325228605007e-08,-9.908534328210774e-12,-5.133121757480569e-12,1.7469492399032247e-11,19.997955298159468,0.0019583934769832525,6.079422217673191e-05,-2.600635557398128e-10,4.902646801056119e-09,1400.0000000804318,3.962050680561779e-09,7899.999997507002,-3.005103283591474e-08,-1.983912208841091e-06,4.6462800913448257e-10,1.9040579275891208e-06,1.9322003958296648e-05,-7.243492802451109e-10,0.0,0.0,0.0,0.0,0.0
1600,89.99591530360868,0.0024748075207644557,0.0007313029367398159,0.0017767833892064313,0.0017961384798771767,169.99392107685605,0.0019117006314265115,0.6999468035300803,4.980288755657283e-05,8.388532880800091e-07,1.4057390631009403e-08,-1.3383464045057974e-10,9.409872584054632e-11,2.662158668742751e-11,19.997683507388704,0.002198960744656362,5.796963174332101e-05,-4.882906297829427e-09,5.154304304990723e-09,1399.9999999109234,3.449997683221717e-09,7899.999997599275,5.6687538293252557e-08,2.617840194987951e-06,5.212023396283359e-10,2.3882631030086878e-06,2.289564092961694e-05,-6.700783708086661e-10,0.0,0.0,0.0,0.0,0.0
1700,89.9956423193994,0.0024503762782526195,0.0007332892650205845,0.0018189996835677135,0.0017950346923900355,169.99362271351785,0.002017518760391587,0.6999466300848236,5.260405700646813e-05,1.0752838215481643e-06,8.298570707877361e-09,-3.0763057304762385e-11,2.0447627319400573e-11,3.461876464622824e-11,19.997638314130793,0.0024400277523327404,8.813078460519344e-05,1.1474380866770796e-08,2.2185300805972097e-09,1399.9999999677405,3.006037131300798e-09,7899.999999857888,-2.9932094975374794e-08,-1.6576398839812086e-06,4.289276103853612e-10,2.772838625667183e-06,2.217987713387236e-05,2.9307353714718554e-10,0.0,0.0,0.0,0.0,0.0
1800,89.99556940329494,0.0024829402315753564,0.00071557544124442,0.0019846076847373183,0.00180754259838183,169.99333948835323,0.0020807950129810575,0.6999427602453507,5.864144514305805e-05,1.182707376494724e-06,1.7420968690849396e-08,7.795174382705903e-11,2.662066812572106e-11,3.9414628241642895e-11,19.99731209116398,0.0024612337367321546,8.066557983982327e-05,1.5404917323710457e-08,4.229606162462693e-09,1399.9999998905266,2.639269253608885e-09,7900.000002404661,2.468769553339264e-08,2.994008374168369e-06,7.871377113638798e-10,2.606662951705089e-06,2.3420136625179766e-05,8.271231574448173e-10,0.0,0.0,0.0,0.0,0.0
1900,89.99545235064978,0.0024817335786174693,0.0007147403309281057,0.0019762567686757567,0.0017956734277116756,169.99302326015894,0.0022689704458794114,0.699940258426577,6.0507356845681695e-05,1.2709269019752892e-06,7.056349875048428e-08,2.4344626673382364e-10,6.223405356951885e-11,3.8354968988787607e-11,19.99714103354418,0.002817061653533539,0.00010093519874827693,6.7183423370871284e-09,3.972017561978953e-09,1399.99999988996,4.443024908582082e-09,7899.999998599605,6.726313563888595e-08,3.2158807466186e-06,8.101911818140275e-10,3.237667739924808e-06,2.6526753892867224e-05,-3.1196177098999235e-10,0.0,0.0,0.0,0.0,0.0
2000,89.99536584043786,0.0024485096909972848,0.0007287232431202474,0.0021216269412379614,0.0018136862399860188,169.99276285245858,0.0022568658417822986,0.6999368336873246,6.474288717947314e-05,1.5029253904950448e-06,3.27161728031597e-08,3.170249758773443e-10,5.432131553138604e-11,2.5087709330711226e-11,19.997095573028467,0.0029576804214342957,0.0001149967930287048,-1.3906388187523116e-09,8.366040811253107e-09,1399.9999998621136,4.26715944608437e-09,7899.999999546895,5.704790948971499e-08,-3.1694015767987985e-07,1.0357698422310605e-09,3.683894379129475e-06,2.8456266148047808e-05,9.945513242974191e-10,0.0,0.0,0.0,0.0,0.0
2100,89.99533686574925,0.002480981299984383,0.0007333084602487616,0.0023465874136568204,0.0018144423429289687,169.9928461018775,0.0023936817570442653,0.6999332184489826,6.761530903065702e-05,1.5767740936936122e-06,7.566846811219402e-08,1.54786959420529e-10,1.140275689148533e-10,4.0509432826706023e-11,19.996928693761866,0.0029870849640841407,0.0001282317578919647,1.6381835510378774e-08,8.195803335448188e-09,1399.999999895616,9.821578764543472e-09,7899.9999991605455,9.777435656924273e-08,6.029019795547048e-07,1.258318315181777e-09,3.618316228509622e-06,3.239894960758811e-05,1.1907937449623666e-09,0.0,0.0,0.0,0.0,0.0
2200,89.99512476852716,0.0024497296595070877,0.0007220380712331083,0.002345076301618797,0.001804899018614017,169.99250193801063,0.0024502971844475407,0.6999277778953253,6.673052176415927e-05,1.8427254442107851e-06,3.3115568323263174e-08,2.9769304148025535e-10,1.9512385222212474e-10,5.397282580439491e-11,19.996744954347445,0.0032459653609574314,0.00014169554751339585,5.986549919624013e-09,7.619024352146493e-09,1399.999999955897,1.2458913892609082e-08,7900.000000456931,7.2969849607098e-08,3.0426982833676444e-06,1.2569769064304748e-09,4.2018257806411346e-06,3.671350150076826e-05,9.635481751132293e-10,0.0,0.0,0.0,0.0,0.0
2300,89.9950001537775,0.002472884394772561,0.0007097328298669076,0.00244250957756926,0.0017889352896586599,169.9922291542008,0.0026152274979258754,0.699927267020981,7.275812915601682e-05,1.961999677086545e-06,1.211152428532879e-07,3.3301115457716e-10,1.9586906998203158e-10,4.699825362749828e-11,19.996381299535482,0.0033310858130123997,0.0001529989366465977,2.2903399969139802e-08,8.323016472148154e-09,1399.9999997440736,1.3683024110456877e-08,7899.999999157405,6.185543747790118e-08,2.851245753976677e-06,1.4334751043546516e-09,4.626820935573339e-06,3.737526682802243e-05,4.3317036556901024e-10,0.0,0.0,0.0,0.0,0.0
2400,89.99492997692047,0.0024491567855123766,0.0007331970841376063,0.002636268418823711,0.0017982903994600518,169.99182012862192,0.0026081198575044285,0.6999259782020592,7.420743217725617e-05,2.0312426210849193e-06,7.367500481388213e-08,2.4638861750061357e-10,2.654743282317869e-10,7.930886781763829e-11,19.99627176869483,0.003620746103202626,0.00016842396703508627,2.321086736992763e-08,1.0229317534211203e-08,1399.9999996920587,1.5164162022207356e-08,7899.999993578947,6.171044547970663e-08,1.2044428249438401e-06,1.9533090823306246e-09,4.7501155948854705e-06,4.165230657716432e-05,7.79226223332786e-10,0.0,0.0,0.0,0.0,0.0
2500,89.99473602847841,0.002448314026750509,0.0007557278164683907,0.0027639378427129404,0.0018089359929886414,169.9915060601157,0.0027507520160895854,0.6999189430723435,7.814498283968734e-05,2.139815613323942e-06,1.3761929004787221e-07,5.146545427170452e-10,2.976167372633848e-10,9.333569597297659e-11,19.996095405765402,0.003649460438062475,0.00017108369445098317,3.014421029117196e-08,1.2675029250964358e-08,1399.9999998209805,1.5876024453898196e-08,7899.999997160279,1.4531522167548745e-07,7.231802750074528e-06,1.8313335419351758e-09,5.398222600986846e-06,4.3766127904779955e-05,1.1337664593613296e-09,0.0,0.0,0.0,0.0,0.0
2600,89.99474493700794,0.0024587703296318447,0.0007419326759205149,0.002826392922697045,0.0017991921938794466,169.99123883497398,0.0028237790170696905,0.6999165511159181,8.073803977736663e-05,2.3598507729822404e-06,1.952364100239374e-07,6.158900952799947e-10,3.18975798798295e-10,1.0470187714194821e-10,19.996047410171258,0.0037318167230512025,0.00020175431419740958,3.03375242996179e-08,2.0618145387688035e-08,1399.999999606159,1.6147689167755378e-08,7899.9999946409625,1.3085580306315572e-07,3.8091767556317692e-06,2.2142331641580357e-09,5.825777673914284e-06,4.8344869232250167e-05,1.6254922385707653e-09,0.0,0.0,0.0,0.0,0.0
2700,89.99463526112095,0.0024780493153495416,0.0007239680715146741,0.0029299095093359606,0.0018119376275111836,169.9911211373446,0.0029416326129285816,0.6999156271979935,8.243433018533406e-05,2.699453748950123e-06,1.367682251452466e-07,8.155043098014233e-10,3.830058647655906e-10,1.241508948935775e-10,19.995739723135365,0.004066803685075433,0.00022580296369522282,2.728059864839285e-08,1.949631014690426e-08,1399.9999995280111,2.183594466954326e-08,7899.999993818108,1.2666284983936625e-07,7.177886756633327e-06,2.6366776677834502e-09,6.54345146114539e-06,5.2201338391527144e-05,2.8105891767013087e-09,0.0,0.0,0.0,0.0,0.0
2800,89.99452870604117,0.002452773223590848,0.0007023109933012992,0.0030404791437522,0.0017926859135079796,169.9910240606832,0.003009227602000989,0.6999101688187827,8.351107422452488e-05,2.8544012787182055e-06,1.8032798073267572e-07,9.642837998059768e-10,4.1086632231045555e-10,1.5042216623364898e-10,19.995627743193236,0.004145638632864424,0.0002318106883823541,4.224067734907297e-08,2.1617320270215677e-08,1399.9999994235866,2.39320187596681e-08,7899.999990310936,1.8312266871925856e-07,9.342309738788626e-06,2.671927573097283e-09,7.348147974367381e-06,5.1654705769678625e-05,2.0633607259266433e-09,0.0,0.0,0.0,0.0,0.0
2900,89.99431982650778,0.0024610415599147315,0.0007051398264240049,0.0031726615540831693,0.0018149936183578129,169.99049450097826,0.0031212783207670157,0.699907420604168,9.012794417158437e-05,3.0075278289809007e-06,2.794377490624245e-07,1.0250826716902957e-09,4.2629644402499275e-10,1.7835555159502295e-10,19.995469068034854,0.004271083717005248,0.0002419540288282641,5.1950749558421164e-08,2.652246695001736e-08,1399.9999994958396,2.46855106227229e-08,7899.9999899029945,2.654506406302671e-07,8.114002779453202e-06,3.130848184937185e-09,7.343434670145056e-06,5.756865339922513e-05,2.8952194042494556e-09,0.0,0.0,0.0,0.0,0.0
3000,89.99415516960157,0.0024603465465583884,0.0007165440862966894,0.0033935052942396264,0.0018114297733815804,169.99049103745853,0.0031788269271531104,0.6999071946860386,8.869369225687986e-05,3.2573157529848042e-06,2.5599697227897945e-07,9.994627522769344e-10,5.579313974427518e-10,1.8861421147066852e-10,19.99510667938143,0.004572322883183405,0.0002804151593905365,7.120996268969653e-08,2.8399948947396488e-08,1399.9999993174988,3.3695501872340124e-08,7899.9999875282465,3.047619078225551e-07,9.615420611606927e-06,3.3921050737340066e-09,8.411021367405322e-06,6.175122624622756e-05,4.157613567373548e-09,0.0,0.0,0.0,0.0,0.0
3100,89.99409341901512,0.0024643594495024697,0.0007208146809980631,0.003497215136328755,0.001802346817241246,169.9901793053546,0.0032921339160182027,0.699904381698877,9.33280964946531e-05,3.394999070207887e-06,3.14908538095895e-07,1.396816352676814e-09,6.557014559887446e-10,2.0989648806069813e-10,19.99513028403807,0.004585659046882792,0.00028224753300758556,7.2556068029643e-08,3.5458201144585646e-08,1399.9999992801738,3.684663735719304e-08,7899.99998371272,3.5469887094349126e-07,1.6941747514147904e-05,3.978630873818814e-09,8.504758884673335e-06,6.319012370115516e-05,4.376676251697137e-09,0.0,0.0,0.0,0.0,0.0
3200,89.99403393859085,0.0024733003148503033,0.0007585808585966813,0.0035677560080889107,0.0017915258570531194,169.98998885652625,0.0032907894426445605,0.6998988236096022,9.503759950939687e-05,3.5308520864386216e-06,4.0108777282713346e-07,1.767821534303225e-09,6.580904804216997e-10,2.4869548192575935e-10,19.994778881841153,0.004800456448593598,0.0003168801689562092,8.814957808032753e-08,4.0878813560303555e-08,1399.9999989670682,3.799103497528088e-08,7899.999983654194,3.8561564169939166e-07,2.0908147061745255e-05,4.4472377759275335e-09,9.509879553176014e-06,6.66531991168556e-05,4.398130070890028e-09,0.0,0.0,0.0,0.0,0.0
3300,89.99396050820137,0.0024829971608955406,0.0007284824107443269,0.0035704457346350735,0.0017987053900028098,169.98965281835584,0.0033713471867070047,0.6998949457894813,0.0001004728826240958,3.7352770517405367e-06,4.332574074175825e-07,1.738198555536192e-09,8.325447893329093e-10,2.6762754413093604e-10,19.994674303519485,0.005080672092702884,0.0003383544341119424,1.0556574006550945e-07,4.253830048917641e-08,1399.9999989005867,4.350132163821858e-08,7899.999980571008,4.662634096437936e-07,2.2986793044668193e-05,4.75980678333044e-09,1.0091496159697078e-05,7.115707701689621e-05,6.741911274987193e-09,0.0,0.0,0.0,0.0,0.0
3400,89.99366809103172,0.0024811880730362347,0.0007192483763966217,0.0037840018401509986,0.0017893420684337775,169.98935942370767,0.0035350389756414885,0.6998922608105176,0.00010194863920353047,4.161784066809067e-06,5.789182413285291e-07,2.3062539900396192e-09,8.558352957206107e-10,2.99458319598058e-10,19.994616589553864,0.005173202792671218,0.0003576400371462123,1.1833787335238926e-07,4.951034053959741e-08,1399.9999988029535,5.3196574924001236e-08,7899.999973174626,5.624577556501097e-07,2.688587026769879e-05,5.02645777304582e-09,1.023824062714053e-05,7.404518401580883e-05,6.921042323353445e-09,0.0,0.0,0.0,0.0,0.0
3500,89.99357401396445,0.002467557638246672,0.0007605707013429001,0.0038420782232964075,0.001791200384044871,169.9889464849219,0.003529380958524559,0.699893130903516,0.00010327353729539544,4.439571242340207e-06,6.104580361896877e-07,2.7265326166526223e-09,1.036131419772645e-09,3.29053084405545e-10,19.994212939353286,0.005277745806665273,0.0003682016596825431,1.486242587620383e-07,5.649689115691977e-08,1399.999998397726,5.538201503260387e-08,7899.999967369387,6.202502396038389e-07,3.4438606004774456e-05,5.556805106981828e-09,1.0903204031377252e-05,7.900185501092069e-05,8.921533406489934e-09,0.0,0.0,0.0,0.0,0.0
3600,89.9935036848163,0.002477570739404468,0.000740497144989871,0.0040090624518140175,0.0017947794254771316,169.98881540350015,0.003623844400447603,0.69988792230449,0.00010741038715504042,4.664429518312875e-06,7.079377773718311e-07,3.061549135370257e-09,1.1348490419627237e-09,3.7627597567931295e-10,19.994216759391897,0.005451307858671547,0.00039507913361522777,1.5656020378466966e-07,6.421855912405645e-08,1399.9999983750565,6.554428335833464e-08,7899.999959589714,7.509262042550091e-07,3.5876178354481425e-05,5.995843848136736e-09,1.1684881642072718e-05,8.290853776386547e-05,1.0252467037107251e-08,0.0,0.0,0.0,0.0,0.0
3700,89.99340203790457,0.0024550675395642687,0.000749396234943617,0.004042705189047515,0.0018057299480771251,169.98872643735845,0.003735452906174439,0.699883246108091,0.00010898873577689105,4.786842094099161e-06,8.818086841243514e-07,3.3325854925790403e-09,1.2633761249118166e-09,4.378092517281927e-10,19.993850565839953,0.005597863999749842,0.0004303444364813838,1.907545601449535e-07,7.123432211133735e-08,1399.9999981040107,7.117658195522495e-08,7899.999956535494,8.255589251382137e-07,4.663872540203497e-05,6.31344807569111e-09,1.2813505817417677e-05,8.646832309838207e-05,1.2946864513249906e-08,0.0,0.0,0.0,0.0,0.0
3800,89.99334043436619,0.002449928471235629,0.0007379338399373616,0.00416702218314994,0.001808760791903052,169.98853675205459,0.0038416894568910286,0.6998826488563266,0.00011417849727064083,5.1438513467523934e-06,9.56775887248911e-07,4.114022819311413e-09,1.3177786951051223e-09,4.759561916501446e-10,19.99385733540626,0.0057623425931550305,0.00043505266644183613,2.2330075465794558e-07,7.582995924038065e-08,1399.9999976774857,8.00242010304792e-08,7899.999950713182,9.354787644138456e-07,5.181719678601293e-05,7.023849310988425e-09,1.3354409432586023e-05,9.134274111246368e-05,1.5047544573986785e-08,0.0,0.0,0.0,0.0,0.0
3900,89.99312415510619,0.0024785223992949326,0.0007042702878892839,0.004287684715222102,0.0018142680329893508,169.98821970240206,0.003884001616216095,0.6998776700699807,0.0001176671950468725,5.212554946620184e-06,1.1175732910847305e-06,4.670510026862496e-09,1.4780503427960979e-09,5.270655014016222e-10,19.993644603480558,0.006019723854996947,0.0004609353666812641,2.529116448041506e-07,8.899827994118617e-08,1399.9999974178338,8.654552216892835e-08,7899.999941039142,1.0408063545816332e-06,6.252972709165183e-05,7.628975397344726e-09,1.4165196531643147e-05,9.508087035401548e-05,1.7294912188932015e-08,0.0,0.0,0.0,0.0,0.0
4000,89.99313377074003,0.002476476428683916,0.0007308571373451899,0.004485224016191197,0.001814831697964616,169.9880247979434,0.003998170129978421,0.6998744918114637,0.00012064823339238597,5.512987763003957e-06,1.2590135861330889e-06,5.0808531470763885e-09,1.6398062593595534e-09,5.974012239041629e-10,19.99340760847074,0.0060548923721665746,0.0004978923641734345,2.913177736271076e-07,9.374151745728503e-08,1399.999997034868,9.760015928509661e-08,7899.999933040956,1.2435436844153548e-06,6.872017820610233e-05,8.18517053782312e-09,1.4871134358265262e-05,0.0001004326215553637,2.074881990246709e-08,0.0,0.0,0.0,0.0,0.0
4100,89.99285703771717,0.0024522294507366427,0.0007531644908131839,0.004625067498058425,0.0017890647828152405,169.98759743198283,0.004049911661377501,0.6998725387972925,0.00012250075058708302,5.977266947590576e-06,1.4054212611686335e-06,5.8745192448427955e-09,1.853787116859568e-09,6.328332078421102e-10,19.993217706917157,0.006336028563365897,0.000518425186392703,3.1257909736021105e-07,1.0375124760719751e-07,1399.9999967407507,1.1083231718344651e-07,7899.999915883015,1.3826591972553775e-06,7.721285743494076e-05,8.900694992458012e-09,1.5714985196884487e-05,0.000102668240892293,2.376339418519385e-08,0.0,0.0,0.0,0.0,0.0
