milliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s27,s28,s19,s20,s21,s22,s23,s24,s25,s26,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57
0,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,1.5,1.5,1.5,1.8,2.0,2.2,2.5
100,0.5244516791601291,0.5719581668166482,0.5488148442841924,0.5244516791601291,0.5244516791601291,0.5766308552981835,0.7254616558247361,0.7911633303246092,0.7680200077921534,0.7913238658269915,0.7930447465492951,0.7930447465492951,0.9310568084661257,0.9943615722238381,0.9798390150361163,0.9662158145095591,0.9998285616046582,1.0006505038530085,1.0150127929978996,1.2725795944347225,0.9990670581264228,1.0072004332904412,1.0000176560172729,1.0000176560172729,1.0000176560172729,1.0000176560172729,1.0000176560172729,1.0016345228139765,1.0470443280604822,1.0671254261400802,1.0578831301333875,1.0572719634678178,1.174096593871173,1.2715131273503537,1.1752384493233419,1.2715550513178357,1.1880763145821553,1.2722512851952987,1.1887090163969865,1.2722738847697361,1.1892820431974829,1.2722948908400014,1.1892820431974829,1.2722948908400014,1.1746858961091327,1.271534589087073,1.1752384493233419,1.2715550513178357,1.47239744285469,1.5441598978471038,1.47239744285469,1.5441598978471038,1.515403839619357,1.7610231390267341,1.9247693386316538,2.0885155382365723,1.7176148243714142
200,0.5418439320581766,0.61814814347923,0.5819951848683588,0.5418439320581766,0.5418439320581766,0.6319961865687693,0.6941654809167755,0.7838358321106151,0.7476828734997442,0.7848056833751711,0.790668925712844,0.790668925712844,0.8814674670149801,0.981846729438118,0.9623703831499074,0.9422790678754552,0.9989608068183952,1.0032444578299158,1.0420204830574515,1.3600552633904994,0.9967281096565747,1.0225130875871766,1.0001893121335348,1.0001893121335348,1.0001893121335348,1.0001893121335348,1.0001893121335348,1.0052066827831498,1.0938303614699247,1.1101221214889747,1.1035977270884088,1.1020658384862334,1.1669293521768813,1.2919069712137494,1.16935589559508,1.2921115401474623,1.18635634199385,1.2940802252904469,1.1878712659350974,1.2941995677784366,1.1891054156289667,1.2943027715290993,1.1891054156289667,1.2943027715290993,1.168219600426501,1.2920139290280062,1.16935589559508,1.2921115401474623,1.4656969081529327,1.5422178278792371,1.4656969081529327,1.5422178278792371,1.505806960734899,1.706903065626755,1.8409671355546593,1.9750312054825638,1.5273794806707883
300,0.5556736323987576,0.6486731741580646,0.6058828509499602,0.5556736323987576,0.5556736323987576,0.6723986381097077,0.6824985371278413,0.7774590089964579,0.7346686857883534,0.7799727279073276,0.7911750466850868,0.7911750466850868,0.8465170839527757,0.9670274420580195,0.9490313490632167,0.9252828265825362,0.9972837214237938,1.007080614160208,1.0689119495797608,1.384591557707594,0.9937234000478822,1.0394842580603403,1.0006599193570764,1.0006599193570764,1.0006599193570764,1.0006599193570764,1.0006599193570764,1.0093130385232163,1.1327128111505949,1.136631609701283,1.136398845393484,1.1341504666153197,1.16969985907761,1.2989451187909726,1.1722319372999477,1.2993475333400093,1.1900670190437463,1.3025519632383253,1.1919450695409295,1.3028090704793962,1.1932758031724489,1.3030148050770582,1.1932758031724489,1.3030148050770582,1.1710903176815157,1.299159648442961,1.1722319372999477,1.2993475333400093,1.4639540490913507,1.530790598915061,1.4639540490913507,1.530790598915061,1.4929051620489053,1.6575487218285643,1.7673110950150042,1.8770734682014445,1.4712988484092204
400,0.5675658806875864,0.6693273573711923,0.6239149315699992,0.5675658806875864,0.5675658806875864,0.7022354082723185,0.679802499828426,0.7718606720070709,0.7264482462058782,0.7765066948935002,0.7934332819147558,0.7934332819147558,0.8220640663541064,0.9524292238216407,0.9394423630579569,0.9132515113975128,0.9949331430085316,1.0112442067729133,1.0923462616725805,1.3876600961092516,0.9906040732226739,1.0551203771167585,1.001472406824823,1.001472406824823,1.001472406824823,1.001472406824823,1.001472406824823,1.0132908839054462,1.1634662221883145,1.1535529239819973,1.1597762151094513,1.157027203065147,1.1775086029030426,1.301939729965579,1.1789149237055172,1.3024541670508174,1.1967735526976684,1.3066961752870458,1.1983302035289474,1.3070668549624629,1.1991557729490407,1.3073363164753486,1.1991557729490407,1.3073363164753486,1.1783276664244773,1.3022192486775233,1.1789149237055172,1.3024541670508174,1.4624527160135112,1.5180228478084221,1.4624527160135112,1.5180228478084221,1.4801086999782864,1.6149074358160147,1.7047732597078342,1.7946390835996537,1.4468051774970996
500,0.5782936089125255,0.6835981121285802,0.6380651475764415,0.5782936089125255,0.5782936089125255,0.7245820096055925,0.6812121295801564,0.7669787890816142,0.7214458245294758,0.7741521602296779,0.7967032403350225,0.7967032403350225,0.8049885656536511,0.9392736818962613,0.9327904037021167,0.9048241151122783,0.9921181432984821,1.015212612025329,1.1117795812513342,1.3833860665752156,0.9876956299740033,1.0684629738095401,1.0025969962664052,1.0025969962664052,1.0025969962664052,1.0025969962664052,1.0025969962664052,1.0169203146881953,1.187572930077277,1.1651252817046596,1.1768945327614682,1.173757556854065,1.1875366076660645,1.3034636776492883,1.1869276630321952,1.3039231687512238,1.205008630334585,1.309022005284303,1.2056511921451751,1.3094276399741058,1.2055196230018843,1.309681006800632,1.2055196230018843,1.309681006800632,1.187269997388643,1.3037190444891273,1.1869276630321952,1.3039231687512238,1.4599556250704928,1.5056351357028526,1.4599556250704928,1.5056351357028526,1.467752830663251,1.5781167014806303,1.651692615358883,1.7252685292371361,1.4306772327551667
600,0.588236309840795,0.6936692992749263,0.649531898530373,0.588236309840795,0.588236309840795,0.7415943981868731,0.6844824790493669,0.762773706055067,0.7186363053105138,0.7726946094838202,0.800508839870607,0.800508839870607,0.793080432188256,0.9280221705501418,0.92830982338641,0.8990470443048277,0.9890502823629425,1.0187796162293155,1.1275101570385415,1.3766885269391533,0.9851599568897463,1.0794881067146413,1.0039735573332165,1.0039735573332165,1.0039735573332165,1.0039735573332165,1.0039735573332165,1.0201820106000263,1.2065796356905631,1.1736446405924132,1.1899030537607225,1.1864011227288895,1.1981867427402326,1.3043545912035055,1.1950476854677925,1.3045597576823846,1.2138488392055216,1.3104028301300912,1.2131520870742314,1.310733012697464,1.2117782518247602,1.3108719473804071,1.2117782518247602,1.3108719473804071,1.1965160574271256,1.3044754705999424,1.1950476854677925,1.3045597576823846,1.4562973163520236,1.4939082039574005,1.4562973163520236,1.4939082039574005,1.455811448810643,1.5461697458604156,1.606408610560264,1.6666474752601126,1.41754309130365
700,0.5975889629419339,0.7009501780192847,0.6590800298293407,0.5975889629419339,0.5975889629419339,0.7547876026419117,0.6885691310123849,0.7592051557057534,0.71733500751581,0.7719554750454465,0.8045511363128133,0.8045511363128133,0.7848131768102243,0.9187278173997634,0.9254036057928335,0.8952395056471836,0.9859137381199758,1.0219107620037144,1.1400469719742832,1.3693403323020337,0.9830581369569944,1.0885087024043703,1.0055373509161587,1.0055373509161587,1.0055373509161587,1.0055373509161587,1.0055373509161587,1.0231264821938189,1.2217262429728697,1.180298953125667,1.2001386867059818,1.1962443874010904,1.2085881294563583,1.3049344195158596,1.202697407999935,1.3046898403855811,1.222717681904178,1.3112314441751907,1.2204195047211723,1.311365064425494,1.2176506457392353,1.3112897273285598,1.2176506457392353,1.3112897273285598,1.205359450632944,1.3048096625419456,1.202697407999935,1.3046898403855811,1.4516245859424914,1.4828185611444598,1.4516245859424914,1.4828185611444598,1.4442818097857264,1.5182609338118815,1.5675803498293184,1.6168997658467548,1.406074248659624
800,0.6064588989286117,0.7063708285003719,0.6672193802664431,0.6064588989286117,0.6064588989286117,0.7652298574843326,0.6929823153725365,0.7562292435372594,0.7170777953033315,0.7717891997256592,0.8086480247005093,0.8086480247005093,0.7791399713846083,0.9112472230444951,0.9236395403697377,0.8929063320212471,0.9828545850996901,1.024645665148642,1.1499079038169457,1.3620117558595148,0.981394930520181,1.0959019727417756,1.0072306848825605,1.0072306848825605,1.0072306848825605,1.0072306848825605,1.0072306848825605,1.0258159684845296,1.2339331517865781,1.1857048575292217,1.2084157897020216,1.2040836297017954,1.2182958422437142,1.305342158623411,1.209629364583649,1.3044776707021808,1.231266150231974,1.3117211787562977,1.2272354576950504,1.3115417369438551,1.223010750537765,1.311161125801566,1.223010750537765,1.311161125801566,1.2134725190533733,1.3048726556782642,1.209629364583649,1.3044776707021808,1.4461527416582318,1.4722970661397226,1.4461527416582318,1.4722970661397226,1.4331944890947892,1.4937634777765794,1.5341428035644398,1.5745221293522997,1.3958438941390812
900,0.6149105529738796,0.7105536722833837,0.6743015406379924,0.6149105529738796,0.6149105529738796,0.7736768334930455,0.6974943357483584,0.7538003524314166,0.7175482207860263,0.7720793576469046,0.812693407882812,0.812693407882812,0.7753413678504927,0.9053584785320422,0.9227132311042154,0.891681860975077,0.9799800922557166,1.0270471655807698,1.1575607969626103,1.3549562294543414,0.9801461631595872,1.1020075794213213,1.0090064713762228,1.0090064713762228,1.0090064713762228,1.0090064713762228,1.0090064713762228,1.0283038607865875,1.243869404725579,1.1901948624092171,1.215236750378803,1.2104227389702211,1.227111554880659,1.3056373666876748,1.2157650913963758,1.3040176068545701,1.2392945947073755,1.3119961429771032,1.2334954405479632,1.3114010978986694,1.2278135804278016,1.3106382001589754,1.2278135804278016,1.3106382001589754,1.220732110631195,1.3047424658195887,1.2157650913963758,1.3040176068545701,1.440090931428713,1.4622803000440459,1.440090931428713,1.4622803000440459,1.4225872357504756,1.4721769664543325,1.5052367869235708,1.538296607392808,1.386654481545457
