miliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
1000,0.06755935112866131,-0.0004966725134762975,0.03096093422082116,1.2956834427089272e-06,1.7559255800569266e-08,8.084286428443891e-07,1.3362798745889586e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06900336796475208,0.00053742321896621,0.0005680497667538635,2.3572353805050857e-09,4.038290492485903e-09,2.0300705335483665e-09,0.0035841020940961896,1.0905074992085414e-05,7.170114532427885e-06,-9.255622600984876e-10,0.5
1100,0.06780642061156512,9.184047881316635e-05,0.030939376074298523,1.3816527170132713e-06,1.583245533565343e-08,8.024961975557576e-07,1.6646025842897448e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06914096426146392,0.0005411804341966755,0.000625914017404256,1.8245268854466922e-09,-2.8488504768192993e-09,3.316752809671598e-09,0.004264911728759198,1.1075385923833199e-05,8.081572716934159e-06,1.8095443485523503e-09,0.5
1200,0.06769415501683491,-0.00029993830464719313,0.031145732108054984,1.8542315281931606e-06,2.129616664302003e-08,1.5192484779880603e-06,1.1081913904662364e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06900105680686101,0.000554066807381137,0.0006590374127893898,2.6010790995194217e-09,1.3951750373602578e-09,3.580367291566031e-09,0.0046594327804370715,1.281638160857625e-05,8.966646606181455e-06,1.4843656976784853e-09,0.5
1300,0.06749573618931726,0.0008826652914467158,0.03101124620875316,1.889028700853821e-06,2.3401552441147854e-08,1.344434087635342e-06,1.531379205117957e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06901058846264414,0.0005569321331978438,0.0007355230341649054,5.473613306673307e-09,2.718213009398927e-09,3.5204873431284606e-09,0.005269934248656649,1.3624107947084055e-05,9.392041514127115e-06,1.3231289920494647e-09,0.5
1400,0.0674770570045253,0.0003382740565183057,0.031325794039158715,2.090641083373187e-06,1.8200063238850067e-08,1.8883533140196838e-06,1.729245764509337e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691894684361468,0.0005661243262610866,0.0007992465003463524,6.594970701292151e-09,1.415650148719231e-09,5.2793051427527e-09,0.005637696298469535,1.528930959344544e-05,1.0562844452283207e-05,1.988918478794235e-09,0.5
1500,0.0678912374869901,0.0002471702232654747,0.03119853416449786,2.847464981058096e-06,2.189049021080139e-08,2.24426470841906e-06,1.8167775862922288e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06919176638060344,0.0005812184371641923,0.0008429021865439051,6.060768218999399e-09,5.042520783099355e-09,4.2853575958250456e-09,0.006014690144821751,1.579747914198085e-05,1.129101249904779e-05,4.260987413865422e-09,0.5
1600,0.06777081085474632,0.0009189196391797901,0.03117406369010682,2.916667835838088e-06,2.5676496908782377e-08,2.0849777931944637e-06,2.087754278629805e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06831361552103556,0.0005840812799852568,0.0008941209974443081,7.460029339067556e-09,6.566385008623266e-09,5.7531183653893305e-09,0.0064279545353940265,1.6434201608277895e-05,1.2134707838458152e-05,6.871945777361498e-09,0.5
1700,0.06781227418675168,-0.000314534695505199,0.03129548348150921,3.716590341929089e-06,2.9014822500614145e-08,2.4726916406611e-06,2.1978959169761782e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06852428391461002,0.0005829113605793115,0.0009084644372533835,1.1218915389215673e-08,7.0236626494935865e-09,5.887690683582552e-09,0.0069111026680129545,1.800802014015957e-05,1.2379563354025079e-05,7.698197620483254e-09,0.5
1800,0.06784339400395806,0.0008449264147031982,0.031265348843698554,4.320353456335065e-06,2.7399909417179563e-08,3.209865585796744e-06,1.8807542438798912e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06826437815767132,0.0005868891268223452,0.0009809809170342116,9.387101028445316e-09,7.118033713153233e-09,8.702970877175355e-09,0.007636203373501282,1.8913577633310897e-05,1.3686847190271972e-05,4.536146709685976e-09,0.5
1900,0.06780036040515382,-1.9193069559741706e-05,0.03139949506748676,4.720918368423277e-06,3.349848481150521e-08,3.3194203289169995e-06,2.01092642505517e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06905118974192116,0.0005872172272086017,0.0009757339495436627,1.416716298404711e-08,1.7058142153347422e-08,9.206385184376398e-09,0.00825214136573728,1.958314713695307e-05,1.4708647345969534e-05,9.521122282264181e-09,0.5
2000,0.06803638826441423,-0.0004695341720257492,0.03131536997218079,5.200265900563147e-06,3.0562486185120436e-08,3.671762497492919e-06,2.52350863190124e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06902898434038685,0.0005974750248811866,0.0010123035732014052,1.4980575650579415e-08,1.1502377135333604e-08,9.36703328468693e-09,0.008415046867602107,2.0927168077578376e-05,1.5138188899687421e-05,7.59153521022416e-09,0.5
2100,0.06805897880221398,0.00017074448837981276,0.03112705745977835,5.750527651800794e-06,3.21289178433126e-08,3.6974350525935194e-06,2.399111450695226e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682334479563923,0.0005904662963067686,0.0010883975338945551,1.764279752037868e-08,1.437424605397718e-08,1.0177079312881217e-08,0.009004559337256789,2.143590666041632e-05,1.5759332859345843e-05,1.2814346971854352e-08,0.5
2200,0.06808536891644078,-0.00021911972946356918,0.031102459731087547,6.333692749020714e-06,4.095827913708723e-08,4.655282423214109e-06,3.151510866913524e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068502556245823,0.0006028702225170798,0.0010876491704575684,1.9559025714120774e-08,2.0147782805806765e-08,1.1757790447755545e-08,0.009706125263717828,2.2440862136246554e-05,1.6742841402736723e-05,1.380626728495835e-08,0.5
2300,0.06860735784936679,-0.00025225864370120843,0.031296881708961756,7.167693135129145e-06,4.541231666606684e-08,5.037462036242105e-06,3.17584858501951e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06823219000594663,0.0006029049350632884,0.0011126319582895434,2.1222579894816063e-08,2.6320698690281507e-08,1.4367780872846934e-08,0.009703336692314636,2.4207834388941092e-05,1.7377630714145855e-05,1.4800546137499691e-08,0.5
2400,0.06847365161230887,0.000629095442176463,0.03156771829403543,7.369973839254026e-06,4.8461451336377775e-08,5.43419989196375e-06,3.498413151610974e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06880642787726886,0.0006048966021710346,0.001144372543854774,2.076428981703635e-08,3.549957461638503e-08,1.4569683870384908e-08,0.010089042019721975,2.5844619487418792e-05,1.813704913228377e-05,1.7029958418715694e-08,0.5
2500,0.06888766047145804,-0.0005860341057705211,0.03151426495037568,7.598446007603344e-06,4.745339847073125e-08,5.466372669783559e-06,3.662378582051974e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06854183514321717,0.000600584955919324,0.0011952602089322182,2.309181763772881e-08,3.097607276062494e-08,1.8081309609729726e-08,0.010805184958107296,2.6219831167072886e-05,1.8699687086640074e-05,2.0706199584476756e-08,0.5
2600,0.0687200427387036,0.00015162498731073574,0.031283048349656783,8.596771550983697e-06,5.0843904817321636e-08,6.019774938120039e-06,4.0944395584125365e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06790084161995148,0.0006118831267092843,0.0011747980564278794,2.8094421211690096e-08,3.8101776337023684e-08,1.7751476937381903e-08,0.011393354445579096,2.7508208097451067e-05,1.975337050042883e-05,2.1763500081980155e-08,0.5
2700,0.06898117062221179,-0.00035780174795186075,0.031522160413837284,9.532018744273757e-06,5.458771167881948e-08,6.739709682250572e-06,4.4977307622745725e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683783212397948,0.0006054236188412442,0.0012368375738545825,2.7178447105029843e-08,4.955093513116884e-08,2.0309474535090667e-08,0.012031239487237139,2.774936752471568e-05,2.0229410446326306e-05,2.5246283285991798e-08,0.5
2800,0.06930856192449893,-0.00023850986511272368,0.03136896185854382,1.0113756402209049e-05,6.297500317795121e-08,7.3015124847615346e-06,4.755173569238008e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06859585030327076,0.0006104271980923409,0.0012171426059376085,3.0128686611366104e-08,5.570200659379851e-08,2.1234543660155335e-08,0.012404796029825069,2.9467396552209758e-05,2.116295925258451e-05,3.287802145933073e-08,0.5
2900,0.06921029245479648,-0.0002539294945931536,0.03158392867042387,1.0810265674731345e-05,7.187643884962511e-08,7.69357329391205e-06,5.729601418384128e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06835190421104308,0.0006207540235040456,0.0012515469223713333,3.444048708986336e-08,6.003583062627806e-08,2.455164185165698e-08,0.012536622942035155,2.9712481492450422e-05,2.1999211561884155e-05,3.209801686906318e-08,0.5
3000,0.06978212130580677,-2.2224332597344085e-05,0.03169305666441818,1.1290245404844019e-05,7.708278973319241e-08,8.243361644220559e-06,5.928834707890262e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06748432974355703,0.0006219378848186352,0.0012755934081787415,3.688514853187629e-08,6.635141911048247e-08,2.578775212482707e-08,0.01314358144207807,3.186144881716193e-05,2.235509117809919e-05,3.6196837322799744e-08,0.5
3100,0.0695837448482089,0.0003093586386917626,0.03163875664537934,1.1598337225578636e-05,7.97404894217862e-08,8.373278735409172e-06,6.295022815804557e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06779092262883255,0.0006212291927748206,0.001299109490495843,3.9204223867924664e-08,6.876191122411705e-08,2.9031825112239865e-08,0.013533402779979687,3.243419500134999e-05,2.2955188141703578e-05,4.507254198238725e-08,0.5
3200,0.07023512638813151,-0.00034136444036913003,0.03163412019684005,1.291829262518621e-05,8.294117934759747e-08,9.502846512047548e-06,7.336016861662304e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06765261485987545,0.0006233650017418565,0.0012853751924655123,4.189962397202962e-08,7.595938541046004e-08,3.075776751320092e-08,0.013973312975255475,3.3966270442250435e-05,2.3510690240286396e-05,4.8876436588743525e-08,0.5
3300,0.07019622997389335,0.0006136825441515536,0.03172285233509194,1.347070858899179e-05,9.201506824053565e-08,9.88514648122122e-06,7.816810375389313e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06829917395722823,0.0006304537124639913,0.0013098219058040937,4.542602466420441e-08,9.126249791842713e-08,3.360347153948387e-08,0.014622833073649236,3.502347102249047e-05,2.396473786549813e-05,5.164125189476813e-08,0.5
3400,0.07048984393665601,-0.00042911888935329476,0.03164384231874605,1.423586844579429e-05,9.802317793058663e-08,1.0027078120341665e-05,8.740001661879312e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06757461887000267,0.000628454861685666,0.0013354378515331522,4.860993876751578e-08,9.524703897069642e-08,3.6086651213182386e-08,0.015156994431226487,3.4664098711038745e-05,2.495972077273332e-05,5.627253384271259e-08,0.5
3500,0.07053562659290356,0.0003938989147294229,0.031818078109298965,1.569050025427046e-05,1.0586106990014877e-07,1.064397868733308e-05,9.541897689405621e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06786049314586606,0.0006366320370427511,0.0013472866079309535,5.257465858314679e-08,1.1141593737621484e-07,3.680156640626469e-08,0.015074517184496093,3.5704497451169384e-05,2.582118205641632e-05,6.250361826279325e-08,0.5
3600,0.07123314972389329,-0.00045815169549432507,0.031858684080132205,1.5971350277937308e-05,1.1202186360936661e-07,1.1533331827493423e-05,1.0046512480712677e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06742367066233614,0.0006376867216201979,0.0013371737356209928,5.6340003218383806e-08,1.1947171583492805e-07,3.9822339454982725e-08,0.015996721535272925,3.76958795755598e-05,2.6596161427619713e-05,6.768225155884384e-08,0.5
3700,0.0710992904481592,0.000898782679443819,0.0317268244061519,1.7083687977539482e-05,1.2721188939367035e-07,1.2031419834439871e-05,1.0914254037248467e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06743132013311733,0.000633446296064149,0.0013626399047360703,5.944544568185959e-08,1.2739023501916162e-07,4.208863852327483e-08,0.016448748702274727,3.809819311222766e-05,2.6926999839505036e-05,7.567773546302612e-08,0.5
3800,0.07164452039464377,0.00024060490586811465,0.03210003792639407,1.8165853272149067e-05,1.3327582041465046e-07,1.307521270821452e-05,1.1849151588455319e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06722178676074392,0.0006404378488780583,0.0014004796085755127,6.48711357198313e-08,1.448899807586061e-07,4.385236856835864e-08,0.016469867976070737,3.860419952057275e-05,2.769799710175986e-05,7.902277278926432e-08,0.5
3900,0.07185750395122363,-0.0004280652360120612,0.031976543384657864,1.902491921751495e-05,1.4289051965152928e-07,1.3501738937882556e-05,1.2277500686318185e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06759562783240082,0.0006365064049825299,0.0013824340872904415,6.809948829950228e-08,1.5844515061143526e-07,4.6658585997177847e-08,0.017038861222983318,4.034389826950032e-05,2.9204694404744708e-05,8.614190261846561e-08,0.5
4000,0.07195896604532422,0.0004055163848544038,0.03186349837777405,1.988242705687878e-05,1.5649434374590375e-07,1.4137549316301222e-05,1.344610689529682e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0670383415228442,0.0006443589023299318,0.0014090706125414664,7.26153713564927e-08,1.6875631861773895e-07,4.962376612211523e-08,0.017459685883127126,4.06188125962114e-05,2.9920950001932157e-05,9.495253347450161e-08,0.5
4100,0.07257449253310637,0.0006378014811788226,0.03232626913652752,2.068114191807443e-05,1.6502081521594877e-07,1.495334222139822e-05,1.4298776134165144e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06687633293682528,0.0006448991073635791,0.0013956121861319797,7.600112870472885e-08,1.8502829481932585e-07,5.269592985925986e-08,0.017900168136039663,4.3017685310134736e-05,2.96493892173121e-05,9.782813259923954e-08,0.5
4200,0.07274709526581571,-0.0005911250128745475,0.03193904327345684,2.2143734025160964e-05,1.7177916246058306e-07,1.5706518081977362e-05,1.5967502207857886e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06705537292900735,0.0006505824518198144,0.0014435501569766804,8.093881403299206e-08,1.9448506289502213e-07,5.5066684543565604e-08,0.018273997949299143,4.276714542826665e-05,3.069027343803193e-05,1.0699309703989528e-07,0.5
4300,0.07329874960091552,-0.000455640296337866,0.03224729727692279,2.2815898032867322e-05,1.819329395234172e-07,1.611020668581022e-05,1.7091952636534095e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06680030800934497,0.0006491276784927362,0.001441780662556685,8.214776321757301e-08,2.1156568305312267e-07,5.9859156974138e-08,0.01903478435444508,4.4439117841211215e-05,3.1721303995650847e-05,1.1429433835344215e-07,0.5
4400,0.07365208544181082,-0.0002123436568827307,0.032247897057095166,2.3667051510564683e-05,1.94265387230729e-07,1.68924967326029e-05,1.7753625734318428e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06714053035633581,0.0006615508556381675,0.0014254552757950907,8.742861685720546e-08,2.3386768406062374e-07,6.148843863954441e-08,0.019230758469510056,4.486028345565849e-05,3.219157766750025e-05,1.261037849537526e-07,0.5
4500,0.07378660361914953,0.00031943318747797394,0.032507067800783544,2.474777665839323e-05,2.0799627721467278e-07,1.753743481652127e-05,1.922737149699777e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06742600229995094,0.0006660286844021212,0.0014314151569442266,9.344274729011334e-08,2.4762887882038964e-07,6.573761194675576e-08,0.019268501477623146,4.632828114867085e-05,3.2637657087714175e-05,1.3403539472949047e-07,0.5
4600,0.07429778778718062,0.0007718065116841606,0.03255178810589219,2.5645199420480728e-05,2.2302712329611613e-07,1.8598293050979493e-05,2.0889909619207399e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06699740185734686,0.000661788368833738,0.0014669325465955154,9.611594990743954e-08,2.612306311589045e-07,6.870809755444188e-08,0.020343081474891056,4.7688265974789646e-05,3.368711950932366e-05,1.3894310433769892e-07,0.5
4700,0.07439690846985914,-0.00013986329084646453,0.032548177597809175,2.686548730727082e-05,2.341942212972787e-07,1.9196025705625217e-05,2.1717339445465974e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06642351969218206,0.0006659166924701561,0.0014773404565501544,1.0078116092215263e-07,2.8148661366374794e-07,7.316365635739962e-08,0.020721426870901498,4.785233776824092e-05,3.47753390531512e-05,1.5113938804177216e-07,0.5
4800,0.07515229443311032,0.00029598234183803723,0.0326301720765317,2.8247189238640124e-05,2.492909558427137e-07,2.026430640866526e-05,2.357828080979004e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06649682290711438,0.0006725226503544246,0.0014591762300735062,1.0559179463657441e-07,3.029446428229471e-07,7.669128807242774e-08,0.02108438761960483,4.981469657389542e-05,3.478011605925004e-05,1.59142164671121e-07,0.5
4900,0.0752845951005752,-0.000506604031598713,0.03266339845843894,2.9194325752848356e-05,2.6245650560950856e-07,2.1156919881138935e-05,2.4752023001493475e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06677374465883726,0.0006696833883087626,0.0014659179726979985,1.1055824796228372e-07,3.2153874141447545e-07,8.019309243818936e-08,0.021514559043291442,5.017093719588569e-05,3.538404772330923e-05,1.6820831973636694e-07,0.5
5000,0.07579661083497229,-0.0002607291001503153,0.03274201062738991,3.079155366281943e-05,2.7792982301224126e-07,2.1798398004348466e-05,2.666260374486257e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06711139389921944,0.0006783485374323963,0.0014789082630256903,1.1723905470733166e-07,3.4392893717580316e-07,8.337363873794218e-08,0.021706698886463892,5.149249591731532e-05,3.7013920191351305e-05,1.8165327454749765e-07,0.5
