miliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.0998807374239851,0.09979655752277913,2.6308943695676077e-05,4.656845987332111e-07,3.5831326986478536e-09,-1.6276693425590218e-08,1.342755741572859e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012958146689275737,4.453541869491516e-06,4.48792508560178e-06,5.893105599550005e-10,-4.756991425576036e-09,-3.866402648414857e-11,0.00013206788432753382,1.9884658413642417e-07,-5.339699462120904e-07,2.33326370149959e-10,0.5
100,0.08136923424132164,0.04430427199831342,0.01848693501311872,-3.6072490135024427e-07,-2.5918119483782183e-09,1.728528671350645e-07,4.0260667699696435e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037457485060008136,0.0001524191235042952,-9.518006570275834e-06,-6.897692297046694e-10,-3.360753059890739e-10,-3.360363232902854e-10,0.00020528917573758203,1.718093734920466e-06,3.823569185116842e-07,1.91129679196788e-09,0.5
200,0.0740957667066254,0.02035446560224581,0.025742974201774,-3.9940412475348607e-07,5.996488579155935e-09,-3.7733501874718334e-08,3.2196708891996642e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05418648111619034,0.00026172532371100584,1.9716076973945263e-05,1.2084981222170763e-09,2.676994980762317e-10,1.2506964858193592e-09,0.0005413640281775548,2.3947992839215057e-06,1.1921340216301028e-06,1.7983179964091366e-09,0.5
300,0.07060888202457376,0.010286718056507264,0.02879518415806351,3.811403860240488e-08,5.305640734643406e-09,3.4452244037716887e-07,5.323285959805765e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061878029415473955,0.00034245110680184397,0.00010566869177803597,-6.288867931929228e-10,-4.050234709825182e-09,7.088223054617619e-10,0.0008180591451260657,3.0691156749612887e-06,1.9781953714639985e-06,-1.6891915436502316e-10,0.5
400,0.06918115727871592,0.004880688014239542,0.03027060715784362,1.7600476222098614e-07,6.30423189118097e-09,-5.6372278509822884e-08,3.0997494650369983e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06654342511352555,0.00039314517840782244,0.00015156929307954045,1.000701584753846e-09,2.350060127692418e-09,9.82428430996523e-10,0.0012205516756548479,4.678241214201477e-06,3.390054587810642e-06,-9.403596395046473e-10,0.5
500,0.06858357211438236,0.0020120524807304622,0.030713303353647352,3.836941541940953e-07,1.3115663668149497e-08,4.093438770344955e-07,7.16968777048369e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06783913783235865,0.0004317266648155714,0.00019931324632809974,5.903583918395852e-11,4.2094864529410425e-09,1.143094374730839e-09,0.0013138091288503366,5.560632885709878e-06,3.888706966351615e-06,7.377761080956333e-10,0.5
600,0.06789289669816845,0.001506294220264936,0.030998366374984362,8.354930386868976e-07,1.231995127003384e-08,1.8104057677518238e-08,7.859296865806231e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06857364920265012,0.0004657921967285351,0.00027329707868879537,3.6229260264617244e-10,2.500806500840286e-10,1.3555779278545578e-09,0.0018372310391954788,6.605941396804787e-06,4.125032387543613e-06,4.644592944961304e-11,0.5
700,0.06805013558481962,0.0012105475905778932,0.030986967856943343,6.869609704940293e-07,1.7296097429079286e-08,3.571943154135264e-07,1.3888305583703579e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06857912221059657,0.0004926559210415108,0.00034123995348934376,1.4701195214929905e-09,-2.95183428790475e-09,3.6331659058908805e-10,0.002179247068905179,8.088649486345435e-06,5.307425956972814e-06,-1.8530316985829355e-10,0.5
800,0.06796991631685542,0.0003219129258918288,0.031103089833338055,9.922004929203058e-07,1.3362359598549545e-08,7.178731255675226e-07,9.91101087558964e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06875353477264481,0.0005065330678372877,0.0004214892762846636,1.3190606448980788e-09,-3.279616944320845e-09,-6.140265024638219e-11,0.002941873617822984,8.945877494287732e-06,6.350629322685174e-06,1.0869869248013282e-09,0.5
900,0.06782819449559,-0.0004292766913112564,0.03136279972591327,1.1770867218115492e-06,1.5415365455413306e-08,6.124919859294918e-07,1.551715784775219e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06933067467503318,0.0005238918722651893,0.0004957065697832487,9.263167899916424e-10,5.144925915820815e-09,6.674297143910089e-10,0.0037461291968671068,9.564132611147881e-06,6.760495077645431e-06,-1.9385750527635114e-09,0.5
1000,0.06753917557749421,0.0004857262000808907,0.031002500149488386,8.657327698831428e-07,1.835383255373857e-08,1.0091339844344113e-06,1.1784920665787481e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06881668070011984,0.0005406194950183078,0.0005771992754193237,7.539202898772574e-10,4.635465758417154e-09,2.923352281940915e-09,0.00401763678942411,1.0475003225642535e-05,7.217434093467961e-06,1.5072187255893497e-09,0.5
1100,0.06757694769987749,-0.00018282774252093074,0.03125401959061546,1.9842627450998005e-06,1.861060698836211e-08,1.0876292460253358e-06,1.474262179045507e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06952265207510822,0.0005433283035316641,0.0006087451704128809,1.6516692744639827e-09,4.670200632020945e-09,1.9126889166340243e-09,0.004467548101070427,1.2267588248140277e-05,8.655629825390844e-06,-7.628703118591592e-10,0.5
1200,0.06755390384459739,-0.0001632784618173232,0.031274631234544804,1.9578423496026808e-06,1.7781425804207036e-08,1.36622510734643e-06,1.1512669019757746e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06907784055500814,0.0005623094635721722,0.0006682311804175716,4.232807959535772e-09,-1.8079178783828162e-09,3.980061787048891e-09,0.004721438093008778,1.24654137359446e-05,9.062475406039111e-06,4.346460260281517e-10,0.5
1300,0.06743115528289759,-0.0004069587171784771,0.030949284257141288,2.6001756562153733e-06,1.9541055709482268e-08,1.7233679241852622e-06,1.450700015425775e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06930951147804874,0.0005614378841386763,0.00074218979161193,4.042769015153061e-09,4.412800094214549e-09,4.0058639606920275e-09,0.005258193586441422,1.3367536314235917e-05,1.0145208585213014e-05,3.2056337177719537e-10,0.5
1400,0.06781287419113614,0.0004041178495931155,0.03129631685958528,2.337520576908664e-06,2.368657772157828e-08,1.9072875563566878e-06,1.7424491077546093e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06916169019251966,0.0005629485766262612,0.0007996867338041386,4.775438068210995e-09,2.844869077738717e-09,3.3755106442803818e-09,0.005522986834415529,1.5519868934986347e-05,1.0640608519907239e-05,3.4958671789722046e-09,0.5
