milliseconds,IkBalpha,NFkB,IkBalpha_NFkB,IkBbeta,IkBbeta_NFkB,IkBeps,IkBeps_NFkB,IKK_IkBalpha,IKK_IkBalpha_NFkB,IKK,IKK_IkBbeta,IKK_IkBbeta_NFkB,IKK_IkBeps,IKK_IkBeps_NFkB,NFkB_nuc,IkBalpha_nuc,IkBalpha_nuc_NFkB_nuc,IkBbeta_nuc,IkBbeta_nuc_NFkB_nuc,IkBeps_nuc,IkBalpha_transcript,IkBbeta_transcript,IkBeps_transcript,IkBeps_nuc_NFkB_nuc,fr_after_trigger
0,0.09996919083113202,0.10032758197944935,-1.51732722955541e-05,3.337945280606914e-07,3.2545389536767247e-09,-3.2191004017974165e-07,2.255076679880287e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010519154118961368,-2.240295902162697e-06,-1.9961784676322888e-05,-6.634096261557947e-10,2.152026346884334e-09,7.553149724676905e-10,0.0002745292183965733,6.725618864652391e-07,5.005109853047531e-07,2.0711733649018724e-09,0.5
100,0.08148837175197442,0.043967541584378864,0.018364122056305845,-2.3042137335405162e-07,-1.2327242883339844e-09,-1.8027172138110612e-07,-1.5949117295268865e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03821405888766017,0.00015912783413507385,-1.1431330052813238e-05,1.63223293430156e-09,2.9330387465801802e-09,3.0193147528449747e-10,0.0002511582998765091,7.376308969461773e-07,2.8143620654025785e-07,4.0489309986174673e-10,0.5
200,0.07387880000389398,0.02106713894018142,0.025667228886910313,-9.540137195297053e-08,8.539313839732319e-10,-1.3362735251401423e-07,9.732168612668448e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05454752852607209,0.00026317583539938854,3.868698933406813e-05,1.83912895225745e-10,2.6598738702465303e-09,6.531868570660057e-10,0.00016869663613912803,2.3640217943634405e-06,1.6754288163100543e-06,1.6321668574045986e-09,0.5
300,0.0708135709388351,0.009587831377956326,0.028538783732599653,3.0751283019186956e-07,4.393468857776053e-09,2.4709148421323356e-07,6.817572226274442e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06265410631731651,0.00033387866786256583,6.284027155660151e-05,-1.6249362884570958e-09,3.863148163208983e-10,1.2526553908636417e-09,0.0004388665884627619,3.601751440192384e-06,2.424016750414134e-06,2.312191752894731e-09,0.5
400,0.06935362690308979,0.004512868191176507,0.029996234894585253,5.291340921732553e-07,9.279942284679438e-09,-1.1727956602977786e-07,7.369744693419462e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06630026808353384,0.00038988169896187516,0.0001379426681792756,1.0177792191839963e-09,3.1536762082001994e-09,-9.36714323404514e-10,0.0013531166725147955,3.6996876282968113e-06,3.032917467690126e-06,-1.600574111096262e-09,0.5
500,0.06846339269439661,0.002801332951454007,0.030590322242988067,3.3477094130635816e-07,9.409114718128247e-09,2.495922262359629e-07,1.0046549756287491e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0680665410245986,0.000433957164805726,0.00022385246123574263,-7.47060862898363e-10,1.7368054515684773e-09,7.451710554531914e-10,0.0012561783741097275,5.939691643333742e-06,3.2887627744244084e-06,-7.641981971657942e-10,0.5
600,0.06830829166106163,0.0007936201561039881,0.031103106889085283,3.0527939355186194e-07,1.5538028910847694e-08,1.6868345027369643e-08,8.026988876658428e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06875687544176017,0.00045937033708183766,0.0002852096840260652,1.4974402763083543e-09,-2.061500025092768e-09,1.2221410756292053e-09,0.0018204714306014292,6.5612321472660876e-06,4.691052810397422e-06,1.449442566539965e-09,0.5
700,0.06797145078771755,0.000365372335753821,0.030979112542157655,6.832221304303698e-07,1.865627118077893e-08,7.27984350513814e-07,1.0776258774730717e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0687640348097967,0.000495126300508007,0.00036663127878999594,1.7660096707808876e-09,1.674502180808209e-09,1.8857516380282015e-09,0.002770830220681218,8.156811624048401e-06,5.397966062285644e-06,-7.4384676519318e-10,0.5
800,0.06754378241162791,0.0010944106863638211,0.031165541012995415,1.0862539327910429e-06,1.8306371564382984e-08,5.357416451528178e-07,1.0808170358566339e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06851951756243509,0.0005058561927470034,0.00041859502688418077,2.3649851459996257e-09,2.923681342448987e-09,1.7791342337432525e-09,0.0031339294243746207,7.989206890724553e-06,6.177216757047499e-06,2.1389028453419956e-09,0.5
900,0.06792798187092813,-0.00023813651438750558,0.031168217917923662,8.736795942213044e-07,1.6632843509719632e-08,7.073727473172425e-07,8.994361244643292e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06924693865829402,0.0005201818987320321,0.000495306812806826,1.3261994361139727e-09,5.026696701997804e-09,2.5111943053640272e-09,0.0032362158557299315,9.768592457985004e-06,6.398369471550419e-06,1.7775373635369286e-09,0.5
