milliseconds,A_dopa,A_B,A_M,C_dopa,C_OMD,C1_M,C2_M,C1_B,C2_B
0,101.0,18.134999999999998,1.3650000000000002,0.0,0.0,0.0,0.0,0.0,0.0
100,88.77637052010644,16.507977893236387,1.066257046671833,23.024853508527713,0.7609737378239906,0.5166020971813167,0.016208126376074772,0.11079737404479952,0.0036607023689965447
200,78.03211844321893,15.026927715676663,0.8328967691450326,42.097803250459386,2.862318834089327,0.410636330680886,0.03071512756830551,0.14141841637671138,0.010623941935231291
300,68.5882005931265,13.678753269170672,0.6506095624204853,57.74382046349195,6.058512877959273,0.32621319532342413,0.041657140135488234,0.1437089345776554,0.017967934550256106
400,60.28724267057294,12.451533310041606,0.5082176072267426,70.4264699960586,10.137564318767366,0.2596280730029276,0.049794668284840686,0.13646878066142076,0.02471941911613473
500,52.99091677100279,11.334416135883295,0.39698945766239246,80.54934031638615,14.91669513518789,0.20727262359862383,0.05573965058116647,0.12647241061924314,0.030605589487679927
600,46.577636309294505,10.317523630413135,0.31010464050396047,88.46340529305307,20.238535415825087,0.16614593179266196,0.05997631446678255,0.11612268402468898,0.03560047993608127
700,40.940529731314776,9.39186391108304,0.2422353660534464,94.47355406448213,25.967788409362992,0.13383767871554136,0.06288520185386856,0.10623714257271206,0.0397605758227767
800,35.985659847649856,8.549251826292208,0.1892199235979513,98.84441631735314,31.988314656504507,0.1084402707385071,0.06476441710045268,0.09706029644945974,0.04316576454059102
900,31.630458573834176,7.782236582958569,0.14780749600910173,101.80559916116681,38.20059009401856,0.088454325563002,0.06584712636419604,0.08863320634914904,0.04589838758320158
1000,27.802349872597574,7.084035823103549,0.11545850960837804,103.55642765620222,44.51949871814247,0.07270478645062141,0.06631558207901027,0.08092762812682683,0.048036193766297725
1100,24.43754196388007,6.448475706199157,0.09018939084187497,104.27024167252969,50.87243482047021,0.06027213680875473,0.06631215217490707,0.07389298652546136,0.049650386516999316
1200,21.479963381146316,5.869936286553983,0.07045064095443641,104.09828812752144,57.197676361386414,0.05043719005649189,0.06594802346476644,0.0674748459676394,0.05080528826228302
1300,18.880328772345983,5.343301824459076,0.05503189145750417,103.17319729033413,63.44300764691651,0.042637559891110975,0.06530999982829463,0.06162031157873778,0.05155870991303172
1400,16.595317620472493,4.8639155514359835,0.042987673615771535,101.6120094166932,69.56455991231506,0.03643348091840577,0.06446582340552687,0.056280105780098226,0.05196245327504816
1500,14.586852274491449,4.427538489459987,0.03357943841211593,99.51871225278046,75.52583823664195,0.03148103173994455,0.06346833506647022,0.05140887918853397,0.052062859685135764
1600,12.821463519775762,4.030311972103534,0.026230280460644354,96.98625722338474,81.29690150402841,0.02751121088472764,0.06235872511577371,0.046965182241072545,0.05190132532090438
1700,11.26973274041207,3.6687235196805648,0.020489550076072616,94.09806449927883,86.85366036355772,0.024313565263930168,0.061169075736375714,0.042911190407967106,0.05151478282438032
1800,9.905801777402095,3.339575784283798,0.016005230176659453,90.9290656632032,92.17726156404979,0.021723408478924545,0.0599243467227522,0.03921242925044583,0.05093613882113057
1900,8.706941955503046,3.0399582739523328,0.01250234331215114,87.54638849866721,97.25353107276679,0.01961182494536201,0.05864392881415642,0.03583748236529985,0.050194672640814154
2000,7.653175372680576,2.7672216186089744,0.009766094307791393,84.00979745372511,102.07245659674975,0.017877864199627613,0.05734285727456209,0.0327577262126343,0.04931639713721581
2100,6.726941973858,2.518954142388969,0.0076286978726411835,80.37201424830495,106.62769740927226,0.016442439435898935,0.05603276102183029,0.029947081153055714,0.04832438571152072
2200,5.912806918712772,2.2929605378413087,0.005959089432523849,76.67901434675181,110.91611695420823,0.015243559916158327,0.05472260474491477,0.027381785742547696,0.04723906813243832
2300,5.197203397732741,2.0872424551782607,0.0046548898438759055,72.97036237663833,114.9373387276555,0.014232606155356528,0.05341926912420893,0.025040189818642533,0.046078498165536774
2400,4.56820652288401,1.8999808301390548,0.00363612573885955,69.27961369069294,118.69332876937143,0.013371417605035102,0.052128004872680773,0.022902566379571616,0.04485859559686484
2500,4.015334643958047,1.7295198008339459,0.002840327371665782,65.63478202245561,122.18800902906975,0.012630017899552839,0.050852787713619854,0.020950940046221198,0.04359336497598122
2600,3.529374647927545,1.5743520637849564,0.0022186964271274606,62.058855551687024,125.42690498434803,0.011984835468129555,0.049596596354601286,0.01916893090163146,0.042295093333237874
2700,3.1022284618136102,1.4331055474829828,0.0017331150318476117,58.570337138267156,128.41682978462856,0.01141731369132905,0.048361629870507974,0.017541612274530098,0.04097452873403983
2800,2.726778079636554,1.3045312781869922,0.0013538073993002925,55.183784232587286,131.1656052220595,0.01091282337404852,0.04714947803146451,0.016055381216425937,0.03964104156094368
2900,2.3967669652537484,1.187492337023031,0.0010575146161800224,51.91032847578123,133.68181876490019,0.01045981300155265,0.045961254591401005,0.014697840570648702,0.0383027700565889
3000,2.1066957849908428,1.0809538062527897,0.0008260681526446841,48.75816076797446,135.9746144757498,0.010049143835083648,0.04479770175789628,0.013457691565480113,0.03696675166522907
3100,1.8517307659348,0.9839736179682376,0.0006452757852780173,45.732973277699486,138.05351513140434,0.009673569903751783,0.04365927204742447,0.012324636004907213,0.03563904148027066
3200,1.6276231509811676,0.8956942242561025,0.0005040514544512485,42.83835458448395,139.92827242494135,0.00932733119606436,0.04254619245171566,0.011289287200857265,0.03432481901318751
3300,1.4306383888125855,0.8153350136856737,0.0003937353043144502,40.07613778132561,141.60874197947444,0.009005835164256177,0.04145851478493564,0.010343088848319405,0.03302848440765929
3400,1.2574939107400638,0.742185409511576,0.00030756284075792584,37.44670345842721,143.1047801197538,0.008705407525107636,0.040396155170101,0.009478241158132686,0.031753745065230106
3500,1.1053044196408803,0.6755985855757031,0.00024024997299051172,34.94924121650405,144.42615937562152,0.008423096960598703,0.03935892506229336,0.008687633567631359,0.03050369363269929
3600,0.9715338188198108,0.6149857475585202,0.0001876691356360103,32.58197362615756,145.58250015115334,0.00815652222531889,0.03834655559936203,0.007964783473488923,0.029280878130434007
3700,0.8539529416334333,0.559810925810451,0.00014659607627959628,30.34234715810963,146.58321609343716,0.00790375219511508,0.037358716756941614,0.00730378041565905,0.02808736501377366
3800,0.7506024108941315,0.509586236608401,0.00011451222240088288,28.22719408942812,147.43747115776435,0.007663211860444851,0.03639503240015239,0.0066992352541569876,0.026924795805825404
3900,0.6597599842130552,0.46386756772924986,8.945020553072592e-05,26.232869422297618,148.15414650236087,0.007433608498736706,0.03545509213380257,0.006146233870045813,0.025794437947162702
4000,0.5799118551729988,0.42225065145214086,6.987323210736347e-05,24.355366249762294,148.7418156866703,0.007213873702271329,0.03453846062813402,0.005640294998722208,0.02469723040292714
4100,0.509727428169516,0.3843674899267012,5.458085523145657e-05,22.590412697604137,149.20872682832066,0.007003117801016193,0.0336446849630912,0.0051773318228701265,0.023633824537797707
4200,0.4480371430872892,0.3498831009222501,4.2635348995779955e-05,20.93355316021378,149.56279057241082,0.006800593983023151,0.03277330041525233,0.0047536169850761695,0.02260462072228605
4300,0.3938129883953994,0.3184925560413212,3.3304224698689266e-05,19.38021612823547,149.81157291696144,0.0066056700354957315,0.03192383501466412,0.004365750723335881,0.021609801074516655
4400,0.34615136731155977,0.289918284057552,2.6015298426144545e-05,17.925770665310303,149.9622920505002,0.0064178060321518834,0.031095813136291228,0.004010631838657288,0.020649358729218765
4500,0.3042580431222129,0.26390761682857433,2.0321619639179347e-05,16.565573169587672,150.02181851996633,0.006236536711183356,0.030288758325051734,0.003685431254963763,0.019723123958127427
4600,0.26743490127213104,0.2402305547567513,1.5874052381637328e-05,15.29500593950733,149.9966781148348,0.006061457510618112,0.0295021955189456,0.00338756792623658,0.018830787468034498
4700,0.2350683180332483,0.21867773327421555,1.2399875026130365e-05,14.109508723973201,149.89305697809786,0.005892213495796634,0.02873565279247029,0.0031146868938220487,0.017971921140422474
4800,0.20661893371955786,0.199058571371134,9.686052223824422e-06,13.004604344376563,149.71680850314996,0.005728490546410273,0.027988662721957963,0.0028646392917991794,0.01714599647882533
4900,0.18161266527344366,0.1811995864481779,7.566173528561945e-06,11.975919255579413,149.47346165993716,0.0055700083298488535,0.027260763449201874,0.0026354641330607275,0.016352400984951245
5000,0.15963280620003437,0.16494286031057856,5.910249302609122e-06,11.019199814273446,149.1682304385122,0.005416514678542459,0.026551499505503468,0.0024253717143817573,0.015590452674670949
