milliseconds,alpha2_macroglobulin,alpha1_antitrypsin,alpha2_antiplasmin,heparin_cofactor2,ProteinC_Inhibitor,C1_inhibitor,ProteinS_inhibitor,Phospholipid,VIIa_TF,VII_TF,TF,VIIa,VII,IXa,IX,Xa,X,IIa,II,fibrin,fibrinogen,VIIIa,VIII,Va,V,XIa,XI,AT_III,TFPI,Xa_TFPI,APC,PC
0,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.6048738545187357e-05,0.004606934417282667,0.00011974221379194886,0.09996240566436607,9.995157336549434,0.00027469426385706643,89.99972530573214,0.0016779498721365316,169.98678210186884,0.008414693170570958,1399.961150306165,83.22813677810134,7516.7718632219,0.0021774321170332715,0.6959667322634996,0.0,0.0,2.559032530496122e-07,29.999998938179225,3399.973857270535,2.498723990289609,0.001018735082560243,1.593819109334624e-05,59.99998112318893
100,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.6032988706729567e-05,0.004602535757096426,0.00011962788033489293,0.09996393273728278,9.995155695143058,0.0002795527223647772,89.99972044727338,0.0016766015607422664,169.98654909315474,0.008415135190440256,1399.9603578230162,85.38185503096098,7514.618144969041,0.002205370792815446,0.6958620814735995,0.0,0.0,2.56714509787898e-07,29.999998910546296,3399.973200289909,2.4986997263882484,0.0010384702404388254,1.6289346744305522e-05,59.99998063193711
200,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.6017264738019226e-05,0.004598141396103109,0.00011951365876505888,0.09996546370040413,9.995154049958368,0.00028440664694982223,89.99971559334854,0.0016752650836255871,169.98631629881746,0.008414947493447058,1399.9595659671406,87.53496954232494,7512.465030457678,0.0022323483189897594,0.6957574459194518,0.0,0.0,2.5744719389746317e-07,29.99999888291328,3399.972543361827,2.4986755233657476,0.0010581489564077025,1.6637500182453232e-05,59.99998014068371
300,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.6001565794206267e-05,0.0045937513719039825,0.00011939955004629254,0.09996699822655883,9.995152401323493,0.0002892559870140037,89.99971074400823,0.0016739393756713898,169.98608372067824,0.00841417865843743,1399.9587747401072,89.6873381254346,7510.312661874567,0.0022583782957188345,0.695652832377213,0.0,0.0,2.5810583238241234e-07,29.99999885528193,3399.971886522467,2.498651381591752,0.0010777708985415817,1.698261390081413e-05,59.999979649459824
400,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.598589077612957e-05,0.00458936568018993,0.00011928555405201666,0.09996853594251574,9.995150749611541,0.00029410073563485554,89.99970589925935,0.001672623252630225,169.9858513584729,0.008412884505563639,1399.9579841373966,91.83882151068666,7508.161178489317,0.0022834861373330967,0.6955482476213046,0.0,0.0,2.5869597558719094e-07,29.999998827654025,3399.971229808313,2.4986273008358864,0.001097336291680841,1.7324681435930214e-05,59.99997915829728
500,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5970238720947017e-05,0.004584984315813462,0.00011917167063575918,0.09997007651551214,9.99514909515513,0.000298940887775022,89.99970105910694,0.0016713156816700115,169.98561921190674,0.008411114697236799,1399.9571941549207,93.98929630414632,7506.010703695856,0.002307696821450411,0.6954436976617266,0.0,0.0,2.592227194805893e-07,29.999998800031165,3399.9705732517723,2.4986032808713694,0.0011168453563497902,1.766370021419387e-05,59.99997866722435
600,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5954608671587365e-05,0.0045806072728659785,0.00011905789963138223,0.09997161960713206,9.995147438292506,0.0003037764387454293,89.99969622355569,0.0016700156373475946,169.98538728065253,0.008408919617578779,1399.956404788559,96.13863745998219,7503.86136254002,0.0023310382341048355,0.6953391885941594,0.0,0.0,2.5969139745747064e-07,29.99999877241496,3399.969916885747,2.4985793214540646,0.0011362983296533515,1.7999670706062244e-05,59.999978176269714
700,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.593900008648168e-05,0.004576234547609688,0.00011894424093464048,0.09997316502194256,9.995145779219,0.00030860738602962143,89.99969139260813,0.0016687225402695662,169.98515556450954,0.008406328292984721,1399.9556160359612,98.28677301733072,7501.7132269826725,0.0023535279449621886,0.6952347239299644,0.0,0.0,2.601051716009068e-07,29.999998744806337,3399.9692607292127,2.4985554224357167,0.001155695355462901,1.8332595013721718e-05,59.99997768544994
800,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.592341216699391e-05,0.0045718661343079085,0.00011883069438597565,0.09997471246952104,9.995144118224871,0.0003134337259959961,89.99968656626787,0.0016674355365181787,169.9849240631727,0.008403383819250959,1399.954827893651,100.43359617954093,7499.566403820462,0.002375192874946609,0.6951303088822502,0.0,0.0,2.604687863990981e-07,29.999998717206683,3399.9686048103545,2.498531583591965,0.0011750366514451163,1.8662477275445065e-05,59.99997719478958
900,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5907844315769486e-05,0.004567502027795979,0.0001187172598433755,0.09997626172392089,9.995142455535929,0.0003182554562401222,89.99968174453731,0.00166615398904498,169.98469277637972,0.008400119570537557,1399.9540403589906,102.57902439427777,7497.420975605724,0.002396057331222262,0.6950259474880199,0.0,0.0,2.607861035816679e-07,29.999998689617065,3399.9679491510465,2.498507804731532,0.0011943224029718781,1.898932501795294e-05,59.99997670430771
1000,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.5892295917490357e-05,0.004563142222946995,0.00011860393716556571,0.0999778125545254,9.995140791382646,0.0003230725742307884,89.99967692741902,0.0016648772413638115,169.98446170386774,0.00839656964537441,1399.9532534292714,104.72297328748432,7495.277026712519,0.0024161454082544365,0.6949216438717304,0.0,0.0,2.6106102433835895e-07,29.99999866203859,3399.967293773626,2.4984840856625197,0.001213552796059315,1.931314504354497e-05,59.999976214023796
1100,3000.0,40000.0,1100.0,1400.0,88.0,1700.0,346.0,7.5e-05,1.587676650320198e-05,0.004558786714567755,0.00011849072621151909,0.0999793647737319,9.995139125952486,0.00032788507856863693,89.99967211491435,0.0016636047960450237,169.98423084538544,0.00839276157235183,1399.952467102374,106.86537497673905,7493.134625023264,0.0024354814604067953,0.6948174013619055,0.0,0.0,2.6129694598815576e-07,29.99999863447213,3399.9666386961853,2.498460426204063,0.0012327280057684445,1.9633949134685414e-05,59.9999757239536
