miliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.011721419718933222,0.037977490550146924,0.003937656323395128,0.002003854689757975,1.5825856215057674e-05,2.289021762049044e-08,1.3538249652000964e-05,9.354655776275383e-06,3.331624404074897e-08,0.00028690935455800255,0.0030341417898052826
100,0.011534836073475932,0.0379837337668557,0.00391602033262076,0.0020009193181863985,1.54793773552305e-05,2.2169772271219364e-08,1.38922201416255e-05,9.32322413498943e-06,3.4803607492769857e-08,0.00028698979109960827,0.003040317062354751
200,0.010862969573399581,0.037985634261665964,0.0038638377832464136,0.0020022074611837845,1.5005028887671895e-05,2.1234002076663954e-08,1.4474846240198024e-05,9.23189481759294e-06,3.65528842999344e-08,0.00028667487113269945,0.0030513917890815606
300,0.01069343889485447,0.03797530215294071,0.0037893953267300047,0.002001798827502106,1.4609637419363006e-05,2.0665753843208172e-08,1.4942627909988748e-05,9.121873705041234e-06,3.8187090341182646e-08,0.00028699151288991007,0.0030751434386958863
400,0.010100969562927017,0.037987255358899186,0.0037176360692580354,0.002002758655526787,1.4300555042811248e-05,1.9828075317616015e-08,1.5398112789614813e-05,9.04844251681411e-06,3.957602501164097e-08,0.00028670525153241046,0.003093812228365464
500,0.009890985487925826,0.03797803840787733,0.0035955135201119716,0.0019942198611201186,1.4047894034395489e-05,1.9214359232068927e-08,1.566924447019569e-05,8.966872531039387e-06,4.062671268286031e-08,0.0002867230858751261,0.003119786391320044
600,0.00955688112016796,0.03799018330868669,0.0034874230570823223,0.0019951383920535325,1.3827939019868303e-05,1.8664257482930614e-08,1.598534820292827e-05,8.89761103700116e-06,4.152373658794904e-08,0.00028710393747457993,0.0031545463539173063
700,0.009053405812546076,0.03798824490643231,0.0034073874836065506,0.001992616287182825,1.3642353746490885e-05,1.834590525450037e-08,1.6208630264690923e-05,8.847675471303289e-06,4.224404075323834e-08,0.00028706537814827103,0.003179120547368247
800,0.008646329726306214,0.03799830706491482,0.003277386461662815,0.001992898663910541,1.3508992008246015e-05,1.7708989870218297e-08,1.6378902615390123e-05,8.813492328516937e-06,4.291255668760301e-08,0.0002869809288632882,0.0032126798559458706
900,0.008185997773584535,0.03800872635442732,0.0031890767781979643,0.0019950767803683924,1.3421235552602306e-05,1.7092890559361663e-08,1.6477689054939966e-05,8.784719488341226e-06,4.339771163601157e-08,0.00028689985320284027,0.003243953590984522
1000,0.007918872494616732,0.038010256864486884,0.003046278572015971,0.0019899208882734427,1.3382827282231485e-05,1.6695677674656785e-08,1.6608112194633088e-05,8.75110276073463e-06,4.385415772872317e-08,0.0002866148620612313,0.0032701364815474767
1100,0.007610605880009237,0.03802097151049168,0.0029901095356124627,0.001984452440432335,1.3323533590032317e-05,1.6298836470355093e-08,1.6684079528820163e-05,8.737393044705043e-06,4.4069987058209027e-08,0.00028676127036533387,0.0032899849601614214
1200,0.006941536296491531,0.03801986846016158,0.0028624697947095307,0.001981362165465936,1.3282362074181336e-05,1.6059479046352573e-08,1.67441436920577e-05,8.713564083134965e-06,4.424076990130248e-08,0.00028686254831487796,0.003317489989347639
