milliseconds,FeDuo,FeRBC,FeSpleen,FeLiver,Tf,Hepcidin,Fe2Tf,Fe1Tf,NTBI,FeRest,FeBM
0,0.011819764729326084,0.0379773838551892,0.003936662737293903,0.001998721940524287,1.5804880859082174e-05,2.312941090323611e-08,1.3539575384613866e-05,9.355316416711427e-06,3.33134597424055e-08,0.0002868906120468476,0.0030327320885175577
100,0.011308742229370106,0.03798577438621077,0.003927880361193916,0.0019964489909036053,1.5482743064846848e-05,2.2069893125549653e-08,1.3898687854236618e-05,9.332399079627922e-06,3.486797452275178e-08,0.0002867000343113784,0.003046787186195611
200,0.011115739695185482,0.03797307806337724,0.0039044055973103775,0.0020018835227228362,1.501401866429427e-05,2.1380415529246547e-08,1.4498603170509376e-05,9.225730425656896e-06,3.6749925612570364e-08,0.00028696297970604614,0.003053338559609773
300,0.010710243779925094,0.03798832142638875,0.0038093021642093498,0.002002051403398672,1.4618281847505022e-05,2.0658417147230836e-08,1.4952120229240475e-05,9.131160458071791e-06,3.8200019989628006e-08,0.00028687427083527,0.0030709577235504522
400,0.010086401949378121,0.037988055777202934,0.0037027411894250107,0.001998713835988857,1.4300879653945783e-05,1.9852971498049923e-08,1.5358689511412817e-05,9.037779113136737e-06,3.960181606520228e-08,0.00028682274073436154,0.003099487856046731
500,0.009699648435575088,0.03798935843707069,0.0035803872593272966,0.0020020515071510784,1.404609534012742e-05,1.9395022311394537e-08,1.5695129995695897e-05,8.969438203248051e-06,4.059611821147425e-08,0.0002867140989088976,0.003127340538670669
600,0.009563909874509174,0.037987417934430195,0.0035168163039674873,0.001996637668674424,1.3807203738044354e-05,1.860865194871839e-08,1.594765491983936e-05,8.910214614378934e-06,4.1488432752485786e-08,0.0002867650431023059,0.0031512823948025496
700,0.0090277886442486,0.03799382435148033,0.0033715400389334846,0.001995250524397701,1.3644633736307816e-05,1.8047058523850287e-08,1.617677723692345e-05,8.855716002108022e-06,4.220800945199419e-08,0.000286706678366756,0.003175472010714536
800,0.008763683143077046,0.037994489520896506,0.003248843798286065,0.001992386247943634,1.3512775778409433e-05,1.7639031579105322e-08,1.6353837349925916e-05,8.810380222550529e-06,4.285670580260054e-08,0.0002869887829359055,0.0032105538836674605
900,0.008126870606915434,0.03799469691062465,0.0031834915042583604,0.0019910474684039147,1.344850355266496e-05,1.7125809818473467e-08,1.646104328353989e-05,8.775562482936798e-06,4.329822395209199e-08,0.0002866905890262658,0.0032383613303121057
1000,0.007868705408476954,0.03800039622619106,0.0030668354673694348,0.001994060507965831,1.3384721295974127e-05,1.669702097951002e-08,1.661317173044126e-05,8.747502448216889e-06,4.373444885076897e-08,0.0002869669917343072,0.0032650240989718143
1100,0.007375434785986336,0.03801720998365214,0.0029530242001882855,0.0019883538260237832,1.330872114076405e-05,1.6433452156455992e-08,1.6676029323407073e-05,8.726947127284737e-06,4.3928471411252955e-08,0.0002866740069246597,0.0032909967376884117
1200,0.00697961754272168,0.0380293500453849,0.0028592016241574918,0.0019866426211043093,1.3284709893211128e-05,1.5888012981450515e-08,1.6743682784432345e-05,8.720733409568341e-06,4.4305386430514954e-08,0.0002864730437837697,0.00331401060386557
1300,0.006817899069061113,0.038031935146170516,0.0027908890595611715,0.001978325877617158,1.322396187878174e-05,1.575386786434667e-08,1.6755062250563965e-05,8.700908354669544e-06,4.444982700952509e-08,0.00028640589514716835,0.0033386320162730495
1400,0.006357830244322831,0.038036881926582375,0.002715278164066288,0.0019761749751464343,1.3182497148625295e-05,1.55070698555453e-08,1.6808034264129615e-05,8.693761276107524e-06,4.4529336489443446e-08,0.0002863205563559067,0.003357392979192436
1500,0.006133057992389195,0.03804936430739216,0.0026154411295395003,0.001977868515638219,1.3168550807054704e-05,1.506571520052219e-08,1.679149273219785e-05,8.693312083530632e-06,4.465340764395482e-08,0.00028635097792635046,0.0033705860076043564
1600,0.005790981074877212,0.03805594292504512,0.0025796458871501712,0.001973084397487846,1.3200837261297156e-05,1.4654933751120392e-08,1.68230391624376e-05,8.697197096110825e-06,4.4537849514490366e-08,0.00028603192989518403,0.003392379793898924
1700,0.005395613985446705,0.0380703737335271,0.0024966313856068464,0.0019644686190885604,1.315990352225588e-05,1.4450792741540901e-08,1.6856364663237892e-05,8.691702705784761e-06,4.465342919996972e-08,0.0002860122694801184,0.0034060770597782275
1800,0.005094438895962842,0.03807723851798795,0.0024270565504522484,0.001959570976157541,1.3199382314133026e-05,1.4299190474579966e-08,1.6840519325461396e-05,8.69230082533862e-06,4.44902031317411e-08,0.00028572464622907915,0.003422683105873455
1900,0.004881769902212245,0.03809332815531138,0.002412014218073735,0.001955300002885987,1.3170292207201403e-05,1.406147863613052e-08,1.6779972980194067e-05,8.69194280720523e-06,4.45778849068848e-08,0.00028565355268075226,0.003430748030180598
2000,0.004288319803783495,0.03810174841543069,0.0023625425872100094,0.0019499273227165197,1.3203347421290123e-05,1.3807969265745798e-08,1.6775998975410577e-05,8.701688166039078e-06,4.444938648385521e-08,0.0002854269779764211,0.0034405842748196696
2100,0.003980394906434538,0.03811640700975673,0.002327974478948217,0.0019489083980195232,1.3242986682412011e-05,1.3621035105039242e-08,1.678083422335686e-05,8.700773888615396e-06,4.434890009093853e-08,0.00028488247028118945,0.00345397066395813
2200,0.003756443953920516,0.03812930648215923,0.0023128280496979886,0.001942054959486807,1.3246276848552646e-05,1.362001799879968e-08,1.674797281267738e-05,8.715080579971881e-06,4.4228444215913244e-08,0.0002845650034705131,0.0034663124175210694
2300,0.0035788628592207787,0.03814231437774772,0.002240256480213414,0.0019392668653591258,1.3294863103129205e-05,1.3455568217408679e-08,1.6709029994973707e-05,8.71287099098355e-06,4.425577752132675e-08,0.0002844106745468473,0.0034665285978502866
2400,0.0032354158022426184,0.038158117107443996,0.002196720968774718,0.0019282738017013055,1.3279715506876596e-05,1.306226709475693e-08,1.6713568788191094e-05,8.72197485312227e-06,4.3965023668137313e-08,0.0002842488466192131,0.003477420525628053
2500,0.00302595275413107,0.03816312088198053,0.0022004660628265086,0.0019236605108013016,1.3319920702600256e-05,1.3060003416528071e-08,1.6639776650631757e-05,8.728520925237928e-06,4.3849657809283904e-08,0.0002840410973341918,0.0034770648465396303
2600,0.002869495610204593,0.038169247061182215,0.0021784257777763866,0.0019196478482322774,1.3376231171513645e-05,1.2919560921387936e-08,1.6638458204474982e-05,8.748926526870807e-06,4.380666461008033e-08,0.00028364701439196444,0.003477896451224731
2700,0.0025866145241567693,0.03818864976825037,0.0021446270000869978,0.0019099773589276742,1.3399297107170766e-05,1.2796226312001316e-08,1.654163704754182e-05,8.751220140978502e-06,4.355649913636518e-08,0.0002833861690478697,0.0034872853277886475
2800,0.0025049173847030764,0.03819511380268679,0.002112221503235204,0.0019037748651106845,1.3398981972326708e-05,1.2580549029829169e-08,1.654397981968544e-05,8.757536669658059e-06,4.3507848054933904e-08,0.00028293984237278124,0.0034866392842205253
2900,0.0024597491399959786,0.0382079128577621,0.0021130801253462827,0.0018985386211157048,1.3435207962173052e-05,1.2670728363903162e-08,1.649142895639154e-05,8.774677863399932e-06,4.311296527001101e-08,0.0002825584241457358,0.0034849123411434626
3000,0.002104443623242779,0.038222884784453376,0.0021024867629119794,0.0018971518383236788,1.3509204647473684e-05,1.2595878778324554e-08,1.6409434186200914e-05,8.780997884424242e-06,4.303876069518511e-08,0.00028209289088606344,0.003484730658446323
3100,0.0020271861185071805,0.03824104735287589,0.002044636012838939,0.0018886141111678974,1.3548194281374205e-05,1.2347069153317458e-08,1.6364851330076253e-05,8.795736885394361e-06,4.2765943439443736e-08,0.00028195485125579904,0.003480421055187616
3200,0.0017609019157519385,0.038253232970103926,0.0020392135831446574,0.0018774441362715787,1.3542612071979038e-05,1.226221929429844e-08,1.637170646290293e-05,8.798894601605906e-06,4.2670834490143786e-08,0.00028141237015965893,0.0034854301590729014
3300,0.0017120479351798179,0.0382713763001069,0.0020036754097020244,0.001876174644216918,1.3576096999431489e-05,1.2422758878861058e-08,1.6308392169411305e-05,8.818633842817568e-06,4.258265412901832e-08,0.0002810052809904758,0.0034780499882307633
3400,0.001474502410519871,0.038268661167448745,0.002042594754158421,0.0018666608032618763,1.3604210921879731e-05,1.2340977715121671e-08,1.621631646113543e-05,8.826951046775576e-06,4.2315104313111306e-08,0.0002805380716818975,0.003469313269887959
3500,0.001453940632738928,0.038293152145927024,0.002019085392051565,0.0018589421424369114,1.3650927884216375e-05,1.2016406503291372e-08,1.6179240419164403e-05,8.839037299463216e-06,4.228374359673163e-08,0.0002800546273735522,0.0034748794522193073
3600,0.0012695923212001892,0.03830285318399225,0.0019548617474184587,0.0018496933594508568,1.3685515620884243e-05,1.2170192136386594e-08,1.6165734707881585e-05,8.842575210919776e-06,4.2099953832721884e-08,0.00027980002966858917,0.003470615823870932
3700,0.00122593553926691,0.03831852703084817,0.001971428047415531,0.0018480997338836704,1.3752939224132702e-05,1.188276628148393e-08,1.6122918950365255e-05,8.851916148250513e-06,4.173678432121269e-08,0.00027931491193337025,0.003462399222141588
3800,0.0012093114356955229,0.03832030188091997,0.0019360452931182013,0.0018341259698066016,1.3767051863246274e-05,1.1954539179266184e-08,1.6028864485223827e-05,8.874267666811857e-06,4.156413002640719e-08,0.0002788220305543923,0.0034589233795008015
3900,0.0010438309639843775,0.03833935035795129,0.001969624266602939,0.0018315002373678786,1.3788420618093726e-05,1.1776231542921226e-08,1.59850094506928e-05,8.876686005866529e-06,4.1519997642363985e-08,0.0002785802677077232,0.0034535070460835304
4000,0.0008740451183189533,0.03835066328227558,0.0019628284132952143,0.0018251453877504013,1.3850670674441657e-05,1.1911746665861642e-08,1.5993609669205532e-05,8.88778740397551e-06,4.127820577498812e-08,0.0002779672582277319,0.0034532101558263704
4100,0.0007748969599365058,0.03835653153454661,0.001907983654344338,0.0018169030074703784,1.3839868358742055e-05,1.1785562418757612e-08,1.592532123468993e-05,8.895038279691242e-06,4.124281593338818e-08,0.0002776846666859619,0.0034410219973139253
4200,0.000720978312816566,0.03836558410503208,0.001906519017634216,0.0018088496404011418,1.3885567312033363e-05,1.1820857717955371e-08,1.5871901158768454e-05,8.899793206477146e-06,4.116327220961148e-08,0.00027714679971348167,0.0034436748360967212
4300,0.0006724006869974298,0.038385210292994174,0.0019472839519910402,0.0018054642994617459,1.391900611018279e-05,1.1725747392677168e-08,1.587291972172171e-05,8.904446477029128e-06,4.08973507143566e-08,0.000276674218291563,0.003439547636664061
4400,0.000604691978223435,0.0383936658353303,0.0019065950641692212,0.0017977729457972513,1.3958925502718097e-05,1.1712133308744487e-08,1.5827599100540908e-05,8.923871437711706e-06,4.073801065891928e-08,0.0002760304834165571,0.003426610427823993
4500,0.000542528079658312,0.03840288462611168,0.0018886877037185162,0.0017901677448119515,1.395615798301276e-05,1.172760679689594e-08,1.5809232133317018e-05,8.921315563776337e-06,4.068108647219029e-08,0.00027548713770701787,0.003429727836186041
4600,0.0007230423755338004,0.03840630104529159,0.001906687636460289,0.001778572000209966,1.402703721689544e-05,1.1528726578234659e-08,1.5771204975548682e-05,8.939540358367618e-06,4.063858241495954e-08,0.0002752413321281762,0.0034215249173206253
4700,0.0006717187780362725,0.038423972383176214,0.001912468533359041,0.0017720028386923239,1.405644228645507e-05,1.1490099583429512e-08,1.568791177359543e-05,8.937508055713752e-06,4.039399232672703e-08,0.0002749404571038487,0.003416295496294525
4800,0.0002983117231664434,0.03842586571194101,0.001880895687804796,0.0017638981752057551,1.4039092772885883e-05,1.1586744152650596e-08,1.5673936873477066e-05,8.950548656459404e-06,4.0453008711054143e-08,0.0002741161481152793,0.0034040676222108915
4900,0.0005236681836898643,0.038440812580538435,0.0019122347587348255,0.0017598268966784443,1.4108658623826602e-05,1.164435575326236e-08,1.5686574009497894e-05,8.964654128537826e-06,4.0237573961791835e-08,0.00027390663953669756,0.003408323645310659
5000,0.00042910935807976934,0.03844909517154051,0.0019008417349359937,0.0017533846278223022,1.409036073226918e-05,1.1702415369042269e-08,1.5613833653930384e-05,8.9679665942133e-06,4.0216744413687186e-08,0.0002735220104033998,0.003393165566469131
