miliseconds,APCC,APCCYCdk1Y00YCdk1Y01YInt,APCCYCdk1Y10YCdk1Y11YInt,APCCYCdk2Y000YCdk2Y002YInt,APCCYCdk2Y010YCdk2Y012YInt,APCCYCdk2Y100YCdk2Y102YInt,APCCYCdk2Y110YCdk2Y112YInt,APCCYCyclinAYInt,APCCYEmi1,Cdk1Y00,Cdk1Y01,Cdk1Y10,Cdk1Y11,Cdk1Y11YpRbY10YpRbY20YInt,Cdk1Y11YpRbY11YpRbY21YInt,Cdk2Y000,Cdk2Y001,Cdk2Y002,Cdk2Y010,Cdk2Y011,Cdk2Y011YpRbY10YpRbY20YInt,Cdk2Y011YpRbY11YpRbY21YInt,Cdk2Y012,Cdk2Y012YpRbY10YpRbY20YInt,Cdk2Y012YpRbY11YpRbY21YInt,Cdk2Y100,Cdk2Y101,Cdk2Y102,Cdk2Y110,Cdk2Y111,Cdk2Y112,Cdk4Y00,Cdk4Y01,Cdk4Y01YpRbY00YpRbY10YInt,Cdk4Y01YpRbY01YpRbY11YInt,Cdk4Y10,Cdk4Y11,CyclinA,CyclinD,CyclinE,E2F,Emi1,p27,pRbY00,pRbY01,pRbY10,pRbY11,pRbY20,pRbY21,totalYCyclinYD,totalYCyclinYE,totalYCyclinYA,totalYp27,hypophosphorylatedYpRb,hyperphosphorylatedYpRb,totalYEmi1,activeYCdk2
0,24581.914237356905,104.6698183406689,0.0,52.838119624281575,-0.08089892531477375,90.6854317687602,0.023137379618608126,8.776341039727368,5159.714910443124,98547.32416350133,1346.4389882578605,0.0,0.0,0.0,0.0,33940.685584728715,2176.7428989951036,680.9809394214013,14.1543420710855,-0.2307187817257148,-0.05336391806550084,0.004155640856128144,1.9448330073303377,-18.897741064202894,0.08166614681646053,58168.170103087854,3730.206414585507,1168.8047015285333,2.7315481875703984,0.012756372714881748,-0.7497384960687252,46558.3975070706,6541.495498581234,-1.5803215040052674,-0.08363472265859907,41117.48487535529,5786.99152434033,113.00326999529558,14757.117772947637,191.95885413242536,544.7928427159619,248.09387586893163,14151.10416224198,29945.911932991123,-2.2458052244027717,28843.96564536481,1417.6260702524326,-5.031789116984311,0.0897810730345297,27068.55938176071,6096.918351612954,3305.086263058154,124109.29445402934,30007.625499261456,9.265498827636733,5407.381221088045,0.6531167527519908
100,24544.31268018503,104.36933380748644,0.0,52.88199596208519,36.26670466830874,90.4292417861917,0.03740596181497811,8.76309995979495,5161.279003363883,98548.65885524079,1343.8996306062952,0.0,0.0,0.0,0.0,33940.55619730746,2175.857498149466,682.1020339308446,14.809646861108975,-0.06886485552143944,-0.022177139649969053,0.00021841850878559892,-41.47132599668971,-8.338103260419404,0.0514800920854705,58164.481730681684,3730.074701575755,1166.7801885969836,-2.491805625656944,-0.027305472402576265,-1.2478891125175982,46548.74458076107,6009.882117676275,529.5158799546267,0.3443068360722915,41118.723476156236,5782.853737851033,112.09940939657113,14756.980315441935,191.9383170557021,533.263443895245,248.01489173910926,14155.354394792046,29254.64510797794,13.430989611507131,28885.748147841514,1417.6251727284734,1.7435008284287807,0.06783000347431244,26550.285933977437,6097.001683641934,3248.0690461626173,124109.35248299618,29832.888665483086,4.932024128454504,5407.69853803615,-41.414358688704375
200,24521.83331929518,104.13195715909853,0.0,52.64773319151441,57.44747922967439,90.53926833621884,-0.060820367086217055,8.756278598057616,5159.603368863723,98554.16439002224,1341.8741062465967,0.0,0.0,0.0,0.0,33941.17091329001,2177.0042026085107,679.4795699095017,25.846827439738938,-0.19251383275114722,0.04640214337475632,-0.003742091692401323,-76.19175229210835,5.717925639539708,-1.0843723310429034,58156.95901401705,3728.7994925627545,1165.2858125770538,-3.20920485902871,0.04953801142600507,-1.22002980867834,46532.66569465491,5614.996515657532,939.9052660657766,0.3632190026390747,41115.723686460224,5774.60588973315,111.06315155292504,14746.188435606935,191.75737885981812,516.0521383314546,247.75359222118925,14162.20082110844,28997.694056136148,29.80685199491074,28810.950533136744,1416.7390353474752,6.2261166483087935,-0.2156289510475766,26151.859390593927,6097.646842656878,3224.4958848980323,124109.27943235298,30366.239666240646,2.3369078589996173,5407.654737454749,-72.7033583234644
300,24506.4223162705,104.08288327601531,0.0,52.52198158838736,71.04174003539478,90.24245019884258,-0.08908000337153656,8.654269888242732,5161.73452615881,98557.53814743618,1345.2509196388214,0.0,0.0,0.0,0.0,33943.93583825534,2176.2025441028713,679.3733641319609,53.76872618951949,-0.06701668330248375,0.09901245316611032,0.0032731982119987074,-101.63435361348785,-22.743823172602454,-1.6410751358259776,58159.75876869219,3729.832925111787,1162.13683914019,6.422178582124079,0.10166123424392298,-2.259592963764133,46523.7051413684,5363.465282660247,1226.700727446802,1.003172792833679,41116.36384132487,5760.483092067035,109.06908515146068,14731.237150862049,191.60856503746615,505.5846645121178,247.34217584266207,14169.695619407823,28516.97260863395,44.38465431190769,29074.86972388661,1415.323206895173,-6.760372530106954,-0.17650578763125663,25858.94089259717,6096.446497028094,3190.246240566464,124109.01824982183,30542.475982967782,8.260422227252036,5405.614472905653,-99.4927913953879
400,24498.669349691318,104.11131870679037,0.0,52.44717847542726,78.54993526613556,90.44564532050849,-0.22842852700308924,8.540949955436822,5159.288605237785,98561.32292709661,1343.7980295826135,0.0,0.0,0.0,0.0,33944.73357698147,2175.592860043465,676.6593250480287,107.9418616869919,0.14643812564154843,0.13303921788013098,0.003312421932583752,-121.58542311318877,-29.417982433946598,-2.3160761026799097,58170.98109838839,3728.5879955167907,1165.477756546971,4.156085889149574,-0.02769808701288776,-4.077688336795024,46496.99118456226,5183.187344199544,1472.2693657360198,1.7353730663395055,41116.57370377302,5757.254802481704,108.10684353430149,14718.044037001731,191.39936982280724,493.72209069056794,247.02787547996192,14178.979877072956,27994.319723261913,53.27646283276914,29425.416940737286,1417.9347782703053,-1.2254605662833837,-0.21501025131744844,25632.046670313415,6096.650022834589,3163.0130235924353,124109.77934400478,30721.92099024868,-6.533028348159197,5408.129307531968,-120.52820697729129
500,24494.34202160093,103.58885386016202,0.0,52.44195854700102,83.29369464626069,89.97762555331747,-0.21876253494650172,8.4340138087699,5159.190348001353,98559.75911899023,1338.1510074692178,0.0,0.0,0.0,0.0,33944.414507041445,2175.942748557179,677.9024487501182,134.0247215794395,0.46546893769878317,-0.026504334855536944,0.0005489899673179718,-139.03964046085403,-73.04102647394822,-2.667188896483642,58177.61661849099,3729.388566459321,1159.3562667241167,0.7064140820977545,0.0945605567598412,-6.3955187288838715,46488.66724393992,5024.649652116452,1641.5479057141877,1.8866376899642248,41117.715211626346,5746.741682155796,106.70709079972895,14711.982294810921,190.9875900259132,479.10467058098163,246.58304585700546,14189.55295005258,27498.054472182495,68.1156004816724,29254.982125968567,1417.0604565234414,-1.788435044964642,-0.437195148982528,25489.721623583824,6097.567020413482,3139.9353102549762,124110.01009736359,30660.679312783574,-3.734852947014868,5405.548361443088,-140.04580512243786
600,24490.276570862272,103.50214065326911,0.0,52.44055872027669,85.56843681506425,90.04095073174369,-0.44744101804407743,8.34829371924863,5160.044220300303,98560.20095238912,1334.6569923517166,0.0,0.0,0.0,0.0,33944.97310851571,2175.421439379032,674.515456714017,177.05935940812523,0.5760426321934888,0.05742606944992176,0.0021167002248646373,-152.28531676859188,-117.34740850525797,-4.1477471348513575,58181.043303167644,3728.513438294287,1154.9086313096727,11.680656213819358,-0.10606653734369066,-8.29135696631937,46460.70105200557,4932.210858128992,1765.9741231988135,2.9876545157946452,41118.87902081523,5729.474810351033,105.59021835483598,14688.251673586883,190.86245512537914,467.91282072157685,246.26443401148467,14200.313715729968,27025.82722762011,76.66420817469175,29660.029900640184,1416.3267113990798,-6.324939912410597,-0.4212605253066091,25361.026622121375,6095.477385606538,3110.8328805215388,124110.05338361354,31026.697621940646,-8.410567198363996,5405.9574589315935,-155.45327759289611
700,24488.450905116842,103.22211945547885,0.0,52.41069930203143,86.4681276242005,89.72068847293093,-0.470831730164899,8.231276972628624,5156.831326038233,98571.650469203,1331.0290466571767,0.0,0.0,0.0,0.0,33944.51034317353,2175.5564629859114,670.2625447761784,212.16736840723942,0.204079803284472,0.047735317446521826,0.007846957138852103,-164.3710274015903,-128.62207751294613,-6.673752183035362,58181.974275138105,3728.963131408392,1149.4296812608238,12.572827571914381,0.11480080734937531,-10.674503183058546,46422.524279092824,4909.962584340043,1846.74552049902,3.463118605558183,41116.91408346181,5716.968015578874,103.88302119749385,14672.052487108589,190.46957923806326,462.05996002898024,245.66098129034123,14210.569535439952,26720.60313542003,87.7773536031379,29991.232650890026,1418.3723389152922,-0.26698888791950726,-0.2104677370207111,25283.91563503365,6095.54637890636,3068.0026094999025,124110.38089316167,31698.89878724269,1.1479712091057879,5404.848492118225,-166.2146389186395
800,24487.2821387319,103.05715563502396,0.0,51.91888565786744,88.2668104412775,89.06759576753635,-0.6576334408410376,8.131768762068008,5156.122411358354,98575.9121789702,1327.2313233309126,0.0,0.0,0.0,0.0,33944.393419532,2174.4304760099963,668.5447984652126,256.39251935094023,0.5046422771516318,0.16011804296902757,0.009897781400872618,-176.77734875758279,-151.70964121427247,-7.428089533121845,58187.22294774126,3727.783082206135,1143.8196126779897,9.403541811415927,0.07748354489807122,-12.20239204229579,46403.73324331072,4839.304380581728,1899.903944596432,4.357576943720493,41116.35850835613,5706.419585473034,103.00071983025275,14657.342697958951,190.19247385581744,454.8350784706753,244.56567217308498,14221.122000602398,26046.716174267178,95.89757151322786,30243.90201810023,1417.075441066149,-5.726655384426223,-0.5085126600503325,25206.591600473017,6094.627612467807,3055.962503563889,124110.9383629919,31713.51172630236,-4.912241498051428,5399.884068413699,-175.94679865211566
900,24488.14575188793,102.5454033908443,0.0,52.00593015531792,88.29846751127424,88.76404777094966,-0.8300160725255902,8.066809659678363,5156.691209306407,98576.7472139124,1315.5234959652596,0.0,0.0,0.0,0.0,33944.51873668941,2174.385116275711,667.8514076615992,286.3733250807008,0.8327848657016941,0.15910317940466429,0.0042175351905949215,-183.35180163188977,-175.2936843254259,-8.078237405617365,58204.745499199664,3727.498397557781,1144.164208232965,10.340069344834816,-0.0012051274100952497,-15.911058225918396,46379.500058166974,4830.95554455548,1961.0678287237267,4.72634309905323,41117.52853272224,5690.234524929187,101.88026943692132,14646.290135220655,189.79305039472547,440.38680311692946,244.45400596207926,14230.935294064242,26018.76968973516,106.895929278683,30809.59559346786,1417.4026481203828,-3.441014974401023,-0.600775931616211,25194.810766638755,6092.607911000706,3019.5527173541577,124111.19496325435,32061.462283793582,-4.02808748556539,5402.17426139907,-181.8352769760797
