miliseconds,APCC,APCCYCdk1Y00YCdk1Y01YInt,APCCYCdk1Y10YCdk1Y11YInt,APCCYCdk2Y000YCdk2Y002YInt,APCCYCdk2Y010YCdk2Y012YInt,APCCYCdk2Y100YCdk2Y102YInt,APCCYCdk2Y110YCdk2Y112YInt,APCCYCyclinAYInt,APCCYEmi1,Cdk1Y00,Cdk1Y01,Cdk1Y10,Cdk1Y11,Cdk1Y11YpRbY10YpRbY20YInt,Cdk1Y11YpRbY11YpRbY21YInt,Cdk2Y000,Cdk2Y001,Cdk2Y002,Cdk2Y010,Cdk2Y011,Cdk2Y011YpRbY10YpRbY20YInt,Cdk2Y011YpRbY11YpRbY21YInt,Cdk2Y012,Cdk2Y012YpRbY10YpRbY20YInt,Cdk2Y012YpRbY11YpRbY21YInt,Cdk2Y100,Cdk2Y101,Cdk2Y102,Cdk2Y110,Cdk2Y111,Cdk2Y112,Cdk4Y00,Cdk4Y01,Cdk4Y01YpRbY00YpRbY10YInt,Cdk4Y01YpRbY01YpRbY11YInt,Cdk4Y10,Cdk4Y11,CyclinA,CyclinD,CyclinE,E2F,Emi1,p27,pRbY00,pRbY01,pRbY10,pRbY11,pRbY20,pRbY21,totalYCyclinYD,totalYCyclinYE,totalYCyclinYA,totalYp27,hypophosphorylatedYpRb,hyperphosphorylatedYpRb,totalYEmi1,activeYCdk2
0,24584.474991913266,104.57102586303006,0.0,52.74993334619515,0.4175736508577964,90.60235421526355,0.018589098889507664,8.770502104920288,5160.98372588557,98554.83684297038,1343.006282050091,0.0,0.0,0.0,0.0,33943.41740241627,2177.069635780159,679.0546532598647,-9.78728054533803,0.14502506246395228,0.024288022296111173,-0.0017434629543704454,0.2211630733709825,8.483296331553865,0.18513251231635988,58155.71337030786,3729.5028481604922,1168.0809104772702,6.3392853941030465,-0.05910823287142821,0.5958473346776281,46555.75920733594,6549.179798441864,-17.781256414494052,0.03271157511407131,41118.90115038241,5782.994417298458,113.46855773756288,14754.141537383957,192.03586993628178,549.2119678050193,247.92984694776317,14151.426666923664,30158.18406252748,2.5234484380482307,28613.96285528062,1417.3012949864647,1.0428476528205377,0.005516602664802687,27089.177469252605,6097.2104088328115,3316.167061360632,124109.06619530091,30001.622624231324,1.975362876762359,5409.082407476846,-2.0320320776587844
100,24545.474990159197,104.03398735918259,0.0,52.723340995546785,35.78142921492862,90.72976095105865,0.03350874598832661,8.798507581095546,5160.642223431565,98551.32644258803,1342.4365008017853,0.0,0.0,0.0,0.0,33940.893975693754,2176.8160030516647,681.886642412589,23.606225291251608,0.1524640170136331,-0.08951200729085987,-0.0011345054020713492,-40.0040832598811,8.7619715245508,0.21160087262586993,58160.420896878764,3729.5331591217896,1166.54408227012,-4.686156712191783,-0.044348011892206655,-1.0244617786197379,46551.00900185433,6032.339974267952,547.1307568298829,0.298297668194497,41119.47640167907,5783.755768287624,112.71434751172856,14747.51749490767,191.8471429481786,533.1311593102712,247.92565734646422,14155.412704751969,29429.69255061092,16.21381276051371,28446.9011720847,1416.960835498179,-3.1321679145099863,0.3182072325737947,26531.154265939273,6097.4557460655205,3274.17252284987,124109.40841702386,30048.91124870216,2.3816535664497103,5407.081332783433,-39.66433035950883
200,24521.792489847532,104.26491317449013,0.0,52.84511801244146,57.677796698563874,90.40228943798937,-0.10207233437926061,8.691530850630121,5159.023592590678,98552.93554186192,1340.5132636864553,0.0,0.0,0.0,0.0,33941.310763733294,2176.3555584441933,679.5137153698091,28.416577188210507,-0.20665402580906211,-0.03912997823816849,-0.0035604392134245626,-75.62763279656573,-22.6643866353424,-1.0151224526500127,58159.697697525095,3729.1705979622775,1164.3553851854674,6.598277343549761,0.11767527933087091,-1.6450736390763425,46526.1806845023,5625.837604456055,938.6976767078021,0.6788565332267096,41119.18013372023,5769.314468027478,110.75111548245386,14749.42647023842,191.68945650576086,518.3083699325462,247.69067855010684,14161.953563197356,29037.339650362734,31.263218176780036,28665.477309459915,1417.216761249117,-9.039471841130656,0.0790007601908208,26145.693753840373,6097.506200628746,3230.2906929028254,124108.90089923864,30390.00073177697,-7.844977461212209,5408.953627928274,-73.22274489473189
300,24506.34065570106,103.90463275685688,0.0,52.624042452871976,71.23111058819923,90.36272041370827,-0.06937671898518537,8.616291826414418,5159.633904433691,98557.01974728308,1339.15552166093,0.0,0.0,0.0,0.0,33941.818808335964,2175.8712216765343,677.8804856751738,59.16735859330288,0.02126221331267443,0.020272123625264597,0.00021620707390441164,-101.49834205308252,-33.37035130170989,-1.1300361748359822,58164.06977701041,3728.63798917025,1160.5774090060866,-4.346483307703252,-0.06905429844005843,-2.7193802659986313,46515.62021522025,5350.422621665067,1227.1465857343171,1.016948354769011,41115.70076513332,5764.251119398169,108.99620806228874,14734.962598413946,191.615630862087,506.3064544227316,247.44160230152804,14168.932238883508,28125.00276977948,42.60463072186394,29167.63898162464,1416.173669321463,-7.454665970781629,-0.19863107374914968,25877.59952065635,6097.965976904644,3201.8301340222356,124109.27321851187,30282.08912769715,7.175467635814054,5405.617851846946,-101.26920866531584
400,24499.88934260805,103.86193360136635,0.0,52.76301564438231,77.67619565832763,89.88425677178674,-0.11346901846815899,8.541529264576493,5158.033024853463,98551.83987654002,1338.8545859841468,0.0,0.0,0.0,0.0,33942.65131359323,2176.468995633053,675.710992459609,94.7652006336518,0.010251663863311264,-0.04052292018171774,0.00017923931591868573,-122.9981812334594,-59.92643859958808,-1.936917540003017,58166.13093596633,3728.5681868704937,1160.4226210464642,-0.961841432211775,0.09627431276161692,-4.847869444714174,46506.506260234324,5149.284181531038,1459.7277172007828,1.4120510069961265,41116.52197833968,5757.263152090515,108.02665306625401,14721.080252490356,191.18396783581244,489.5074367068382,247.31007206611773,14181.033431207647,27814.158089273835,56.26237259482034,29241.55131602081,1417.3542910860592,-8.908467824275007,0.060197687832133306,25631.32347901442,6098.060108926999,3146.920881499705,124109.48598838224,30819.722574145177,-1.4651452436365895,5408.868097023916,-121.10532011077828
500,24494.4556960805,104.08465100657112,0.0,52.474098814274775,83.26751453952706,89.90337773458828,-0.22637653071436714,8.463179356416683,5160.72408022233,98560.22520920774,1337.821648636338,0.0,0.0,0.0,0.0,33942.66333104436,2175.6813092670177,674.9273563269932,136.69542453851057,0.22906818119913,0.04483323335662132,0.004147497366911417,-138.89716298177026,-85.06529363834538,-2.711339852745814,58169.82756206821,3728.788973053448,1161.3383750059113,-2.2562743844809967,-0.048552687858416446,-6.90040051709587,46481.339468083635,5049.926108227491,1626.240496029895,1.8911633785170239,41116.58788672187,5745.262837740045,106.91884214190985,14704.459010987837,190.89880833777414,480.6038375286565,246.77360882631407,14190.675799129693,27422.6463472788,67.26857005498037,29432.678345238997,1417.9245130787567,-1.2232551886014473,0.14666071544768072,25474.899412562056,6095.972354864458,3124.9184791696,124110.08642417878,30801.357332475818,-8.020172963269156,5406.628025818161,-137.04964003061122
600,24491.35505537509,103.19760239013357,0.0,52.41925663925743,85.2543749802144,89.79619132726465,-0.32492613516882507,8.32803568486932,5160.3492105475225,98563.06566528935,1330.92254270939,0.0,0.0,0.0,0.0,33944.6107420209,2175.6160444523225,675.9845115976382,152.8070034481981,0.07296918303349378,0.11341321012428607,0.003455457882778989,-154.91508732040018,-97.87250391446575,-4.376873782504454,58177.03291288701,3728.9952896653735,1151.8814887790384,5.013065714357067,-0.07478257645168791,-8.584689465185246,46446.999502173516,4949.689084700039,1753.7693571106693,2.758966226468511,41119.31704774152,5732.999808735647,104.99932272586135,14693.775540609233,190.71877772870454,473.6374137721116,245.99566894152468,14199.883039774384,26815.52720225592,77.9136640785823,29996.889904438674,1417.8589904708672,-7.4553152405534515,-0.42498241092015077,25384.535826364372,6094.877142129282,3094.172682349545,124110.50888507166,31202.192769190147,-6.599104659744379,5403.222110079499,-154.43871979354037
700,24488.588569887375,102.95596158900783,0.0,52.31110906752011,87.14860740704961,89.67267435721747,-0.5767434895920551,8.269078788464675,5159.021408904698,98569.0294594078,1332.1252687301717,0.0,0.0,0.0,0.0,33945.13876254996,2174.8676836532018,672.1076700423345,203.19229466689555,0.4727320785505315,0.10061908186877952,0.008036381058301121,-163.76091894894154,-138.9270520526398,-5.304224670170623,58180.17627002579,3728.4010477042216,1149.3060350917783,13.796200631067817,-0.07111750141335271,-10.203430769855188,46438.332326641925,4891.598541766131,1835.8924435357897,3.3890484451650225,41116.25783078955,5710.63603394935,103.76765407486832,14671.353144008015,190.5786378910808,460.2589858895021,245.43672451652134,14213.96881189286,26606.750869483258,84.0890214431957,30009.024839975355,1416.265340199508,-6.116793481425738,-0.06939390094543268,25272.630018569034,6094.496617746179,3082.4424516989357,124110.36508912193,31422.497644831423,-1.386021408099289,5403.218231424817,-165.79794747919175
800,24486.557638757982,102.7412272096146,0.0,52.012919447690756,87.16176051184391,89.04145114835762,-0.6557649264608921,8.167492308367335,5157.090853668525,98573.24374293738,1323.3617250826956,0.0,0.0,0.0,0.0,33945.1791559543,2174.3493399028707,667.8852664682003,233.55361066963778,0.731854468023938,0.13292945310279383,0.00252761660867119,-172.06230600184696,-152.2888639186487,-6.9612019739284925,58192.025663609566,3729.033110276182,1149.3227497643798,8.672318600126955,0.11548984392724446,-12.708290478048145,46416.702180966895,4859.067844937417,1901.5846858633638,4.14266700458453,41119.348946164115,5701.219109869641,102.53121995092295,14664.98793584647,190.22078378537236,450.3712564686204,244.71617038166247,14223.309587467285,26264.60512177108,94.62251850571407,30468.223709340487,1418.3899848964866,-11.809702832920129,-0.1513027464648305,25222.649804341923,6093.5804108874445,3053.185848153951,124110.67405338834,32057.948811493618,-12.514361873845077,5403.637681816643,-172.09673578867321
900,24486.833082594487,102.67205016590769,0.0,51.8010906306573,87.63982977638175,88.73002531998063,-0.7903806410672691,8.016464592195893,5154.302578714376,98577.56900887798,1315.19045924993,0.0,0.0,0.0,0.0,33944.71414779523,2174.059894630412,664.8836032103585,291.5296619068466,0.7152560105969111,0.07648138033305249,0.011417396542161798,-182.80028682216215,-167.6582829389021,-8.584408892668849,58196.067790735804,3728.5458758361956,1146.3652534402063,20.912448398955373,0.07892035560772359,-15.17447291874533,46386.63114762769,4831.538516316845,1977.8501158370896,5.112128190619222,41120.22211413949,5685.527837690332,101.62561102802384,14640.113520401012,190.00278153229667,444.6764204270702,244.37427175300422,14231.677002276769,25681.710250325195,107.36024325116253,30739.756263556686,1417.4932671933802,-7.00384335632956,-0.8137861591005919,25189.16226074847,6092.177835917748,3039.2738544749855,124111.70971047768,32135.78208247894,-11.934453646844348,5398.279584962231,-182.8356598148243
