milliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
0,0.4958626796259007,0.20857912771668075,-7.283794609787645e-06,0.10088115227052247,0.0010762054800975414,0.10071742656569406,-0.00015114104357042617,0.10089426605667974,2.9986255285411914,0.10112315292622998,0.10556413691143184,0.5112696082068339,0.24594642048259752,0.10644357393391556,0.10259820272099353,0.10061853442600129,2.0,2.0,2.0,2.0,3.0,1.0
100,0.4370320396616635,0.24857555706031256,0.0002694978288851256,0.09414636065293004,0.0017456910108682219,0.0015811888064215793,0.01045744211347514,0.039611977259114285,2.94988570483782,0.17093718930117047,0.17122430074041534,0.5644888885144526,0.22295386184959012,0.11027991502087815,0.0957989018486356,0.0899540339954419,2.0,2.0,2.0,2.0,3.0,1.0
200,0.38236914473000344,0.2849840513294451,0.00039294615754274635,0.0854566930041053,0.0025375885159288573,0.0008578758088812616,0.030016594712255946,0.01720216345221995,2.929742666547618,0.16139026966168146,0.19738772831748697,0.7405389635817072,0.31214547450034835,0.06847050644978961,0.09666914436502048,0.08253289261319663,2.0,2.0,2.0,2.0,3.0,1.0
300,0.3417434116291267,0.3180695491023623,0.00040889673761732443,0.08292530038958199,0.003324508490192674,-0.0008302208728069929,0.03381054311093607,0.007333778653379798,2.9181270998067546,0.16588463008032153,0.2042411237435066,0.8033096698790289,0.22446827704963276,0.1189057090971726,0.09671220457121942,0.07801343940883332,2.0,2.0,2.0,2.0,3.0,1.0
400,0.28592368467841034,0.3477745349859959,0.000534419885212428,0.0762197484065895,0.0038252697243802113,-0.0008993101154865532,0.04003863195695131,0.004171551766409043,2.916471323625974,0.16176022483714966,0.2395221967001394,0.8610093552449954,0.26026028138849483,0.09171576053183081,0.10266782963659801,0.07078523429740176,2.0,2.0,2.0,2.0,3.0,1.0
500,0.25258900799162604,0.3847415423627435,0.0005602457428634384,0.0732084375257692,0.004485189098761896,-0.0010774001669423539,0.04781836321799584,0.0031656751510103975,2.914812039223855,0.18724417453321174,0.23529476139205896,0.9784407143968881,0.4100817781442061,0.05437315887548737,0.10154283172617362,0.06444939953085833,2.0,2.0,2.0,2.0,3.0,1.0
600,0.23513427454454414,0.41153759377557414,0.0005936401803309965,0.06757244464089564,0.004805007879728316,-0.0005648993489874013,0.055876476349959486,0.0036303620411487643,2.9166185879347704,0.17879459443126114,0.2817626237367357,1.0911225622754723,0.43216047397408536,0.06481927143097094,0.09420223593998878,0.06060672332942507,2.0,2.0,2.0,2.0,3.0,1.0
700,0.1976089941970663,0.43100497715134434,0.0007225666715238834,0.06318297752746939,0.005259607287442528,-0.0008570326612143274,0.05935001913542724,0.0018425293562159776,2.9147104028124287,0.19739294289148462,0.28123773596474805,1.17998553069015,0.5154959364061892,0.0826525327216698,0.07875337272176465,0.05329807097385404,2.0,2.0,2.0,2.0,3.0,1.0
800,0.16954819985786834,0.44110318509192314,0.0007318709882311127,0.05910569497746336,0.00554265936540488,-5.538243289223121e-05,0.06554737002500412,0.002105636071574822,2.915028433222073,0.20321178485829156,0.3520855117909642,1.2641543305572345,0.48983231051509,0.06425951297889455,0.08011008997839064,0.04886213423506388,2.0,2.0,2.0,2.0,3.0,1.0
900,0.15896616476792694,0.4600791939413206,0.0007570901607886634,0.05284743842267277,0.005920020622632204,-8.034083510574083e-05,0.07858418315255215,0.0012578189844935231,2.9110787567637835,0.19588945823290987,0.3362386156884914,1.4018630185265524,0.5998155886405186,0.06455107426656514,0.08211756505728902,0.04816755795481338,2.0,2.0,2.0,2.0,3.0,1.0
1000,0.1504558136419562,0.4828837324266991,0.0008139400837377534,0.05170433854965765,0.0062550544254090824,-0.001000188494261162,0.0745815998284375,0.0033205345209234324,2.9090616784483716,0.2186801561015429,0.36512182378418706,1.5046125557918615,0.595084750930024,0.07197941722426848,0.07740609046940507,0.04363442600796971,2.0,2.0,2.0,2.0,3.0,1.0
1100,0.1363931453424163,0.4883423410791142,0.0009188949500354542,0.04676764490879786,0.006612357251498774,0.0014348942651947194,0.09034503295394591,0.003860566735902231,2.9096953926132083,0.21028570235594957,0.4060713851208592,1.5296077435998905,0.6602521661463361,0.10573541812898948,0.09309713883415602,0.04111941739426919,2.0,2.0,2.0,2.0,3.0,1.0
1200,0.10668309785581219,0.5041145126321821,0.0009110446871780062,0.04211712190087869,0.006554400097508466,0.0008168371216274135,0.08269457274468506,0.0038664524526002275,2.908243630525372,0.2339278527131211,0.4250619128422514,1.6074993347371542,0.7820637574388621,0.1054475294250189,0.07175546813646783,0.03763972424671934,2.0,2.0,2.0,2.0,3.0,1.0
1300,0.09704078756686278,0.506918272686989,0.0009464560646964923,0.04027785397030498,0.00683574213326772,0.0015327466976508945,0.09089754008013447,0.0027875162755075715,2.9073111375420395,0.23415565160768542,0.44657811803793185,1.7411563269190433,0.8144246668580412,0.09247428755586382,0.09285708618789489,0.03517865263788692,2.0,2.0,2.0,2.0,3.0,1.0
1400,0.10306347850331081,0.5086752071849157,0.0009950696820250939,0.038164814022263606,0.007121117880083447,-0.0007659969495859324,0.09702828896456135,0.0034479005560140146,2.9071344418852125,0.2502192686686416,0.4677398524856239,1.7793846736295063,0.9077238236488874,0.14357290332012695,0.09151351607420447,0.031354813939796146,2.0,2.0,2.0,2.0,3.0,1.0
1500,0.08972766024853804,0.5260981646201951,0.0010633946015933032,0.03554263001405292,0.007165128230811596,1.4499293007435438e-05,0.10252286993777067,0.0028917071869027245,2.90759587518129,0.26154235176023144,0.4729574136888671,1.8265465102736194,0.9937556862623815,0.1737444042901384,0.09041632004132817,0.03103026059847817,2.0,2.0,2.0,2.0,3.0,1.0
1600,0.08560003455625924,0.5208061853442123,0.0011109781618181148,0.03192606393195571,0.007343850468998379,-0.0005561094074583812,0.10368060269820856,0.003254817921304473,2.9048995451625585,0.26127437358870576,0.4786162729482742,1.8916752069919303,1.1908067480028333,0.18943052607867078,0.08948958098093344,0.02722510672624265,2.0,2.0,2.0,2.0,3.0,1.0
1700,0.06919390163635464,0.5389285802258638,0.0011184567055653445,0.02804360151000355,0.007391243454197956,0.0005113648144093777,0.11559849738382147,0.0036403844254802903,2.9044804685872863,0.2621918167313088,0.5021069282332101,1.9157287225749877,1.167384049533046,0.13925876572746843,0.08179589369559172,0.02460740949790361,2.0,2.0,2.0,2.0,3.0,1.0
1800,0.06796719776801043,0.5385412039381228,0.0011734540797141999,0.03025997571801795,0.007432256689979285,0.001065815385200398,0.11778212489963558,0.004595185518028004,2.905467430991309,0.2930351484851912,0.5009689042243703,1.926412018066216,1.281795348155812,0.2027500766753013,0.07751855787163195,0.023872072971893945,2.0,2.0,2.0,2.0,3.0,1.0
