miliseconds,Susceptible,Infected,Asymptomatic,Susceptible_quarantined,Exposed_quarantined,Recovered
0,902669.1680709914,0.9851785400700754,114.67998741154994,10779.372233270928,0.32184261039158363,1.3329740530343246
100,902679.0813519616,1.1670267825563045,106.14055187008354,10715.342154542359,-0.06564088968233084,9.013883290365555
200,902713.9887241678,1.319906654814876,99.82968385331742,10696.003481348249,0.2760182773569362,13.582645340307085
300,902795.7872895456,1.5132374374862088,94.65338593465653,10656.669426397335,1.3808281535520757,19.796505166692686
400,902800.2764312975,1.6247242401950932,90.18798560440705,10605.442724091967,1.4679644983674576,27.16540536907419
500,902889.2558613488,1.7481026978759882,83.88136515309048,10540.918059967316,3.0232734033170168,37.158695748214754
600,902932.8927249307,1.8573102396168977,80.74311812490419,10491.930083887133,3.2565265809402026,39.71860710515131
700,902934.4214724769,2.0115519360853544,75.51245413552445,10464.90961711257,4.678302782448519,43.72620667797002
800,902997.7987087761,2.1205877981619308,72.78844469353292,10459.221604659848,4.6547971830964014,54.351589885211304
900,903031.589237941,2.2119212862672044,69.55480137024308,10378.529593142544,6.597657325703632,54.56298304219359
1000,903067.7992325539,2.256344818849608,67.05132827145283,10351.441658356778,6.875803826053576,64.34365081548762
1100,903102.224395963,2.358299505307318,64.26419718829287,10283.294652343033,7.404437559956952,63.995396678639054
1200,903156.821452264,2.442191053193505,60.42493637723291,10238.307140138919,7.896798962647546,73.90840884446102
1300,903195.1971295917,2.534317091255498,58.067270625797704,10224.449047946267,10.187473732935906,74.54714162126619
1400,903238.9832895037,2.611175517731627,57.64517198200132,10179.00631647102,9.933864135298736,78.56006031105548
1500,903250.2679343226,2.66030402012626,55.00043518781249,10128.41788521227,11.819893006213276,81.99448638846071
1600,903312.714501515,2.7583001720482145,53.02078414085967,10079.665548768398,12.895406106626568,86.40116673867333
1700,903345.2719765108,2.8163905560518883,52.85182565268551,10060.615434507981,12.624199722039698,93.86798094998436
1800,903392.7262502789,2.8651725979831664,50.97481140918763,9997.789457137795,14.090048202272332,94.8565653658724
1900,903408.8686749768,2.8616286054553317,49.33660745971593,9986.615444004958,14.841973602716825,98.52491600265095
2000,903455.6310141204,2.9648033426944176,48.37616759439375,9935.342899635787,16.224434956263995,102.62924489520684
2100,903510.6891459301,3.0075694411251255,48.605519730640616,9867.238256249526,17.1342062590988,108.79881947754663
2200,903540.4927654243,3.017185989925603,46.92926436204038,9827.986857597765,18.64314632742256,112.91231232682583
2300,903574.7309975291,3.1408575286681244,45.55733427019203,9820.875818249466,19.901786596249476,112.75866658965501
2400,903624.3049061357,3.1575436118164117,46.571912942175246,9754.384552592488,20.271745632062093,119.14103988584341
2500,903621.9133311814,3.2187402418516253,46.12182072363602,9731.387747261397,21.097373233221905,123.86786938922978
2600,903654.0556311586,3.2423992300216664,45.508153445862455,9675.445924449006,22.151736706587958,123.8069939069141
2700,903735.118420174,3.3201133774171723,43.725076157745264,9632.6065436242,24.148577871511968,130.9955615635281
2800,903765.4567974857,3.321973580292989,43.57518278089421,9627.620367930693,24.52539434521707,130.02349190660044
2900,903760.8012317738,3.321168562851735,44.169055028895976,9565.610697545453,25.513107192875406,135.06573943730638
3000,903807.9102526644,3.3658544538174255,44.017111405889345,9515.999819669718,26.24973996637184,137.93393352565585
3100,903861.593071499,3.4787061706157156,43.66457558687792,9473.398786416234,27.22373380322572,139.52360574074422
3200,903909.9066598426,3.481819397171481,43.50514757263295,9468.381729405415,28.777610256887908,146.0688150509902
3300,903925.4195941276,3.497089691392018,43.13275151107719,9418.705005785114,29.512686256860515,146.565209716198
3400,903975.3765662083,3.5202312295730005,43.61734758022387,9373.31486276125,31.01334067514702,153.2941667438201
3500,903973.2322076915,3.549220369133577,43.32544125849615,9355.410957690163,32.4005052035885,155.96526334814686
3600,904022.4526123198,3.6394543575733542,43.17532001405434,9316.348346209781,33.74589097516189,161.24323284648736
3700,904049.2990592154,3.6284005098117764,42.813322354951985,9239.531556525555,34.212355237979054,160.2227788210993
3800,904075.5604869177,3.711668754874606,44.18035705481236,9182.92925367864,35.72436333196427,169.26822361917547
3900,904104.2692585401,3.7569430626297873,44.263727013685305,9155.454781221937,37.241020012790315,168.58177360367532
4000,904182.8514245196,3.776386970418224,43.55979271986461,9157.224175193769,38.27642884554355,174.0830033610285
4100,904182.7520779043,3.786129178284697,43.54736387607979,9122.724477044034,38.77624225326853,176.9684706295051
4200,904238.9278876457,3.8675144549197764,44.83789406091417,9079.103608537023,40.50192949115231,182.47985686816787
4300,904260.1233116955,3.9046321702569458,44.94915471892245,9031.093793112917,41.48330637508804,185.3753080181963
4400,904271.6818330736,3.9485595278962164,45.052352028862664,9009.092483409117,41.62843624327915,189.65774637662918
4500,904312.4389754337,3.9228253143010683,45.451869898957966,8928.570847715788,42.37380864852821,192.46279015389914
4600,904349.1275896321,3.9693707132899316,44.48380274795178,8927.003738633695,44.27995215895711,193.940882918929
4700,904410.2509754047,4.060278805181918,45.9315593920894,8902.717727258962,45.48484116637985,202.18165209845222
4800,904442.3781193254,4.0894195799554485,44.92469070115383,8850.800144210321,46.64741442525829,204.67317252984265
4900,904473.8940416793,4.106824690687552,45.325931237812924,8784.932946807441,47.42633366961164,205.03240629519684
5000,904491.9235748361,4.107931951247885,45.603521380894435,8787.619911966423,48.779570925104686,209.20501637094748
