milliseconds,M,C
0,0.4208424640735728,0.7803619164861679
100,0.4207963101114087,0.8497359994805957
200,0.5196310307114069,0.9890812639863743
300,0.556568496300786,1.0029876307412124
400,0.48498454484117787,1.085391150749778
500,0.6305567530993297,1.1868534262347847
600,0.6602193992123533,1.2186974448142875
700,0.6862492312235787,1.2624859762516676
800,0.786899698652138,1.3145521083154454
900,0.8749863917044444,1.371889017833361
1000,1.0358207017229653,1.3370029404767632
1100,1.111036951597553,1.3370912118034832
1200,1.2661008013410502,1.37407400530004
1300,1.3931391896807312,1.3681979291723536
1400,1.5163779970162505,1.3060688083221659
1500,1.7205431039062224,1.2394159997300709
1600,2.037376633145803,1.1943595783469834
1700,2.299640898901682,1.0901592941273126
1800,2.414740469177116,1.0378411028289578
1900,2.791683635249806,0.8972585140008866
2000,2.900526274240504,0.6662292776890889
2100,2.8732395449698225,0.5158202480403458
2200,2.678397558622014,0.40576982930816463
2300,2.2153417190059024,0.280600625570231
2400,1.6527548945935535,0.17148930972355902
2500,1.1748117190295242,0.12290983270917422
2600,0.7671001201655734,0.14811881665432464
2700,0.4300222809677753,0.22621423105482602
2800,0.32487114221534413,0.3342263575851497
2900,0.16868829486885956,0.415963506566033
3000,0.20142052791023193,0.4762621544839205
3100,0.24375602887597153,0.627323616975264
3200,0.21279541568499036,0.6855847694919885
3300,0.3182098755830044,0.7610192549851366
3400,0.38122194774739343,0.910953497477209
3500,0.395167276087615,0.998456754652559
3600,0.4963104068699723,1.0567281949243534
3700,0.5904024807566902,1.09053018816254
3800,0.6689126823874132,1.1727352624411778
3900,0.6208802578245852,1.191351651284597
4000,0.7301765842598728,1.2428657880925962
4100,0.8883242503367886,1.279559321759423
4200,0.8845272759414643,1.3794378793485431
4300,0.9812106043933997,1.350722166102397
4400,1.16032397084708,1.356221426762608
4500,1.354509252841783,1.4092916920417178
4600,1.4857775957974062,1.3682020658122434
4700,1.6680532703832394,1.2896470138307867
4800,1.7569223464003814,1.2854396341773824
4900,2.0233452973600246,1.1752656255049625
5000,2.3516502946356166,1.1014809001238932
