milliseconds,M,C
0,0.3503075868014766,0.8220656334725375
100,0.3609947315278135,0.8678029654569664
200,0.4491444687468806,0.9202939165776406
300,0.48065927799230046,1.012833627167037
400,0.5784402801276061,1.1019037609365003
500,0.5546253394536519,1.1896343192315904
600,0.7400558247899238,1.2378755079774288
700,0.7211919087055227,1.2840185796036951
800,0.9071295881641634,1.2852672899431083
900,0.9820185132987883,1.3593914191235226
1000,1.079159489396846,1.3302272254780647
1100,1.1233618772194474,1.3971018581155499
1200,1.318641222576279,1.3312473175658708
1300,1.4488576265905162,1.3449574054879283
1400,1.5687622533597463,1.290734133107396
1500,1.7046818393741061,1.2434449168048063
1600,1.978552447124118,1.1807207427772752
1700,2.270229535852993,1.1010178525532142
1800,2.5537556546972096,1.0368006749495124
1900,2.6490570120817583,0.8248283092826336
2000,2.7991372839613873,0.703982392726167
2100,2.8835645927368985,0.5270804789404738
2200,2.6591625441873834,0.350192721060172
2300,2.219292780042816,0.24043599807110427
2400,1.6615136624071751,0.2052260448577705
2500,1.2698412868357258,0.16322345724948797
2600,0.8390095960692012,0.17439828834074725
2700,0.5516349860295907,0.2191367741350177
2800,0.2681463444689174,0.3436962059728731
2900,0.2804917496114408,0.39655366463724356
3000,0.18564473956890068,0.5060208599934641
3100,0.2440848847946471,0.6322274549044348
3200,0.2704000574052839,0.7011310172454386
3300,0.25792698598020036,0.7840459337840006
3400,0.35068625533606146,0.881567856085535
3500,0.4304386158421844,0.9630126025241913
3600,0.3982298586611332,1.045658142372645
3700,0.4664671612808827,1.1381892324538796
3800,0.5826905449754256,1.1681035697704685
3900,0.7321584920187288,1.2005764999289186
4000,0.7138924967280175,1.2434944491210476
4100,0.8838507063809911,1.2880442475177896
4200,0.9027438913612101,1.3448636072686975
4300,0.9832679493949894,1.3876653597108448
4400,1.2285504181164144,1.3379089909354613
4500,1.311379559911859,1.3818037426147323
4600,1.3865652578739665,1.37662385068945
4700,1.6747498926333813,1.3294978965633002
4800,1.9022183100490293,1.2968160876004522
4900,2.014329191824743,1.2229301623106228
5000,2.3439146522157386,1.103981415477542
