milliseconds,M,C
0,0.47526233259570566,0.7686815185739762
100,0.3819953724580736,0.8757931830453104
200,0.4892409390338118,0.9176534038784134
300,0.5248987452828203,1.0513745269050747
400,0.5375836291886507,1.0825736713519292
500,0.6208396780480381,1.1789707527819646
600,0.7412983757768955,1.1782115878431072
700,0.7082152789636907,1.2441248029275662
800,0.8761947373568921,1.291070758095555
900,0.9760155932392667,1.344033313547541
1000,1.0723817919563021,1.3247994426719518
1100,1.1041632861861492,1.3813541776502427
1200,1.2248472212053958,1.3742521813078612
1300,1.4802461964259956,1.3152109665614613
1400,1.6238268198366286,1.3199657190226346
1500,1.8015358878171892,1.276804019552502
1600,1.963153976353371,1.2125599665246685
1700,2.2596445863257593,1.1161684271056034
1800,2.557881913148813,1.0154339762737286
1900,2.720219088644978,0.8627832322799204
2000,2.920722916878936,0.6803713654244017
2100,2.7833419947597586,0.5436887530078918
2200,2.6846838205661263,0.3756368826764314
2300,2.236477916400239,0.25000327865061955
2400,1.7758188777678556,0.18450596500208077
2500,1.2126103918656956,0.17955803082926222
2600,0.7338601780668336,0.15654000164723078
2700,0.4748137008975554,0.2242623321026939
2800,0.22702272241746196,0.3339395532009484
2900,0.16795491228509232,0.4073035252344464
3000,0.17904706832796044,0.5405292391782605
3100,0.19938748467888617,0.5855196615766823
3200,0.21353563268963766,0.6953697073309134
3300,0.322574099762975,0.7781584977094587
3400,0.3149672906565393,0.9030916235441961
3500,0.44111921332482185,0.9818498049143288
3600,0.4886221294252208,1.0590888375169767
3700,0.5735043313974578,1.0937556639221593
3800,0.6467057992331321,1.1629038905633158
3900,0.6930929127697592,1.1945352844719728
4000,0.6885843795829842,1.2464470917045822
4100,0.9069664255163489,1.3300667210794626
4200,0.9924213207996536,1.3565041430953775
4300,1.0881366656959588,1.3510565966565635
4400,1.1589005511477768,1.3576612137985091
4500,1.307577290914327,1.3420314095990855
4600,1.390642983279133,1.3203727270443253
4700,1.5584057981151405,1.2841721977994252
4800,1.758475847271689,1.282381947216
4900,1.9993274393521,1.1988181511566653
5000,2.2544429092334473,1.094045379340454
