milliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
1000,3.0552310788953066e-10,1.881077430181599e-07,4.9219636622244905e-09,9.203543342124219e-11,1.8130713308540194e-10,1.6424693134331908e-09,4.3616555439639264e-09,4.9725598627377615e-11,2.2574290994247225e-10,1.9842223982070388e-13,1.0967776085946115e-12,1.1426454065996368e-14,3.744240317940838e-14,2.487894200845912e-14,8.276204312086818e-14,3.3070090222071845e-12,3.0766919179176677e-12,1.126219915426223e-14,2.8729086651183213e-16,-1.4185905626765365e-18,-5.673273930889472e-21,-2.3065700073131157e-19,4.763378869645603e-14,-3.4405974778414993e-16,5.329808366104058e-12,5.188907321507046e-12,7.741667764180006e-16,1.4790140046539145e-15,1.5182460435779243e-12,4.67133561584196e-12
1100,2.897760177002876e-10,1.8775418702312494e-07,4.728260234232364e-09,1.0547114587110634e-10,1.8313650905402678e-10,2.310122292358677e-09,4.515795007053784e-09,6.287331043268685e-11,2.647951682846729e-10,3.112768433231662e-13,1.243167259480079e-12,1.5865839445639536e-14,4.0249014321744487e-14,2.2762410569514603e-14,9.076025661234673e-14,3.806529435732894e-12,3.542611995578279e-12,1.8790090469036787e-14,7.783505767493558e-16,3.807079895598742e-18,1.4326714815851177e-19,3.0078409769713286e-20,5.3298954753818053e-14,7.220994910131889e-16,4.7872221266602794e-12,5.42959067436049e-12,6.580917736146186e-16,1.7625461938635527e-16,1.1341160284633246e-12,6.017449782261266e-12
1200,3.0958036869094395e-10,1.878209171770035e-07,4.5996614566650726e-09,1.0565474469728375e-10,1.8175305763423807e-10,2.295202833174851e-09,4.5868649901668325e-09,1.0092368654698371e-10,2.856453080466723e-10,4.541697291925278e-13,1.2919783865032308e-12,1.8577526914776752e-14,4.2701944353514876e-14,4.2519659337325755e-14,1.0190701975805118e-13,3.874772897496991e-12,3.639900150601125e-12,1.303833648314138e-14,9.923178181758912e-16,1.9179206915559902e-18,1.0069513588983491e-19,2.917879315255445e-19,5.837024924423003e-14,6.622859387367864e-16,5.43856850180342e-12,4.347354877003474e-12,1.0675919995206058e-15,1.0607128276979872e-15,6.8812779076455584e-12,6.986121095472232e-12
1300,4.2113078388933333e-10,1.8723582909903227e-07,4.445590081601643e-09,1.187468253889906e-10,1.771385039710276e-10,2.6343381303290123e-09,4.686105303580038e-09,1.144714429687054e-10,3.22715296138059e-10,5.197673278887132e-13,1.4806172618054991e-12,1.9175287505073483e-14,4.493130732039388e-14,4.3827840677901976e-14,1.3332862371082699e-13,4.073481342831258e-12,4.087835324258925e-12,1.981623445000821e-14,1.186103281915204e-15,4.60727186790715e-18,1.3755974529278185e-19,1.483373604757691e-19,7.193151660833432e-14,1.1928380008290958e-15,7.784816392935247e-12,7.62054294737946e-12,1.2096545306546674e-15,2.1714569848521656e-15,5.058109128874901e-12,7.334848798536312e-12
1400,3.869938414983269e-10,1.8712806793000116e-07,4.285009229435414e-09,1.3739468786140886e-10,1.7562668884567947e-10,3.021285189252309e-09,4.817496369618922e-09,1.4394171748170943e-10,3.4451606465792997e-10,5.404645376251091e-13,1.6680829771446273e-12,2.3735566538764907e-14,4.593003898245168e-14,4.8339473430182934e-14,1.6628691171381577e-13,4.727913236266795e-12,4.5541368388812644e-12,2.2852346036052006e-14,1.401308185530845e-15,5.441814117583247e-18,2.4316234696600384e-19,4.194553803666304e-20,9.504590966460237e-14,1.0927837699445396e-15,7.49984108577443e-12,9.111384260702396e-12,1.3288467257216978e-15,3.691763259176025e-15,8.650037594191723e-12,7.923775708319389e-12
1500,3.869597153512111e-10,1.863825179870361e-07,4.212915116006518e-09,1.493720871423511e-10,1.7540581970049293e-10,3.333231668544565e-09,4.8955735605273e-09,1.8674876946119673e-10,3.523671678849481e-10,6.92015433154822e-13,1.7079708031547214e-12,2.717528357393842e-14,4.724917946018235e-14,5.863547822058995e-14,1.8590831143193055e-13,4.884502401511606e-12,4.81359813977686e-12,3.1294921186106445e-14,1.6239656313189131e-15,3.321262910518637e-18,2.744299622775387e-19,5.4727456531205095e-19,9.804326485695294e-14,7.624712594418381e-16,9.486860807216047e-12,6.701649712420477e-12,1.5816523940102911e-15,1.4530008949394007e-15,6.17529554297733e-12,8.866702959583932e-12
1600,3.4425114424642865e-10,1.861903460871398e-07,4.11510327294898e-09,1.5671311223068954e-10,1.7251432826604155e-10,3.8621415400198034e-09,4.928363406900777e-09,2.009826968009037e-10,3.9310922639481957e-10,9.625818877934599e-13,1.8929421876099438e-12,3.144941518794469e-14,4.859467621037098e-14,8.70300042639265e-14,2.0066606956927092e-13,5.161347379721228e-12,5.224466383462168e-12,3.446622067158545e-14,1.651892507360932e-15,5.323006204292554e-18,3.415592386409015e-19,7.827307753001582e-19,1.0050954084340174e-13,2.0268848020719797e-15,1.0324759073765631e-11,8.811297892613212e-12,1.6027478490141748e-15,2.1946044744893697e-15,1.1047177546311507e-11,1.0567462466366131e-11
1700,3.0060997315281253e-10,1.8563118497009207e-07,4.0466915248210365e-09,1.6281283166868388e-10,1.7015444498972159e-10,4.2629695729360624e-09,4.94565617916517e-09,2.1184552592885514e-10,3.9785062578710415e-10,9.366478422141651e-13,2.018767777161352e-12,3.412897353158598e-14,4.894250845390308e-14,6.879161439477351e-14,2.235054106510913e-13,5.448302622979801e-12,5.610033588141098e-12,4.8842849848417904e-14,1.8782663267952856e-15,5.756583094087327e-18,2.731308657276908e-19,6.057045076503733e-19,1.1049578696126967e-13,1.3479075854561765e-15,1.1118182433771203e-11,1.2423203840229382e-11,2.016570625060846e-15,2.806897298214794e-15,9.71636345445912e-12,1.1360111885228445e-11
1800,4.189169103032367e-10,1.8573431867271227e-07,3.992329868035355e-09,1.8487724431634848e-10,1.6691311830816807e-10,4.4039440780895155e-09,4.952013941647868e-09,2.5713750730185474e-10,4.2438231970478444e-10,1.1219512669602005e-12,2.0305357378386512e-12,3.465468113174037e-14,4.927126474751364e-14,1.1713953246326583e-13,2.479816750159806e-13,5.722853118569548e-12,5.987728440838385e-12,6.270172024508118e-14,2.7008034800150272e-15,1.410523133024191e-17,4.328742867143981e-19,8.314929440936611e-19,1.2558914885285393e-13,2.1026076854851133e-15,1.154679849573422e-11,1.3807681467620355e-11,2.093024722432349e-15,4.671529971832041e-15,1.161099948590976e-11,1.1539655656967946e-11
1900,3.929882234282187e-10,1.8490424073455075e-07,4.0151717094189675e-09,1.9330412922947142e-10,1.6540430255814367e-10,4.58443543087923e-09,5.09203632007358e-09,2.8122813601588216e-10,4.3986748268305885e-10,1.1944251733112104e-12,2.2139267679353006e-12,3.7075790855354526e-14,4.9620200478683804e-14,1.2896782737318495e-13,2.73078694390904e-13,6.11912718514176e-12,6.137108716344578e-12,5.919867962750619e-14,2.7919713424467105e-15,9.502037141480397e-18,5.089951229966825e-19,1.0869328178256576e-18,1.3612114401036727e-13,2.753636294528855e-15,1.3348071502783979e-11,1.5607764409130853e-11,2.4907691768013187e-15,7.58650179207825e-15,1.3258945460280651e-11,1.2328752698249388e-11
2000,3.601122712883824e-10,1.847895835390253e-07,3.953543114546208e-09,2.0075205449772865e-10,1.636884806022962e-10,4.890908768808975e-09,5.063845245986247e-09,3.087864236048639e-10,4.647998335469542e-10,1.5113401404918937e-12,2.3246302123698613e-12,4.051307193869242e-14,4.9510889751807086e-14,1.2119412521994095e-13,2.7859709842518936e-13,6.385544348197371e-12,6.287980559715258e-12,7.49348341590409e-14,3.4023561135940695e-15,1.4517710751621826e-17,5.284432877282358e-19,1.5622697358077039e-18,1.5471812186261773e-13,3.7322311736179544e-15,1.3231888826976559e-11,1.9502536872385032e-11,2.549775979859164e-15,6.625302429788214e-15,1.790798253558624e-11,1.3142673842903149e-11
2100,3.960943699422012e-10,1.8448822461107527e-07,3.855129118707214e-09,2.058136765584222e-10,1.593362581873549e-10,5.458326487957866e-09,5.112537251877764e-09,3.130519547439026e-10,4.840249515328808e-10,1.7010390938506542e-12,2.369456681091721e-12,4.612556776084686e-14,4.8896514219317356e-14,1.4692701251522608e-13,3.145967183352984e-13,6.8681101297811855e-12,6.885187284703376e-12,8.095684396012666e-14,3.722125661382227e-15,2.105154599581315e-17,6.135078846804901e-19,1.521724942228964e-18,1.588248954075306e-13,3.1314212913817105e-15,1.4681317969900697e-11,1.913009266307547e-11,3.0205003041314677e-15,7.699366459607936e-15,1.937989288932378e-11,1.481002233387045e-11
2200,3.7047726651122787e-10,1.8388510447413272e-07,3.822664399405238e-09,2.1334772827974323e-10,1.5913333217005436e-10,5.773014694392163e-09,5.171156397316929e-09,3.6537299981277555e-10,4.890901235983951e-10,1.6722875039468563e-12,2.4008486957301808e-12,4.9532618761059794e-14,4.9720926489753393e-14,1.824790545371611e-13,3.239215959845358e-13,7.295702467553337e-12,7.2487849847758796e-12,8.158831016368404e-14,3.595094676440909e-15,2.175008959703668e-17,6.890983474884216e-19,1.2097123004641027e-18,1.68896843569668e-13,4.118249814152567e-15,1.621763726082784e-11,2.3962308227405335e-11,2.955274028010613e-15,9.476636110601839e-15,2.115441721261582e-11,1.560820129882533e-11
2300,4.1631139722638696e-10,1.8349277988531008e-07,3.8416934156530006e-09,2.2504808234695215e-10,1.565401243439654e-10,5.90874050256443e-09,5.177761122549225e-09,4.0315450062734534e-10,5.113325129253276e-10,2.0036214383348727e-12,2.5049656626676817e-12,4.9759995828812086e-14,4.9572221347349386e-14,1.905019750085197e-13,3.7003727599539065e-13,7.661106963624864e-12,7.13439941540804e-12,9.503844469632593e-14,4.1928977192678625e-15,2.6574034159904662e-17,7.650082429355738e-19,1.9966033618761867e-18,1.8802767796134567e-13,4.343016004324809e-15,1.7058779094648154e-11,2.4464642772772556e-11,3.2359338181288344e-15,1.1937952411346289e-14,2.502143615620445e-11,1.636272849558162e-11
2400,3.1876977571589314e-10,1.8327246464964387e-07,3.816052832859658e-09,2.3882198503239504e-10,1.561526273652013e-10,6.573988223419294e-09,5.114792095369136e-09,4.477041202589406e-10,5.19778267979432e-10,2.040613538899843e-12,2.6114396236245834e-12,5.5133561257095326e-14,4.8983490800741705e-14,2.2777617584540154e-13,3.804216617755312e-13,7.893371686110031e-12,7.740807231950193e-12,1.1486538719907522e-13,4.881234329830209e-15,2.841531872184479e-17,8.257006773142701e-19,2.5111246825732153e-18,2.0366147579682772e-13,6.313918555038179e-15,1.740077586692248e-11,2.709624915541228e-11,3.539655922806406e-15,1.3565205971741116e-14,2.6746008201325477e-11,1.724422951795187e-11
2500,3.2690169982375397e-10,1.82953660479242e-07,3.745823845552225e-09,2.4194848511067547e-10,1.549223808043226e-10,6.8332271105836455e-09,5.1155366427021904e-09,4.615502993832207e-10,5.228783368203055e-10,2.4135362130065864e-12,2.720575303844739e-12,5.879531835062725e-14,4.828117730557321e-14,2.5324938470661587e-13,4.0161393781451674e-13,7.953398006806192e-12,8.088516902732318e-12,1.2218950946293285e-13,4.895585590160054e-15,3.166684806112707e-17,8.90576879708456e-19,2.4674088690387243e-18,2.0985416218779171e-13,6.594455473991179e-15,1.8780108912443398e-11,2.862070198339558e-11,4.02738152285662e-15,1.336954562464781e-14,3.2367415962515957e-11,1.8055349663575713e-11
2600,3.318190211104953e-10,1.8272671040634918e-07,3.82804087935441e-09,2.5341359899323074e-10,1.5176419281906325e-10,7.048755143710876e-09,5.209677743968427e-09,5.164350899022391e-10,5.354329590939576e-10,2.3632711824609992e-12,2.7885720060609547e-12,6.033404385296443e-14,4.7883702686963234e-14,2.828912117690057e-13,4.2466216001428926e-13,8.391502155221402e-12,8.126324992282636e-12,1.414393626191653e-13,5.739806494835535e-15,3.648813286841125e-17,1.0391257101487124e-18,3.4491413698357907e-18,2.2740779406100636e-13,7.860784364402525e-15,1.9453841049404094e-11,3.1540824336966614e-11,4.3800911696172616e-15,1.7253539346850474e-14,3.437852862660508e-11,1.8221196781077383e-11
2700,3.438479531596004e-10,1.8222917158935252e-07,3.8081005262205806e-09,2.7155858123198215e-10,1.507795194017266e-10,7.445007169098697e-09,5.194964706041458e-09,5.313589025678416e-10,5.412937511888541e-10,2.6620288767763093e-12,2.8758842869545456e-12,6.55270559131703e-14,4.8198840099161526e-14,3.1905465393800045e-13,4.3898704075139156e-13,8.584317759177075e-12,8.563652491793577e-12,1.4307987674569994e-13,6.095210442443151e-15,3.8421263536453514e-17,1.1942434912674624e-18,3.3404956534298934e-18,2.4792267762907054e-13,8.668575487368575e-15,2.073475246376666e-11,3.597475430840123e-11,4.602756675886013e-15,1.7645824534629255e-14,3.66825705314398e-11,1.9353569617177597e-11
2800,3.0396405907744127e-10,1.8152825464569936e-07,3.733142210932998e-09,2.7204444087226914e-10,1.514682157515394e-10,7.78065125225782e-09,5.1125659204545294e-09,5.493347711607221e-10,5.681922460025285e-10,2.9659389556963284e-12,2.9096845701283525e-12,6.644176595984903e-14,4.757932346670572e-14,3.4268564314584517e-13,4.5167397214521316e-13,8.995764328925498e-12,8.840349490689512e-12,1.527802685297324e-13,6.453239546073404e-15,4.531790641982256e-17,1.2400221767367184e-18,3.8864041502276355e-18,2.4855161353425254e-13,9.760992250271875e-15,2.15758943500326e-11,3.973918489788679e-11,5.0716379736746814e-15,2.0301840782169143e-14,4.061501924769238e-11,2.0075007286624354e-11
2900,3.2563187872846385e-10,1.811986374652632e-07,3.747189977018262e-09,2.7768419458483447e-10,1.487950426445634e-10,8.177948841618731e-09,5.152139833393981e-09,5.942450500026344e-10,5.702256320828076e-10,3.035527336635389e-12,2.9281990538496047e-12,6.843737820435828e-14,4.7582125972263695e-14,3.8432677437481407e-13,4.691600045919586e-13,9.2292157126738e-12,9.357373555753054e-12,1.7021009525686856e-13,6.5815071212716734e-15,5.126798535794587e-17,1.4378042915389356e-18,4.82952939539208e-18,2.7747416073953813e-13,1.0749613188350494e-14,2.33288554941476e-11,4.359242210949761e-11,5.376460919650197e-15,2.3233528729248818e-14,4.611608887946826e-11,2.059446347387954e-11
3000,3.097890173917101e-10,1.8095729090375802e-07,3.774437314087423e-09,2.9527982413514636e-10,1.467981595588558e-10,8.456717386842445e-09,5.225458851681808e-09,6.191420063434962e-10,5.817653294246565e-10,3.215506742017284e-12,2.961539664793667e-12,7.396079812581167e-14,4.72757491851956e-14,4.0880492963673194e-13,4.925090935345994e-13,9.858490968994544e-12,9.604661412670459e-12,1.8718000322375018e-13,7.624068802538535e-15,5.127491644150106e-17,1.5852130203517326e-18,5.392261365149363e-18,2.8938801127378734e-13,1.0755062214730968e-14,2.4423485426527783e-11,4.3973255788469e-11,5.6525593504152925e-15,2.4473506749374014e-14,4.890739831602402e-11,2.18477495297962e-11
3100,3.6167812520840666e-10,1.8032606788946242e-07,3.730257616865914e-09,3.0084386745073476e-10,1.4788362429663858e-10,8.818507718804702e-09,5.212060735875261e-09,6.895764214105405e-10,5.898528992435357e-10,3.389985987828427e-12,3.096673641252167e-12,7.423829755570796e-14,4.702089742726305e-14,4.357320815015977e-13,5.241831706894778e-13,9.987271267001634e-12,1.0034584031531322e-11,1.9768160754064307e-13,7.721028404635478e-15,5.991791492032055e-17,1.6683588507974893e-18,6.421879913475682e-18,3.044629941132722e-13,1.2328693733037245e-14,2.6076171294910418e-11,4.8918447348579415e-11,5.8756189818687444e-15,2.6888097070979563e-14,5.232033048120788e-11,2.2619231792469455e-11
3200,3.9706280075212574e-10,1.803859802278148e-07,3.727615743760031e-09,3.1318615930879267e-10,1.4550298887208091e-10,9.083961724870254e-09,5.1356106119072546e-09,6.954117532683688e-10,5.902900687174344e-10,3.5352041705118316e-12,3.1466833700290492e-12,8.027903697297566e-14,4.649169975304607e-14,4.673681332890397e-13,5.48196305340323e-13,1.0452780416361661e-11,1.02171813304858e-11,2.204357368030876e-13,8.452185856331654e-15,6.629059558517039e-17,1.8454040497037473e-18,6.724240485588612e-18,3.034233895345675e-13,1.2958076928365557e-14,2.663703217964365e-11,5.050974815618374e-11,6.376327904086273e-15,3.0295607275869805e-14,5.791002563464511e-11,2.2296187820131246e-11
3300,4.0544177730191517e-10,1.7963907323650445e-07,3.6730397386045898e-09,3.2249027382885316e-10,1.4663669028625507e-10,9.41280192332918e-09,5.1618051738589404e-09,7.294451180635629e-10,5.97536036275546e-10,3.7554202392327494e-12,3.137398431371636e-12,8.308200740603589e-14,4.645025116640099e-14,4.911217180381246e-13,5.531840832503125e-13,1.0522158690423386e-11,1.0323193119885581e-11,2.3017064246937167e-13,8.96448348158616e-15,7.584982094823015e-17,1.9604529798530066e-18,7.987064962905301e-18,3.2364647359983003e-13,1.4777819670023985e-14,2.9018676880522704e-11,5.495381219748225e-11,6.644055684684954e-15,3.491725294546043e-14,6.052527956251847e-11,2.3386004575463542e-11
3400,3.9873831573999784e-10,1.7915325911105224e-07,3.6075293178116305e-09,3.3160411967324864e-10,1.4713688427578836e-10,9.569552638004635e-09,5.208846350734065e-09,8.043494625587169e-10,6.010168564548794e-10,3.9779440052037175e-12,3.1729940695743747e-12,8.522735454921288e-14,4.716422244811795e-14,5.548692557952574e-13,5.719007607470395e-13,1.0742679706146686e-11,1.0624926917958584e-11,2.4477445138648993e-13,9.338215345422914e-15,8.092066257124642e-17,2.0506209858160943e-18,8.28020417881791e-18,3.341011752174771e-13,1.5934498998866466e-14,3.0431067913492884e-11,5.822518083479522e-11,6.939454840784874e-15,3.6771316626140225e-14,6.462516098215498e-11,2.459083947462378e-11
3500,3.8061533349490737e-10,1.7878891060244728e-07,3.638564602525109e-09,3.2907470858522577e-10,1.4663184619104634e-10,1.0128529870795594e-08,5.20036928165986e-09,8.19129786256569e-10,6.228298750193e-10,4.380978710431565e-12,3.274819414053935e-12,8.539932287712548e-14,4.6393345630373255e-14,5.841828899670151e-13,6.016711367846485e-13,1.1320342173108573e-11,1.0938601350001902e-11,2.7351170841752015e-13,9.944351905850827e-15,8.869121104174635e-17,2.2702451113003436e-18,9.580591914915187e-18,3.487896061839563e-13,1.68619761208912e-14,3.19934178539477e-11,6.400247904484308e-11,7.315070930021531e-15,4.134211436034578e-14,6.826438020337913e-11,2.4897041704709854e-11
3600,3.639059362297923e-10,1.7858898496653546e-07,3.6774875736010233e-09,3.420440932580826e-10,1.4495622415274715e-10,1.0422355697097713e-08,5.19412867504735e-09,8.473135276464622e-10,6.081685426266822e-10,4.4905415844744715e-12,3.24760798329899e-12,8.791249156741823e-14,4.585086214403001e-14,6.069432276031754e-13,6.06165792831246e-13,1.1505200811576111e-11,1.120099570794363e-11,2.7709168852004976e-13,1.041845241702016e-14,9.168799389551351e-17,2.3631597384461628e-18,1.0603187809680441e-17,3.7831652058184166e-13,1.855542649088599e-14,3.337827736272043e-11,6.854613301743073e-11,7.876427791055522e-15,4.3678878056544474e-14,7.621424568273574e-11,2.5126180622752582e-11
3700,3.232050616060617e-10,1.7807583406850778e-07,3.6299230263819536e-09,3.444729853987439e-10,1.4274286092197503e-10,1.086322819328195e-08,5.225567773718402e-09,9.090841147566031e-10,6.146206133034582e-10,4.5762253627409765e-12,3.2525288682953653e-12,9.12947603291151e-14,4.6200301026395934e-14,6.53792032918739e-13,6.071239631375532e-13,1.1631051568258751e-11,1.1567483395715418e-11,3.034681562483937e-13,1.0932915243087345e-14,1.0004167318455719e-16,2.5494704360124832e-18,1.2144122816506867e-17,3.907544576929992e-13,2.0255276775089784e-14,3.45595912073156e-11,7.331261418783488e-11,8.050811193650124e-15,4.608483811040193e-14,7.957063661126448e-11,2.6435904174252338e-11
3800,3.47809425606149e-10,1.7770060403572738e-07,3.596058370719286e-09,3.5564395362076625e-10,1.4343446015619735e-10,1.1014881091529963e-08,5.165285997315082e-09,9.255401615797482e-10,6.21641586179602e-10,4.9092327257629195e-12,3.3175534837856845e-12,9.590547405014136e-14,4.574956901234625e-14,6.743247909397765e-13,6.440435503388517e-13,1.2299665117552872e-11,1.1840255886046144e-11,3.2247717248562796e-13,1.2015667172263232e-14,1.1287022442549455e-16,2.6683045015268407e-18,1.2987356873842734e-17,3.925674206888072e-13,2.1743207885158592e-14,3.609400282586832e-11,7.512849960813765e-11,8.332586217385766e-15,5.083778993267538e-14,8.620090434797969e-11,2.637217480021598e-11
