miliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
3900,3.3390364308377553e-10,1.7776045051701733e-07,3.6504540801443628e-09,3.7027687222943084e-10,1.4202262074928778e-10,1.1462479726273926e-08,5.1564116445095354e-09,9.70195519746513e-10,6.2960939443791e-10,5.193092641155135e-12,3.406758293577183e-12,9.910588994825768e-14,4.602012486355112e-14,7.207611671215889e-13,6.410926337014482e-13,1.2466651935817511e-11,1.2354548023195469e-11,3.365585432060405e-13,1.2200067413334447e-14,1.168389181162362e-16,2.8527326521309086e-18,1.440513997446924e-17,4.0751930291606527e-13,2.3619619077380613e-14,3.6229439558590466e-11,8.200502595910674e-11,9.083085465403239e-15,5.3079114590973735e-14,9.185496386179772e-11,2.704446604713992e-11
4000,3.3795356839743293e-10,1.770345071776099e-07,3.6023978768499154e-09,3.7063334929684305e-10,1.429980613146222e-10,1.1676528180158228e-08,5.222267119419459e-09,1.0198589087876795e-09,6.326060850141224e-10,5.3363418574741885e-12,3.368201845957296e-12,1.0037082781647996e-13,4.516198318157262e-14,7.649779554641337e-13,6.72320449793843e-13,1.2798403386658704e-11,1.2503595640321845e-11,3.64406613567131e-13,1.286030245549407e-14,1.2593247382606395e-16,3.0286338328087398e-18,1.5921484975138567e-17,4.294140964018315e-13,2.584413170672327e-14,3.739754173727466e-11,8.60184201076586e-11,9.173254806858513e-15,5.992031356322982e-14,9.595888934044688e-11,2.8172833346726136e-11
4100,3.977091256699631e-10,1.7681570037952517e-07,3.6459430895143782e-09,3.7843006626314986e-10,1.4144651930504899e-10,1.1928207526129776e-08,5.219117806186038e-09,1.0644898468239508e-09,6.337052460472243e-10,5.517458115568942e-12,3.3952214600038542e-12,1.0252999487498521e-13,4.5480782405662314e-14,8.078599568056946e-13,6.799350172402575e-13,1.2944322726735155e-11,1.293380307999807e-11,3.709411201838675e-13,1.3941164250878518e-14,1.40996783609953e-16,3.1824791545307563e-18,1.6809308762251214e-17,4.4733637146393906e-13,2.7020021009636312e-14,3.920136955519858e-11,9.244007465760829e-11,9.6482487290651e-15,6.337718160165978e-14,1.0030977182103258e-10,2.830757297864206e-11
4200,3.402484970104068e-10,1.76208998822762e-07,3.5573317051327263e-09,3.8427762344217903e-10,1.4293126562752573e-10,1.2188311770854705e-08,5.288241376090624e-09,1.0931408144133497e-09,6.519060146023618e-10,5.871820468240945e-12,3.419051918727553e-12,1.039784100639995e-13,4.5008776888950607e-14,8.641180399214295e-13,6.855173286592537e-13,1.3297922324667456e-11,1.325083013355038e-11,3.930918818763769e-13,1.4387053423486096e-14,1.5035019613047247e-16,3.292888852797683e-18,1.8254519023651948e-17,4.567576891614455e-13,2.9637650275307427e-14,4.087275627195791e-11,9.386151404880015e-11,1.0239048700859136e-14,6.75331960251598e-14,1.0676354352086729e-10,2.921585430022071e-11
4300,4.101727898034815e-10,1.7586084035219452e-07,3.5441330418360164e-09,3.9979448277858195e-10,1.410584614686993e-10,1.2580049763679416e-08,5.20428882791825e-09,1.1117672252854186e-09,6.490359711533771e-10,6.019426779931203e-12,3.438349102510139e-12,1.088558213993486e-13,4.587059750305164e-14,9.18720501078109e-13,6.978893028977894e-13,1.3565062661919575e-11,1.338140646604761e-11,4.3066804419384804e-13,1.49056361017653e-14,1.5515208858106498e-16,3.494411233990617e-18,1.958620798512594e-17,4.657989857529968e-13,3.034618287391032e-14,4.301523811468455e-11,9.959579113149612e-11,1.06936599074328e-14,7.028127500387848e-14,1.1532195329140352e-10,2.9025470224664294e-11
4400,4.0808787838683185e-10,1.7557890355913154e-07,3.519482978810238e-09,3.9986885476510035e-10,1.4086123498281203e-10,1.2871392476504328e-08,5.185231856274685e-09,1.1897010706700671e-09,6.624376804305968e-10,6.189356270142413e-12,3.4576898302866513e-12,1.099098250363785e-13,4.588764109546876e-14,9.273375777143443e-13,7.121501401899857e-13,1.3776595300000792e-11,1.3986731930428683e-11,4.3668951210024493e-13,1.5604553350753246e-14,1.689405681355597e-16,3.749808080504047e-18,2.1709463337998426e-17,4.931341293060838e-13,3.3523324675415595e-14,4.3886715708021174e-11,1.071245753993528e-10,1.0847214663019874e-14,7.687993418509107e-14,1.174816454256445e-10,3.0220409803795516e-11
4500,3.0292775137917366e-10,1.752335195959798e-07,3.6129426784241127e-09,4.1669294257607e-10,1.4066259130009744e-10,1.32640665119451e-08,5.2530198651861754e-09,1.2292165642426871e-09,6.603789270661633e-10,6.563131976518185e-12,3.534038653543577e-12,1.1269302323190254e-13,4.5182148195243044e-14,9.977779682950731e-13,7.196570567583985e-13,1.4121634379241746e-11,1.4049561984746142e-11,4.618530773700723e-13,1.631294579815525e-14,1.771497267342603e-16,3.94702181587932e-18,2.2989626709697187e-17,5.010652488221753e-13,3.502516197627732e-14,4.53057589675255e-11,1.1040046624334868e-10,1.1218868033929258e-14,8.104823948939859e-14,1.2385754056602325e-10,3.0550981791145773e-11
4600,3.6738708342083823e-10,1.7491794749091253e-07,3.6096017002684844e-09,4.1496226630976827e-10,1.414455197178273e-10,1.3753035183676994e-08,5.1956639480264184e-09,1.2250357022242707e-09,6.626067708233577e-10,6.7392059123567895e-12,3.5678474971469076e-12,1.1617828512389783e-13,4.5027524585279763e-14,1.0199782682436211e-12,7.433176983810058e-13,1.4598729624239294e-11,1.4506663723211943e-11,4.880946820825488e-13,1.71128550477409e-14,1.9044296310989546e-16,4.035551049714353e-18,2.494821168529002e-17,5.183709777732741e-13,3.763282144998115e-14,4.748063787314596e-11,1.157128247866281e-10,1.2061119316368922e-14,8.655198840169956e-14,1.333727224999916e-10,3.1637513294768764e-11
4700,3.544492022645754e-10,1.7470520058058503e-07,3.5641642345569647e-09,4.3037294805947646e-10,1.406247977220598e-10,1.3718841396785274e-08,5.304802831718246e-09,1.2887109970140915e-09,6.771389720655483e-10,6.8751256227146546e-12,3.591954873731655e-12,1.1673930860704108e-13,4.49539065950878e-14,1.0895361695779345e-12,7.448115118205744e-13,1.48548202388602e-11,1.5080153092547593e-11,5.149791168887375e-13,1.8003615959768515e-14,2.005962999006215e-16,4.3667285106670126e-18,2.6449941972557363e-17,5.411593816159813e-13,3.985293989283146e-14,4.9525644406468205e-11,1.1933374734292493e-10,1.2270345883179365e-14,8.90436290269881e-14,1.3912577539806533e-10,3.1595633151931164e-11
4800,2.963046674118858e-10,1.740188316491242e-07,3.4787483169982076e-09,4.3303153218223263e-10,1.4008578229045174e-10,1.442567045168919e-08,5.263818551528769e-09,1.334825008824038e-09,6.742331790744914e-10,7.135741433265923e-12,3.548317459593368e-12,1.2005894387531859e-13,4.516391530245537e-14,1.1251759843606274e-12,7.636943330363089e-13,1.5119348980514572e-11,1.5346910789484303e-11,5.402747030966467e-13,1.8345391132034258e-14,2.1322428452108845e-16,4.5587793486626205e-18,2.8364582271744195e-17,5.53392540008038e-13,4.094478141996614e-14,5.0705448090957085e-11,1.286983881159792e-10,1.2775710348888483e-14,9.524897741861182e-14,1.4657667634300434e-10,3.227276691291722e-11
4900,3.908948699530774e-10,1.7378190072197986e-07,3.588092326792033e-09,4.339736490403187e-10,1.4127803650766326e-10,1.4770340972104631e-08,5.199894944394633e-09,1.3592105971861347e-09,6.818044074680833e-10,7.290945156336996e-12,3.6241021791316128e-12,1.2348767961264615e-13,4.4477427705415716e-14,1.1892313330094206e-12,7.674556192250108e-13,1.5594620389909207e-11,1.5249843569105172e-11,5.699613338521042e-13,1.961404102859718e-14,2.300547683705593e-16,4.760428793678002e-18,3.0388560727245106e-17,5.720319843885958e-13,4.339205466923456e-14,5.2597594893305604e-11,1.3242923308293568e-10,1.308942892559036e-14,1.0122625001249921e-13,1.4985226757186863e-10,3.255423412808896e-11
5000,3.570816025596482e-10,1.7367331223093992e-07,3.5339344697733817e-09,4.4587839376422034e-10,1.4093845415695572e-10,1.4948167656524348e-08,5.304045491619008e-09,1.3954771510465472e-09,6.797554834900499e-10,7.561249504138288e-12,3.6299414842571897e-12,1.2456053851662662e-13,4.531310549439187e-14,1.2162523541135869e-12,7.955627760190872e-13,1.5839583330307182e-11,1.584580484106873e-11,5.894594128885512e-13,2.0009203443868567e-14,2.4160219324149644e-16,4.98152296200758e-18,3.2695931642181767e-17,5.771272682554293e-13,4.6664828098210616e-14,5.28329629770822e-11,1.3750833695997357e-10,1.3852428617819766e-14,1.0545482966174024e-13,1.589509264173706e-10,3.3746384927455576e-11
