milliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
1000,3.543271822696341e-10,1.886413538175854e-07,4.8804184611416546e-09,8.638369765206813e-11,1.8300067979230906e-10,1.9072026380808483e-09,4.3177431826836946e-09,6.188367079260257e-11,2.3341167191167035e-10,2.841686925286447e-13,1.06215072625006e-12,1.3806875403127688e-14,3.806125250794448e-14,2.8219239835653196e-14,6.424042143691504e-14,3.440737325892814e-12,3.3379330457681495e-12,8.76219230067083e-15,7.851538354838824e-16,-1.1412900912466335e-18,4.9117149762732255e-20,-1.756955727762233e-19,5.796118758565211e-14,8.566815034685673e-16,4.209248358610308e-12,3.2611227066046625e-12,7.484980059550369e-16,5.848287428102935e-16,1.4495569078785976e-12,4.463441298038145e-12
1100,3.403929292898034e-10,1.8788588011904236e-07,4.752460956056213e-09,1.0512649362730298e-10,1.8214023810008456e-10,2.160264691340337e-09,4.484579217249016e-09,7.727225048206338e-11,2.5798307281148655e-10,4.0455826408935404e-13,1.2459514681528941e-12,1.5503436144919144e-14,4.01094939574778e-14,1.8749894960039628e-14,8.520151324380885e-14,3.7362864863139406e-12,3.597338472971664e-12,1.7457869319141537e-14,1.0257410657899083e-15,4.615371752755453e-19,9.010507557312384e-20,4.921453330547525e-19,5.0582782378944685e-14,1.2988384987372432e-16,4.8783220161124525e-12,4.540768278461555e-12,8.415653243007898e-16,-5.369961491164923e-16,5.917359482572926e-12,5.335671893734865e-12
1200,3.0582467269620426e-10,1.8787031264824154e-07,4.607804927698563e-09,1.1453892197920791e-10,1.7977278652284056e-10,2.213180326596321e-09,4.587444048090851e-09,1.036944982462822e-10,2.823524457547083e-10,5.107168331643992e-13,1.3926046417802105e-12,1.5845767489084016e-14,4.339730283725506e-14,3.242272578027952e-14,1.2208920975479082e-13,4.066417002566149e-12,3.865274213979006e-12,1.7246786597500412e-14,1.0631648432556037e-15,5.257450475172247e-18,1.4979819089571059e-19,-2.663587761313014e-19,6.780053650621845e-14,7.183848519329689e-16,6.8152568132800535e-12,5.777972346133716e-12,7.054520399436341e-16,1.4253698899191336e-15,5.986475192924983e-12,7.116386324493191e-12
1300,3.347687421278631e-10,1.8759082093129664e-07,4.395605650378364e-09,1.267118512390734e-10,1.7743031323125948e-10,2.9006293343646055e-09,4.7617187534898274e-09,1.3314905211518428e-10,3.2033060031723416e-10,5.398240345663632e-13,1.4326734524695453e-12,1.973537597413969e-14,4.5192927390051723e-14,3.6856525839025625e-14,1.4517590524097496e-13,4.25840370866128e-12,4.214847788358961e-12,1.868694084835681e-14,8.813906093828041e-16,6.762334937775311e-18,2.040883565318912e-19,4.123885070136175e-19,7.832547702043961e-14,1.0245815324547942e-15,6.967096743711661e-12,7.569501407085843e-12,1.09484634247512e-15,2.1023006707180024e-16,4.460611627625544e-12,7.991661902441095e-12
1400,3.2717560995466915e-10,1.8721503415902757e-07,4.312026410561553e-09,1.3880407280949104e-10,1.7480263354411583e-10,3.238703676632495e-09,4.790686352531599e-09,1.2011064779492086e-10,3.3886356115310347e-10,7.473352370924699e-13,1.649478031105075e-12,2.2234386191755532e-14,4.658438733083052e-14,5.840512877468624e-14,1.451649213500285e-13,4.6031635440957895e-12,4.451523112043306e-12,2.028054776562878e-14,1.3857284759675592e-15,7.251299492582056e-18,2.367347041988476e-19,4.185363076613721e-19,8.603753227980934e-14,1.2188997501928558e-15,7.520017607690906e-12,7.963987423955682e-12,1.103120485617211e-15,3.0976426562935827e-15,7.311261093565383e-12,8.356258525901317e-12
1500,3.778139996380507e-10,1.8643761821729416e-07,4.26973610151917e-09,1.4390246767907498e-10,1.7397186937564718e-10,3.41681803786238e-09,4.884910684117845e-09,1.8458451184912137e-10,3.6629552981440286e-10,8.726608613112488e-13,1.7266048775833023e-12,2.4759514177599934e-14,4.7847351058464637e-14,4.108453672771639e-14,1.8013127058079597e-13,4.745450715028027e-12,4.955392150492184e-12,2.5898571915429066e-14,1.6264380817493653e-15,2.816210463709646e-18,2.48715206155692e-19,3.266036841921933e-19,9.717805736413447e-14,1.132772251863631e-15,8.6618174330568e-12,9.014459003182822e-12,1.4303855157809975e-15,1.931812569765591e-15,1.022405473458078e-11,9.694226547889568e-12
1600,3.2962196006315445e-10,1.8599056816142869e-07,4.205287597327033e-09,1.560521537412869e-10,1.7147754420137468e-10,3.630378163229662e-09,4.948840281079299e-09,1.9580305265180725e-10,3.7587158607014625e-10,8.701166411559525e-13,1.8403441948139926e-12,3.1314714913060306e-14,4.769481065648547e-14,7.67375186247267e-14,2.089763407579804e-13,5.383127906317419e-12,5.37298408375655e-12,4.3577675731764325e-14,1.9619607255709407e-15,7.595137670382213e-18,2.6668279090752455e-19,-5.7764798076476965e-21,1.0103054160217826e-13,1.2820900647570796e-15,9.634703940810908e-12,9.674143526984155e-12,1.5846109699160235e-15,4.176077822068765e-15,7.377482199142258e-12,1.0502164482578744e-11
1700,3.8409846653958225e-10,1.8600842042030873e-07,4.153938878502115e-09,1.7604776718289114e-10,1.6916694494194178e-10,4.100024740335446e-09,5.02784472902618e-09,2.288741117125172e-10,4.107942820762955e-10,9.872080109086453e-13,1.9705496026130988e-12,3.111662874190242e-14,4.825021259544129e-14,7.165646994744875e-14,2.239182370826546e-13,5.732233465830363e-12,5.41609652004311e-12,3.915174836139797e-14,2.2835195525966774e-15,1.0533098463558678e-17,3.947988272756495e-19,7.531160295047795e-19,1.1425855759411643e-13,1.356320690426578e-15,1.1386892801764359e-11,1.1218066050172777e-11,1.6834835914168234e-15,5.177012404382856e-15,1.2536156873308748e-11,1.0705250902794817e-11
1800,2.890986203505799e-10,1.8553188488016096e-07,4.083669007243903e-09,1.7294790893739658e-10,1.655443060404854e-10,4.36538812565277e-09,5.010698650480193e-09,2.4286067368388506e-10,4.3143539447780426e-10,1.1256239863610352e-12,2.134234900188754e-12,3.429286318802808e-14,4.860316800546247e-14,8.146703367535136e-14,2.4824158422663166e-13,5.808760074979379e-12,5.6891493438666515e-12,5.932995439400551e-14,2.6141753798139817e-15,1.4051547454518635e-17,4.467316010289154e-19,6.49586190968814e-19,1.3631214423751925e-13,1.853707525383902e-15,1.1755976294336653e-11,1.5740655261172167e-11,2.0737674370998758e-15,4.282213603142377e-15,1.2108091239090159e-11,1.1507164980875147e-11
1900,4.089923875150789e-10,1.848582356955468e-07,3.9623336378650146e-09,1.9322613522381172e-10,1.6331840183055787e-10,4.907615281861473e-09,5.06959446595055e-09,2.690157644648428e-10,4.410534425841756e-10,1.2894884734241043e-12,2.126459736665598e-12,4.0949310990691065e-14,4.949224901001844e-14,1.1356792082792796e-13,2.6598752143699327e-13,6.325135610503205e-12,6.274073275115011e-12,5.89519653677576e-14,2.7206573826052502e-15,1.563375157985259e-17,4.351833835141197e-19,7.972853763619153e-19,1.407263164100134e-13,2.8782161030157722e-15,1.255780029458213e-11,1.525749192584017e-11,2.2718645432962073e-15,6.54752789391195e-15,1.3832848616959605e-11,1.2928537663071719e-11
2000,4.0718252734936625e-10,1.8468913159134276e-07,3.9749692080170735e-09,1.9794275637755527e-10,1.6356888660331873e-10,4.915047525662378e-09,5.080133746320102e-09,3.023218796188142e-10,4.537473187273034e-10,1.4566257074116855e-12,2.3254739688559262e-12,4.258768229113426e-14,5.001327723755773e-14,1.2167594648482144e-13,2.907061198793546e-13,6.357119504300768e-12,6.415164249207686e-12,7.656397966467244e-14,2.8400791286902483e-15,1.1992773232290394e-17,5.4185790758917225e-19,1.334284931260192e-18,1.5151526800677076e-13,2.6008592698344946e-15,1.300432851963377e-11,1.6652244811567503e-11,2.7106401266956492e-15,7.083294567148924e-15,1.7168942097488115e-11,1.3796917847560134e-11
2100,3.934665957718223e-10,1.846449630299616e-07,3.902781174266227e-09,2.0501361073925062e-10,1.6152009848104099e-10,5.530712837786807e-09,5.054971971964685e-09,3.446887187415364e-10,4.654644237922143e-10,1.5238023360623552e-12,2.3345648275993275e-12,4.415773658450245e-14,4.923112446433879e-14,1.4363682323118608e-13,3.0540466767256975e-13,6.864196280331678e-12,6.817240269532703e-12,7.977630330121229e-14,3.2826179194132942e-15,1.8153090511325064e-17,6.098729888401073e-19,1.8154028089953497e-18,1.6990561927446464e-13,4.3495848778907886e-15,1.3996540913976811e-11,1.9313994348667867e-11,2.8268742666416276e-15,7.85263561448266e-15,2.171153516824481e-11,1.418879709056362e-11
2200,3.2494386156267906e-10,1.840065556936389e-07,3.84349764650652e-09,2.1327775614644251e-10,1.572251541775448e-10,5.616013387286537e-09,5.054367512400741e-09,3.443172057878575e-10,4.840832267377948e-10,1.8607757391379877e-12,2.5119026543492605e-12,4.6891262587287465e-14,4.864449546389158e-14,1.9038332236825947e-13,3.460080667146031e-13,7.271852144078217e-12,7.1588308716049105e-12,9.274064628518332e-14,4.022377933888481e-15,2.390935336050107e-17,6.19923778142721e-19,1.5802301801100657e-18,1.8549637931401856e-13,3.967678654075833e-15,1.47765526655232e-11,2.0358840173506537e-11,3.295150553653281e-15,9.366804318498149e-15,2.2593657568930722e-11,1.5667924153576827e-11
2300,3.23171697493424e-10,1.837364947370046e-07,3.8318951055823306e-09,2.2874191810111563e-10,1.56815440810145e-10,6.00226740246084e-09,5.119422579239908e-09,3.7707546351025135e-10,4.956187528941878e-10,1.994632074833859e-12,2.5857332558178395e-12,5.111271486160515e-14,4.8832068465408117e-14,2.10697844055811e-13,3.6540741767815783e-13,7.2345182709096544e-12,7.411820327922906e-12,1.0380113941594616e-13,4.2384363589034464e-15,2.0858547945123857e-17,8.280497982483077e-19,2.2300892002339633e-18,1.9603830207129175e-13,5.2866800457656725e-15,1.704590115718186e-11,2.272933138073913e-11,3.5918938440740826e-15,1.2765250701893817e-14,2.6350706184464914e-11,1.5738506070529014e-11
2400,3.599515248112797e-10,1.8297635724366407e-07,3.757948869474425e-09,2.356047051225866e-10,1.5477973763428375e-10,6.615324548622618e-09,5.177345763378183e-09,4.2950887386760334e-10,5.258017951026093e-10,2.003996736554431e-12,2.636930269444448e-12,5.552010693679845e-14,4.9056482827979524e-14,2.2018296334944426e-13,3.8840235793437993e-13,7.931882954607297e-12,7.77445955908149e-12,1.1035432070305294e-13,4.6554725748979705e-15,2.7721601645481112e-17,8.798788932543707e-19,2.2463071167337237e-18,1.9537648540525962e-13,5.269836817924903e-15,1.7010050855053434e-11,2.5596485150086546e-11,3.604456791102359e-15,1.1667971335720295e-14,3.0538790286776175e-11,1.726515932659581e-11
2500,3.549222643872593e-10,1.829421398335585e-07,3.847905667549113e-09,2.488658070231574e-10,1.5495403547051786e-10,6.924837504693474e-09,5.111580719479919e-09,4.770997776714832e-10,5.224240334972198e-10,2.2557239135017067e-12,2.6888771271664455e-12,5.871345836201297e-14,4.9117712570055e-14,2.4121594926052723e-13,3.940049976747582e-13,8.156474251120377e-12,7.785410997715066e-12,1.292595469027658e-13,5.292128247344992e-15,2.952513728426961e-17,9.754016933931897e-19,2.8954953009256192e-18,2.0724974731086784e-13,6.540801903144191e-15,1.9643050660384737e-11,3.0033270417187843e-11,3.811336511436034e-15,1.610695174817264e-14,2.9237166073778714e-11,1.753339422620011e-11
2600,3.5321552042277444e-10,1.8231296524800694e-07,3.8328440345000906e-09,2.589253430078833e-10,1.5358664717655402e-10,7.2565108486291025e-09,5.166861750488127e-09,4.860662450481004e-10,5.344983475537454e-10,2.543362033842098e-12,2.7722173784686383e-12,6.241136414508305e-14,4.874819237543989e-14,2.7635485979203626e-13,4.24370291737454e-13,8.347321931376805e-12,8.168533499863443e-12,1.3653080326414495e-13,5.43334188251989e-15,3.2091585393856364e-17,1.0569047929263896e-18,3.690207461154398e-18,2.368377007477738e-13,7.229457296502878e-15,2.0692489652556107e-11,3.471069701838429e-11,4.508430224324855e-15,1.740897392581685e-14,3.6756299996139407e-11,1.8122126306535577e-11
2700,4.0727974015847823e-10,1.82004036939727e-07,3.791628286996964e-09,2.6818557312011136e-10,1.5186868900094575e-10,7.590977388202311e-09,5.217459035977337e-09,5.154857631933269e-10,5.405325632420824e-10,2.6943845316138077e-12,2.789750805211771e-12,6.587162728113962e-14,4.8593973991107e-14,3.054077562604959e-13,4.3621473715309737e-13,8.842745825664975e-12,8.385303504858185e-12,1.4314801447125149e-13,5.638251969149958e-15,4.2394066340820464e-17,1.2072060816185132e-18,3.870097214542442e-18,2.4600202896947075e-13,7.790129357301056e-15,2.039126995075435e-11,3.7587311441490405e-11,4.566303922443751e-15,1.9030472683821964e-14,3.6962470947146105e-11,1.9397320220614862e-11
2800,4.142297721828217e-10,1.8157872428766392e-07,3.6940684980231254e-09,2.719836962371668e-10,1.4969936820017503e-10,7.694008042219406e-09,5.17661019144577e-09,5.715122777527942e-10,5.52366162361927e-10,2.7996469198334e-12,2.940209409525804e-12,6.509421945852896e-14,4.780405390588715e-14,3.380471607397137e-13,4.642376576161875e-13,8.816067821366707e-12,9.140956002848978e-12,1.5928490481835287e-13,6.2305917150392354e-15,4.349149686469772e-17,1.2452947503344702e-18,4.6330782182235324e-18,2.546315542285124e-13,9.704813089473469e-15,2.1899901711889152e-11,3.887491722834117e-11,4.9682849500624e-15,2.015542181610656e-14,3.8947473006800724e-11,2.0406036139220252e-11
2900,3.9497328272927945e-10,1.8132153724916732e-07,3.776370880538559e-09,2.8476030070869805e-10,1.487747103107512e-10,8.215089246117632e-09,5.162984550823143e-09,5.99934855396338e-10,5.660092743860126e-10,3.1098332754097155e-12,2.902759895820033e-12,7.168833972559985e-14,4.7631853633916547e-14,3.7751423042281085e-13,4.935773774882011e-13,9.408149987029856e-12,9.023459811628549e-12,1.6803806730814084e-13,7.120503927654582e-15,5.058057133327771e-17,1.3133124053711451e-18,5.046700292204112e-18,2.780583129702505e-13,1.0185044114441938e-14,2.3326856732638544e-11,4.316528224921769e-11,5.227782868723221e-15,2.2388876465083328e-14,4.632756484500984e-11,2.0258320366342615e-11
3000,2.9475956291849423e-10,1.811799523733056e-07,3.732059402173075e-09,2.923653805141953e-10,1.4819024901532268e-10,8.499607046398083e-09,5.230545093508117e-09,6.228349664399169e-10,5.662424940184613e-10,3.129827097308191e-12,3.002381303368655e-12,7.247664474403038e-14,4.731920636638614e-14,4.116971909648997e-13,5.031292856640392e-13,9.850739198390289e-12,9.460648853341194e-12,1.7910103392152227e-13,7.360423768299449e-15,5.3983942803690115e-17,1.5499526782489763e-18,5.1643539600956146e-18,2.783354891164136e-13,1.156394807916787e-14,2.4471176738758903e-11,4.657506665611527e-11,5.554289767001278e-15,2.509522090341043e-14,5.132607984972356e-11,2.1770165381127653e-11
3100,3.1095489774307524e-10,1.8072682322145133e-07,3.65274808468187e-09,2.998102428643593e-10,1.4897447074769658e-10,8.543331967764278e-09,5.188258946696193e-09,6.590461720685781e-10,5.925400054629225e-10,3.4940551471893144e-12,3.02232516296047e-12,7.566212974049017e-14,4.7312985757112714e-14,4.179094066929773e-13,5.261770556687951e-13,9.743132256169475e-12,9.860670045794917e-12,2.002641716577688e-13,8.018873865832321e-15,5.817887220661553e-17,1.6276407246905269e-18,6.687081704681986e-18,2.935229931121729e-13,1.2375381140930569e-14,2.5273512185036925e-11,5.109438864031903e-11,5.939144276804526e-15,2.8091230318437026e-14,5.497265308138368e-11,2.184661338271607e-11
3200,3.996610502751334e-10,1.803540611153308e-07,3.658211196589394e-09,3.0804312415328207e-10,1.4755118567525956e-10,9.145521574456598e-09,5.156681822670699e-09,7.303772771420325e-10,5.89695499604302e-10,3.569048403618011e-12,3.1027102268249474e-12,7.789258158019255e-14,4.6879960359335696e-14,4.741635609024411e-13,5.238819570081421e-13,1.0133869486919718e-11,1.0221639662430992e-11,2.0920382022276225e-13,8.687559258233077e-15,6.99190328077122e-17,1.8448087530664568e-18,7.042951187551251e-18,3.0630053106871055e-13,1.366803040727368e-14,2.7517945969338327e-11,5.428358445626655e-11,6.314748166339984e-15,3.254540024010306e-14,5.564331034611431e-11,2.2406469460080662e-11
3300,3.764004614832628e-10,1.797034736798615e-07,3.663535998736324e-09,3.1509939697740045e-10,1.4519784357242028e-10,9.22353934583304e-09,5.140868062488162e-09,7.298487873548531e-10,6.07545150846825e-10,3.901015106447834e-12,3.104355057448285e-12,8.298865883421298e-14,4.70651588744219e-14,4.914321648203275e-13,5.625947460071825e-13,1.0676775392614098e-11,1.070604785586817e-11,2.3222768262980596e-13,8.778911299190468e-15,7.662419242291252e-17,1.8715164787334433e-18,7.426938706916245e-18,3.298015059500022e-13,1.515918552665009e-14,2.8766739804315414e-11,5.4824214440251017e-11,6.7056148471617026e-15,3.374043822490145e-14,6.214873110705347e-11,2.305142075591445e-11
3400,3.600818727728385e-10,1.7952435302728303e-07,3.6866002968963242e-09,3.2270883802893775e-10,1.460325182280089e-10,9.96111227546297e-09,5.144495686313994e-09,7.678805399337396e-10,6.018891738648069e-10,3.989899112463782e-12,3.19099226856145e-12,8.3063911677367e-14,4.5991874250365845e-14,5.404068958102719e-13,5.788638452637524e-13,1.0855297147572488e-11,1.0761041438585609e-11,2.4686471526116944e-13,9.572835550315266e-15,8.060271014605401e-17,2.0798777586276786e-18,8.583408410890266e-18,3.377688999545353e-13,1.566213150629873e-14,3.0096134209233025e-11,5.848420091669749e-11,6.9014260314808904e-15,3.5693122678876343e-14,6.65687787955034e-11,2.399780595183125e-11
3500,3.435881718066944e-10,1.7899249773661097e-07,3.6547443061829582e-09,3.3076812113631283e-10,1.441071617490466e-10,1.011076538821469e-08,5.244325693131177e-09,8.287977284290471e-10,6.060114561041489e-10,4.300150121735646e-12,3.1845058826895063e-12,8.707579360201852e-14,4.5919175389551757e-14,5.661566106821097e-13,5.792381706613388e-13,1.1205975041527598e-11,1.1212355306112844e-11,2.645599793772709e-13,1.0145265917039602e-14,8.786961512334632e-17,2.1892125224606244e-18,9.513132000296879e-18,3.5626380573112326e-13,1.7952883172227783e-14,3.063118649034577e-11,6.494403050699005e-11,7.283859003050294e-15,3.929631451149377e-14,7.01361164213058e-11,2.474601271663267e-11
3600,3.4956687300247375e-10,1.7869352590517323e-07,3.6800974606421233e-09,3.422113237384318e-10,1.432297467241111e-10,1.0379003673962782e-08,5.192431945281087e-09,8.47268964396505e-10,6.270815670901796e-10,4.528721447449665e-12,3.2977757411644324e-12,8.89612200596704e-14,4.687578330491752e-14,6.13685231912179e-13,5.937078494413376e-13,1.1685680310467122e-11,1.1454726385623395e-11,2.892134726307611e-13,1.0444793214343171e-14,9.199562149299083e-17,2.2738241426183622e-18,1.06650084518152e-17,3.7506128086884215e-13,1.8692278615408543e-14,3.1973783154926147e-11,6.617445528458894e-11,7.730565006386932e-15,4.505741429701937e-14,7.480626508556604e-11,2.5890705336003176e-11
3700,3.8719183598040237e-10,1.782544969804954e-07,3.6489279341336058e-09,3.4468216189677524e-10,1.453153848299685e-10,1.0895593942943397e-08,5.209608296406864e-09,9.174459947748156e-10,6.214317855470804e-10,4.720506522798698e-12,3.2972430001051552e-12,9.383329876560986e-14,4.596839815584244e-14,6.377053200925762e-13,6.20123252173494e-13,1.1738329751546514e-11,1.1859514207712515e-11,3.0369923177968404e-13,1.1357472382281087e-14,9.891087611093215e-17,2.5511067075511544e-18,1.2149444173565878e-17,3.85660543274526e-13,2.050934920650347e-14,3.4103666842685945e-11,7.376937350495357e-11,7.990497318624722e-15,4.5935461986864085e-14,8.21962478549376e-11,2.6443675830490534e-11
3800,3.7755862864233655e-10,1.7767492565980023e-07,3.5909976577817378e-09,3.615186439296779e-10,1.4217229545695044e-10,1.0969706621604016e-08,5.212860177351873e-09,9.595505928403072e-10,6.272371606843275e-10,4.903594217121848e-12,3.323374978601798e-12,9.661647968493499e-14,4.576647339268976e-14,6.923368385195764e-13,6.436884788723594e-13,1.202068524825839e-11,1.2086298026815812e-11,3.2452467871731694e-13,1.1567096710038601e-14,1.1170482557477245e-16,2.6396207312598944e-18,1.3251449782492417e-17,3.9107993307252627e-13,2.142372996764554e-14,3.524253980621742e-11,7.693967978904787e-11,8.577757835957382e-15,5.202299199231369e-14,8.355758580907111e-11,2.7057350298576212e-11
