miliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
3900,3.6159147626224773e-10,1.7759488608617132e-07,3.5563750757167923e-09,3.612084897409549e-10,1.4175121345664893e-10,1.1418508743805113e-08,5.237311727575676e-09,9.784913870685178e-10,6.419475243218454e-10,5.0860641286913046e-12,3.3552589553012654e-12,9.770688769941152e-14,4.6270153660799364e-14,7.245064438632407e-13,6.56605439954734e-13,1.2335128726298862e-11,1.256823542546732e-11,3.3312325464396024e-13,1.2755128333641603e-14,1.2224561620322397e-16,2.7940812376356125e-18,1.4629417079126326e-17,4.141322384834908e-13,2.423390199065881e-14,3.703239875412764e-11,8.194726681528505e-11,8.695597528420586e-15,5.430774582072412e-14,9.162092883533118e-11,2.6906987199111973e-11
4000,4.167896953526425e-10,1.7732444191931902e-07,3.610892123588836e-09,3.738768751066356e-10,1.4352689025003118e-10,1.1822348645193944e-08,5.1963381690929516e-09,9.97709980744049e-10,6.450826947008593e-10,5.402771595314062e-12,3.3706556171810765e-12,9.784963289175265e-14,4.5262170380128305e-14,7.758499765443792e-13,6.558397377036211e-13,1.2477620571140835e-11,1.2723757288279495e-11,3.648857432643542e-13,1.329668224203863e-14,1.2936552809604748e-16,3.00643518610245e-18,1.5015054725222067e-17,4.304535897841633e-13,2.4776844737864414e-14,3.8350328731716445e-11,8.362994938493442e-11,9.371516074685536e-15,5.677504691774818e-14,9.777886581507678e-11,2.7912944949835778e-11
4100,3.139708985245766e-10,1.7655906326323717e-07,3.5757371433091703e-09,3.740028635292904e-10,1.417276278946089e-10,1.2210688833378785e-08,5.241286795431253e-09,1.0482777790922638e-09,6.370928448303724e-10,5.578331355853792e-12,3.379799270489317e-12,1.0130896813685397e-13,4.5287621785058004e-14,8.304016684324834e-13,6.650547365581724e-13,1.3045119079659926e-11,1.3136440300717739e-11,3.757965222758246e-13,1.3682962702732928e-14,1.3450985065919056e-16,3.1298238586505713e-18,1.6725558449191798e-17,4.526080575470869e-13,2.7886875048971017e-14,3.918824151696708e-11,9.201552495177708e-11,9.888762772728195e-15,6.361165243599504e-14,1.0315573528889033e-10,2.8892341260942093e-11
4200,4.216992290678392e-10,1.7617539468535347e-07,3.5489848437142224e-09,3.9311885905036654e-10,1.412552765526542e-10,1.2301859761200264e-08,5.228735825519845e-09,1.0984141323878983e-09,6.414080048101765e-10,5.745329810715755e-12,3.4922933055925016e-12,1.0461111727279395e-13,4.4929301386714784e-14,8.582631531339206e-13,7.030523216776593e-13,1.354597315309539e-11,1.3462376191010398e-11,4.02833415105914e-13,1.425699485497249e-14,1.4759245419084703e-16,3.3037278917340756e-18,1.8202066920694358e-17,4.61363665073365e-13,2.876137349735736e-14,4.0704719075856097e-11,9.524302023457354e-11,1.013306895179155e-14,6.53873551264363e-14,1.0690406314666663e-10,2.8783528805136906e-11
4300,3.5863130616703977e-10,1.7612480159533948e-07,3.5459831232255023e-09,3.9486215608089133e-10,1.4276009770378934e-10,1.2803713837516547e-08,5.24580792562105e-09,1.1098600621756142e-09,6.508435930698744e-10,6.016491120763242e-12,3.536622309267611e-12,1.0862244472012408e-13,4.5593727377381555e-14,8.810973699968609e-13,6.967533355721886e-13,1.3449603365509567e-11,1.3503818668155064e-11,4.1642286996783806e-13,1.5373509386712e-14,1.5661033636557274e-16,3.598663771642944e-18,1.930751747697175e-17,4.823112280520291e-13,3.15585703882112e-14,4.334525406938926e-11,1.0188567072160439e-10,1.074972097447026e-14,7.188862828218006e-14,1.118551068636762e-10,2.964415252480401e-11
4400,3.8463302973273143e-10,1.7561458951939742e-07,3.634940337370321e-09,4.0016739136658755e-10,1.4204360099662718e-10,1.2931860186035791e-08,5.263334915969039e-09,1.1824659051550792e-09,6.659409206178092e-10,6.136988345212063e-12,3.49733621402113e-12,1.0977500141481652e-13,4.588833483635621e-14,9.551518910255667e-13,7.060490297620717e-13,1.4012228036621608e-11,1.3912698199269138e-11,4.5300531816871935e-13,1.583329614726996e-14,1.6687667918703547e-16,3.657660326953027e-18,2.0945664343412485e-17,4.802406742452082e-13,3.3508455510556175e-14,4.455510453974115e-11,1.0316821460934069e-10,1.093794166506585e-14,7.71250553802136e-14,1.196589399328155e-10,2.980993211333143e-11
4500,3.6574153000608377e-10,1.7510494234804966e-07,3.559657462123366e-09,4.038827463568879e-10,1.4264441446438306e-10,1.3485874764295783e-08,5.196603082941693e-09,1.2216447679154692e-09,6.668799699877282e-10,6.38027845372458e-12,3.5018988046081323e-12,1.1067994317404406e-13,4.545210967787828e-14,9.96903140628415e-13,7.185517406911547e-13,1.4007622484842493e-11,1.4212831589793001e-11,4.707693929334916e-13,1.6421772649132997e-14,1.7632428456434786e-16,3.957630916376035e-18,2.3366009782075768e-17,5.116406794788518e-13,3.457911402296212e-14,4.582560818154182e-11,1.119183358881147e-10,1.1340084685954383e-14,8.177148838371036e-14,1.2345737752072285e-10,3.0552490532174534e-11
4600,3.7750849611258547e-10,1.7490825758902732e-07,3.565687707599736e-09,4.2323876702769256e-10,1.4177235009000526e-10,1.3539609606486385e-08,5.226902900362882e-09,1.253647535208786e-09,6.538253202829033e-10,6.6577973121208046e-12,3.537733966296399e-12,1.1322950108407052e-13,4.5210716070761045e-14,1.0363864867694272e-12,7.286035447215089e-13,1.445210999734596e-11,1.4328423279606416e-11,4.883069936867222e-13,1.7329436062811924e-14,1.8850749149313582e-16,4.039386463635671e-18,2.5014151087082132e-17,5.189364668017855e-13,3.659159957451771e-14,4.6791720350366364e-11,1.1427245221143567e-10,1.1782683391008989e-14,8.550212812680267e-14,1.2980272402548347e-10,3.0755231384721456e-11
4700,3.146977570370131e-10,1.7444167404036591e-07,3.6176129548236177e-09,4.299699361171774e-10,1.4027464427804915e-10,1.4168856433024976e-08,5.2989933069844975e-09,1.3031004499570885e-09,6.66347353346089e-10,6.791287016050162e-12,3.53103009188908e-12,1.1825759220010745e-13,4.5219893417903264e-14,1.0871246771553594e-12,7.52110733528569e-13,1.4909695400593604e-11,1.4871168108935423e-11,5.05977953407652e-13,1.7639157223953775e-14,2.0195036643957377e-16,4.333859172066843e-18,2.6642208788570966e-17,5.331719096276134e-13,3.9949519506371425e-14,4.8520863129857196e-11,1.221871426134153e-10,1.254267256713853e-14,9.155095525449956e-14,1.361769427237896e-10,3.158021092739659e-11
4800,3.719346243657102e-10,1.739898755372661e-07,3.5524073445179375e-09,4.377288360694308e-10,1.4168031276587758e-10,1.422508362590971e-08,5.2633393229127346e-09,1.317816627305884e-09,6.812978859295926e-10,7.009720337143795e-12,3.645717162772024e-12,1.1909703527496246e-13,4.4518934683805325e-14,1.1391288716623405e-12,7.736208328296697e-13,1.502132938169867e-11,1.518396138173065e-11,5.34626855560333e-13,1.8538996021516427e-14,2.1395920942015519e-16,4.465513514059362e-18,2.8743722337832515e-17,5.509843466529331e-13,4.1517385086597395e-14,5.0905788079879145e-11,1.2752067478514883e-10,1.2857778828734884e-14,9.643470007130726e-14,1.465178890750583e-10,3.251852986222841e-11
4900,4.1785089069587065e-10,1.735632589031337e-07,3.5264385829275675e-09,4.4590884928179765e-10,1.394871434103079e-10,1.4509508592983339e-08,5.226111013010498e-09,1.3548910533803648e-09,6.694026305928009e-10,7.42326881916623e-12,3.5791938353636752e-12,1.219031097063721e-13,4.49389483103156e-14,1.1845456457363001e-12,7.773038332566811e-13,1.5578886189902263e-11,1.5585896415195448e-11,5.65894463107913e-13,1.9350201160442822e-14,2.288680812922127e-16,4.680646583993049e-18,3.0438529829714834e-17,5.602499926879015e-13,4.326868599607633e-14,5.261559943990008e-11,1.3146657758344757e-10,1.328911116709945e-14,1.0001392731118724e-13,1.5284389668998122e-10,3.2905527740935656e-11
5000,3.4435995267267445e-10,1.7323481213532686e-07,3.4929688040433893e-09,4.473507319474993e-10,1.405316963944986e-10,1.5086755555203646e-08,5.2784394354136175e-09,1.387167807526676e-09,6.85122667906218e-10,7.620158258223433e-12,3.681929605808025e-12,1.231768114344599e-13,4.493297997909549e-14,1.2023937261531011e-12,7.875896605432915e-13,1.5560296109114783e-11,1.5817974374233492e-11,5.953871497455663e-13,1.993111760946715e-14,2.4176696788747924e-16,4.891316456017454e-18,3.2721348964438885e-17,5.774156183023701e-13,4.626739166436855e-14,5.377679813965297e-11,1.384997066575978e-10,1.3624975638229695e-14,1.0799966059797268e-13,1.585228746293761e-10,3.305762797753176e-11
