miliseconds,s51,s52,s53,s78,s85,s211,s213,s482,s483,s484,s489,s490,s491,s492,s493,s494,s495,s496,s498,s499,s500,s501,s536,s107,s108,s109,s110,s111,s112,s113,s445,s446,s447,s448,s451,s517,s518,s519,s520,s521,s522,s523,s524,s525,s526,s528,s529,s530,s531,s533,s535,s527,s1,s2,s5,s6,s7,s17,s18,s20,s21,s22,s23,s24,s25,s26,s27,s29,s30,s31,s32,s33,s35,s200,s381,s383,s385,s387,s389,s391,s393,s473,s474,s475,s476,s477,s478,s479,s502
1000,199.71703567245302,0.0010573052998291636,1.5412821700079897e-05,0.22581876988757404,0.003110648412392056,2.7699744428844807e-07,1.751542654773962e-05,6.597082360268151e-10,1.7396114932728838e-14,-3.323955175001493e-19,-1.1974038867153665e-32,-2.210562252165769e-28,8.860051817452048e-24,-2.959432218690136e-38,1.3755389475373519e-42,0.006597638924293701,0.006706502514328222,0.0061700373197636086,0.006470153105970342,0.006065857414356381,1.2771973965500964e-07,0.006567569375641613,0.0014563969117872449,1.6874419840904311e-06,9.686504031466592e-09,1.0922259136065045e-08,9.223936509868667e-09,1.0271698945461943e-08,7.669613885666212e-09,1.1620991755889058e-08,8.605721320698793e-07,8.124414330652103e-09,6.596728061568692e-09,8.619294820465817e-09,8.88345594606878e-09,1.878412454445229e-07,1.7835358417419866e-07,1.8368947102092967e-07,1.7570431190391975e-07,5.310195788335266e-07,1.8686491142654752e-07,1.7291875586872596e-07,2.1646497675681842e-08,1.8444987420092173e-07,1.8558766780551207e-07,1.914978625044163e-07,1.8780426315340405e-07,1.7222163259802493e-07,1.845885157328325e-07,3.680105540009861e-05,2.088552839774256e-05,1.665536685420571e-11,7.999961073391437,7.999957526042131,7.999694289491868,0.0012386341766656753,953.8334113274201,1648.9899076217307,21.99973428803088,7.994595711330227,7.999958993184612,744.1422163104453,7.993640401911734,7.993171834427945,7.99996074559914,7.999961047639365,8.000225035977325,7.99369952597848,7.9999590404095064,7.993925823990168,7.993484296264534,0.00042252089254234327,1499.9994444433778,5.32459291704833,4.283918916787818e-05,4.356026454243789e-05,4.289456550238104e-05,4.0587990988786545e-05,3.9445828289278385e-05,4.0009840709805926e-05,4.39125529923922e-05,4.279926837518988e-05,4.303823364844644e-05,4.303342466968185e-05,3.856110176030459e-05,4.32621505052372e-05,4.206854530789204e-05,3.8072882650380225e-05,1.0624912247705387e-09
1100,199.7022118914518,0.0010427885835456053,1.3446128495711372e-05,0.24823891183018748,0.00347647564930567,3.9577850230423436e-07,7.849208542449957e-05,1.3797240023120468e-09,1.0512285714215573e-14,3.561215498353998e-19,-1.2647384033656066e-32,-3.068030363299109e-28,5.35007140915596e-24,-2.1134058672903264e-37,8.02387701542994e-43,0.00701115372043409,0.007419673121829993,0.007138862631211895,0.006683100222275429,0.006938691754675063,1.8318957267426708e-07,0.006798298301987251,0.0016077365340120945,2.5550367077494488e-06,1.327246581275067e-08,1.0848488123018214e-08,1.0391911899430509e-08,1.140209642283628e-08,1.0672418028632025e-08,1.3887147143418998e-08,1.3598084871439256e-06,8.330409396532608e-09,1.0040390335101022e-08,1.370601973236612e-08,9.223457053392187e-09,1.9654498147192451e-07,1.969981377880256e-07,2.0583002524434378e-07,1.9049292212975022e-07,5.771003547747185e-07,2.0174467042545002e-07,1.9892455997900436e-07,1.985909177072254e-08,1.8838807360167133e-07,2.0129462289081109e-07,2.0845592614946467e-07,2.0624527594442294e-07,2.0930565051055004e-07,1.9073220123100513e-07,3.9226500822963274e-05,2.356642559088938e-05,1.408779673475959e-11,7.999951769336819,7.999952887502596,7.99966127882288,0.0014311068272222273,953.8895223742323,1648.8261233775158,21.99970332922654,7.993386684617375,7.999951711813386,743.792771590358,7.992480767676421,7.9925961373611765,7.999955706819001,7.999953588069582,8.000234260340314,7.992666251352142,7.999952448947164,7.993099714293245,7.9927470860641705,0.0004629784181271654,1499.9994095676802,5.789566983967319,4.539948453199013e-05,4.272500771125157e-05,4.51234168943441e-05,4.642037484242442e-05,4.686779591582895e-05,4.788342162512057e-05,4.60539607453835e-05,4.795324288911508e-05,4.579491124235529e-05,4.7758447354528054e-05,4.7550648510812085e-05,4.385074090938665e-05,4.703814115993584e-05,4.4127334126579926e-05,1.4785120458188486e-09
1200,199.67819651592163,0.0014842971617134311,1.9666713300876692e-05,0.26968350414565306,0.003557158451862104,4.060834412568982e-07,9.518261581873625e-05,1.7342867769064472e-09,2.5852962010014862e-14,-5.777629570936015e-19,-1.118193129552673e-32,7.649643860143622e-29,4.0829249900148186e-24,-1.6547164004752308e-37,-3.8895019824754955e-42,0.007934937642728514,0.0076640523675195514,0.007937783013827499,0.00764201799482837,0.008071660199125018,2.1896401641935315e-07,0.007514162445435861,0.0016762005453948262,2.644408773242528e-06,1.2011135261151822e-08,1.150831956311446e-08,1.2302826831785451e-08,1.310834678692827e-08,1.2479604648683276e-08,1.0409484730295943e-08,1.7626795638867513e-06,1.3571634751972044e-08,1.0430478954053007e-08,1.1360912152954415e-08,1.5350997990170433e-08,2.1100697072101305e-07,2.0994485211456386e-07,2.1071591091908428e-07,2.0649496171566038e-07,5.892097093797267e-07,2.1600084566887134e-07,2.1371287300933692e-07,2.3582296444526756e-08,2.1639119837944688e-07,2.088537684149552e-07,2.062618957764198e-07,2.1145674739129676e-07,2.1281749073880183e-07,2.2437558345495685e-07,4.508841821187991e-05,2.5488453526061507e-05,1.7249550218000885e-11,7.99994945686204,7.9999505980729895,7.999624818213414,0.0016427123907845685,954.0219544082528,1648.7511043569807,21.999667373590604,7.9930271680245175,7.999948463200593,742.9690027081234,7.992556781187402,7.991875532445964,7.999950564286522,7.999953458037307,8.000253263424277,7.992169134037434,7.999949128611105,7.9921876731182495,7.992258763844544,0.0005361362561962722,1499.9992710148153,6.02582331563437,4.941577356502204e-05,4.7119753359653314e-05,4.725145129523998e-05,4.742446368226634e-05,5.01807295283693e-05,5.0329685653890746e-05,4.6244684845689517e-05,4.789995895759257e-05,5.018275887604517e-05,4.714453259674494e-05,5.1387149569957874e-05,4.721530214864777e-05,4.9537482484931115e-05,4.778659680392176e-05,1.3680754690799872e-09
1300,199.65589075054584,0.0015495487452891854,2.8759723176663888e-05,0.2826932996319195,0.003889996362278532,1.7088591617894885e-06,8.019091745574906e-05,2.076457553564771e-09,1.725388729765042e-14,7.622363433577052e-19,-4.83539384802993e-33,4.40498435670229e-28,4.560063034237315e-24,-7.89220256867989e-38,1.5574850696003598e-42,0.007988165929065013,0.00861764318023492,0.007932130566155353,0.007846736476169555,0.008700213990165887,2.5572139847437075e-07,0.008723011013283684,0.0019930575747544154,3.3425577879025003e-06,1.2856570476645595e-08,1.3380727145189795e-08,1.860712151234404e-08,1.5260508601074556e-08,1.528605239207216e-08,1.4114596144437431e-08,2.0514858277923003e-06,1.8229489075946964e-08,1.4776422194322894e-08,1.8563597049511296e-08,1.6792666682763642e-08,2.3405675080740613e-07,2.3250654833372363e-07,2.4218306861572283e-07,2.2540791141256052e-07,6.490458800190648e-07,2.4110113966134677e-07,2.391316157868401e-07,3.1113926203309016e-08,2.3408645804002423e-07,2.399624411866103e-07,2.39498903954482e-07,2.4092203009338456e-07,2.321126703658455e-07,2.234929752194334e-07,4.8119023572544935e-05,2.7070473359713006e-05,2.4855248308376792e-11,7.999943562891654,7.999947246844662,7.999605244117568,0.001711166142736543,954.1006882091248,1648.6668860535417,21.99967609869006,7.992291782783521,7.999944598265218,742.6731007910024,7.991403707077916,7.991908717105006,7.999946500564168,7.999944286368999,8.000282123277746,7.991684748756769,7.999946314831198,7.992085059009459,7.992096938985246,0.0005772484621095953,1499.9992097959491,6.8795428416308,5.447559140273435e-05,5.2509158324450895e-05,5.242453318942557e-05,5.5636618384122284e-05,5.584777120863422e-05,5.5660668473450624e-05,5.5035327403916706e-05,5.558382967414356e-05,5.428727928908778e-05,5.18764564532331e-05,5.470820612820654e-05,5.0407665752904554e-05,5.140898967649637e-05,5.6048514122319786e-05,2.1795461726892557e-09
1400,199.62341992674297,0.002068870343700001,2.5026196542837802e-05,0.3236150486124111,0.004331066071481729,1.3518283710308142e-06,0.0001170307554459167,2.0175578084587385e-09,3.695446361734503e-14,8.214412570122657e-19,1.2959962012069406e-32,-3.4341248696730723e-28,-1.4762178602648404e-23,5.901720734776162e-38,-7.611334733548422e-43,0.009055360702412269,0.0088856905246534,0.009091175055772146,0.0088752973084274,0.008748602070826427,2.9574668405322493e-07,0.009385626955482045,0.0020098128220084866,3.926497395666901e-06,1.6362192241011393e-08,1.5912851595152606e-08,1.857567645428075e-08,2.0975892150949597e-08,1.7653109198896016e-08,1.8872647816017357e-08,2.3227746003024083e-06,1.9450001558033242e-08,1.492305129651532e-08,2.0441879019421876e-08,1.616610446932227e-08,2.4320497325792947e-07,2.468421858781247e-07,2.473252868014248e-07,2.525361568452399e-07,6.56582715343588e-07,2.5739537095349086e-07,2.5096022900501576e-07,2.9583059445465747e-08,2.587029638305043e-07,2.5083368694346887e-07,2.5496604695327445e-07,2.3907736294661496e-07,2.4845467193872165e-07,2.585395699962495e-07,5.055296698132562e-05,3.080569118751148e-05,3.2755538135866155e-11,7.999945208746095,7.999939610484292,7.9995650903158095,0.0019217610543913579,954.1798966640619,1648.4829592342992,21.99963534197532,7.992100183691129,7.999943001375105,741.6872988063259,7.991176498662189,7.991199835554845,7.999942628420788,7.999941405143373,8.000292859017547,7.990946789256256,7.999941066633757,7.990971551804146,7.990897514296616,0.0006449623979103366,1499.9992263539227,6.888281202450903,6.002252332495859e-05,5.565551070399872e-05,5.6891586552563025e-05,5.667754410497691e-05,5.8767571721130746e-05,5.784191305674903e-05,6.024064815042406e-05,5.788341021574084e-05,5.858419827302189e-05,5.696942148700304e-05,5.592871066452286e-05,5.496112324961581e-05,5.52190982580114e-05,5.847391143523084e-05,2.5442584293140236e-09
1500,199.6142364938773,0.0023336834331934057,3.4157862322425005e-05,0.32287179829939705,0.004607466791377588,1.2281234008374334e-06,0.00014377295105147815,2.208056376245117e-09,5.6370290819360075e-14,1.1385025860339073e-18,-6.921219906992058e-33,9.062628620199561e-29,-1.4368551524687028e-23,-4.1513987377653803e-38,3.668073870773547e-42,0.009229896804384479,0.009372239994012637,0.01004256706092508,0.00948746706251547,0.00991634751472432,4.0151796412073373e-07,0.009767396569787212,0.0021307167191748936,3.788579315459379e-06,2.245903994343787e-08,2.1263516001461395e-08,1.849464848087627e-08,1.969314774844302e-08,2.117193571530911e-08,2.1109837442899022e-08,2.28095371137715e-06,2.3563093419885813e-08,2.1505096222453676e-08,1.794814915081552e-08,1.8985981718019486e-08,2.7222534216071634e-07,2.661684462841321e-07,2.748750184609517e-07,2.71435429619255e-07,7.607980417290203e-07,2.7495166446190105e-07,2.74576494320262e-07,3.910955695894911e-08,2.6420696672783324e-07,2.720697636075095e-07,2.583844067170982e-07,2.6097731696018183e-07,2.74421725688007e-07,2.711860493054196e-07,5.287703731290783e-05,3.27788699544954e-05,3.234254426063208e-11,7.9999365227201995,7.999938573458976,7.999538793277305,0.0020939465335309817,954.2569278215713,1648.516672652523,21.99962327544186,7.991446435908573,7.999937775153887,741.2837545565861,7.99018356331257,7.990827317634142,7.999938173180597,7.999937948386732,8.000328253546197,7.990623454838072,7.999937501098897,7.990026445758021,7.989959748334905,0.0006838533774376838,1499.9991265341937,7.423261149212358,6.388379848788943e-05,6.259845229005881e-05,6.27995357367145e-05,6.294916038066502e-05,6.355272343866458e-05,5.9131275309512994e-05,5.8692958870601504e-05,5.957978478830926e-05,6.185354092135356e-05,6.208643012834504e-05,6.135597975158712e-05,6.020802861105825e-05,6.0621370879806725e-05,6.295718077828468e-05,2.352140404575984e-09
1600,199.56002996057276,0.0026179209829703186,3.2465916761428187e-05,0.3501931500862278,0.004952385328378272,1.3987507089989767e-06,0.00016337194309185517,2.457365591709164e-09,5.810938819261752e-14,5.931553589434272e-19,-2.5633836211608502e-33,-4.170710662585457e-28,5.523002325624964e-24,-3.094777090267088e-38,-9.167433713186358e-43,0.01047924287673313,0.010302522547924221,0.010362073338368565,0.010050277775696823,0.010197179081370642,4.89074699633016e-07,0.009955499750537866,0.002322788158198198,4.609876294323632e-06,2.222936231001496e-08,2.3170606796324132e-08,2.1632052129358436e-08,2.5799571402625543e-08,2.00850575058493e-08,2.155007314373232e-08,2.392153199162876e-06,2.5499960845629646e-08,2.2341688218181366e-08,2.430148330980093e-08,2.6378024073237305e-08,2.770104386824699e-07,2.8782971490640723e-07,2.7206053655555393e-07,2.825822069350251e-07,8.01352882600784e-07,2.845078657268774e-07,2.8636275271503134e-07,4.7183495526929616e-08,2.913214319463706e-07,2.8749301019609385e-07,2.8320287599172533e-07,2.849711250608648e-07,2.821705478973991e-07,2.9247733181963687e-07,5.819530434436641e-05,3.488127973909622e-05,3.901027599956199e-11,7.999936739102747,7.999935954751132,7.999506417943161,0.0021419045396525497,954.2641225413558,1648.4008811418123,21.999587651237093,7.991195341333614,7.9999351942126165,740.7487069053469,7.990078709677242,7.989660372180522,7.9999332026673295,7.999932279285219,8.000321735658037,7.98981732818167,7.999932460610279,7.989699076630698,7.989831585563502,0.0006938045071949414,1499.9990483957718,7.74608064025472,6.388874117569269e-05,6.60232774868556e-05,6.584979705748223e-05,6.818858514454587e-05,6.469611243959098e-05,6.444848489352445e-05,6.356858323927605e-05,6.63755841381712e-05,6.809495453131345e-05,6.421305759751706e-05,6.782457508780463e-05,6.746973042938011e-05,6.269351759936485e-05,6.478899566562254e-05,3.042167267498109e-09
1700,199.54019944350375,0.00304190743414118,3.93797417250045e-05,0.37293732515630656,0.005171707935762035,2.4239811679786144e-06,0.00013892754188387204,2.5633234245167632e-09,5.2136758109453254e-14,1.1838713068343803e-18,3.7844699356852406e-33,-9.693526054431224e-29,1.4991572478772198e-23,-2.331010469862803e-37,-4.3394458056228977e-42,0.010587256552579742,0.010555337860586315,0.010766606572878878,0.010740254582953941,0.010631625232817627,5.042637696659637e-07,0.010950701850405713,0.002490705974831133,5.120491786967867e-06,2.7975794647792728e-08,2.6270508811005065e-08,2.6003423495206166e-08,2.3804318893438648e-08,2.464358399821454e-08,2.355519700532742e-08,3.0447339575291704e-06,2.7035462069153294e-08,2.8033725026808626e-08,2.468070087853427e-08,2.537704623364819e-08,2.976302657601793e-07,3.030610841001669e-07,2.9257116856056363e-07,2.8848822448451775e-07,7.994817273697902e-07,2.907929866205078e-07,2.9846536632542383e-07,4.8737073702939846e-08,2.992157274275879e-07,2.918109253093234e-07,2.934543638175359e-07,2.947152446860047e-07,2.8779877654174203e-07,2.9362615217066965e-07,5.97692363833088e-05,3.548854208051127e-05,4.0958350506372995e-11,7.999929767152615,7.999928459760992,7.999517145489958,0.0022079750583552365,954.3550075155355,1648.2872157440906,21.999551726132125,7.990717337398814,7.999932697124276,740.1753659622168,7.989501359506483,7.989017845713393,7.999926877327006,7.9999323380122,8.000368139715574,7.988871771317499,7.999929508841777,7.989458278095476,7.988725460973416,0.0007203410521275032,1499.9990306240543,8.717335390351536,6.866415874966813e-05,6.733599890121972e-05,6.875143914572341e-05,6.994318953189149e-05,6.90835905996512e-05,6.818919059208715e-05,6.907912880246935e-05,6.827995675557265e-05,6.940362271349874e-05,6.910978279984516e-05,7.004530295981348e-05,7.005989969595156e-05,7.07234023964513e-05,6.746509811451417e-05,3.5007946829366165e-09
1800,199.50987503673926,0.003115700317084621,4.4408684371465415e-05,0.39901812476348997,0.005594237073995817,3.4946991907279676e-06,0.000231225561663935,3.0801881104356193e-09,7.73384388639006e-14,1.0986565195513933e-18,-3.0476816597004224e-33,5.040580192956569e-28,1.925063450940032e-23,2.2805587070842258e-37,-2.5747938798176536e-42,0.011272742572228996,0.011197606840489668,0.011358832343575308,0.011171375886236968,0.011771614302823627,5.079658353056356e-07,0.011601428611033146,0.0025615830469561444,6.212659095189364e-06,2.767803860321431e-08,3.0460162701603466e-08,3.039138300030635e-08,3.224652051477999e-08,3.208014861451242e-08,2.9665904978112237e-08,3.794684659284499e-06,2.857375905357422e-08,2.9698240473581692e-08,2.7043042966357244e-08,2.6914018792601936e-08,3.05295134421791e-07,3.0482665314825066e-07,3.2576903160651425e-07,3.0491215139412773e-07,8.482846803095156e-07,3.185329376569703e-07,3.1467961587547747e-07,5.449855073968613e-08,3.206582152944557e-07,3.14270892275566e-07,3.077637378549348e-07,3.09250986162488e-07,3.2188608168961627e-07,3.2602835950157066e-07,6.291683217552828e-05,3.703763091513122e-05,4.439055972036646e-11,7.999928090757675,7.999925219358297,7.999478062256202,0.0024066371792655786,954.4292088943284,1648.1250922102527,21.999512660417423,7.990147516286885,7.999927713483408,739.480750383572,7.988742608723638,7.988503868420635,7.9999248711629125,7.999924279883605,8.000369252118583,7.988332339815197,7.999923098648425,7.988331282792308,7.988047298940369,0.0007631896039078196,1499.9989263571772,9.002341647519804,7.63659198379133e-05,7.177482394903215e-05,7.414960363105611e-05,7.354269776161058e-05,7.144028981431273e-05,7.153498740144389e-05,7.546840084508349e-05,7.183668781947157e-05,7.267157886475608e-05,7.603488245048754e-05,7.431803501949012e-05,7.210968959025115e-05,7.685983689880028e-05,7.560267756790666e-05,3.5251451548308432e-09
1900,199.5071014378836,0.004083669869366008,4.691201144130731e-05,0.4175437325624611,0.005749960856678855,3.055611029409225e-06,0.0002517506899486913,4.0428046678929e-09,7.500723294338964e-14,1.8016686261240497e-18,6.599523935451438e-33,-4.365657282599951e-28,-2.021588001492795e-24,9.510238495191453e-39,1.3675373397090128e-42,0.012289791421133374,0.012164917594625317,0.012521663791011219,0.012385717243964242,0.01170734759005345,6.043764609433344e-07,0.01200089232847612,0.002871168007734202,7.035889284537974e-06,3.1442810055019883e-08,3.493795368846721e-08,3.314111736494858e-08,2.9694964322798973e-08,2.9896600775675356e-08,3.1799264024209105e-08,4.022362173346581e-06,3.49636372263704e-08,3.21184344054488e-08,3.065510638626665e-08,3.3944645207400934e-08,3.241186129200898e-07,3.3375343320135857e-07,3.289339456325958e-07,3.2684676892729204e-07,8.852924310439745e-07,3.406309454722435e-07,3.277390015481156e-07,6.89451752447821e-08,3.3774148101316943e-07,3.335323863767982e-07,3.314213123961969e-07,3.296188823844323e-07,3.3040257733604166e-07,3.238726227906154e-07,6.843375783236689e-05,3.897516653994186e-05,5.389815022955687e-11,7.999922287797546,7.999920199302619,7.9994548179847484,0.002459164540010152,954.528204596362,1648.0004253108066,21.999514507109833,7.989305668887768,7.999921188525003,738.9671526668661,7.98784833882157,7.987430823435768,7.999923050311401,7.999922725921195,8.00041435010876,7.987529446581132,7.999923682642701,7.987789728374304,7.988007760605465,0.0008316732366839064,1499.99887793997,9.606281283552415,7.630664352369908e-05,8.057548176252306e-05,7.936575616621071e-05,7.658563917106963e-05,8.101052343007858e-05,7.52270483070665e-05,7.900724931082692e-05,7.505057924779999e-05,7.514655840338041e-05,7.629696725074826e-05,7.664370574032239e-05,8.046769483383018e-05,7.923579895588094e-05,8.06396724440707e-05,3.7012069306752483e-09
2000,199.45229866284433,0.0042089757732691685,5.7219021253508226e-05,0.457597054209003,0.0058877391001725425,3.867420396799831e-06,0.00024144098792998887,3.91981336803848e-09,7.718820876183891e-14,1.7001287499685767e-18,1.2928483403409604e-32,4.488464124162805e-28,1.07972729821696e-23,8.922490851923659e-38,2.2637050677575342e-42,0.01294646553225203,0.012383398435239196,0.0126359093593238,0.01305378804981827,0.012922508761186667,7.04335585310132e-07,0.012895888797818255,0.0029764517791428333,7.180393435124392e-06,3.785525071790546e-08,3.709736213744203e-08,3.5916607361785355e-08,3.690656641673196e-08,3.506375484984238e-08,3.280032144336021e-08,4.095407822875564e-06,3.299262824718536e-08,3.294706386702671e-08,3.663268400705328e-08,3.714100753097598e-08,3.408227875350042e-07,3.405943869631676e-07,3.4697524914374305e-07,3.5560700343763135e-07,9.83683158596738e-07,3.4680463322490973e-07,3.5185725510032446e-07,7.406000994115978e-08,3.449716364640741e-07,3.4085996576086077e-07,3.399235345684873e-07,3.3998069902323136e-07,3.549752938948319e-07,3.5116045950497346e-07,7.025533044341563e-05,4.057953403313594e-05,6.002470581144418e-11,7.999915553584122,7.999917345354276,7.999389635049834,0.0026383548560238172,954.6903233747184,1647.9852633131538,21.999473796137636,7.989003788047796,7.9999144254614745,737.9942396872207,7.9868408905009876,7.986840403416856,7.9999201705217,7.999918281267945,8.000412053659723,7.986912719924839,7.9999168247994685,7.987411445710874,7.987028738868554,0.0008836900520443403,1499.998816361453,9.984286266898728,7.934573779046583e-05,8.484559174606779e-05,8.250250547311886e-05,8.43172960584865e-05,8.329497006969493e-05,8.09582131966237e-05,7.92096926412785e-05,8.401219288598481e-05,8.455299154062103e-05,7.933045070972074e-05,8.469168251248408e-05,8.397317061333926e-05,8.469055603730145e-05,8.314364213525414e-05,4.430471820306706e-09
2100,199.42162767361356,0.004909621388921616,6.10019808260459e-05,0.47447356110207295,0.0060616754600380735,4.468222742451027e-06,0.0003126279000631015,4.7349147854265856e-09,9.990951902156183e-14,1.8801329200082036e-18,-8.163206572759064e-33,6.139111175709742e-28,3.8378441680518546e-23,2.582407208923649e-38,1.5672463968074773e-42,0.013872299927571363,0.013090153264005202,0.012972206445182429,0.013208628424265189,0.01352032232994009,8.431427314890736e-07,0.0130505653456219,0.0031622808875062425,7.707646913029112e-06,3.773816963763885e-08,4.022250492611551e-08,4.196862186555207e-08,3.835416870368367e-08,4.1584722068863106e-08,3.6705845920505675e-08,4.582478368161839e-06,4.139282166631787e-08,3.918690741518113e-08,3.629579629936305e-08,4.01538013440319e-08,3.7200566937209217e-07,3.681232975382157e-07,3.5645521486309344e-07,3.727995200166675e-07,1.0067319319304118e-06,3.6990938847946513e-07,3.515505269376403e-07,8.17718914061013e-08,3.702518176330693e-07,3.7214147275489656e-07,3.593826452249808e-07,3.6706943247470015e-07,3.727477978759953e-07,3.6173453355649935e-07,7.400567323903849e-05,4.204986055335188e-05,6.814398692016353e-11,7.999912422850725,7.999910659445771,7.999385402957098,0.002768215318035148,954.7062598148392,1647.8729285276245,21.999455790116944,7.987792825409277,7.999911367130114,737.7780987870291,7.986122406398495,7.9868798220347585,7.999911498630344,7.999910725870026,8.000441759214313,7.986155350387078,7.999912590600133,7.986602913169261,7.9863073148222625,0.0009182437586157116,1499.9987632217208,10.457042235016573,8.913449120313442e-05,8.837553461758502e-05,8.792797579001766e-05,8.860318728361024e-05,8.568850390260937e-05,8.441053134033152e-05,8.442944252011025e-05,8.495135335564476e-05,8.473504369205558e-05,8.751660086390306e-05,8.888983965787691e-05,8.369155454730527e-05,8.49610421885827e-05,8.471642394750322e-05,4.8535214741840815e-09
2200,199.41136254106468,0.0050594213179635415,6.284528688003168e-05,0.47600401040075513,0.00670231791852947,4.9728528211469e-06,0.00042651660282751354,5.268369921125318e-09,1.335061296638849e-13,1.357752402949367e-18,-9.162314743093209e-33,4.766877973426254e-28,2.3489301017470112e-23,-1.1582016664140183e-37,1.3764807531223472e-42,0.014187721404362849,0.013924369565970984,0.013934070039266066,0.013655253572235545,0.01375661716196561,8.820511687052971e-07,0.013877657981016808,0.003120790021060006,8.764870926913903e-06,4.516125841196666e-08,4.253094195807399e-08,4.476035334780152e-08,4.5210772531880986e-08,4.312084880231849e-08,4.0127639645148945e-08,4.873864862603925e-06,4.4135068501400266e-08,4.182958434220828e-08,4.219190813252049e-08,4.280637639133799e-08,3.8825995511469637e-07,3.7060702476829373e-07,3.7278577150298024e-07,3.6680572959112784e-07,1.05859566202632e-06,3.69738751280781e-07,3.8725572380588566e-07,8.616752772750159e-08,3.8012563470228184e-07,3.700852040051933e-07,3.744778666219535e-07,3.73723238840186e-07,3.747186768815978e-07,3.7743355307680184e-07,7.737641537842934e-05,4.5633442858173806e-05,7.704064646967302e-11,7.999906330184628,7.999907336148237,7.99933899719773,0.0029436991777835922,954.7682779386438,1647.7393970708436,21.999422817841708,7.9878429767813435,7.999910043690578,736.9276405114884,7.986268223706242,7.985432968764754,7.999906229964939,7.999907225319742,8.000457379707601,7.98585730798502,7.999909566192137,7.986198715363938,7.985873178846333,0.000969870665074041,1499.998704422561,11.129758244315747,8.929131591073993e-05,8.946238867537717e-05,8.84953379126118e-05,8.856912330820963e-05,8.829928391086796e-05,8.894797638562814e-05,9.308683415872614e-05,8.90255039842072e-05,9.337258969589151e-05,9.140892613591381e-05,9.265852933113808e-05,9.198944932981041e-05,8.874807026941126e-05,8.942662305087904e-05,5.6302731046479824e-09
2300,199.37056458771343,0.00545039444650376,7.306769938147345e-05,0.52211403664559,0.006854562378720934,5.702173715873009e-06,0.0003775743392348273,5.480172985164704e-09,1.5044107633615622e-13,1.87953158164442e-18,-7.25647217086108e-33,4.087047326740152e-28,5.07186781664467e-23,2.4402585672965683e-37,-1.6058721698143702e-42,0.014750580236318856,0.014968476684580347,0.014497297289576964,0.014401895229284555,0.01466784060488019,9.926299449044493e-07,0.014717206885719902,0.0033626751070691607,9.482944263120072e-06,4.718536055529039e-08,4.9548802473660095e-08,4.5353336065810586e-08,4.778731519843025e-08,4.9389725433927954e-08,4.548335542870707e-08,5.698965473796108e-06,4.4607578755860904e-08,4.5662726772572936e-08,4.402197941037442e-08,4.928579635688154e-08,3.926849173269276e-07,3.847636289769288e-07,4.03399804242674e-07,3.8165305753581717e-07,1.0710875085021817e-06,4.0003579443091273e-07,3.943089065606154e-07,9.914478944780294e-08,3.9959394194535425e-07,3.9409875894368715e-07,3.832124807785002e-07,3.8958112094680343e-07,4.0404147573542695e-07,3.979876681134391e-07,8.197075060804701e-05,4.813038626802151e-05,8.179264606930235e-11,7.999905747576212,7.999902076334437,7.999297909907475,0.003120679419756857,954.8891257708991,1647.6740103531677,21.999400075261665,7.987132452721545,7.999907578850232,736.6337650955752,7.984868343311546,7.985514426352546,7.999908090666065,7.9999045261575965,8.000495136578637,7.985558516995842,7.99990263583233,7.985279118477703,7.984989731545244,0.0010022151096553422,1499.99869698563,11.861724594301922,9.721884446880604e-05,9.278580427621654e-05,9.377184332864704e-05,9.399304962270345e-05,9.491425794357872e-05,9.7071537903622e-05,9.583227669712033e-05,9.413629829003099e-05,9.169402590581359e-05,9.272743531791989e-05,9.21624541426004e-05,9.707217221057731e-05,9.547088418247015e-05,9.643249142915102e-05,5.885529965446057e-09
