milliseconds,s51,s52,s53,s78,s85,s211,s213,s482,s483,s484,s489,s490,s491,s492,s493,s494,s495,s496,s498,s499,s500,s501,s536,s107,s108,s109,s110,s111,s112,s113,s445,s446,s447,s448,s451,s517,s518,s519,s520,s521,s522,s523,s524,s525,s526,s528,s529,s530,s531,s533,s535,s527,s1,s2,s5,s6,s7,s17,s18,s20,s21,s22,s23,s24,s25,s26,s27,s29,s30,s31,s32,s33,s35,s200,s381,s383,s385,s387,s389,s391,s393,s473,s474,s475,s476,s477,s478,s479,s502
0,199.99589872362367,0.0003330515224719056,4.400942350063844e-06,0.0022183688300401166,2.217614478617522e-05,-1.16547522494134e-07,4.2392059641867985e-07,3.4567738557357214e-11,1.8664508699895778e-14,7.566394594727093e-19,-4.8070460037798715e-33,1.3338178231106125e-28,-2.9426721834449875e-24,8.514934648503346e-38,-1.5904012559010191e-43,0.00023941421226277056,0.00038123949610727984,-2.5647491717998916e-05,-0.0003502676434795023,8.981051719353618e-05,4.6164411336677396e-08,0.00042377052506383347,9.881614383690586e-05,4.193795606881121e-07,-2.2575593489077283e-09,-8.830827837450207e-10,5.164675233053686e-10,-2.369853799596365e-09,-1.7135417138871147e-09,1.6583916083306286e-09,7.877268256999097e-08,-1.9192963653060364e-10,5.701672802799818e-10,1.3145644288779454e-09,2.0584439043200643e-09,7.549826656027591e-10,3.234769434917885e-09,-2.951486261877071e-09,9.51040971228984e-09,2.569888964870792e-08,-1.103696924821638e-08,-3.657874830443219e-09,2.851126692134688e-09,1.0859093408274226e-08,-3.371913916153966e-09,-4.868684540749091e-09,2.118988452900443e-09,8.30348975517196e-09,-2.7660080076051654e-09,-7.627046835649893e-07,-1.6606082170045737e-07,9.23731614332228e-13,8.000000665650445,7.9999985419368995,8.000016658897795,5.065041619511424e-05,953.0540749525915,1650.03458211195,21.999998534289368,8.000233396072087,7.999997376032062,749.906177605017,8.000097103072305,8.000093812943415,7.999998703698508,8.000001325596747,8.000004262932363,7.999683870868888,8.000002892879927,7.999615043636251,8.00037085430753,-2.7287985264257538e-05,1500.000025847924,0.17265068479115195,-1.2034626978462042e-06,-5.379955672807931e-07,2.9035302812819835e-06,-3.526895297800392e-07,2.119982402510912e-06,2.8826638087923097e-07,-2.883577231371715e-06,-9.407981985171437e-07,-7.718036538164254e-07,-2.2258135128794957e-06,1.770356007583184e-06,2.9630909021816524e-06,2.4946077029059572e-06,8.394366472626948e-07,4.357338621706543e-11
100,199.99069313279273,-0.00019228714586527968,3.9745747268339175e-06,0.03012154726621747,0.00011968798057256024,-8.005220236083046e-07,-3.152924676069114e-05,2.947299549177578e-10,1.3212525016276216e-14,3.812050041689306e-19,-1.0855727117213092e-32,2.1985402240462886e-28,-1.8386882686238635e-23,1.8499943893416327e-38,-4.253975621672758e-42,0.0004815748794397923,0.0005478932177375223,0.00039339079499275264,0.0008312313298761048,0.0004855835030905571,-5.199362886406387e-08,0.00036699861272926137,0.0002220201046775645,-5.975249143967292e-07,1.3862521340318094e-09,2.050051911855055e-09,-1.5591997953907905e-09,2.7157150007239583e-09,4.4539699745893725e-10,3.171575589769628e-10,-2.3438399546563672e-07,2.311925487409856e-09,-2.06006147854961e-09,-9.352744763024575e-10,-2.7514714291386744e-09,1.0147214038999169e-08,1.6291657137124203e-08,2.3561663699021283e-08,1.6187439853422903e-08,2.895015956814422e-08,1.4610890064611824e-08,2.663859243362744e-08,5.647941983328549e-09,1.8666259185947336e-08,2.9301959502258976e-08,1.4192631480236483e-08,1.651794398933868e-08,2.248478529615874e-08,1.2954657260827893e-08,5.504894567459107e-06,1.2695435953254715e-06,1.5639966645694107e-13,7.9999987884445565,7.999995269001271,7.9999549687323155,0.00013478975632882041,953.0967862876714,1649.8321157639089,21.999991640405213,7.999202241760119,7.999997881170968,749.7335392206897,7.999641053562508,7.999653131599501,7.999992903020194,7.999997984561308,8.000031868212075,7.999393905439172,7.999994661798773,7.999758258162048,7.999540856774131,3.481950993163539e-05,1499.9999724063323,0.17778129774300255,5.264211857051799e-06,4.992544371968565e-06,6.348210991416927e-06,1.8030186066760728e-06,3.4987772192258015e-06,2.2243674968684807e-06,4.349569634758989e-06,5.8917858938485725e-06,2.320741548192169e-06,2.633601976344345e-06,6.7069502431405934e-06,5.702305542751604e-06,2.8393802137990193e-06,1.2098137989905374e-06,3.018755172862709e-10
200,199.94596675837738,0.00017905977011211004,1.5453390446608765e-06,0.05244854736915468,0.0005260694909905307,-8.056785616470575e-08,-3.8751202090010295e-06,3.7297372817369034e-10,-5.967091455041811e-16,4.343711433624944e-20,-6.967969637446459e-33,-4.764199424405922e-28,-5.689032374169602e-24,2.3487532461184276e-37,3.9965173321287124e-42,0.0014985470943098974,0.0013621892944711118,0.0015717530188267478,0.0016244730497270315,0.0012991268589136638,2.151281909164494e-08,0.0010872378905110007,0.00018606898175408984,-1.3976561042846685e-07,-2.428453453200309e-09,-2.6828502246338834e-09,2.0399560661891903e-10,-7.767566833412869e-11,8.454690511639274e-11,3.0225759758689554e-09,3.984248098396493e-07,7.344841668685116e-10,6.2484292054226e-10,-6.259380002956339e-10,-1.5872362137530986e-09,3.98594270149033e-08,4.028741888946099e-08,2.8817168551201615e-08,4.722087671719685e-08,7.560230419536014e-08,4.118857610291834e-08,3.1174730887917315e-08,3.798930725132854e-09,3.0762417477880694e-08,2.9717457545979747e-08,3.8134654022221505e-08,4.677325401086482e-08,3.0207408634803805e-08,4.600855583649164e-08,6.204030418286236e-06,4.221914015826194e-06,1.3732933498962042e-12,7.999994115667477,7.99999283532993,7.999943546507546,0.00022907242603539395,953.1845171937391,1649.8225215499313,21.999939713492378,7.998665633159652,7.999989473072185,748.6665931771778,7.998722963110207,7.998816184252371,7.999990312457587,7.999992495398703,8.00004674780827,7.99916349945437,7.999992135553895,7.999103215848346,7.998725603360589,6.969280068804353e-05,1499.999849390527,1.2832068873884475,5.298185468197951e-06,8.843563084661385e-06,1.0362563982476475e-05,7.964880676935161e-06,9.9694507326071e-06,8.266384643156546e-06,8.865019735582349e-06,1.008293941413806e-05,8.83772296305527e-06,1.004450397356347e-05,6.4117092902122076e-06,1.0351964541043437e-05,9.349815270990195e-06,5.948918691086213e-06,-1.2498624014982668e-10
300,199.9189786740629,0.0004640805202489812,-3.082030990416659e-06,0.06063383523766443,0.0008333833138386838,7.395688595800243e-07,2.8608991231612393e-05,-2.90209804384195e-10,1.9439938747130998e-14,-6.043463902832557e-20,4.985087280715993e-33,5.701079483827202e-28,-1.9340970780643697e-23,-1.3492951868108797e-37,-4.1376938147969286e-42,0.0015598033114683685,0.0015379542380001918,0.002349497902061047,0.0016159389214962783,0.0014727292011852437,4.433912995068326e-08,0.0019038375105882724,0.000545110832102258,7.34218752888043e-07,3.630016506650831e-09,-7.295765184250247e-10,9.011051183718871e-10,6.941193640891839e-10,2.09894027607866e-09,6.771698581355251e-10,3.31592711416797e-07,5.383844187201336e-10,-1.8542659466151798e-09,2.2399975228475124e-09,2.665831114189158e-09,5.092945368526604e-08,5.688709177196389e-08,5.624546779010699e-08,4.8574912918110905e-08,1.6290766651109401e-07,6.057781365437299e-08,6.05998690904681e-08,-8.858094189572116e-10,6.303397890477686e-08,4.8618962776572883e-08,6.574582599807013e-08,6.274294682303601e-08,6.652183691662216e-08,5.841454518928275e-08,1.3286437756957007e-05,7.242664523102104e-06,-1.1709065119693329e-12,7.999987260570826,7.999988459797028,7.999900464754416,0.00039515194316539,953.2975790109255,1649.6434881787832,21.999921096448304,7.998492800717857,7.999989511434795,748.5285324173271,7.998358444974223,7.997752562867735,7.99998609044836,7.999989425373424,8.00006125075016,7.997929494347432,7.999986266824142,7.997871113165572,7.99779395177881,0.00013013479175167517,1499.9997958328204,1.8184458924701383,1.0113537137548957e-05,1.2483361827636101e-05,1.3236939637294115e-05,1.0896567856987476e-05,1.0245086400502071e-05,1.1214911563053744e-05,9.855466254585028e-06,1.4249168921668947e-05,1.0528103693895987e-05,1.0064031652821586e-05,1.1904488607395173e-05,1.5378576734072762e-05,1.354342877025448e-05,1.3335175155567468e-05,-1.408519995501541e-10
400,199.8814619862672,0.00041429792745852886,5.8040854650446684e-06,0.10315128104591129,0.001133955920108779,-1.5415123499069494e-07,7.506207714380644e-06,3.1547051041293574e-10,1.8182523140982496e-14,-5.8355699107830375e-19,1.0246149156770744e-32,-5.615029107965977e-28,4.598798589822897e-24,-2.3874644939672874e-37,3.233707256534142e-42,0.00229502923212098,0.0024988328496305936,0.0022231205629092425,0.002998431423302163,0.002946626196709134,-2.081915876207669e-08,0.002498713624260586,0.0005611446061070802,-2.825531422226929e-07,1.8315919371130491e-09,-9.046746319860905e-10,-2.7539068998761875e-10,3.2556866611322212e-09,5.929405407849611e-10,2.876210440389865e-09,3.84373007664216e-07,8.749135845968742e-10,9.91469033320134e-10,-1.0156673687711729e-09,6.413032827164363e-11,6.522095098079322e-08,7.397688522537749e-08,7.182264652860211e-08,8.052071715439604e-08,2.0640978199158982e-07,8.552534781229813e-08,6.945706699998645e-08,-1.478437690444042e-09,6.824584179452825e-08,7.288279441530252e-08,7.257043569150757e-08,8.444629666081629e-08,8.41276786948314e-08,8.597754379678554e-08,1.476854108011254e-05,8.319434013709823e-06,4.132196838596232e-12,7.999981235842868,7.999983671001203,7.999899859537675,0.0005267906304176397,953.3024985994465,1649.5826851537781,21.999900824020692,7.997385378898758,7.999982498856546,747.4477655513828,7.997520052628352,7.997425734366108,7.999982748331137,7.999981345911176,8.000098753551576,7.996978967038298,7.999982326821902,7.997346029893769,7.997554468744238,0.00018903940233062238,1499.9997855928111,1.8216993181374599,1.658171373826301e-05,1.8759858416336953e-05,1.5101771113895361e-05,1.3403611926488393e-05,1.7549345075327438e-05,1.5100032263549957e-05,1.6772111549510746e-05,1.4076126893958556e-05,1.8347293340146494e-05,1.3792718017726103e-05,1.87018387672805e-05,1.5119649294363728e-05,1.4014440226253409e-05,1.8396966238277426e-05,2.2042148173451916e-10
500,199.85671554599324,0.0005980248493999856,4.5249082629864836e-06,0.10105363815637737,0.0014918734145848858,-4.372441861144628e-07,-3.964190423198821e-05,6.227600532668815e-10,2.0803581694969354e-14,-5.568844276270867e-19,-3.444991287534164e-34,-4.17627431600577e-28,4.920516041871243e-24,2.0383800473042662e-38,2.6081558175958654e-42,0.002735550896496216,0.0032721948923543583,0.0036540201605129124,0.0031477471251885694,0.00288806237785726,7.610037248916555e-08,0.003084771808116727,0.0006978039740941611,1.0868463912836774e-06,3.797635105480962e-09,2.896430721359742e-09,5.087124945181763e-09,2.876409736714369e-09,2.1992261143188112e-10,-1.0432536301638752e-11,6.421824704923956e-07,2.8287545967081723e-09,-4.77790848752661e-10,1.7308660706555075e-09,1.890657717378044e-09,8.43612302626031e-08,8.58253379864867e-08,9.125357763896156e-08,9.775478987552097e-08,2.686536680371315e-07,9.535580184719855e-08,9.999911067613944e-08,8.543668944480526e-09,9.950316574873052e-08,8.808463797218211e-08,8.777840412975396e-08,8.325221214891727e-08,9.121166925835636e-08,9.646338111404797e-08,1.870882434913538e-05,1.19994307581298e-05,-9.749618316595285e-13,7.999980098052912,7.999977814701793,7.999851035711771,0.0006703531028075574,953.4130386027515,1649.5075856571502,21.999877353266097,7.997199488511366,7.999976659750824,746.8409775168574,7.996321209724932,7.997222033521003,7.999982245809415,7.999980725507644,8.00010820170577,7.996496018012326,7.999981000982861,7.996681545609276,7.996971022006833,0.00022653996515335854,1499.9997531703466,2.7123921072349906,1.8001937706821692e-05,2.2734356288117895e-05,2.3459326053747393e-05,2.3467834762212066e-05,2.2297090223743255e-05,2.25111186230059e-05,1.9604690526625535e-05,2.112375614283728e-05,1.8191503000652858e-05,2.1190477530872503e-05,1.8713369733494284e-05,1.800507648144413e-05,1.9448448096651758e-05,2.1712976807421954e-05,3.719964968377345e-10
600,199.83514347891267,0.0006676198807381297,8.147273152040163e-06,0.132500618672869,0.0018974010844400666,4.6540815904105495e-08,3.94550948646419e-05,7.259224920410785e-10,-6.928912683088634e-15,-6.750602839726902e-21,-1.1874059991813818e-32,-2.4573202681095253e-28,2.2586851962862223e-23,-2.3258931820553434e-38,-3.049592800704239e-42,0.004228870055910166,0.003411433449623205,0.0034079811110454944,0.004271767390411141,0.003975135562384619,2.6896201828940912e-08,0.003642672148791352,0.0009436650487144602,7.928119098391046e-07,5.937830115126522e-09,4.784167523519696e-09,4.6641056941985e-09,2.333321216188434e-09,1.386747325915181e-09,5.553840248257472e-09,1.5872474131726866e-07,3.980543818439483e-09,2.8929099650739287e-09,1.500881971396087e-09,1.8074439372415835e-09,1.1242160088233599e-07,1.122118278827765e-07,1.1427317336234931e-07,1.0126616287754204e-07,3.357106166049079e-07,1.1569080035207393e-07,1.0817799235306462e-07,7.462366098384852e-10,1.0809874526558264e-07,1.1379040648402387e-07,1.1112543632526277e-07,1.1717757283676654e-07,1.1023956314728589e-07,1.0560481809082155e-07,2.275037773810113e-05,1.3121984786662751e-05,6.8522834377570435e-12,7.9999743162298635,7.999974885912751,7.999831775250109,0.0007310427896875197,953.5216154702742,1649.3837041738366,21.99982763021489,7.996884358261391,7.999975267071651,746.1169960360191,7.996489940161082,7.99636863583006,7.999977946761963,7.999976210476147,8.00012412026463,7.99591034380453,7.999976988001409,7.99623567941769,7.995908611665642,0.00024134314244462734,1499.9996964308482,3.348959484775264,2.495950599427922e-05,2.7659741325094915e-05,2.6057002557463706e-05,2.739614413602011e-05,2.3466470694752992e-05,2.1942602609677152e-05,2.2795069956842908e-05,2.202172123261797e-05,2.6677760576212507e-05,2.7238911373208474e-05,2.6555488699966205e-05,2.7480326510993997e-05,2.2315188759593302e-05,2.4519309904421336e-05,2.1390258145483903e-11
700,199.7935320222844,0.0006795537890042326,9.558225147244585e-06,0.15822055885639008,0.0019548443618465,-2.8399015758099475e-07,-2.9893059238089152e-05,4.064910396846559e-10,1.4076134719128533e-14,-1.5175461373958033e-19,3.298122289604878e-37,2.698720070199347e-28,1.5214499305692939e-23,-6.159182986635959e-38,2.4164889882839014e-42,0.00425221591644263,0.004156345139328989,0.004388275426408742,0.004686483090442119,0.004347726253870972,1.1624544557368788e-07,0.004525431173745846,0.0010111081773377666,1.3232129420869177e-06,4.7491791053077815e-09,2.6156162243989492e-09,6.52367359770604e-09,3.6323142184604742e-09,3.3207543925997055e-09,2.5038522989315334e-09,4.849809386920278e-07,4.3388183751929014e-09,3.235037982147886e-09,4.0660823732761995e-09,2.604499709907579e-09,1.3191275564853041e-07,1.3740323668083448e-07,1.3111282878269156e-07,1.392909028839749e-07,3.650465617551324e-07,1.3994203888829224e-07,1.3970018534561331e-07,1.2713285956401804e-08,1.1908170846445121e-07,1.3891698136311544e-07,1.2819430533966681e-07,1.4002585983875723e-07,1.3833492128392378e-07,1.2080149793020655e-07,2.5268358519556453e-05,1.4582051772913764e-05,9.21148101153049e-12,7.999968825068247,7.999969850643467,7.999788297703555,0.0009181758012649588,953.5422045395329,1649.2692483445248,21.999803506067742,7.995869593117342,7.999968836751901,746.3206629272747,7.9952144703678405,7.995218007595441,7.999973768685584,7.99996835951096,8.00014760194132,7.99504219778015,7.999970241821893,7.995336103973091,7.995865571596587,0.0003066618335689679,1499.9995787796754,3.62548314594325,2.745856212755011e-05,2.70246434412671e-05,2.859992401953655e-05,2.6747891559134896e-05,2.746731252915465e-05,3.1451639543739826e-05,3.155909114757881e-05,3.0201431066303117e-05,2.670773991444346e-05,2.916276960898685e-05,2.7508322513533456e-05,2.7058003687139557e-05,2.8241892149676132e-05,2.6972411445430093e-05,3.1505391472606154e-10
800,199.77377456758958,0.0005481383768218551,7.2961542313166914e-06,0.17501697914940578,0.0023033115684125602,6.660182180406985e-07,-3.582314196787837e-05,3.0105214763679237e-10,1.937429194338534e-14,3.601777112759647e-19,-1.0619035502952e-32,-4.6845974903283895e-28,-1.3773909659287184e-23,1.1502601462023387e-37,1.7340553846441127e-42,0.005459756137986261,0.005198990641234083,0.00508131710779824,0.004805201329278843,0.004991199687768376,1.2136600550407494e-07,0.004932475806936856,0.0012073007877380813,1.3316394316922422e-06,6.940902260791054e-09,7.866131537675512e-09,5.538912157036351e-09,3.6995049047961733e-09,3.727291890322056e-09,3.3813188170797763e-09,8.647831749171114e-07,6.886620376666425e-09,3.8747754575486355e-09,7.841464713333628e-09,8.778235644746992e-09,1.5558811688535145e-07,1.4183532987657124e-07,1.4602793509829406e-07,1.496797856956411e-07,3.9002119936835086e-07,1.4898193054538658e-07,1.5293639942975215e-07,1.2835929193439198e-08,1.5285891846642274e-07,1.4847984641937953e-07,1.4334776467249528e-07,1.5049398410504735e-07,1.5491868124378103e-07,1.3847922516830007e-07,3.2569863836218796e-05,1.866527031768595e-05,1.4203699883325432e-11,7.999964434658723,7.999968459982533,7.999767158718167,0.0010288062471438043,953.6522702140977,1649.1256149608332,21.999795217987916,7.995599296493328,7.999969329239251,745.3267782055958,7.994758405163907,7.995189795875754,7.99996900338824,7.999966813776906,8.0001538535744,7.994830740225572,7.999964463131074,7.994420622711801,7.994840916515047,0.0003448065121798281,1499.9995757278368,4.0552599478408675,3.3842784424201876e-05,3.2151407394308295e-05,3.0352693722837703e-05,3.5016987747830324e-05,3.586933095088143e-05,3.019909921323762e-05,3.385095357387917e-05,3.46375500452241e-05,3.335636731984494e-05,3.4561735098458304e-05,3.4856627211371226e-05,3.0933784612864267e-05,3.3446019199781946e-05,3.126502930541976e-05,1.1464346595604782e-09
900,199.75946559262488,0.0011702776647659762,1.3482025829232015e-05,0.20786409720888913,0.0025135158157332544,5.634372217923101e-07,3.128021959894167e-05,9.860281125566877e-10,2.035036555659829e-14,-1.820415262252476e-19,5.69336622372641e-33,4.324289415217727e-28,-1.6979841497723946e-23,1.3730639140489636e-37,1.7935483274220633e-43,0.005658502536913339,0.006085892387095296,0.005993548870851938,0.00620594246772334,0.005353881407451917,1.4340517736877036e-07,0.005954376531975468,0.0013701520885190466,1.6135847926097466e-06,5.937564566643227e-09,1.0405781394538016e-08,5.146309666181788e-09,9.866866760599851e-09,1.0604066862635772e-08,9.657875951943617e-09,6.577397317840548e-07,1.0626466820143607e-08,5.753749600274961e-09,1.0487461362709928e-08,6.322760988710965e-09,1.664514356161683e-07,1.6583442932755968e-07,1.7136445197905353e-07,1.5650270454070745e-07,4.4421059238360064e-07,1.689687208872846e-07,1.589314478949062e-07,1.958445881515063e-08,1.7186683444919544e-07,1.6596549755367195e-07,1.6700080754575888e-07,1.7318786596150465e-07,1.7285987675046897e-07,1.5950310332764695e-07,3.311600566725807e-05,1.9641974748786454e-05,7.5176697226087e-12,7.999961737727167,7.999964416270822,7.9997448292181454,0.0012838643672298592,953.7506789999003,1649.0287377957889,21.999760138209286,7.994938124915953,7.9999626442746345,744.7113701675515,7.994073601636732,7.994652508511793,7.99996241893502,7.999961660737139,8.000185182616123,7.99376846080524,7.999964409246228,7.994087392532762,7.9938677727590575,0.0003992782478143982,1499.9995123625645,4.507171527885837,3.536748334756035e-05,3.9148364559459794e-05,3.6801773317239904e-05,3.589362335428832e-05,3.92333912631073e-05,3.7646875501730105e-05,3.981578164286012e-05,3.9340984758650675e-05,3.7542618289649426e-05,3.485578391452005e-05,3.729806147430999e-05,3.4334104042645735e-05,3.828112782495714e-05,3.456967433953046e-05,6.585266079538508e-10
