milliseconds,s51,s52,s53,s78,s85,s211,s213,s482,s483,s484,s489,s490,s491,s492,s493,s494,s495,s496,s498,s499,s500,s501,s536,s107,s108,s109,s110,s111,s112,s113,s445,s446,s447,s448,s451,s517,s518,s519,s520,s521,s522,s523,s524,s525,s526,s528,s529,s530,s531,s533,s535,s527,s1,s2,s5,s6,s7,s17,s18,s20,s21,s22,s23,s24,s25,s26,s27,s29,s30,s31,s32,s33,s35,s200,s381,s383,s385,s387,s389,s391,s393,s473,s474,s475,s476,s477,s478,s479,s502
0,199.98625838927862,0.00013937696823127096,-3.259306310073411e-07,-0.0014504384489450106,5.2720770401968704e-05,5.35108983643613e-07,1.3340165396927483e-05,2.55121290488462e-10,3.634338635608234e-15,4.762794728668452e-19,9.467903347610449e-33,5.561177907176492e-28,-1.930848200954292e-23,6.894533994688097e-38,-1.7348457602502124e-42,-0.0004210760069941102,0.00042012060370365544,7.313400421599816e-05,0.0003101784845137436,0.00019363370740241634,-3.971385600469645e-08,7.153847573208731e-05,5.2655212625461817e-05,-2.2228912680454122e-07,1.7980568472108617e-09,-1.2341417272538486e-09,-1.47152758761152e-09,-2.5810355169552895e-09,-1.0234049853880864e-09,1.1302000122209302e-09,-3.0073297851214087e-07,4.742621921884036e-10,-2.425078488775415e-09,1.4146988235189742e-09,2.337695189363732e-09,-1.0878934756741338e-08,6.27154367418515e-09,-5.400407213873987e-09,9.216748332506587e-09,1.4045121934513774e-08,5.3753008059947434e-09,3.740501346192424e-09,-2.641037223755633e-09,9.273428816272468e-09,-4.796934573699614e-09,-7.91793566088783e-09,-1.0535125414591317e-08,-8.830483937971078e-09,-9.987539487909252e-09,-9.438324295920818e-07,-7.881252768215721e-07,-2.289802693684346e-14,7.999997517647374,7.999998824818448,8.000011958847566,-7.852626932037526e-05,953.004213302691,1650.007438858383,22.00000660658681,7.9998173255477,7.99999921128622,750.2197691476376,7.999860254323193,7.999980808012441,8.0000013301653,7.999997257174049,7.999985500530867,8.000408276854515,8.000001390089322,8.000225576177822,7.99969127992241,9.397681966295453e-06,1499.9999665459814,0.013084745221543178,3.6533065494193536e-07,4.906714835901884e-07,-1.5359534213155629e-06,4.4970470794200936e-07,-2.132127603189704e-06,-1.2997440097552056e-06,-1.1449116763838507e-08,2.464224912872714e-06,-2.023636096386714e-06,-1.4592737474405036e-06,-2.307427582673279e-06,1.963529870016087e-06,-1.6657098469876744e-06,1.7009152631219671e-06,-3.348789879366225e-10
100,199.95824866375418,-9.859714722690374e-05,-2.1078145097799547e-07,0.02310670268788279,0.0001747976664608025,3.6114942967491084e-07,2.259820083441581e-05,-2.8901435435053586e-10,4.177762076448466e-15,-5.098289172228922e-19,-6.278572125130422e-33,-2.40457459097828e-28,1.9132475182152103e-23,-1.1809686707040467e-37,-1.2890088688128954e-42,0.0002097221239453578,0.0006576536459135813,0.0007819675503082849,0.0003138072414922679,0.00021027874599878097,-2.9762201135399527e-08,0.00035537225036311827,5.309359801294411e-05,5.789960431827458e-07,-7.387641803803563e-10,-3.53820376294687e-10,-2.8455372265475693e-09,-2.574314471418286e-09,3.1655695530641923e-09,-2.0552579468192577e-09,-1.1033700570418743e-08,-1.980158679794295e-09,1.9614540861657117e-09,-1.6206304264046788e-09,-1.2328589098257057e-09,2.356170116555706e-08,1.1102713996545543e-08,2.1280530347980963e-08,2.2564009090063732e-08,4.623321039688987e-08,2.4405867497035358e-08,2.0307317536723727e-08,2.7790092096372005e-09,1.3330780667464561e-08,2.1789160368178526e-08,2.5030466249266433e-08,1.8735995163030292e-08,2.2702430907582732e-08,1.2436906445261034e-08,5.0186667718537564e-06,2.3728852922584477e-06,-5.106944268396658e-12,7.999997171730814,7.999992959100232,7.999972266727209,0.00021905807172306195,953.1395012255673,1649.9178637003115,21.999986623056035,7.999539474717481,7.999993235881389,749.71413618916,7.999746309489443,7.999620981006804,7.999996153486058,7.999996430548367,8.000025765466846,7.999592287820639,7.999993119235372,7.999756207901683,7.999361846657477,2.7445838190279478e-05,1499.9999335037003,0.7912820289980314,4.103097761125232e-06,3.1315355415654755e-06,1.2111580593569172e-06,6.657633581451527e-06,6.268616932038321e-06,3.3504016698855227e-06,1.1992033624097403e-06,3.136238765710065e-06,7.089874436878039e-06,6.392716684928865e-06,2.875791251765761e-06,3.4593197337625435e-06,5.976722264067583e-06,6.969316701310097e-06,1.2417538136350493e-10
200,199.94295217769508,0.00017404135761069737,5.339060694662541e-06,0.04136843001587328,0.0006630567163804016,-6.206836604306837e-07,4.15815311246012e-05,1.311045133437105e-10,-1.6369209670391804e-14,-5.188286201781224e-19,-8.948269003487806e-34,1.0076996912857634e-28,-3.0123212120784876e-24,1.9623474544367176e-37,-1.6212062853261687e-42,0.0015433385694535386,0.00108534558368775,0.001116462509073332,0.0010857650123817365,0.0010159143573689644,-9.173127050916985e-09,0.0010648260947898715,0.00022166395564945192,1.1119703585183051e-07,3.3506916821152313e-09,1.1709472059177017e-09,1.4158679029320225e-09,-1.7118001775124973e-09,-5.484711471760135e-10,1.0483869150249957e-09,3.792939031555357e-07,-2.4850837268896546e-09,9.16306764293888e-10,-9.848985502291844e-10,2.232742957884596e-09,3.219730678407106e-08,4.1932149528167823e-08,3.8297313689963114e-08,2.678460744314725e-08,1.2986573330273512e-07,4.329614716568916e-08,4.8298660174691346e-08,-2.5955749703953547e-09,3.765401903156535e-08,3.972031468988892e-08,4.6445187097948395e-08,2.930270363904504e-08,3.2702383909441736e-08,3.271823550699972e-08,8.54273710992858e-06,5.471665615252401e-06,5.63646919293188e-12,7.99999273289033,7.999994128535114,7.999925039529544,0.00032063705756072374,953.2210711797081,1649.7278715646323,21.999938012046925,7.998594660614539,7.999988927595962,749.0450490961905,7.998533238463486,7.9986620807414015,7.999989914452288,7.999993998135558,8.00002820366274,7.998527617684688,7.99999403829194,7.998896945781447,7.998970430674926,0.00011661986138901065,1499.9999276111173,0.6753489323921988,1.1211803601453066e-05,8.54888561732162e-06,9.804514127518971e-06,7.894268267979036e-06,9.210304304264848e-06,8.171179397907303e-06,1.063418179437359e-05,6.019256350901694e-06,9.53655727050325e-06,5.723534298425555e-06,9.754020600126695e-06,5.326186784612656e-06,9.645963494334462e-06,1.0009162873184403e-05,-3.7233412866977807e-10
300,199.91955423355574,0.00027073125317507755,-7.605097757450859e-07,0.07872372387506796,0.00101805865262639,-2.1008295808954035e-07,2.2785134610963106e-05,-7.591374687413913e-11,1.6061848386523903e-14,4.617118261776099e-19,5.1941360491460286e-33,3.374424518502434e-28,1.6108624936127456e-23,1.582760351237153e-37,4.300141166582444e-43,0.001504600309200816,0.0015090686787703374,0.001622926411412941,0.0019136724352108645,0.0023121242568151447,-4.243003515196087e-08,0.0019051540108678301,0.0003912154776491004,6.361644099748463e-07,2.367195502427506e-09,1.0902815441758347e-09,-1.0090538521066267e-10,-1.431159245172669e-09,3.934329682012622e-09,7.578494227279857e-10,3.904796773460601e-07,9.13684052194483e-10,1.5857246141456363e-09,-1.0520476145891602e-09,3.3017451902574326e-09,6.281578638592801e-08,6.245940557684588e-08,4.626335211786614e-08,4.631918558832632e-08,1.4673096210131656e-07,6.372760963480839e-08,5.944155225635935e-08,7.930405330679733e-09,6.455145983876619e-08,5.442684503473228e-08,6.342856274534757e-08,5.3981006032262334e-08,5.320667948425128e-08,4.962305006145176e-08,1.3114517206176968e-05,7.3812127683368365e-06,-6.293628948647134e-13,7.999989827165543,7.999988029558265,7.999905395396291,0.0003875270259255096,953.2468664072703,1649.7128499685969,21.999927251878123,7.998164612502641,7.999989711760702,748.5704127878661,7.997605315069189,7.998081843069564,7.999989465448625,7.999989644231458,8.000055689806345,7.997655938962538,7.999985907924283,7.998254421333012,7.997873380915254,0.00014275560762567455,1499.999792522971,1.6778672924316012,1.498862085678283e-05,1.2779637647957545e-05,1.4553654945933748e-05,1.4141410637084681e-05,1.3989956651966053e-05,1.3191112005964348e-05,1.3552543731122233e-05,1.0219789306462343e-05,1.0320261967894142e-05,1.0487069636787018e-05,1.0774187207285353e-05,1.1821119926563001e-05,1.319597706728785e-05,9.641666451463316e-06,-1.387681479075491e-10
400,199.88995873065687,-2.0286533127694825e-05,9.792132541985438e-07,0.08960242414110738,0.001003629261671898,7.574222829553636e-07,3.562014959308038e-05,4.90864547711444e-11,1.5068149592902294e-14,7.329096400549756e-19,-8.446608179232028e-33,4.540200546630013e-28,-6.61672410696955e-24,2.3320889274124838e-37,3.170649397187396e-42,0.002942936847094519,0.0027898521841716985,0.0021613838927902434,0.002355563046785211,0.002091084837560151,9.007057296515729e-08,0.002799526877145527,0.0006031236965583162,-2.0741668603257613e-07,2.1493290012953216e-09,-1.373306880487957e-09,4.978942119572822e-10,-6.681090039978406e-10,-1.159333958892245e-09,1.7585975337302401e-09,6.318193932133797e-08,2.040822637506756e-09,2.6553447603306747e-09,-1.0117324744396184e-09,4.097328426027227e-09,7.936556557326619e-08,7.036260553128498e-08,8.344423788273179e-08,8.174613174043186e-08,1.7697236168954985e-07,8.395783133657663e-08,8.466596986154641e-08,-2.9749900005384767e-09,6.463265701406105e-08,7.311034452040024e-08,6.663148363205231e-08,6.913012560803534e-08,7.2004299802316e-08,7.257064984934322e-08,1.4619143696235177e-05,1.0192144672798357e-05,7.045935171009625e-12,7.999980438517277,7.999982461911091,7.999895883750541,0.0005551350959223861,953.2760493745291,1649.5284096324367,21.99988014801017,7.997925687973425,7.999981801908978,747.8168648869291,7.997891578440733,7.997367866344818,7.999986513454893,7.9999823496782145,8.000075999510077,7.996951735688605,7.999984922214077,7.997569571254246,7.997115036238454,0.00019849041658142716,1499.99978322901,1.8253280953239748,1.5120804468311457e-05,1.7724923788171042e-05,1.527867619095561e-05,1.507418012617903e-05,1.6490888172347758e-05,1.7770284159786963e-05,1.5866048621255412e-05,1.6310429589727548e-05,1.903013600995919e-05,1.4661545729804978e-05,1.7411993468213565e-05,1.7377656965700536e-05,1.4955359854248005e-05,1.8446679241021287e-05,1.2546160593383078e-10
500,199.86072007826712,0.0005567268358647111,6.7334201102237015e-06,0.1160274791991382,0.0014950921503913363,-4.704119004829843e-07,-5.270797829672362e-05,-9.730422885371667e-11,-1.7928403796315287e-14,2.2894128552582945e-19,-4.4639287345006035e-34,-4.110224520728661e-28,-1.6230014771551495e-23,1.110047659529397e-37,-4.140669261948844e-42,0.0036445020772407667,0.0029351003685569167,0.0033714655733148562,0.0033011258226761037,0.003566911274678135,2.775386898004337e-08,0.0032837003198301624,0.0007347985872918841,-1.5342523550717013e-07,3.4087031014539823e-09,7.332493941826184e-10,-3.5959356801936315e-10,4.517486022703589e-09,-4.034930319914653e-10,2.635291909684775e-09,2.1371170149628894e-07,4.097135851959225e-09,1.2866640864784682e-09,2.625681291246471e-09,2.232275539111486e-09,1.006988611084885e-07,9.260722258206425e-08,9.044326801350927e-08,8.777957645231457e-08,2.5521201061038333e-07,9.574686227914002e-08,8.687269066040595e-08,3.519181735966655e-09,8.802060234124812e-08,1.011201527021447e-07,1.0068716986649868e-07,8.799454961561625e-08,8.883252797609263e-08,8.391188158928808e-08,1.7692079742439126e-05,1.20567882738016e-05,-1.1609076614212991e-12,7.999977981734605,7.999982261741703,7.999861633024979,0.0005962222800274963,953.4718784174246,1649.4103964484573,21.999879243271256,7.99730854153523,7.999981678695477,747.3065773389856,7.996776595479641,7.997222166805237,7.999977090513957,7.999980458808909,8.000115581376681,7.996330425638442,7.999978526751272,7.996900432365955,7.997072803489666,0.00020364512310360093,1499.999709765774,2.5257607217286298,1.9428229849227204e-05,2.0370774806651204e-05,2.141468229956746e-05,2.1620047551142785e-05,2.0710716074527507e-05,1.826079327043273e-05,2.32880170425494e-05,2.1239443001626062e-05,2.347162604303677e-05,2.2615802062424492e-05,2.2213713932245654e-05,1.822922554206231e-05,1.7596512707987555e-05,2.0882963872403975e-05,2.269660407794746e-10
600,199.82771463127293,0.0007235407658798642,5.852095932245211e-06,0.149459336490505,0.001818283408389587,4.4451976752128707e-07,4.70052294522668e-06,5.12952998644959e-10,3.825102593162017e-15,-2.1426864970565416e-19,1.0725221626199101e-32,-8.828919447039296e-30,6.416109478628788e-24,-1.1760868204066842e-37,-1.6781460538744082e-42,0.0035002048787791725,0.0038186824898003634,0.00411609922026878,0.004301292963448837,0.0034631058534788624,5.848758490642677e-08,0.0034065482499701346,0.000820342142121413,8.289149843838069e-07,6.227648504330945e-09,1.1659422452550932e-09,2.5231748846721737e-10,2.693552232604848e-09,2.394118297437827e-09,3.823051853748156e-09,4.702920792808181e-07,3.87944437738996e-09,2.68535834728864e-09,5.477322557747955e-09,1.9858503559901424e-09,1.2173709273437155e-07,1.2028751086543621e-07,1.160192621078356e-07,1.0173739469004012e-07,3.194451325475629e-07,1.021179801381687e-07,1.0815938014301353e-07,1.1190096172164895e-08,1.1072886496139443e-07,1.1139499808520265e-07,1.0712344953622175e-07,1.0034910885638414e-07,1.1043624127560926e-07,1.0314756253312475e-07,2.2915383478978017e-05,1.4387756242081297e-05,1.3931710698007268e-12,7.999975680090203,7.999974136973027,7.999805340751002,0.0007034536872033819,953.5205896152148,1649.3620892663014,21.999857756468238,7.996192433377909,7.999973816376002,746.2557994746741,7.995952074558776,7.99656568640495,7.999974431427397,7.999976105077666,8.000140123934314,7.995974087655485,7.999977810197934,7.995727856784779,7.995968139611372,0.0002943040320489897,1499.9996660664,3.219463826903965,2.7527332468967212e-05,2.4515686171792652e-05,2.2761934451474608e-05,2.2289309199580825e-05,2.3043966721005197e-05,2.2187747820349498e-05,2.1939452395120237e-05,2.693875721064411e-05,2.3300529786225585e-05,2.4050161470931856e-05,2.376630403985742e-05,2.3260765782662374e-05,2.6533200493564796e-05,2.351173112517803e-05,1.7269226025901314e-10
700,199.816755968207,0.0003090444413366687,9.427256020047508e-06,0.1503418445414647,0.0023180927478035785,-5.48585224372373e-07,2.656225331096632e-05,3.0614213715025987e-10,1.7615863378368173e-15,2.457269361557636e-19,1.0929786623656878e-32,-5.520176248294587e-28,-6.291277474254953e-24,-3.8474460148112406e-38,4.388008695122185e-42,0.004779535122118069,0.00426945787372968,0.004663301704938773,0.00469189321852807,0.004133160150170605,7.54375710451646e-08,0.0046906485698389,0.0009730882079576006,8.544196610865167e-07,5.8403200832629706e-09,2.8821241929201616e-09,4.985790921310588e-09,3.786352177507768e-09,7.530934762901375e-09,1.9016137791328052e-09,4.279226056430309e-07,4.202582190179626e-09,4.430861549510512e-09,1.8061255612356452e-09,7.0873292516497025e-09,1.2051019437148726e-07,1.355920040156011e-07,1.2286726819753388e-07,1.3766637839023782e-07,3.417810714240281e-07,1.279169893331229e-07,1.284997838261447e-07,1.000655991133495e-08,1.321899403351247e-07,1.3527550713814166e-07,1.3975742376441812e-07,1.4007981132659605e-07,1.2272931380063734e-07,1.397360884022996e-07,2.6656649245398884e-05,1.6709400201284362e-05,7.820705270248758e-12,7.999970649244356,7.9999694198772815,7.999770179852961,0.0008610849185712866,953.6306049055441,1649.235892683492,21.99981251087684,7.995948730714258,7.999972785185118,746.1782567594363,7.995389168721731,7.995649353534944,7.999972405206618,7.999969592618125,8.000143855313107,7.995347220331097,7.99996799657199,7.9958451497509175,7.995480504504027,0.00029592393519468517,1499.9996046065928,3.516633496168689,3.168868235716338e-05,2.7879954925229492e-05,2.7863450193640912e-05,3.065714644615742e-05,2.896268961735967e-05,3.113095145854217e-05,2.8528105579784134e-05,3.128367214497509e-05,2.784447630066635e-05,2.8186287001527593e-05,2.6478676011098038e-05,2.662671213352129e-05,2.971363211979129e-05,2.862178398371182e-05,8.088963111609698e-10
800,199.76589633477712,0.0008039598195013844,1.2999100601463578e-05,0.18224709051866553,0.002277591054722752,1.3253687042937926e-07,2.6059821960981577e-05,4.726067282571752e-10,1.775328379237614e-14,-1.0038263822791136e-19,8.590345708047362e-33,4.591928385696277e-28,1.4602672455051104e-23,-2.445523059870843e-37,-3.492437976742794e-42,0.005399437750071399,0.0055103310920193525,0.005559859803380838,0.005210612697081915,0.0048514442252904225,1.0013584278421074e-07,0.005416541869463468,0.001218901360513845,7.234041351112385e-07,3.3330878516218334e-09,4.1341804992072066e-09,7.36219853249861e-09,6.537899426401148e-09,7.941433516669492e-09,8.125981187166485e-09,4.87996550213771e-07,5.463690892249872e-09,4.061339382823212e-09,5.856212265784868e-09,4.72140357343595e-09,1.4220713536688294e-07,1.4007421518487897e-07,1.4220022046165206e-07,1.4122905106033675e-07,4.2462619156279057e-07,1.5619486649239012e-07,1.5456174259873286e-07,1.7683665815770305e-08,1.4775390755029713e-07,1.3983258357749296e-07,1.482946405843784e-07,1.3976355944039466e-07,1.4839651397743617e-07,1.4867089863503044e-07,3.1983805645899604e-05,1.7821802759357395e-05,8.974194288672361e-12,7.999967318133067,7.999969135945371,7.999767392673985,0.0011000568651577543,953.7016724147185,1649.197146719269,21.999783727923184,7.9951241444695516,7.999966663447587,744.9243281824188,7.994476989137572,7.995222873440548,7.99996781951379,7.999964072957672,8.00015284307808,7.994781426114267,7.9999648532453005,7.994867973365034,7.994780641846935,0.0003546487408709584,1499.9995265420362,4.18990684948764,3.583872463334509e-05,3.0417761273652454e-05,3.49026600542218e-05,3.505081936303949e-05,3.533767224861414e-05,3.209385493867351e-05,3.320174929212455e-05,3.2901357708562426e-05,3.23293886131044e-05,3.0512857974808484e-05,3.423029123061355e-05,3.400986904289639e-05,3.14204316251323e-05,3.1595795304752405e-05,3.2065038923773146e-10
900,199.76185176934368,0.0005433515199752627,1.4696482057465536e-05,0.21261496079042203,0.0025064083370225213,-1.2068831009354215e-07,1.3098999943774147e-07,8.816931619497787e-10,-2.3431418982181353e-15,2.5438994288151954e-20,8.577622268652966e-33,-3.1107374331837162e-30,1.7096433186029214e-23,9.364262110516972e-38,3.832021367507589e-42,0.005411185280247496,0.005304531720799552,0.005873772216001207,0.005535317145575005,0.006015724671969923,1.9612502328257876e-07,0.006126387344863866,0.0013702833213202284,1.21530118598794e-06,4.9282965357120156e-09,1.0589369893207664e-08,6.407688888928472e-09,6.635262079486504e-09,9.262584719947192e-09,7.07809304817064e-09,1.078246656088112e-06,6.885584221763167e-09,5.2927290657179275e-09,6.474724161239352e-09,8.314964993179129e-09,1.703806953702674e-07,1.6677389531999856e-07,1.6827587610574242e-07,1.7381217896741698e-07,4.5396728856043177e-07,1.692839362886889e-07,1.6329404412732423e-07,1.1030861999278327e-08,1.590221778833522e-07,1.70577860552329e-07,1.6516324136978982e-07,1.5946112163954756e-07,1.7212629245575276e-07,1.6600659438972846e-07,3.3734930548199354e-05,1.992789138880151e-05,8.867384210526112e-12,7.999961910905135,7.9999656391463105,7.999728234469329,0.0012691065024716924,953.7483283104912,1649.00436161261,21.999759767690048,7.9951654849444775,7.99996492259711,744.4036531444528,7.994158024599873,7.994612254705687,7.999964731091902,7.999961767311299,8.000193269087386,7.994542573772783,7.999962841753266,7.9946220296525174,7.993883397583734,0.00039697492245927604,1499.9995195654437,4.453872014940413,3.5513294647073596e-05,3.981921055279441e-05,3.892076918711779e-05,3.913602831928608e-05,3.976573829247461e-05,3.430165345866197e-05,3.4936383506332274e-05,3.64250466880778e-05,3.7614279343579046e-05,3.7096478011636294e-05,3.998464660537757e-05,3.5096805143475644e-05,3.478822767445337e-05,4.00239191047385e-05,1.1008583916120376e-09
