miliseconds,s51,s52,s53,s78,s85,s211,s213,s482,s483,s484,s489,s490,s491,s492,s493,s494,s495,s496,s498,s499,s500,s501,s536,s107,s108,s109,s110,s111,s112,s113,s445,s446,s447,s448,s451,s517,s518,s519,s520,s521,s522,s523,s524,s525,s526,s528,s529,s530,s531,s533,s535,s527,s1,s2,s5,s6,s7,s17,s18,s20,s21,s22,s23,s24,s25,s26,s27,s29,s30,s31,s32,s33,s35,s200,s381,s383,s385,s387,s389,s391,s393,s473,s474,s475,s476,s477,s478,s479,s502
1000,199.7213224708183,0.0013641311455571846,1.425423335439972e-05,0.2102916782215527,0.003167189571836549,-1.2492048048914642e-07,8.214521408009799e-07,1.3397077033076417e-09,8.79747550444452e-15,-6.092649401938211e-19,-1.2886830471575275e-32,5.810653988371619e-28,3.4170601256349966e-24,-1.8281014008661324e-37,-3.547316638674169e-42,0.006758600233739205,0.006781572302890733,0.006643601480587806,0.005952341205230807,0.006314659217020723,2.407039720624044e-07,0.006285039914094509,0.001400911007712749,2.51549856295946e-06,9.126083775531081e-09,6.6061723398058874e-09,1.1986350113755368e-08,1.1711797675176552e-08,7.714093162399573e-09,7.36913348055961e-09,9.324386362640497e-07,1.2143579383390262e-08,1.179254850756565e-08,1.0738743784703418e-08,1.1421625135700258e-08,1.9132922568357475e-07,1.7564819739375773e-07,1.897417599029764e-07,1.841355481006055e-07,4.908769942120589e-07,1.790447716770828e-07,1.721323720262878e-07,2.4450315384771435e-08,1.8608429778353388e-07,1.787625526189215e-07,1.8591477982618993e-07,1.749772378817107e-07,1.9032189386600427e-07,1.9101585117270878e-07,3.701675004851492e-05,2.235644119063296e-05,1.737421454616534e-11,7.999956484451443,7.999956731574895,7.99969678159649,0.0012926337830490944,953.8691770713417,1649.015028901346,21.999738245955104,7.9946804681220796,7.999960954241258,744.0932285863279,7.9932151692117115,7.993491380683517,7.999958230874866,7.999959128838745,8.000205270106745,7.993371721770625,7.99995556494829,7.993954723301263,7.9938378929913005,0.00042858534134889825,1499.9994436857905,5.208720638697556,4.1724678959654275e-05,4.11012248285924e-05,4.297504393168749e-05,4.280284900901094e-05,4.2106647373119975e-05,4.3326942449738766e-05,4.2724176374547636e-05,4.2198030861446345e-05,4.280095897334168e-05,4.181258998300691e-05,3.916648858476131e-05,4.147891981271855e-05,3.914570005077185e-05,4.3100404023945455e-05,9.92885273937101e-10
1100,199.6873566658252,0.0012940307641378448,2.114527400622698e-05,0.2367660132232126,0.0032676976568327106,7.448544178370944e-07,5.7022442704404586e-05,1.3103904044448482e-09,2.5343421263524162e-14,5.936093500538442e-19,7.518452817419566e-33,-2.967171471021333e-28,1.16845351891543e-23,-1.1585404237664133e-37,3.5454411096703014e-42,0.006598105454009035,0.00712147727575318,0.00662467777354061,0.006646780628883419,0.007167770121374769,1.4932963846362522e-07,0.00693067725272864,0.0015793095467410178,1.8762368204353968e-06,1.4100258966895392e-08,1.4289110810816502e-08,1.3609065171068591e-08,9.86200661832727e-09,9.085424716412773e-09,1.049855613599458e-08,1.2426315054545124e-06,1.2400216439122762e-08,1.2772219893089836e-08,9.658276962417736e-09,1.3262465093074838e-08,2.004775274254478e-07,2.0109255449006598e-07,2.0115745481967594e-07,1.9608023609546236e-07,5.406720335953899e-07,1.9088197656720507e-07,2.084818867631497e-07,2.2565461390098637e-08,1.9014442153409536e-07,2.0620171931758142e-07,1.9940173313154463e-07,1.967610297425842e-07,1.9956276494401014e-07,2.0063333773024894e-07,4.335284296956801e-05,2.3450722755420445e-05,1.4189626428607498e-11,7.999952322974031,7.999953993801421,7.999683931372917,0.0015455998474035375,953.8802798991996,1648.781560272809,21.999728616825056,7.994021308659436,7.999954178898416,743.3199165907159,7.993392809493922,7.992480157589028,7.999956582667691,7.999956443367338,8.000218765338174,7.993343330678864,7.999953476809644,7.993233114804945,7.993310044128252,0.0005112463135799721,1499.9993775834416,5.752587877508459,4.732074912052274e-05,4.792322944347398e-05,4.226515599206839e-05,4.399358182722595e-05,4.544256779907873e-05,4.7233972272949244e-05,4.3080582618594897e-05,4.6858901620642815e-05,4.4033692371441365e-05,4.3247796085418237e-05,4.537542650856808e-05,4.7696213466186214e-05,4.481139610146973e-05,4.255573663330469e-05,9.49963958277657e-10
1200,199.6702444136407,0.0019016698755530638,1.9987775513282217e-05,0.2838185088536407,0.0037737914733476175,1.421252904979252e-06,0.00010601529852367643,1.2351275684573669e-09,3.1096062787237824e-14,9.31653979915995e-19,1.2204008509504003e-32,-1.1791355278302166e-28,-1.4129246909032933e-23,1.2953858747682707e-38,-1.815428547732659e-43,0.007244079470911191,0.007438123629481812,0.007686856438861002,0.00800856392072153,0.007902484903377499,2.271731749724501e-07,0.007570144000929264,0.0018351887107750627,3.0277489482725955e-06,1.4932834665863832e-08,1.3432755558440348e-08,1.2507727664902921e-08,1.149320249612928e-08,1.2193322552270477e-08,1.4127141613454798e-08,1.8730478273855485e-06,1.2795582089185125e-08,1.5836741229615182e-08,1.1388584098640706e-08,1.2249736323356607e-08,2.0668759606288608e-07,2.2228187319246555e-07,2.1297343070259272e-07,2.06112329414399e-07,5.830000365532993e-07,2.0841069598708204e-07,2.0602799715301532e-07,2.7380530350379888e-08,2.1851331058366304e-07,2.0709593991308128e-07,2.1355399076851791e-07,2.221394153569728e-07,2.171990565492642e-07,2.136910683727747e-07,4.5384288389403366e-05,2.674624124074571e-05,2.02698997365488e-11,7.999948524896536,7.999951350327454,7.999640510552437,0.001531678853013487,953.9402714485683,1648.8124202182726,21.999699886053566,7.993120573501401,7.999951531275046,742.6945661363626,7.992747638283898,7.99226848420732,7.999948462838625,7.999952468048237,8.000251767833868,7.992072690002697,7.999948148425606,7.992358390959645,7.991840135023506,0.0005111576636882033,1499.9992758431033,5.970827144818188,5.221457926286258e-05,4.9261912800806866e-05,4.872569843609512e-05,5.221291091010545e-05,4.7875611405566405e-05,4.916099356972981e-05,5.1587541062257246e-05,5.124464006318876e-05,4.899189271222454e-05,5.042630476616264e-05,5.098848193599928e-05,5.197135202186316e-05,4.7596483568213e-05,4.891856553006554e-05,1.9422227457560655e-09
1300,199.66601988105643,0.0020528151727283585,2.1506154445201915e-05,0.28056849738184725,0.004085104248721638,7.15270204951672e-07,0.00011229463529031376,1.7883728204430148e-09,4.200944084055179e-14,2.4565983014670674e-19,-6.255082441365123e-34,8.837170946793327e-29,-2.867416860320351e-25,-2.2375742623318687e-37,-4.02814745759764e-42,0.008664970423484696,0.007939459586649718,0.008185015052955958,0.008393315931286116,0.008585806354896695,3.15841211349967e-07,0.008238832480841724,0.0018339840356848326,2.9713131168215715e-06,1.625490641424618e-08,1.7658155943725922e-08,1.554815264880099e-08,1.5467406838503914e-08,1.6036715107616732e-08,1.3933243955777961e-08,1.6264221154927676e-06,1.3249690137850607e-08,1.6357114346367487e-08,1.7387901794096834e-08,1.834701204330255e-08,2.220768753849282e-07,2.225113015756148e-07,2.4162382766609975e-07,2.2397468095159553e-07,6.220788879933307e-07,2.2240838653302615e-07,2.263008862916482e-07,3.2201761615358914e-08,2.2306446437577683e-07,2.31655221387418e-07,2.2547936348694222e-07,2.3195592074354195e-07,2.316829970409363e-07,2.2302526904445538e-07,4.646031227863958e-05,2.7519919207095374e-05,2.518282245770855e-11,7.999943507561944,7.999948306832406,7.999616009284949,0.001644332697248027,954.1078347932694,1648.5764435305286,21.999673564759515,7.992459201582434,7.999945554139088,742.3769666038127,7.991481991791006,7.9912322081637726,7.999944453786888,7.999947835353294,8.000288569616641,7.991456865232696,7.99994705286713,7.991409644561667,7.991563712777683,0.0005564453117187364,1499.9992591578182,6.922184220078703,5.6018514833945486e-05,5.06053128575668e-05,5.43567648010434e-05,5.4567017530875434e-05,5.2202293014787116e-05,5.6213181973645806e-05,5.1483176421358515e-05,5.517211016793663e-05,5.1126795645917686e-05,5.346687119653341e-05,5.167805411247844e-05,5.457248360663903e-05,5.1708128288194785e-05,5.612119287725705e-05,1.8746255124741814e-09
1400,199.63612128337212,0.002402091488658349,2.7760150933374426e-05,0.32981533677862007,0.004272848355585676,9.209736033076898e-07,0.00013114090272785993,1.8715736893725443e-09,4.402164520549859e-14,4.167947722750559e-19,4.220513805379325e-33,2.8416035660725847e-28,1.61756160474885e-23,6.38067088277804e-38,-3.181953087715032e-43,0.008533766481500123,0.008628104938381285,0.009398647987129633,0.008632990310223144,0.008905777444865282,3.7377917448240154e-07,0.009239533707288805,0.0020080913613609716,4.359112149525708e-06,1.6077097861069865e-08,1.8462912982726685e-08,2.038655293478408e-08,1.648620399899464e-08,2.007104306128476e-08,1.932800046225693e-08,2.0426476170527206e-06,2.101209787769434e-08,1.802131556181953e-08,1.8826098160861993e-08,1.5272013806609107e-08,2.597426111990482e-07,2.4987415669548275e-07,2.4258325546983054e-07,2.524358439987388e-07,6.590392592160151e-07,2.406814738922961e-07,2.405136529939428e-07,3.9480219991570637e-08,2.3994242865932307e-07,2.5283487194078e-07,2.513680883786589e-07,2.487203667841147e-07,2.579757544094663e-07,2.5821832598313807e-07,4.928440573748324e-05,2.902216100577769e-05,2.7303832904481966e-11,7.999941736672307,7.999942959671801,7.999563074451024,0.0019611900025064796,954.1013248747053,1648.4808599375494,21.9996429861914,7.992151454346628,7.999943506852558,741.9355222025835,7.990789098475574,7.991060814042802,7.999943641342186,7.999944759360211,8.000280587676604,7.990972486024842,7.99994124636179,7.991249845962623,7.990727596953032,0.0006252972193400695,1499.9992356217535,7.340662783190136,5.7515844478858967e-05,5.560873979745637e-05,5.573958435355798e-05,5.585921629996063e-05,5.748968658296953e-05,5.749443851551959e-05,5.782152837734541e-05,5.927959764480425e-05,5.998521033442703e-05,5.9415747695874784e-05,5.788467244005067e-05,5.7116758876105124e-05,6.022090210086385e-05,5.829802904857478e-05,2.475378339298135e-09
1500,199.6003527060138,0.002622035960554892,2.8444856324132162e-05,0.3340135895678093,0.004699428776582723,1.5573961799842422e-06,0.00013966010618229503,2.2719330137673904e-09,5.2845812430008035e-14,3.9065587760552864e-20,-2.5875759826781765e-33,2.999705988094398e-28,1.8629022877939306e-25,-1.1469855733784754e-37,2.5102066786246442e-42,0.009144683011713452,0.00978228981296901,0.009558651125616144,0.00919909031652035,0.009226996286649048,3.312296952397484e-07,0.00960192675732922,0.0022864178606721622,4.547112780564293e-06,2.1707920089067727e-08,2.162290506071536e-08,1.7748731802081884e-08,2.0632195773113743e-08,2.2173625951220035e-08,2.3146068455324787e-08,2.391886780968322e-06,1.8104294227770487e-08,2.271051630458965e-08,1.8792768753143303e-08,2.2127955412034542e-08,2.555383873982279e-07,2.6041394604210226e-07,2.741960464403419e-07,2.636623274584757e-07,7.113801198152783e-07,2.6488113388607964e-07,2.72026760745957e-07,3.4759098265288084e-08,2.722183954982831e-07,2.652852496970757e-07,2.7343415724414785e-07,2.7663811625624765e-07,2.6012806779197625e-07,2.559423384674609e-07,5.391253516398828e-05,3.2669033757756724e-05,2.921551164142727e-11,7.999935619470096,7.999937653042328,7.999537974448542,0.0020960417744393927,954.2001572440389,1648.5037138465214,21.99962192772615,7.9911496889348905,7.999941064571605,741.5655327008394,7.989902385308769,7.990029680176906,7.9999403218247185,7.999935868924561,8.000325817265535,7.990543960181404,7.999939764439507,7.990782047357074,7.990080819464725,0.0006709207928464168,1499.9991329722322,7.632635106745219,6.33046825656365e-05,6.357727002240772e-05,6.172816226608611e-05,6.433972467217704e-05,5.917922284708043e-05,6.428309334120839e-05,6.417125797120995e-05,6.303902697231059e-05,5.9960123042565464e-05,6.331407884493759e-05,5.893030856429484e-05,6.22801874316415e-05,6.052913368484771e-05,6.22640049050386e-05,2.7246504768110555e-09
1600,199.57076840714942,0.0029523089082920157,3.151029611270864e-05,0.3519837052820702,0.004754263328960307,2.6954365067064824e-06,0.00013090312185084889,2.2852757016380605e-09,4.4243941205429395e-14,6.700168738593139e-19,-4.1305594139289896e-33,-1.264063492069126e-28,6.105972687484486e-24,-1.6792284576909659e-37,1.4923564108163903e-42,0.010009430049496247,0.01022162284214904,0.010162753260119794,0.01006194974254503,0.01049237090132183,4.07815901968657e-07,0.009750939386632679,0.00243800149777914,4.215522468114345e-06,2.0528373697267364e-08,2.2082127787074108e-08,2.539677825578435e-08,2.512054039404283e-08,2.252349145715316e-08,2.1657910093751445e-08,2.8869742082189505e-06,2.5509356505943104e-08,2.03100040821245e-08,2.570344699256528e-08,2.3603552688945064e-08,2.8828712088617257e-07,2.762671615068446e-07,2.755597128664011e-07,2.829122440833966e-07,7.704748252090421e-07,2.82924880109493e-07,2.9201488914962316e-07,4.9145735291180996e-08,2.8734987495595774e-07,2.820789403012786e-07,2.8244083646425425e-07,2.918345039198612e-07,2.799621666396834e-07,2.834566146226039e-07,5.8981401889110664e-05,3.281704267220516e-05,3.6779322780277195e-11,7.999933851943453,7.999934212151409,7.999514084432352,0.0021031296987967137,954.3611959395579,1648.3861189532458,21.999574847822803,7.991322777527299,7.999935874059708,740.7294900470971,7.989624364861932,7.98962074479401,7.999932198674921,7.999936132750345,8.000351854528391,7.989411120130793,7.999933349300639,7.989392813943165,7.989968679689074,0.0007342036366934498,1499.9990828854357,7.950420612490449,6.323575816611459e-05,6.592657186665262e-05,6.301408261005893e-05,6.289824211487568e-05,6.648439522591273e-05,6.431727350295245e-05,6.758690877771276e-05,6.324337042438401e-05,6.851588683496072e-05,6.441926559319732e-05,6.623523585347966e-05,6.46948597594214e-05,6.762186726006644e-05,6.865716285945364e-05,2.765009100628705e-09
1700,199.5612376500604,0.0032101433479648353,3.802432348532286e-05,0.3800310428527741,0.005115046244280428,2.903719312381841e-06,0.00019639737590363988,2.5899662956091917e-09,5.968780611117564e-14,1.429453291843588e-19,-6.31581678360856e-34,-1.1753576684678323e-28,1.0344460312969334e-23,2.2748265401222443e-37,-3.275264722963595e-42,0.011016281683059306,0.011080257081982623,0.010548317098552001,0.010879450456222736,0.011243873247670722,5.125398415371471e-07,0.010756546861726151,0.002534688136272936,5.747288460826911e-06,2.427722827617185e-08,2.875107714053339e-08,2.5087520000286822e-08,2.3735775750171857e-08,2.4124680514504124e-08,2.832847013845268e-08,3.0540454670967013e-06,2.5406969432210526e-08,2.3975980898169973e-08,2.358926887960067e-08,2.9067970659252198e-08,3.027008409535215e-07,2.953729521104607e-07,2.9377608232248165e-07,2.915887334418489e-07,8.243349934919157e-07,3.055506015518174e-07,2.897406497031531e-07,5.2494109133796224e-08,3.0270541548502994e-07,3.0254210232337405e-07,2.946625226916949e-07,2.889136604825452e-07,2.8994823821017845e-07,2.9129294538537426e-07,6.286541197731405e-05,3.5057385003691776e-05,4.3385848378281765e-11,7.99993239747651,7.9999303928501035,7.999494853354888,0.0023480013259930786,954.3963450903407,1648.2658214902167,21.99954482540338,7.990767237150364,7.999930115582074,739.9567232031777,7.989326194473243,7.988782340559706,7.99992812323459,7.999929457749913,8.00036424718493,7.988691588145727,7.9999299710359395,7.989525029599976,7.989461278659944,0.0007454483135590739,1499.9990128768432,8.495927399391386,6.743621983336764e-05,7.237207458754907e-05,6.802520362290406e-05,6.986120039244572e-05,6.90244559241673e-05,6.725309680912386e-05,6.938546377598477e-05,6.84726581200613e-05,7.259997580477853e-05,7.209923157195401e-05,6.706205185967013e-05,7.138411205411205e-05,6.732804182761725e-05,7.011723679834256e-05,3.037412975688285e-09
1800,199.52392706451596,0.003200577113644896,4.31519225774906e-05,0.4183579799348009,0.005320588627845514,2.9754077667845434e-06,0.00023499353333625923,2.9310658217442583e-09,5.44166419873978e-14,1.6506700825305428e-18,-3.4862635620893815e-33,-1.972394135160177e-28,1.1400424802421426e-24,-1.6626658782756639e-37,-1.948148787073614e-43,0.011449171587240542,0.011964880039967048,0.011699175051672603,0.011827915668285206,0.011392565311111054,5.340056807788308e-07,0.011300420988764883,0.0026983051534274693,6.584791684385905e-06,3.117800318427295e-08,2.9640530123492983e-08,2.8904481001581453e-08,2.7983833654463948e-08,3.051794624679537e-08,2.9947966608459706e-08,3.79770295137584e-06,2.7528112702799607e-08,2.9282880530833893e-08,2.926118087701743e-08,3.134359505858333e-08,3.16980343816026e-07,3.129425212894401e-07,3.093028897246137e-07,3.253379188550119e-07,8.539654768733303e-07,3.14610986617985e-07,3.168395597541402e-07,6.1377892583671e-08,3.051604269959585e-07,3.2295962696409485e-07,3.249509523188444e-07,3.0390673563669967e-07,3.096630381973328e-07,3.118810567851961e-07,6.663611052964177e-05,3.847280511491025e-05,4.426818814011652e-11,7.999927324029696,7.999924391830104,7.999454030014529,0.002380486404956721,954.4602205390057,1648.1620898704928,21.99953808721922,7.989444862662519,7.999925495049124,739.5026737290199,7.988815830368286,7.988691240661386,7.999922804902871,7.999924401534905,8.000367157453494,7.988574857939059,7.999923313319253,7.988080321855154,7.9884130709278125,0.0008160891585523802,1499.9989819562145,9.148796389252501,7.152043183690791e-05,7.500418453501786e-05,7.321756284005294e-05,7.250652491998417e-05,7.549225476365276e-05,7.287740520760166e-05,7.578176572287063e-05,7.44053451274836e-05,7.591803485600742e-05,7.134604550611205e-05,7.260087915002953e-05,7.578155457011501e-05,7.188766104450536e-05,7.161808774746517e-05,3.7085272658710484e-09
1900,199.4993249753522,0.004007430192609389,4.9166421093552825e-05,0.420951801055425,0.005469005606907151,3.1199517657487204e-06,0.0002433418165978881,3.504613200834336e-09,6.747155906051657e-14,1.4841471276842982e-18,-6.7029944169017e-33,1.5977579453883413e-28,2.4760877967603376e-23,-1.2932732326688789e-37,-4.519460138509971e-43,0.011790086630086346,0.011828484781311372,0.011851986100991677,0.012248178110684753,0.012332633955783332,5.740912435857361e-07,0.011961304137267832,0.002865882901683043,6.22119068594297e-06,3.4754006442078086e-08,3.184314823422203e-08,2.9294505953020274e-08,3.5459137264101214e-08,3.5486302772529856e-08,3.073131532515817e-08,4.10647342122037e-06,3.116180641019667e-08,3.303404090779014e-08,3.217377781247673e-08,3.101928832469477e-08,3.381966804562992e-07,3.336712055876948e-07,3.367998924184639e-07,3.20182897553866e-07,9.248514073194487e-07,3.210284025608412e-07,3.3937014563896793e-07,6.770835072683754e-08,3.3784280863502487e-07,3.3345081230364844e-07,3.2004724163972715e-07,3.316748778306851e-07,3.385914161135108e-07,3.19781117228249e-07,6.608775640287593e-05,3.9589932187999084e-05,5.558703295484071e-11,7.9999212481008035,7.999924362470122,7.999428993428731,0.002547988131002594,954.5980627829782,1647.996894247695,21.999501633481938,7.989369365333353,7.999920407890534,739.3796824310878,7.98771137180683,7.988213918739354,7.99992136216384,7.999920934539955,8.000395012134293,7.9882338361403535,7.9999199794422164,7.987785646638434,7.98817178443285,0.0008433823093617208,1499.9988673986409,9.445878829801478,7.662174300550084e-05,7.84973737640776e-05,7.577171279183092e-05,7.594147745978926e-05,7.623833243012208e-05,7.740711561602729e-05,7.614508033525972e-05,7.82944347499212e-05,7.539047600995158e-05,7.685806557932385e-05,7.727259630815832e-05,7.536247864755616e-05,7.70679134091991e-05,7.784330691132591e-05,4.499246655796616e-09
2000,199.48410956305054,0.003937100824142991,5.5137657811299176e-05,0.46344751221754416,0.0059820803075684445,3.969392855359133e-06,0.00029667690265815314,3.760051232212037e-09,7.443998135236078e-14,1.1357962184367616e-18,-1.3048011937798028e-33,-1.379721878207883e-28,1.8095471647856102e-23,-7.180496303257573e-38,-3.628589078977343e-42,0.01245624752936107,0.012649336139433998,0.01263968465466522,0.013213369399605405,0.012500503325226203,7.341304967817678e-07,0.012386987651750447,0.0030022928689675712,8.080807776035301e-06,3.801908010060111e-08,3.4040398862070886e-08,3.610242116429311e-08,3.8240551050476034e-08,3.536215251287933e-08,3.305943026424551e-08,4.041577336554384e-06,3.6400180293511666e-08,3.382374311028154e-08,3.868201385620741e-08,3.80888615715157e-08,3.4288728283036557e-07,3.513927448028009e-07,3.3694790253683135e-07,3.540608476122746e-07,9.507549266305933e-07,3.409895293868923e-07,3.4022873694341443e-07,7.36543967936808e-08,3.535898982333389e-07,3.4126076936889244e-07,3.526156385729502e-07,3.367834689286351e-07,3.4087189952129654e-07,3.46991149801996e-07,7.299669714862749e-05,4.123772185540814e-05,6.301747576821554e-11,7.999914374865994,7.999918045802904,7.999415057986086,0.0026449144456449263,954.6988874276234,1647.871047416288,21.999461656207036,7.989113323173998,7.9999176618509225,738.6639192899513,7.987224988557776,7.986842271202794,7.999915735507909,7.999917418720365,8.00041011013348,7.987467042657112,7.99991361968078,7.986973176572678,7.986685934664822,0.0009007910371872177,1499.9988511624342,9.81613731402259,8.42649818660016e-05,8.36129712296063e-05,8.436018526295069e-05,8.461982028005632e-05,7.995038140334393e-05,8.166684733683722e-05,8.263903357030033e-05,8.335036950889141e-05,8.05578486523414e-05,8.113237726361416e-05,8.431359145982273e-05,8.198071413873469e-05,8.111514964189764e-05,8.36300001657178e-05,4.794041555572073e-09
2100,199.44199379317465,0.004934374172150379,5.9688767224246274e-05,0.4757489780259234,0.006150734190559053,4.5447755235182185e-06,0.000303980334684961,4.522194209803843e-09,1.1301081255456553e-13,2.012833014432366e-18,-1.0663196143352125e-33,4.9466764302138895e-28,3.609126658410955e-23,1.1374812840491716e-37,1.5588344401695915e-42,0.012938386812639776,0.013300276480039383,0.013095876261685185,0.013107015368263808,0.013013739727654797,7.7997991512806e-07,0.012955446915864659,0.002964871296980413,8.347909092798205e-06,3.96248682693466e-08,4.238338680190707e-08,4.174451425496764e-08,3.846235931119431e-08,3.8681886514831256e-08,3.937367390939825e-08,4.545835556040604e-06,3.623806236682518e-08,3.897383482917128e-08,3.952713274988837e-08,3.9765023748495834e-08,3.620164064293795e-07,3.592354065100946e-07,3.5503957875474684e-07,3.6152566014423194e-07,9.848251916076304e-07,3.605156219697541e-07,3.640500706163062e-07,7.494163920104662e-08,3.65276189120627e-07,3.679813802633558e-07,3.648425723001229e-07,3.581336502005669e-07,3.726245716849011e-07,3.604428103309838e-07,7.694831876263275e-05,4.429975558359116e-05,6.60567038865891e-11,7.999910479952973,7.9999112914876465,7.999357808169728,0.002854531280721582,954.7262979701812,1647.8826078679908,21.99943375578998,7.987996807826104,7.999915619922086,738.0756156793326,7.986235878262904,7.986079503735996,7.999911042288421,7.999913292880114,8.000446122573283,7.986899549098581,7.999914565734192,7.986268004563946,7.986696765989942,0.0009011512043928838,1499.9988003846545,10.883528992156293,8.52111421422877e-05,8.908213465871895e-05,8.758891501845646e-05,8.827734393497605e-05,8.706077371193414e-05,8.814130984228323e-05,8.743105302627915e-05,8.620181154195885e-05,8.851797648851985e-05,8.795605998176804e-05,8.649692623855392e-05,8.52578402365629e-05,8.655749596781585e-05,8.466232457058093e-05,5.180135396913909e-09
2200,199.40002091052273,0.004794811021587858,6.757849039773217e-05,0.5067649612521097,0.006451712533809845,4.329607463507812e-06,0.00036455200414636194,5.196221295927948e-09,1.0019598101245301e-13,1.4940711627754369e-18,4.564171585798316e-33,2.9009604262067226e-28,1.2916246482556513e-23,1.7195337571268604e-37,-1.5103718212086323e-43,0.013974894986974677,0.013591580362028764,0.014090589922798324,0.013709026674968127,0.01446841106192524,9.026875505213651e-07,0.013730288303096043,0.003236121221662148,9.51010105420425e-06,4.3918721624536706e-08,4.5603055093110066e-08,4.5570726828063244e-08,4.553302290209504e-08,4.2185506170037225e-08,4.3227190731547e-08,4.944735202567021e-06,4.277773663609171e-08,4.119659026163272e-08,4.527910218584262e-08,4.377152790311551e-08,3.740502212873297e-07,3.832069944334011e-07,3.81709143968112e-07,3.768131458348948e-07,1.064030265950647e-06,3.7139209199984977e-07,3.8267719563791795e-07,8.770820550296731e-08,3.7925762326953274e-07,3.7245693516406053e-07,3.7769173267924443e-07,3.676252463249329e-07,3.6857792559690404e-07,3.877843244975872e-07,7.837615614283196e-05,4.56185131588351e-05,7.330415001545561e-11,7.999907285464271,7.99990989585813,7.999356611219856,0.002926249716480508,954.8594190601577,1647.7826269163352,21.99941916109882,7.9879246255639105,7.999909768144448,736.9400432990285,7.985820248551642,7.9854409448230985,7.9999103490088315,7.9999066854989875,8.000473093644395,7.985946438875609,7.9999073898908195,7.986267323298315,7.985547598534563,0.0009505311602593623,1499.998712519498,10.946740488188562,8.833004183674509e-05,8.879022383565378e-05,8.798545313688711e-05,8.80383526846936e-05,9.186110845712399e-05,8.734794390881958e-05,8.96715259591864e-05,8.942048708620458e-05,9.316461512862203e-05,9.038537683270336e-05,8.886684974738952e-05,8.899474010162698e-05,8.926381442252627e-05,9.1483587820087e-05,5.479302143550798e-09
2300,199.3838612880291,0.005499981392496424,7.482528560471893e-05,0.5131233489101038,0.0070316517342739575,6.057440260260143e-06,0.00039594871189338715,5.610127802459112e-09,1.370000098989535e-13,2.7887893954413025e-18,1.0023291500541056e-32,4.8849236394915446e-29,5.73873586843582e-23,1.6622487737531921e-37,2.0531731226897796e-42,0.0150185659669271,0.0146616137352711,0.01481060834694573,0.014632370382961592,0.014253560303667282,9.387180239653529e-07,0.01480215252587433,0.0032671012400126882,9.593080981016346e-06,4.681884245159003e-08,4.524998817958247e-08,4.935269330730123e-08,4.772157686429366e-08,4.85325547797439e-08,4.459265637770435e-08,5.658230482114805e-06,4.428111881415931e-08,4.504079979732173e-08,4.7332992679081245e-08,4.752934188079318e-08,4.023461490123702e-07,3.9739779722933174e-07,3.9897874276401576e-07,3.9441533251525016e-07,1.0820026951261322e-06,3.9390305841590935e-07,3.9427675962601013e-07,9.817849151556622e-08,3.8686140398753884e-07,3.9173189737434216e-07,3.9445753308539627e-07,4.0360272207464066e-07,4.017251189434279e-07,3.947959472665731e-07,8.245840637158977e-05,4.814975717558001e-05,7.434289735591426e-11,7.999906286249697,7.999903960142779,7.999304565826844,0.003047374263057274,954.8676514790752,1647.6553664823405,21.99938336394026,7.986648957924207,7.999907996404799,736.4116436533936,7.984949850644421,7.98502290380183,7.9999058326178645,7.999904229397729,8.000479872419932,7.985015591938374,7.999903026442318,7.985605600069706,7.985683733431261,0.0010234574153650368,1499.9986582325075,11.54743878724383,9.73597726299078e-05,9.353880600716598e-05,9.427724582036942e-05,9.301819935469589e-05,9.701964196012552e-05,9.227013455810725e-05,9.226847687869257e-05,9.460093389611155e-05,9.352624611557953e-05,9.528922504901217e-05,9.553397412514159e-05,9.551049493004871e-05,9.413665982999179e-05,9.562738017681539e-05,5.911138393185683e-09
