miliseconds,s51,s52,s53,s78,s85,s211,s213,s482,s483,s484,s489,s490,s491,s492,s493,s494,s495,s496,s498,s499,s500,s501,s536,s107,s108,s109,s110,s111,s112,s113,s445,s446,s447,s448,s451,s517,s518,s519,s520,s521,s522,s523,s524,s525,s526,s528,s529,s530,s531,s533,s535,s527,s1,s2,s5,s6,s7,s17,s18,s20,s21,s22,s23,s24,s25,s26,s27,s29,s30,s31,s32,s33,s35,s200,s381,s383,s385,s387,s389,s391,s393,s473,s474,s475,s476,s477,s478,s479,s502
0,200.01342961237808,-0.00025624173247969044,-3.17632153739627e-06,-0.0035949901170531733,-2.8237379919280644e-05,-3.168885149009537e-07,-2.059865607829381e-05,-3.6405484891170307e-10,1.666869021270913e-14,-7.305200306203983e-19,7.698703693126418e-35,3.717888232392735e-28,2.0060397385175385e-23,-1.1531454635934631e-37,-2.8257841977018025e-42,7.701870542283472e-05,-0.00035089470887560354,0.00010418585631648706,0.00031920806050526125,9.83501627087133e-05,4.926914193691188e-08,0.0003518101300494933,6.195480436905823e-05,2.744477909575049e-07,-2.0266138094148583e-09,3.878320165227835e-11,1.5209854113815136e-09,-6.050329271528353e-10,-3.10555375112577e-09,1.7480421305663686e-09,-1.9543935991030127e-07,-2.0475431718502101e-10,-2.8618752315534995e-09,1.0276519575119885e-09,-1.609939505182019e-09,6.641294025092665e-10,6.3264767553161265e-09,-1.7946009517741757e-09,6.479092664522628e-09,1.025621717140527e-08,-9.266412584043152e-10,-5.928498305224329e-09,-6.070546177790988e-09,-1.0457483817110076e-08,-2.9868324519347255e-09,8.245333537409115e-09,-9.222943207608562e-09,6.267895421966341e-09,-8.618493593684962e-09,-2.1488968281792883e-06,-1.1905006983460418e-06,-3.855482207758775e-12,7.999997404896807,8.000001743537227,7.99998098081418,9.240878132650566e-05,953.0550654694176,1650.0144292372318,21.999990971867188,7.999947481343595,7.999998442917155,750.3330808189979,7.999940828200153,7.999741989466413,7.999998875078423,8.000002544516406,7.999992131389345,8.000365188767656,8.000001522244677,8.000461651417664,7.9995670452701555,2.3924868139783243e-05,1499.9999966317016,-0.03331680421399467,1.418033007574403e-06,1.5365009814627732e-06,-5.412541384652804e-07,2.4808655733880192e-06,-5.38513768339668e-07,4.5666557562111837e-07,2.8015387571465643e-06,1.4019958428410218e-06,-8.087416800597734e-07,2.167811861412511e-06,-4.474572099354086e-07,2.0083282094355355e-06,-2.6619756394724397e-06,1.307411097325215e-06,1.9179143315207792e-10
100,199.95768783893308,0.00014142742448344653,-4.275546109015098e-06,0.022371474975668063,0.00023942385754571272,-4.603669871985189e-07,-4.274239189561287e-05,2.6688287161305863e-10,-1.4608276769854666e-14,-6.935815156818811e-20,1.1508999649456887e-32,3.7430187111814494e-28,1.409220628458434e-23,8.261889723241393e-38,-3.3608236098520506e-42,0.0010903136986588889,0.0008147230636381082,0.0010904001179148177,0.000677703225138254,0.0006237795506110572,2.362842432542581e-08,0.000249727671239534,0.00017677224577072393,1.5049193001602542e-07,-1.131223501811191e-09,-1.0214644471855782e-09,-1.96812943132876e-09,-2.114707796244986e-09,-3.8044056267833834e-10,-1.667579534817098e-10,2.4626738057374753e-07,1.5354700482378955e-09,2.304672609034225e-09,1.0912008807769839e-09,2.2630659773396593e-10,2.7726708814093163e-08,1.753061180836941e-08,2.4037705452874512e-08,2.1945954732486166e-08,2.634365653173057e-08,2.7816803593435035e-08,2.88229596539666e-08,5.252508342211359e-10,2.352371742643112e-08,9.6389745777984e-09,2.414834928892267e-08,2.6553040935826338e-08,1.5552483539852824e-08,2.7855978342753144e-08,3.320521041939131e-06,3.1051432592976538e-06,-1.287404159600196e-12,7.9999935171614585,7.999993097868756,7.999962189958397,0.0001075634721740526,953.1351506552685,1649.847549959432,21.99996545279792,7.999631935548863,7.999992995202495,749.5845704247961,7.999233309933827,7.999523203641622,7.999995699782224,7.999998246950523,8.000006792635604,7.9996356930773365,7.999995598263048,7.999534734544525,7.999005177378794,6.227649748144193e-05,1499.9999334674708,0.6851718818752662,4.54270642144884e-06,5.131692361166915e-06,2.3279179107567546e-06,6.313874660219229e-06,2.9293621099102643e-06,4.944152908169242e-06,1.6168272038370833e-06,4.75579839311376e-06,6.0385546741348584e-06,2.035647200969994e-06,3.5332576448671815e-06,4.772788470455068e-06,2.4727041176179047e-06,4.952973765350096e-06,6.585869124218927e-11
200,199.9417924584431,0.00015138419260559772,4.323933620817194e-06,0.0523041154180811,0.0004808984983214044,3.00476712169521e-07,2.3314518839656877e-05,5.257321115395332e-11,-9.909746424128794e-15,6.145101048709825e-21,-9.203383009927442e-33,-2.2357948003866262e-29,-1.0479618860672402e-23,-1.1528007291472963e-37,2.2920953782153503e-42,0.0011150507975745227,0.0016698079233838068,0.0017254162624408848,0.0013589846460312857,0.0014203125487639344,4.1948449024420026e-08,0.001393415388947948,0.00031432306711658023,1.207593168595922e-07,-2.0918534857283277e-09,1.1305279946686452e-09,-2.692073395979663e-09,1.2352015249883174e-09,-1.97512020009782e-09,2.267730103814798e-09,1.7481008487642745e-07,2.2824395460092987e-09,-1.2651790135825681e-09,-1.1559513900173573e-09,2.7928783345240116e-11,2.8948869353702405e-08,4.422648158682641e-08,4.763464723653988e-08,2.804049767597867e-08,1.2381018268930257e-07,4.4135955243798305e-08,3.36348714144787e-08,-4.086417338791938e-09,4.78373622973637e-08,4.5503235310194496e-08,4.2995917919669483e-08,2.900945650387578e-08,3.1996694120353906e-08,4.836455066503e-08,6.707963355915728e-06,5.518634571511728e-06,4.0255192962755026e-12,7.999992088614436,7.9999920859839655,7.999943018583921,0.0003288046118630148,953.180994825584,1649.7857981891625,21.99994441218642,7.998823043904936,7.999993944943445,748.4056942383097,7.999036633933578,7.9990755721409394,7.999990159804278,7.999992285464109,8.00004482439921,7.999076839211065,7.999993591475459,7.9985924155949535,7.998463986964216,8.520772886084187e-05,1499.999912441844,0.7046630107157704,9.360813403635983e-06,5.251512480819845e-06,7.03781412794392e-06,6.531331447304782e-06,8.775146705825844e-06,1.027824561031513e-05,9.103958638815301e-06,6.0284962184587755e-06,6.855664424220349e-06,7.0827567820836525e-06,5.19355745376055e-06,5.568344898114585e-06,8.004012093325962e-06,6.11562806696578e-06,3.854184802258181e-12
300,199.9119780455423,0.0004003242161368193,-1.3721740748923504e-06,0.05231381476783456,0.0010085658077988665,-7.979522222545538e-07,3.110395860748251e-05,1.0215761541755602e-10,1.0521099205773755e-14,2.0145672078687337e-19,5.5345274505049553e-33,8.563155459878086e-29,-1.8311271680805413e-23,-1.0290635478810652e-37,-4.956997478861648e-43,0.0016927960515853216,0.002247652873817201,0.002044578253202448,0.0017127100445467566,0.0017938380118947138,-4.9587456738258365e-09,0.0015788640779108081,0.000499827341086482,5.345153098408273e-08,-1.3302104423003802e-09,1.0844358917819595e-09,-1.313963516710427e-09,1.4226777809748523e-09,1.6503907376341759e-09,2.938777644660077e-09,-2.1103653328221776e-07,-1.9858389443895883e-09,-8.621578693092836e-10,-2.06367360207298e-09,3.6762404668528403e-09,5.6012843462796786e-08,5.8494485233284534e-08,6.436601004448316e-08,5.0291344200480933e-08,1.8052427730305953e-07,6.618766336387718e-08,5.250677968093513e-08,4.438717476827053e-09,5.526876969458303e-08,6.372786638361756e-08,6.530696052121548e-08,5.96299381178092e-08,4.543843008584709e-08,4.943858917877643e-08,1.2067403952154065e-05,7.34023862712771e-06,3.837703014464651e-12,7.99999042830678,7.999984756230059,7.999919619741733,0.00043219416957499814,953.2242597139692,1649.6450291885667,21.999913227919457,7.998190440297246,7.999985250920181,748.1296276083121,7.998226856139911,7.9984579213372085,7.999987218336261,7.999986924614905,8.00006088391512,7.998486318768243,7.999988245215269,7.998049023036505,7.997981529390085,0.0001464107788525393,1499.9998395004025,1.365274321408787,1.4687345009086482e-05,1.2017341547652713e-05,1.0820262128402134e-05,1.3061498392949575e-05,1.3841289565288504e-05,1.4314429916296396e-05,1.4018884557359042e-05,1.474224368626797e-05,1.0635721267143381e-05,9.351827020885159e-06,1.1529250702819291e-05,1.2140050213335105e-05,1.2919358031989945e-05,1.4369159306332764e-05,8.508342605044467e-11
400,199.8736687017343,0.0001125996268563472,6.278398070262161e-06,0.08511786456007499,0.0013794267222368268,2.9920337119140613e-07,-1.0697688464436278e-06,4.961656177213071e-10,-1.580150374809374e-14,-1.3678082498151105e-19,-5.0460349660173144e-33,-1.3441556337198074e-29,7.143273837563989e-25,1.1295079261550872e-37,-2.861553656846391e-42,0.002566171448064734,0.0021149576429666133,0.002541578183607631,0.0026786489980031927,0.0026464738182924987,-1.6359334526283512e-08,0.002700855794619929,0.0005853892890478776,-2.549448613188739e-09,2.01623913217043e-09,-9.717982669739126e-10,3.1918149751475052e-09,3.829399509546714e-09,3.179510406349805e-09,4.5278705843302166e-09,-1.2989074251615295e-07,1.581099442527532e-10,1.914288461680385e-09,1.5149056918416774e-09,3.552947175379464e-10,8.028168666180754e-08,7.742770268903088e-08,7.166497454169181e-08,7.721985108860076e-08,1.7707727190378367e-07,7.589730640792145e-08,7.298250340480289e-08,8.240788052102736e-09,7.131377992613813e-08,7.765803007046432e-08,7.256086192331251e-08,8.449376534795492e-08,6.637304539540197e-08,7.589978472185209e-08,1.43428149862236e-05,8.71622453037421e-06,3.801150336937308e-12,7.999982427515864,7.999986346188003,7.999875859089375,0.0004753096993569162,953.3582739946444,1649.6291340513562,21.999877669194028,7.997510024264118,7.9999855606094865,747.6143208702756,7.99723929556239,7.997794952765165,7.999985910291745,7.999981178484697,8.000070250073364,7.997777905489197,7.99998376318157,7.997333853982149,7.997082219899822,0.00019260695058899018,1499.9997343383393,1.9640510595658722,1.6476406787912443e-05,1.509979374435252e-05,1.760475143951202e-05,1.774994169445973e-05,1.5740630227464076e-05,1.8684622138418398e-05,1.509717107469365e-05,1.5936665675688855e-05,1.688244800236218e-05,1.8930192599124298e-05,1.558500062105642e-05,1.7762081162105737e-05,1.3936165097320408e-05,1.7702530260041948e-05,-7.087952543548345e-11
500,199.8573141300858,0.0004241562206986067,-8.926809342771589e-07,0.10426262975414305,0.0014704382897901469,7.237008286852439e-07,2.379598180720193e-05,-5.626995689440212e-11,-6.048523216078823e-17,-5.374715253934457e-19,1.0609028718745015e-32,4.453835572550743e-28,5.267524305707192e-24,-1.3321880311511717e-37,-3.947123103021805e-42,0.003448490042722789,0.0032264064421918368,0.002801896174154473,0.0032993331794262857,0.003067741016807287,-2.3007307957138784e-08,0.003593664894443476,0.0007640258900909131,3.404543042187668e-08,4.806514220288127e-09,-7.895621669325672e-10,4.9588495633170015e-09,4.589825600096235e-09,1.5436578724131392e-09,-4.5047055179243604e-11,4.978653595640965e-07,1.4659556852213522e-09,4.009386048522392e-09,-7.130478544875411e-10,6.156940461815906e-10,9.710021974207793e-08,9.943878872134483e-08,9.920417967499318e-08,9.4748941658046e-08,2.4058039729644307e-07,9.191169417723525e-08,8.48579734334988e-08,3.568289920890733e-09,1.01407969377117e-07,9.033030586645512e-08,9.235599544195723e-08,8.349057019058931e-08,1.0163436713861099e-07,1.0421306546929493e-07,1.7372060739746843e-05,1.0968362627554555e-05,2.4982412442292443e-12,7.999979599248221,7.999977947061962,7.999840688465863,0.0007154673339717601,953.4730097281373,1649.5147859243111,21.999866916539766,7.996956634603511,7.999977461086676,746.9707884203497,7.996465373515301,7.996939751005259,7.999976461570074,7.999977255611793,8.000094874989182,7.996397499356239,7.999976314796532,7.997150380228249,7.996456057333965,0.00023629319865852956,1499.999732585498,2.379035950288887,2.2381581435798486e-05,1.9399425857552295e-05,2.097528107067855e-05,2.25850385576525e-05,2.3515965187882727e-05,2.2984203182010207e-05,1.822264731619865e-05,2.2915075535481566e-05,2.0567802475390474e-05,2.073426088952015e-05,1.8875236152554927e-05,1.7905228040949126e-05,2.004087490637402e-05,2.1589367313544136e-05,3.6151212690849146e-10
600,199.83220658223954,0.00033976842698829997,3.5287610300474528e-06,0.140140235774655,0.0019519094546684111,4.513717905548515e-08,1.3242867605499942e-06,6.557417118547195e-10,7.607715685861195e-15,-9.47881068549641e-20,1.1724164455625129e-32,4.131550120458593e-28,3.347204865805796e-24,2.155128451585983e-37,3.43443268795455e-42,0.0037504646065494992,0.00430288568986167,0.00396636225854855,0.003708342151524115,0.0034119569458138646,2.5953901748089394e-08,0.004195220301050751,0.0008201915331039931,1.1144118824148606e-06,3.3967837197924144e-09,4.6043744240215025e-09,1.9980830748975052e-09,1.7373096538577298e-09,7.70948140822666e-10,1.027353051914825e-09,5.853701079399089e-07,2.657415654392148e-09,4.8544899866022076e-09,5.226990211854698e-09,3.285652100560771e-09,1.1145619164407243e-07,1.0331688715595203e-07,1.1492612928948203e-07,1.21396999387013e-07,3.307139985656924e-07,1.0897889005669975e-07,1.0506060953535283e-07,3.5136141926005695e-09,1.1274852249895775e-07,1.1336440790471926e-07,1.0960835524673296e-07,1.1619528852562654e-07,1.0699492120659412e-07,1.1319138706123083e-07,2.156582544165724e-05,1.3120799366630998e-05,1.0186371774172652e-11,7.99997417337839,7.9999762989687095,7.999832700637587,0.0008804451408065286,953.4940335841035,1649.387600299993,21.99984802548703,7.996786534601236,7.9999763206918075,746.6002476765867,7.9958710371552115,7.995854987764143,7.99997450422083,7.999977797099365,8.000127204673323,7.995947766590291,7.999972948353358,7.995797823529157,7.996248735677577,0.0002720422287185766,1499.9996789246047,2.822228657283797,2.161358957513147e-05,2.3932564993985832e-05,2.7147376818651534e-05,2.2050400902071767e-05,2.289936385568527e-05,2.6883359201041744e-05,2.2590951803661784e-05,2.4672490198046444e-05,2.6806184579871814e-05,2.3897965038248025e-05,2.728639590645718e-05,2.717517371952327e-05,2.529030103387648e-05,2.7247826022801017e-05,9.398094628250936e-11
700,199.79474874693096,0.000872173109432015,8.842367031366794e-06,0.15304098927745985,0.0019041257825514431,-5.364505575429558e-07,4.373481287076145e-05,6.769232175353326e-10,1.9929330296638967e-14,-1.735737465134007e-19,-1.0021785969280327e-33,7.898815804625791e-29,-1.0072444863219264e-23,-7.901643129098605e-38,-5.635167662112867e-43,0.004672865814826336,0.004455906343861447,0.004305947744322841,0.004270112283565605,0.004467033147575052,4.9732808733358635e-08,0.004684680875554509,0.0011241073239620554,7.100478628803209e-07,4.995226710534712e-09,3.504837883939273e-09,4.047125866730382e-09,4.481969655880774e-09,1.7650157758795516e-09,3.7560459370664434e-09,6.789455491611909e-07,1.864981250524395e-09,3.067338672036553e-09,2.5722843145444344e-09,6.50097139827509e-09,1.2527481458255326e-07,1.400346284580288e-07,1.395158746550036e-07,1.2881704981880793e-07,3.286135340661032e-07,1.391020209790869e-07,1.3257606253229225e-07,8.392263037057147e-09,1.2884700002385752e-07,1.1879742089525763e-07,1.3317488544196713e-07,1.2996449867354593e-07,1.339286618261962e-07,1.1911605540985318e-07,2.567282389491109e-05,1.6579967566346076e-05,8.169113992786182e-12,7.999970656321588,7.99996916603733,7.999812819408735,0.0008642388597009869,953.5603808062519,1649.20494004093,21.99982090390292,7.996152054463832,7.999968699758125,745.6681407560073,7.995787125565442,7.995340480549975,7.999973600657763,7.999972199961549,8.00015410087885,7.995946011238905,7.9999708116876755,7.995148632677149,7.995129913834552,0.00028125565392005797,1499.999632073066,3.432738368906911,2.8990080855063183e-05,2.7425723166764392e-05,2.8309885714400348e-05,3.147277707308378e-05,3.098018718606947e-05,3.1052921117557175e-05,2.844934687809353e-05,2.8779655111799796e-05,2.736692188407649e-05,2.67134540330137e-05,3.175457424595371e-05,2.65745501544398e-05,3.1597485067447176e-05,2.7636844620227258e-05,4.3685985037009274e-10
800,199.77990592225916,0.00041537929439230536,5.642454310980957e-06,0.17630849536431137,0.0021976851235551717,9.371538256575578e-07,-2.5633914704660245e-05,4.819559189926922e-10,2.034566411452664e-14,7.923953052767261e-19,6.967893747496471e-33,1.832081393499072e-28,-5.317308558426213e-24,2.3968173142556697e-37,-1.813987316406144e-42,0.005352404708903752,0.0047830753833023815,0.005458468553265137,0.0051296745515036785,0.005512030974155564,5.643569034868143e-08,0.005155186377673023,0.0012734028103837927,1.8370707847988525e-06,5.818673708708828e-09,5.133253348096111e-09,6.938906547731645e-09,4.026900779145725e-09,7.82828978329997e-09,3.0332715921530672e-09,4.966299792058257e-07,7.26187154663084e-09,5.744440654891725e-09,4.690892961175444e-09,7.4008966431225e-09,1.4477471287989162e-07,1.483122774995169e-07,1.5206300114376672e-07,1.4437625062483853e-07,4.2117162934845123e-07,1.5634098646687237e-07,1.4912345869072577e-07,1.6264473734343933e-08,1.4330227518077895e-07,1.5162198693057822e-07,1.4248560651590778e-07,1.468076033117435e-07,1.5338609303923027e-07,1.5617042928706923e-07,2.8248677643822855e-05,1.7673320364315454e-05,1.4110098938381215e-11,7.9999647340490325,7.999965559373865,7.999755162008249,0.0011324201256133245,953.6432593055573,1649.1257889916803,21.99977297829642,7.995323630363958,7.999969716712884,745.1991128302357,7.995173417687371,7.99485216661562,7.9999662028582605,7.999966122918657,8.000172365334123,7.995141051156343,7.999967380462242,7.99506316522342,7.994535678149958,0.00037658368416943605,1499.9995568974052,3.9897738071888624,3.210617958314573e-05,3.051634598862869e-05,3.0178914481903358e-05,3.5538439140803735e-05,3.383603318411584e-05,2.9913377301392633e-05,3.0763741064875965e-05,3.0102321059002457e-05,3.404442413413641e-05,3.214494959252338e-05,3.4403049559760005e-05,3.191249079480755e-05,3.5070953249926695e-05,3.412585716210728e-05,1.0927734270295195e-09
900,199.75263600482026,0.001139174941045909,9.645353979261464e-06,0.20990041823476407,0.0024946065932973213,8.069407398872758e-07,2.2225082267336316e-05,7.833143050624409e-10,5.635346134540819e-15,4.718222130399607e-19,-7.713142243602697e-33,3.1935513876999196e-28,5.477369403919883e-24,-2.1040189276922935e-37,-3.6933293409504386e-42,0.005745838217607607,0.00535640843096073,0.005859898909853633,0.005323924115779557,0.005458993362980577,1.1141116601188768e-07,0.0060794498070183,0.0013215019459787605,1.1964218019024144e-06,1.03084905823735e-08,4.669791160173456e-09,5.229729475114092e-09,8.474889083229958e-09,8.988426432456075e-09,4.573440583043134e-09,8.583753758918087e-07,8.473765812990802e-09,6.9868122611432e-09,1.0593315485149124e-08,8.408788408502416e-09,1.5584378848247534e-07,1.5946936125050393e-07,1.5905055386886946e-07,1.5386328757158412e-07,4.370763290150855e-07,1.6909484359305947e-07,1.5955493079081507e-07,1.3337127066405171e-08,1.7126943591398064e-07,1.5783721124262265e-07,1.633182185973981e-07,1.6783147087935895e-07,1.537807845051658e-07,1.7445306475574252e-07,3.468670739111112e-05,2.068633456107267e-05,1.561637639719848e-11,7.999962421453759,7.999965285231094,7.9997253753704705,0.0011627193312625874,953.7321383663281,1649.052781722875,21.99975555880188,7.995181140108353,7.999965828647558,744.5062301870105,7.994205779516148,7.994537919339357,7.99996494590747,7.999960562821053,8.000183694960667,7.994406757635676,7.999964376299785,7.99404032246067,7.994622874925878,0.00041450541608785787,1499.9994980182896,4.801053324678447,3.5721553362064164e-05,3.928277813292602e-05,3.830607515084921e-05,3.8022304332139306e-05,3.5063764606934705e-05,3.3946567585549886e-05,3.6480711635777436e-05,3.66362360538668e-05,3.626007622406143e-05,3.6437101573765346e-05,3.435523504448709e-05,3.9309496715187325e-05,3.7436504356494515e-05,3.540413985382771e-05,1.2438978464721493e-09
