miliseconds,s51,s52,s53,s78,s85,s211,s213,s482,s483,s484,s489,s490,s491,s492,s493,s494,s495,s496,s498,s499,s500,s501,s536,s107,s108,s109,s110,s111,s112,s113,s445,s446,s447,s448,s451,s517,s518,s519,s520,s521,s522,s523,s524,s525,s526,s528,s529,s530,s531,s533,s535,s527,s1,s2,s5,s6,s7,s17,s18,s20,s21,s22,s23,s24,s25,s26,s27,s29,s30,s31,s32,s33,s35,s200,s381,s383,s385,s387,s389,s391,s393,s473,s474,s475,s476,s477,s478,s479,s502
1000,199.732103028118,0.0012800683232634844,1.0629553690870338e-05,0.2219930763492835,0.0030951082537084475,9.801793613905797e-07,5.097411219646048e-05,7.484148869382288e-10,2.2785564352581098e-14,-1.4693374477375195e-19,-7.2346576370861675e-34,-3.470400445840234e-28,-1.5115035608940295e-23,-1.1294986112579636e-37,-2.646902933554639e-42,0.00639647545912869,0.0062967504264,0.006204624464073638,0.006225340536386685,0.006424512124651818,1.7566016430874286e-07,0.006374693789440555,0.0013561651270803314,1.452602919980386e-06,1.2397885161864192e-08,8.098504194365497e-09,1.2395449069977844e-08,7.926580878809427e-09,7.569323368026083e-09,1.050780336210393e-08,7.359076194020722e-07,1.1281035232195737e-08,8.5462921746593e-09,1.0915001178079275e-08,8.628415216578827e-09,1.7715151240982014e-07,1.7697203097303292e-07,1.7740230044777938e-07,1.8085305339686727e-07,5.003553990805823e-07,1.8639303056589252e-07,1.7705153521508376e-07,1.9312357330935633e-08,1.8731486952032298e-07,1.747882553315118e-07,1.8360805608627486e-07,1.7958923368121185e-07,1.918854513452457e-07,1.910404942749047e-07,3.8492736245011046e-05,2.1501899371746124e-05,2.0323766909203076e-11,7.999957631786134,7.9999579081885015,7.999683712876464,0.0012823956226589018,953.8312139424486,1648.9810437298531,21.99972058332504,7.994656391998228,7.9999574495474475,743.9348123708902,7.99329067015595,7.993341304725627,7.999959879009272,7.999958291296628,8.000215757878701,7.993970071894872,7.999956516632781,7.99310071380877,7.993803483834244,0.0004311522376945194,1499.9994057175163,5.182107174281101,4.2687708382306095e-05,4.1918815849745015e-05,3.8972764424295916e-05,4.337057350767369e-05,4.351134311871197e-05,4.0423949041890474e-05,4.2706523812239495e-05,4.092144090026129e-05,3.948564228754139e-05,4.047629181526375e-05,4.275336932157006e-05,4.115646186478053e-05,3.9626736515511444e-05,4.3238776747421674e-05,1.2346511440013894e-09
1100,199.69687743994706,0.001019947134338201,1.8523047744702034e-05,0.23787112001943211,0.0032264397859701035,3.4525116491161374e-07,2.4845060188279972e-05,1.3761115146239597e-09,3.3210912242072184e-14,7.638811353603709e-19,-9.678388153047196e-33,5.286286692222454e-28,-1.765504267875097e-23,1.1917169866699696e-37,1.2572341734332746e-42,0.0071077693614075965,0.006993171560718696,0.006976013558187411,0.0072981650854695,0.007060127064456444,2.4409051105977523e-07,0.006711877279026496,0.0016928134185062614,2.285114780061973e-06,1.2252010052011665e-08,1.2859033215809452e-08,1.0458737779113328e-08,9.938140088802515e-09,1.2884770393837042e-08,1.3149035620965016e-08,1.6321230654090614e-06,1.2588544140196625e-08,1.399670889746362e-08,1.1566064207327354e-08,9.987533210096467e-09,1.9843422736199644e-07,2.063051868799547e-07,1.961574991914948e-07,1.9534162625647644e-07,5.373460944488247e-07,2.0432849390349364e-07,1.9384859822822392e-07,2.44541787763663e-08,1.9229447514307516e-07,1.915830754236237e-07,1.9439585316600545e-07,1.9403097645092648e-07,2.0026432898825975e-07,2.0646476932766535e-07,4.2287923804345294e-05,2.4009469147902882e-05,1.794602913508591e-11,7.999952424188471,7.99995290319403,7.9996621133096815,0.001506262371731719,953.8836395346143,1648.9275385523936,21.99971623741833,7.993576179187661,7.999953594232765,743.4107332361824,7.9927218454392905,7.992588699995128,7.999957046306163,7.999957007549752,8.000238620158372,7.992696321499214,7.999957205540403,7.993191867725616,7.992879307327266,0.0004744452336453756,1499.9993651548157,5.427526911776409,4.77033853658623e-05,4.368824282337669e-05,4.375092419194148e-05,4.647172350086973e-05,4.4400197584305405e-05,4.513013779178575e-05,4.2786844267467704e-05,4.598247888478105e-05,4.621683812461908e-05,4.663869829505451e-05,4.2412670370586414e-05,4.4711303064837955e-05,4.677296515755601e-05,4.683972232836197e-05,1.7561645070340795e-09
1200,199.68303319492463,0.0011947058184349885,1.7857491662769734e-05,0.26408268633735554,0.003438590433244171,7.945889733896003e-07,0.00011938214590744401,1.3602189358630707e-09,1.8144444902489948e-14,-4.233413568933472e-19,1.0957729433028952e-32,4.986760638068605e-28,7.035881336576187e-24,-2.527892906370864e-37,1.903328400119656e-42,0.007512702854649843,0.007851870884675588,0.008056263859783173,0.007829602755200876,0.007326939516379747,2.2806206139336412e-07,0.0072923387300881555,0.0018620012482557253,3.3966603793719012e-06,1.5296450796832833e-08,1.0177047005904591e-08,1.3215598446262772e-08,1.0666060773010626e-08,1.0705284880638837e-08,1.1431326885636427e-08,1.5624908106537705e-06,1.1413216894790665e-08,1.3966961815620495e-08,1.6303341133975224e-08,1.5401148507234495e-08,2.1281342380037444e-07,2.1897170623671675e-07,2.0620744189877867e-07,2.0537300041963393e-07,5.930445259526781e-07,2.226259168701736e-07,2.259214120138578e-07,2.704141925952562e-08,2.2686643582653145e-07,2.195247008865688e-07,2.2633163696089934e-07,2.2009717304700134e-07,2.1318101666772606e-07,2.2271685342980214e-07,4.685050064095906e-05,2.6648208884422993e-05,2.03541271115418e-11,7.999950195954161,7.999947937814813,7.99965722096831,0.0016289582375875857,953.9829273027134,1648.7739469898906,21.999667775589252,7.993069455887784,7.999953513286136,742.8953683393098,7.992086023479158,7.99255287808496,7.999947514482102,7.999952765821113,8.000245219932129,7.992657240486298,7.999949630262123,7.991845927088522,7.991923882747316,0.0005079722425121226,1499.9993445586024,5.889009295405337,4.694833306351907e-05,5.0234986012640114e-05,5.062502746133447e-05,5.0587776316067164e-05,4.828808056860739e-05,4.928701122265715e-05,5.040808118142345e-05,5.12096465143648e-05,5.215041170041789e-05,4.77307782606157e-05,5.125407644430582e-05,4.6282265349329574e-05,4.9681738192833826e-05,4.7668379779605325e-05,2.0269978736104808e-09
1300,199.6419272267068,0.0018491569587987355,2.6030899722966516e-05,0.2769425889997483,0.0038518084003862276,9.237767771440569e-07,4.604259369974274e-05,1.7162422925010783e-09,2.59975548120446e-14,6.405241737393128e-19,4.952403729736046e-33,3.3984268965435285e-28,-1.858096501356489e-24,-2.511264847297157e-37,-4.022102717844716e-42,0.008503815199167661,0.0084228034965238,0.008422123704820117,0.008620877065408003,0.007938941695809356,3.148678030776682e-07,0.00852682993885611,0.0018033066572283203,3.553690177143934e-06,1.7302293289726732e-08,1.6149229039892345e-08,1.3002152553734387e-08,1.6916814029177782e-08,1.334915661610277e-08,1.3235535817798003e-08,1.8609034731132981e-06,1.6564438466146278e-08,1.6620540755383297e-08,1.6844600128377794e-08,1.2485255701307964e-08,2.3119755530989516e-07,2.355719261146994e-07,2.4059862320118256e-07,2.284389059368893e-07,6.392867700733873e-07,2.357682098761502e-07,2.3621387279800362e-07,3.337944836690802e-08,2.3487743740957364e-07,2.2625466347294162e-07,2.37489582919101e-07,2.2504367001197007e-07,2.3060549980509267e-07,2.2497023070011113e-07,5.02588407804888e-05,2.8170140893227e-05,2.0601202878530112e-11,7.9999479888783895,7.999945604469182,7.999594807734552,0.001695733385129049,954.1325975233171,1648.6505311777778,21.999641702067454,7.992391501927493,7.999945560000249,742.1858398587714,7.991978708486675,7.9915471034947565,7.999949265810771,7.999943954125435,8.000283462377753,7.991943284457519,7.9999483989616476,7.992106613878,7.991678136695384,0.0005950691672882802,1499.9992498832469,6.573568102392485,5.394911220516978e-05,5.534004875928154e-05,5.22315546199512e-05,5.562114309413548e-05,5.162615967676901e-05,5.1353794013325454e-05,5.0499925509787825e-05,5.461131604427252e-05,5.0914354541433146e-05,5.444323844804513e-05,5.434033649199754e-05,5.078692270484682e-05,5.3761798837267774e-05,5.5356006617166264e-05,1.7414110177204965e-09
1400,199.60713978281396,0.0018138073473850792,2.9659309468036404e-05,0.3050147342326141,0.00434702989709899,9.246704677505976e-07,0.00011385681963571209,2.0700226926397613e-09,2.7866243320318678e-14,7.576187682955269e-19,7.9187578770606e-33,-3.338208094568238e-28,-1.4284728746487763e-24,-1.0528520130447775e-37,6.6360146219687215e-43,0.00890885388949835,0.008974230283968654,0.009061219308972905,0.008724867825178994,0.008867780347011895,2.888917883262686e-07,0.00931226012236426,0.0020447141380457497,3.377069042535003e-06,1.9280367370740374e-08,1.59962876729088e-08,1.9344272294473054e-08,1.7230786982171024e-08,1.8236941227819137e-08,2.0875046198850905e-08,2.163466141430661e-06,1.988511627682865e-08,2.0340214584664486e-08,1.8795820844363325e-08,2.0557578562635622e-08,2.428551742704899e-07,2.3945835445810206e-07,2.449808586835124e-07,2.501187017512339e-07,6.840779757876774e-07,2.3950910645989457e-07,2.5913369820361866e-07,3.353380857545794e-08,2.436729216509251e-07,2.49383741829975e-07,2.432489806367586e-07,2.4524542887957737e-07,2.5984982254791616e-07,2.4331366882586e-07,5.1850040023062826e-05,3.106429343963412e-05,2.6678880286929708e-11,7.999943357942848,7.9999451010648785,7.999591028105744,0.0018708386418520547,954.212552754368,1648.5696563332522,21.99961710678204,7.99249877571917,7.999939130146077,741.8475227100956,7.99114284179918,7.9905865343453035,7.9999429256366525,7.999943526169472,8.000298030905897,7.991411271236648,7.999942497392577,7.990915902419774,7.990569396119239,0.0005889063622379165,1499.9991898483413,7.410212611334611,5.702742478920449e-05,5.5834671527260036e-05,5.816724596567168e-05,5.949896236476767e-05,5.9896107223322706e-05,5.791694692568838e-05,5.780454128095275e-05,5.629529146795232e-05,5.865545116046621e-05,5.980453096620253e-05,5.700823805416925e-05,5.672067250888222e-05,5.9332388116814295e-05,5.706966914141174e-05,1.898069634401815e-09
1500,199.6130875882037,0.0020843447917682045,3.6614924692552115e-05,0.3353454940739917,0.0043119622487278264,2.2002157460772577e-06,6.41641232104579e-05,2.2474726737462005e-09,2.111203502690947e-14,5.407840797104852e-21,-4.741379776341085e-33,-3.6697535510044965e-28,-1.63363384090774e-23,-6.926738429225776e-38,2.4818026011885663e-42,0.009995328842985434,0.009539551655909771,0.009892650860728384,0.009162702162080752,0.00952925069167447,3.8523059306956586e-07,0.00920950028506426,0.002223450258915285,4.260013997663052e-06,1.920601590167649e-08,2.3369080549286395e-08,2.183290487942486e-08,2.1090327489946628e-08,2.3044009155560996e-08,1.7826828841303282e-08,2.2442694053530833e-06,1.8047703006211953e-08,2.106683022275586e-08,1.7695674903510918e-08,2.33083040188733e-08,2.755481487770962e-07,2.6415249911492215e-07,2.67698623238466e-07,2.551259272685789e-07,7.419344973717455e-07,2.5915471667804685e-07,2.579201679117315e-07,4.082448233731843e-08,2.710564368609038e-07,2.5653928104767454e-07,2.6251025710440027e-07,2.7570953824479055e-07,2.590221552622383e-07,2.675002357145003e-07,5.345265722421974e-05,3.11549950490177e-05,3.0271275806075663e-11,7.999936041620361,7.999938225551678,7.999535324279405,0.002040078685432536,954.2659031831162,1648.4925315124767,21.999616403395496,7.991533744550162,7.9999382973130055,741.1983340876816,7.990149177271757,7.990554306505991,7.999936694556163,7.9999350265929285,8.000320745544848,7.989988004684163,7.9999383541485365,7.990585752460415,7.990783065434645,0.0006390606294973934,1499.9991623346618,7.2533883551091956,5.858960628112036e-05,6.437617005712461e-05,5.972090321503047e-05,6.0397655075682634e-05,5.876794020262328e-05,6.437194340646511e-05,6.0431196003532264e-05,5.946836554316157e-05,6.240450087965079e-05,5.902874784610486e-05,6.390114378382539e-05,5.9116840747790236e-05,6.319848524852623e-05,5.982865291155835e-05,2.1353185656901827e-09
1600,199.55897480381907,0.0028043488600171004,3.824026575870387e-05,0.34987963315532233,0.004717731218567175,2.258416943889267e-06,8.867636071973234e-05,2.3873725811809493e-09,3.7695215169035205e-14,1.0823028459419445e-18,4.023134927402318e-33,-4.945473115744073e-28,-1.5856364143674757e-23,1.6319960177025108e-38,3.465914114564429e-42,0.010446778292195678,0.009773022495490261,0.010257937719613901,0.009919957093968755,0.009940305398102225,4.783091498937837e-07,0.010686450392055251,0.002306061648042621,4.83366799541734e-06,2.1054461062542e-08,2.4831735881729374e-08,2.129750496181575e-08,2.5653179169168086e-08,2.414401050117711e-08,2.1217149986049168e-08,2.9995984364800444e-06,2.446535643548237e-08,2.1790238623336176e-08,2.317455989866321e-08,2.5481409423387867e-08,2.932356723044189e-07,2.7523759884518683e-07,2.9307576977767533e-07,2.897810289425606e-07,7.857254154410851e-07,2.759819819141672e-07,2.879208802642244e-07,4.611391269684101e-08,2.7227971161886393e-07,2.7902880660200234e-07,2.845795391235818e-07,2.906744112733587e-07,2.9051812490702597e-07,2.906782126011953e-07,5.854541109926642e-05,3.416161369877787e-05,3.4811442540313484e-11,7.999931213982162,7.999936023212518,7.999519902002031,0.002167706420165361,954.3479281391078,1648.3840191563434,21.99958634219766,7.991214748741786,7.999933200189583,741.081758365511,7.989463517780133,7.989635811433205,7.999936497830018,7.999933525315968,8.000340386807563,7.989270126139501,7.999935048426033,7.989591284058811,7.989867995697804,0.0007345505542162711,1499.9990430140247,8.05712128796116,6.519257580191007e-05,6.62509272268368e-05,6.642197591547081e-05,6.774259362477705e-05,6.639380708951622e-05,6.344863705041048e-05,6.475851696480158e-05,6.853839305697764e-05,6.811060628199344e-05,6.740114890761112e-05,6.657353637346671e-05,6.41641657570046e-05,6.491616139323808e-05,6.280915224693527e-05,2.7841293483572625e-09
1700,199.55746720512988,0.002750819096956722,4.183990674200617e-05,0.3668107040427607,0.005276451103385397,1.7947920372615862e-06,0.00015708326439248973,2.7291963867153926e-09,7.326978638321791e-14,1.062189944227859e-18,1.1977456462338462e-32,4.958394996995919e-30,1.3058209075959334e-23,-1.0662651362776663e-37,-2.2678277131694807e-43,0.010834563675734366,0.010719225956154266,0.010503162413415736,0.010998250230766433,0.010767910311372426,5.211234322545753e-07,0.010541406077745575,0.0024146950567003117,5.574441889967316e-06,2.641426308661594e-08,2.3586518293315774e-08,2.770083588913621e-08,2.7800544943886485e-08,2.863436417307903e-08,2.3426244765062607e-08,3.037573128853008e-06,2.4804424827804417e-08,2.772985606182658e-08,2.6320729444413224e-08,2.644698327696333e-08,3.0779398629088105e-07,3.0246532648128943e-07,3.0654480646101474e-07,3.094258730627873e-07,8.394302653795496e-07,2.943501012990962e-07,3.0471205642485026e-07,5.34785035379636e-08,3.0084041646401805e-07,2.877996873899848e-07,2.8824934638713076e-07,2.8862437247968294e-07,2.8844924191785815e-07,2.915180739756998e-07,6.053790876125365e-05,3.4947228590480125e-05,4.1500728764329076e-11,7.99992978825389,7.999928285649633,7.999515708785324,0.002301889907725177,954.3730610535791,1648.2906773501759,21.999538005090887,7.990272240674111,7.999927690101036,740.4840234434456,7.989213492653372,7.989248740645115,7.999926961250016,7.999927638354151,8.000353825187492,7.98936423308567,7.999931617162854,7.9894591099826515,7.988738911413659,0.0007279936521508556,1499.9989806081337,8.728423083487778,7.220303874872612e-05,7.117822701535533e-05,6.864049693129625e-05,7.048973587966244e-05,7.142187033399711e-05,7.161967108802919e-05,7.051675473894484e-05,7.156345633699245e-05,7.280540426811823e-05,6.77337001876328e-05,7.187008963780163e-05,6.76632165634473e-05,6.926816182470231e-05,6.790378696200385e-05,3.1467425528832073e-09
1800,199.5345224153937,0.0033670228819361555,4.38656802832791e-05,0.40678194528087613,0.0053383846977628265,3.0983367651877426e-06,0.00024862217208683354,3.507916233152895e-09,7.521293867996413e-14,1.6158430643207295e-18,-5.746251469997309e-33,-3.8307313332680487e-28,2.074793833646973e-23,3.472130059149884e-39,-2.155957869800016e-42,0.011919122820719932,0.01181893329884046,0.011772079629264303,0.011314387530367224,0.011364783381547928,5.293409740574895e-07,0.011877421121649257,0.0025450221352160984,6.381234911123221e-06,2.907884638209081e-08,2.993210562048478e-08,3.2198752492657195e-08,2.8090470882025582e-08,3.0150080611897634e-08,2.773425940457293e-08,3.174472022347715e-06,2.728916637710241e-08,3.102924295483589e-08,2.8611972846985284e-08,2.898730900794359e-08,3.1039899365959676e-07,3.242748451759862e-07,3.19790576476837e-07,3.2160521200703363e-07,8.447227332456075e-07,3.063735000575695e-07,3.2260772509360694e-07,5.485182301439587e-08,3.1478036791668534e-07,3.2326906881936013e-07,3.1156355283027963e-07,3.125915469851611e-07,3.154918445723969e-07,3.156936117804585e-07,6.412188928267482e-05,3.688841174694911e-05,4.9333421324284103e-11,7.999928025578527,7.999926243001896,7.99945670943766,0.0024995908818799617,954.428003782756,1648.1968628093568,21.999526606185942,7.989594947732441,7.999922761513056,739.3706913435567,7.988333264588204,7.988645493045495,7.999927345449811,7.999928257401505,8.000375904247683,7.987954687567608,7.999924370273011,7.988904975891017,7.988642014277176,0.0007812197098370458,1499.998984395104,8.897906340766786,7.464818063304195e-05,7.348060695607657e-05,7.146019110662057e-05,7.529292839074426e-05,7.676188278212265e-05,7.638097946376439e-05,7.504699263927704e-05,7.687503990964179e-05,7.515736901090376e-05,7.505724363900319e-05,7.174724608599719e-05,7.252183480495642e-05,7.163154218803335e-05,7.414806775879321e-05,3.973674104494279e-09
1900,199.50014902298506,0.0041041328552894295,5.3274835774985114e-05,0.437583117757631,0.005897272300493222,3.310206136642203e-06,0.00023335842717353103,3.764316348649602e-09,8.56876826371466e-14,4.565115230163891e-19,9.096785328186471e-34,2.726085701564651e-28,-4.373112560482742e-24,4.289539548292918e-39,1.4057336570698192e-42,0.012273382042153754,0.012067545632306758,0.012106918995096166,0.011804844982920865,0.012205255698403607,6.499500518787298e-07,0.012566989684029433,0.0026811325758625444,6.816671870936328e-06,3.540498348838117e-08,3.191477144220469e-08,2.9802444245581805e-08,2.9416720284924835e-08,3.1115712703351847e-08,2.9927055983669667e-08,3.914079770286676e-06,3.297391918466202e-08,3.3547877839455616e-08,3.334976622959861e-08,3.315299329620877e-08,3.369313180910333e-07,3.310235944003883e-07,3.2438247594069507e-07,3.237620537683841e-07,8.977996042324458e-07,3.217771608287264e-07,3.417103115359772e-07,6.303402985428787e-08,3.237696111371143e-07,3.3845102798675033e-07,3.2244788576520865e-07,3.379354008981418e-07,3.198459355436345e-07,3.3445230310173053e-07,6.82244079554298e-05,3.982233566155285e-05,5.6251939571109e-11,7.999924456319279,7.999919145025639,7.999448034124952,0.00246936709409951,954.56544412297,1648.0578785934897,21.999498058324765,7.989548172548692,7.999921176702845,738.8986163063066,7.987509840353111,7.9878072177566475,7.999922775715161,7.999921637456485,8.000392591399127,7.988238202701534,7.999920617240517,7.987549173649899,7.987497304254205,0.0008585046819104468,1499.9989048694956,9.721422472698892,7.694711054983932e-05,7.556243784929708e-05,7.708961338562028e-05,7.706945970017955e-05,8.064837329409474e-05,7.513402216528316e-05,7.882069304848716e-05,7.79322327021709e-05,7.89384493829859e-05,7.818870836293335e-05,7.639533998089703e-05,7.876145490333485e-05,8.021147942483678e-05,7.554385892230301e-05,3.7913693761523334e-09
2000,199.47313458411293,0.0038977523336010244,5.724135346625266e-05,0.43585734394469416,0.005985328291191138,4.108559729719157e-06,0.0003212936554999092,4.092060181959275e-09,1.0207572439720257e-13,7.580186984513771e-19,-9.989319572072758e-33,4.577478082014129e-28,7.991409167400417e-25,1.9022662210074803e-37,-2.87086944439731e-42,0.01308573165591027,0.012504116466195897,0.012342690747510803,0.012645788635046534,0.012766594231223304,7.065591261211731e-07,0.012859500866633511,0.002883933634409966,7.209840282222951e-06,3.6303941250717004e-08,3.8280031499735743e-08,3.6860232772083e-08,3.275815593554825e-08,3.789848564741233e-08,3.673742872484333e-08,4.036142164023776e-06,3.848053985255962e-08,3.3027537507944904e-08,3.377254467791309e-08,3.568990298398302e-08,3.5270235003431095e-07,3.568314815855614e-07,3.5077005227839817e-07,3.3589374344247926e-07,9.728696903220618e-07,3.418440058020954e-07,3.458312888567138e-07,7.22552361660931e-08,3.365423126665196e-07,3.4616353760290084e-07,3.4348585896106843e-07,3.375413771283008e-07,3.53187040979379e-07,3.5148682469282636e-07,6.979708786471652e-05,4.133882763425187e-05,5.5962898210200054e-11,7.999916551173112,7.999918539410894,7.9994184078995705,0.0027154014555485187,954.601973060514,1647.9168813638769,21.999474498087466,7.988497265355397,7.999917476487698,738.5191586984025,7.986709639279514,7.987019029922977,7.999919615773148,7.999919183431423,8.00042333395058,7.98746143657702,7.999914025262733,7.986886287983085,7.986887646865811,0.0008959876840490689,1499.9988565943925,10.26544480213688,8.298988641813858e-05,8.425817809725394e-05,8.155427042784423e-05,8.378749368653791e-05,8.416022524671686e-05,8.291603383543157e-05,8.336053103050916e-05,8.441271728050404e-05,8.107007970697866e-05,8.293719822168311e-05,8.10550326930045e-05,8.013527184864568e-05,8.346022764935804e-05,8.013586703281034e-05,4.721069648886339e-09
2100,199.45079215280492,0.004734115281678498,5.8983351435392344e-05,0.47291556920229566,0.006294038984429861,4.17486814178093e-06,0.00035256313725879495,4.25571478590909e-09,1.171003826449418e-13,2.093682324582277e-18,-1.2415269881638108e-33,3.786314379247135e-30,2.675033800509012e-23,-1.817840793732059e-37,2.1954544894445024e-43,0.013612652988067915,0.013302755145118438,0.01296743905414013,0.013404208229518011,0.013654596970793673,8.208137497075539e-07,0.013378585115667559,0.002961083312668892,8.249014336939695e-06,4.041439700196421e-08,3.958959000126968e-08,3.81091084999903e-08,4.124348965779154e-08,3.835088423214874e-08,4.211157795857569e-08,4.442760523400988e-06,3.838408477298328e-08,3.9649101153246e-08,3.623347842499418e-08,3.9543359466660524e-08,3.724546414742072e-07,3.729560801189974e-07,3.521249945088046e-07,3.638673316547532e-07,9.861146491920957e-07,3.6366521932194584e-07,3.624820942088946e-07,7.538309236521964e-08,3.6365766491822475e-07,3.6867204832753266e-07,3.641389949878884e-07,3.511022089957989e-07,3.7088656602121404e-07,3.553145546611189e-07,7.270884830530538e-05,4.312418323148528e-05,7.064461036930945e-11,7.999912196491267,7.999912546380538,7.999374335763209,0.0027385905054220588,954.7306471852382,1647.793119527669,21.9994372098066,7.9877566216701315,7.999911921038022,738.1039405191657,7.98663318065814,7.986618410283819,7.999916199165295,7.999915917181705,8.000448706824482,7.986286589941651,7.999910249968334,7.986918847607937,7.986286042384212,0.0009158377022233836,1499.9988321971573,10.52659914890043,8.869283909806405e-05,8.58982220509497e-05,8.789086245078164e-05,8.612102975023309e-05,8.913710047152437e-05,8.919979086200788e-05,8.464249598812621e-05,8.544648901340497e-05,8.697510164375811e-05,8.395608673876665e-05,8.917378398765348e-05,8.506979252377373e-05,8.896667037332365e-05,8.538631419781541e-05,5.195766516252008e-09
2200,199.40141616231642,0.004986692778608114,7.111744568805237e-05,0.482933201951505,0.006664559661233175,4.50747529364783e-06,0.00043578776485680753,5.26319199538829e-09,1.310599343234384e-13,1.88717123799374e-18,-6.810986994690391e-33,-2.333486138371563e-29,3.4230404569777694e-23,8.212968552101177e-38,4.318382806778017e-42,0.014267374127080608,0.01408370589125757,0.01436839726970124,0.013769131219666846,0.013816266887271805,8.99555821278946e-07,0.014403535575580483,0.00328332532848267,9.333155354162459e-06,4.399011322845656e-08,4.4186713716435014e-08,4.261032954603398e-08,4.0750173633971646e-08,4.151824845824978e-08,4.302931463597123e-08,5.153661445583184e-06,3.9947535166162376e-08,4.205144076609372e-08,4.1208910478346623e-08,4.095347282929302e-08,3.8603720992140204e-07,3.7949965263391447e-07,3.664276020322517e-07,3.7218924971792557e-07,1.0518125911244188e-06,3.8534838396589216e-07,3.8492415595647095e-07,8.51192193682136e-08,3.8749685400365857e-07,3.80189247466318e-07,3.67515193902782e-07,3.6985797574774233e-07,3.8599705271693265e-07,3.817934530071749e-07,7.79369044675584e-05,4.510513758035933e-05,6.759185701026547e-11,7.999906953572541,7.999908956364857,7.99933739281396,0.0030203472643917416,954.8106197089896,1647.685301440158,21.99943688728569,7.987624152030715,7.999912167683251,736.9897285616801,7.9855228085011225,7.985827147151774,7.99990799323382,7.9999096790310995,8.000470738500596,7.986297110524263,7.999907823785684,7.98549629263128,7.985919325854345,0.0009767435974895077,1499.9987104670597,11.248797979769652,8.99347301080506e-05,8.814963883827107e-05,9.33073656034734e-05,9.280683932596484e-05,8.810067235569324e-05,9.224733379744129e-05,9.168341922790547e-05,9.309522656198092e-05,9.141527938230613e-05,8.802981846699683e-05,9.274520012369047e-05,9.1788324739025e-05,9.242606827360531e-05,9.259001465119266e-05,5.690977947622592e-09
2300,199.37933726110293,0.005661671843404153,7.603718257477994e-05,0.514061664849239,0.006647468822538985,5.744520581052746e-06,0.0004162960206252168,5.315355122109284e-09,1.4467571428255036e-13,2.7534946248988195e-18,5.1809751490032674e-33,3.227085491872358e-28,3.819549712416126e-23,1.555155133376701e-37,1.8542756234382894e-42,0.014845827051744523,0.014598625291122703,0.014807857710983769,0.015051090874465052,0.014307216800726571,9.859250486584076e-07,0.014439862060134397,0.0034632351140289597,9.304667115315312e-06,4.44904036325872e-08,4.956430116741144e-08,4.679718911955271e-08,4.838074707979087e-08,4.856775345547638e-08,4.7313259953243925e-08,5.605986059102405e-06,4.866313339827521e-08,4.824823654185077e-08,4.744432138659262e-08,4.773725005466181e-08,3.989881624023092e-07,3.887336714609997e-07,3.981502050237084e-07,4.021030241023728e-07,1.069690842306882e-06,3.981294194284194e-07,3.9246601535178693e-07,9.604246683185866e-08,3.853330723679385e-07,3.985174593962562e-07,3.898549183290358e-07,3.884684461758294e-07,3.8683365996286244e-07,4.0087539113145764e-07,8.168432446919553e-05,4.6257976936314656e-05,7.402962448576391e-11,7.999906585789272,7.999905786223857,7.999307451031871,0.003024543224164031,954.9262728512032,1647.5437231192934,21.99940107591786,7.9871580062527,7.9999047902717795,736.4247753534146,7.9852776263721035,7.984859686235917,7.9999050217562475,7.999905224023757,8.000499275641388,7.985178141812946,7.999906647987997,7.984984791281639,7.98544490018424,0.0010231567471554349,1499.9987036115183,11.896795600523344,9.406778954779296e-05,9.40657339401428e-05,9.243074986514209e-05,9.562773295514838e-05,9.224909210450603e-05,9.593915434548044e-05,9.331430561374484e-05,9.497776054897977e-05,9.512472683361592e-05,9.660018345396639e-05,9.735029874965734e-05,9.614476052823564e-05,9.392629424000326e-05,9.714516416400106e-05,5.862115714335122e-09
