miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totp53,totMdm2
0,4.9996666523141355,4.9985959024267546,94.99908370541088,10.00003047298289,10.0,0.0,200.0,0.0,0.0,0.0,0.0037930212334552674,0.003144218402440207,-0.000117913230011178,-0.00032420602029037697,-8.551628534213098e-06,3.31318038702741e-05,99.9996360462662,99.99995795932641
100,5.0076879364136975,5.00445174473178,94.99180799999314,9.999982207996512,10.0,0.0,200.0,0.0,0.0,0.0,0.0036497708802252166,0.0051017037266133216,0.00011197941791289238,0.00022576317493592276,0.0001599549979849499,4.5029463845983384e-05,99.99915911294029,100.00016832908396
200,5.008600181607981,5.004575489901917,94.99157708761894,9.999924196190978,10.0,0.0,200.0,0.0,0.0,0.0,0.01408589187572573,0.011697343426864258,0.0003268010087896799,0.0013460342159683915,0.00017430282053396796,8.615272247509819e-05,99.99667586023097,100.0005537518156
300,5.017478565087342,5.007951775962919,94.98652568135434,9.999849562795996,10.0,0.0,200.0,0.0,0.0,0.0,0.023358913892763154,0.02093915991817657,0.0006812973467010189,0.0012237561507808322,0.00031279339831199706,0.0001730247400867043,99.99547873662627,100.0006859962779
400,5.022745221860716,5.012609413351229,94.98311725339083,9.999772615725613,10.0,0.0,200.0,0.0,0.0,0.0,0.02936772467209393,0.023223825453323854,0.0007316659371247158,0.0017838947193312455,0.00045212900743507936,0.00021677825609259265,99.99340809517439,100.00111593105753
500,5.02986737548446,5.014899242892835,94.97419358585972,9.999735583824803,10.0,0.0,200.0,0.0,0.0,0.0,0.03614738997918043,0.033593948021543855,0.0012172569854624032,0.0028221848493768264,0.0004575813299351834,0.0002633445666949625,99.9908887625484,100.00154803571652
600,5.030418108993716,5.017999366220039,94.9663033540755,9.99968048737937,10.0,0.0,200.0,0.0,0.0,0.0,0.042760978683429596,0.03415862404374334,0.0013936102310096597,0.0028149189745194244,0.0006385612163331548,0.00029612318740510047,99.99004949367185,100.00164213584466
700,5.036462362090386,5.022914327550426,94.96172662186076,9.999667459526513,10.0,0.0,200.0,0.0,0.0,0.0,0.05201552187510992,0.04156479270063398,0.0014761825887738196,0.0034345347168617383,0.0007088346249269604,0.0003551505470473352,99.9883239933286,100.00210618213642
800,5.039544280738812,5.027174468270799,94.95756253550358,9.9996088506959,10.0,0.0,200.0,0.0,0.0,0.0,0.06217434508138135,0.043831801674186426,0.0018435571474282792,0.0037850969151742146,0.0008030570026559571,0.0004372723183570986,99.98573971103922,100.00235966568904
900,5.050276244595386,5.02895893837348,94.95775168831047,9.999537933621266,10.0,0.0,200.0,0.0,0.0,0.0,0.06962049458726849,0.05768454074655395,0.00200772558787564,0.004562711139327201,0.0008690078265897476,0.00045133479919552536,99.98370686811805,100.00238457155994
1000,5.054276064364783,5.031952590700421,94.95211440961874,9.999534599623667,10.0,0.0,200.0,0.0,0.0,0.0,0.08158768767971769,0.0634342196681854,0.002030127259312954,0.0052213924572679865,0.0009300840427831485,0.000537887485700843,99.98060841381854,100.00288460594342
1100,5.055266261056181,5.037200737839456,94.94707655284219,9.999417356581443,10.0,0.0,200.0,0.0,0.0,0.0,0.08418644309804195,0.06558910806348284,0.0024692862471140625,0.005486449753329732,0.0010834630853252564,0.0005660127350926036,99.97954686838834,100.00318742876682
1200,5.065733963266091,5.039560677567672,94.93787550533925,9.999372065891613,10.0,0.0,200.0,0.0,0.0,0.0,0.09114570502957409,0.07084196444229422,0.002518909624649837,0.005674995159279679,0.0012257815207968258,0.0005936500574910569,99.97857463624841,100.00332472905508
1300,5.072664671055801,5.041318405538258,94.9328725611256,9.999336928414658,10.0,0.0,200.0,0.0,0.0,0.0,0.10136077692846761,0.08117749752100094,0.002990450954290004,0.006595793534991663,0.0012635263121569382,0.0006461614435212037,99.9755553086503,100.00349165932586
