miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p53_P,Mdm2_P,damDNA,p53deg,p53syn,mdm2deg,mdm2syn,Mdm2mRNAdeg,Mdm2mRNAsyn,totp53,totMdm2
0,4.9987956522556605,5.001444313406708,94.99844918758197,10.000030788737831,10.0,0.0,200.0,0.0,0.0,0.0,-0.005757170501593222,0.0030678555601759074,-9.057753450220008e-05,0.00027438350306703226,1.8990835934907426e-06,-3.317746290037112e-05,99.99963948506894,99.99985732487677
100,5.005943483011749,5.00540736954948,94.99670667872422,9.99995308493865,10.0,0.0,200.0,0.0,0.0,0.0,0.00594729823359306,0.003944268299479992,0.00023965108659219027,0.0004565020574217546,0.00012737656051645224,1.2306624594905446e-05,99.9980613663729,100.0003302799831
200,5.0069223253750135,5.005012262863762,94.9878277127719,9.99986911616047,10.0,0.0,200.0,0.0,0.0,0.0,0.0197045851326225,0.015504479085680306,0.0002832563560288291,0.0008808882409408765,0.00015549805243178467,0.00012197163323461022,99.99674462379944,100.00041630439603
300,5.01347815202698,5.007439618393891,94.98239827743078,9.999852521995733,10.0,0.0,200.0,0.0,0.0,0.0,0.026290961004348953,0.014273864288502015,0.000622837539773413,0.0016186385425329274,0.00025091594934435854,0.00017980424001476153,99.99560351637342,100.00072871327943
400,5.0217569219958085,5.012519698355034,94.98079130370647,9.999786254871628,10.0,0.0,200.0,0.0,0.0,0.0,0.03251060863710876,0.020344872015708424,0.0007165355249425681,0.0020409602111996377,0.00040030910095861035,0.00020158519138515298,99.99181975966793,100.00120924598339
500,5.026194877322503,5.01629617398148,94.97808222102518,9.999716832286394,10.0,0.0,200.0,0.0,0.0,0.0,0.03898432350284419,0.027027888895859706,0.0010145874247743077,0.0026000916182010465,0.00043274441287481955,0.00025413735054361457,99.99021541633645,100.00145591884294
600,5.028735074662916,5.018082020945789,94.97181356351116,9.99973436563531,10.0,0.0,200.0,0.0,0.0,0.0,0.04198662880565036,0.03574016366878683,0.0013865866412359465,0.0032645090104413857,0.0006633827625238084,0.00027141961381686594,99.9889306666405,100.0016837307783
700,5.039700249794504,5.021102673912191,94.96186364851833,9.99961426203943,10.0,0.0,200.0,0.0,0.0,0.0,0.056572875955730725,0.04046751468155177,0.0013856416109574957,0.0032636790882252472,0.0006935480325574226,0.00035182422589951615,99.98647528140506,100.00176363109131
800,5.044572140875895,5.025245952412085,94.95765076576983,9.999609116024594,10.0,0.0,200.0,0.0,0.0,0.0,0.05784242110098947,0.0444745388299153,0.001820795072938706,0.004130755415725789,0.0007284595024341425,0.0004190618190536922,99.98528144152168,100.00208924877762
900,5.045577610962642,5.026765414498634,94.95275582457577,9.999535839642562,10.0,0.0,200.0,0.0,0.0,0.0,0.07503353202304532,0.052358655289318004,0.00204309098482376,0.004226571837718827,0.0008604304662159047,0.00041848417171092613,99.9844527176898,100.00252437997487
