milliseconds,P,Pt,M,N
0,0.10018656091859883,2.0171286591208446,-0.0010598699886320568,0.09907169724140358
100,0.013091825226308935,1.8850822195260892,0.017929223830925295,0.10954870009460949
200,0.0013030917559235726,1.7707311384874733,0.032558562851389326,0.12519331952096516
300,-0.0012912070490209053,1.651992244020278,0.04367721865400523,0.13598163961580453
400,-0.00041092841626249064,1.503119802047808,0.05596808395053499,0.13532188697652395
500,-0.0012481916956018145,1.330815006284855,0.07722333939267245,0.14030947621358264
600,0.0004659265080438376,1.29249893785129,0.09141022303686037,0.1460882270203868
700,0.0007661025930620562,1.159990002756693,0.0972889565304332,0.1430122306090049
800,-8.071145110858738e-05,1.0510772346431687,0.10312492972945249,0.14456787612780994
900,-0.00046970035705936193,0.9177712810488226,0.12031100225275024,0.15201779675846733
1000,-8.114879378151115e-05,0.8891644346225411,0.13553979464169527,0.14117563506126812
1100,-2.3089467315682884e-05,0.806440195155197,0.1385394361601568,0.14572491972476365
1200,0.0008136076619587794,0.7163212614434415,0.14384072993542496,0.14207671786757986
1300,-0.0009306510896944365,0.6525224373113192,0.1573966780508656,0.1335005601046036
1400,0.0008442820085369056,0.6644782552239918,0.16610348680824016,0.12476837852238547
1500,-0.00044460349659978827,0.6030891376491336,0.1778570329166212,0.11825282814633277
1600,0.0009270281108485817,0.5074335846554457,0.18330952540916076,0.1171399084956437
1700,0.0008023155123931411,0.5011382367297972,0.1993871249594821,0.11184346519790289
1800,0.0005885401119102127,0.4100798924758738,0.1997447605247131,0.10072856761559615
1900,4.194749956361664e-05,0.44224440847076146,0.21074239179791998,0.10113841394222084
2000,-0.000611273445243864,0.4147825269844087,0.20742115155977536,0.09483896463508383
2100,0.00024746715098398635,0.3074534397790689,0.22041804834122358,0.08202855209943316
2200,-0.0007253235872076694,0.3379397440214463,0.22080072839371878,0.07549027794519216
2300,-0.00020421403717910865,0.2640610568088134,0.23502769935088685,0.06789750363539031
2400,-0.00034668855423711437,0.28348487175407366,0.2270857023837991,0.06778246994040497
2500,0.0002885671578992793,0.3001722779892106,0.24181386539094935,0.055994246232722554
2600,0.0005261681057894395,0.19043374597079074,0.23548537025924812,0.0523055300272115
2700,-0.00044367334554585767,0.2587309452055923,0.24898655349985427,0.04674492134988771
2800,-0.0003953459759120029,0.19466243339582118,0.24277111960167838,0.038071385864276476
2900,0.0011018602041132394,0.19587585585385214,0.2600173749317771,0.04096440041670687
3000,-0.0005856677296560543,0.11388190782331287,0.25203954401222145,0.030320294593154776
3100,0.0009502600640058287,0.14321489499793386,0.26314030245549225,0.029935182055036057
3200,-0.0012384575351676332,0.1191003194458863,0.25685260741105076,0.02322265869674757
3300,-0.00041800940103117344,0.13353482848554088,0.2645735172782781,0.02343525082967861
3400,0.000992564141482796,0.05532494202713825,0.26614174971670357,0.025345646880965852
3500,-0.000143974997384559,0.11854428405447714,0.26449641675715707,0.017636506348073917
3600,0.0013662797144670205,0.07974208044060245,0.26598836710764223,0.013455749185157073
3700,0.000417062284158645,0.12553498069326818,0.26648761280413985,0.015115241296706073
3800,0.0007165649075391119,0.11453889624061363,0.2637000000903942,0.008647567759883871
3900,-0.000649513248427668,0.035661352981891464,0.2718552267068128,0.0071897981554063
4000,0.0008944629035598106,0.041176133874602575,0.2789185043531162,0.009527831608632319
4100,-0.000573722431481587,0.01885304293565076,0.2743791458101445,0.009179946694857125
4200,0.0012777114968895793,0.06070648445917582,0.268353950393563,0.010059543372602876
4300,0.0006894474404507962,-0.008175689746489002,0.271295233062626,0.009738720218732042
4400,0.00016024513574453548,0.023708824875123095,0.2702625060111017,0.007479186397384874
4500,0.00048657408113731934,0.021590670328475003,0.2649694524302858,0.007866636187589681
4600,-0.0009900822395459432,0.036021553781135224,0.2747874629126618,0.007114193226591164
4700,-0.0011643399123920995,-0.016240092319611488,0.27499339498554154,0.008390188547065466
4800,-0.0004291535849294048,0.00714077825730745,0.27310465689590174,0.003889461614439872
4900,0.0002563103743169066,0.00864132978991858,0.26953743504187977,0.00032861170093645593
5000,0.0002113138347256688,0.013457570442103864,0.2616047685528278,0.005145558480640034
