milliseconds,P,Pt,M,N
0,0.10066498779280489,1.9939569732184332,-0.0004284339005993796,0.10329131752315093
100,0.013178552100384726,1.8751808407286044,0.009541177524993628,0.1090410166424779
200,0.001230539709366881,1.7224498649726776,0.039181357141661335,0.1242022589141299
300,0.001084726371228552,1.5625259370557179,0.045778988792840807,0.12913547028327707
400,-0.0003658701578923892,1.4997421773008401,0.06265626833413251,0.14410452132191073
500,0.0006704145215374304,1.3716381836762657,0.08152822145744305,0.13892643705827507
600,-0.0006618779457452074,1.2915245583367467,0.08360352146587519,0.15097908483567454
700,-0.0004929057121302908,1.1505913087098174,0.10611618414586473,0.1496916935763102
800,1.714311403660872e-05,1.0619505080031244,0.1131667157469273,0.15133822902382996
900,0.00027503377867532403,0.9243323155615801,0.11792986719312491,0.1462800170779633
1000,0.0011262049852144606,0.8635893045571722,0.13055064370133182,0.14693114236581872
1100,-0.00021255630043819513,0.846183424812786,0.1468096119727945,0.13785853749125324
1200,-0.0008014187362593388,0.7238012743447688,0.1580852417076368,0.13823888713977553
1300,-0.0013255885132753289,0.7136684071791604,0.16503373243913128,0.13323899746089118
1400,-0.0010198182899417744,0.6375399157337425,0.16550464167103596,0.1333482707171943
1500,4.26985492742569e-05,0.557932080917501,0.1708819586981313,0.12701380630896952
1600,-0.0012312038699478032,0.5278129748665948,0.17812411027072012,0.11841388094326691
1700,-0.001167585796949469,0.47955155549127276,0.19646379140880912,0.11021026290637072
1800,-0.000431473758098449,0.4231078107321721,0.20519538949966418,0.0999615572095083
1900,-0.0013423890228118412,0.3653613193459738,0.21115951775674094,0.09911970222715641
2000,-3.072803357546872e-05,0.3826034952460275,0.218789439570226,0.09393525383303081
2100,-0.0005255152386328351,0.38621348212599255,0.20946815228460838,0.0824152282013164
2200,0.0007757542096401762,0.27382791793653194,0.21763048926611758,0.08217256940440593
2300,0.0011670607622708338,0.29076696685772574,0.23459032838610921,0.06685228350469057
2400,0.0008484280102206165,0.26090209960142985,0.2310817341214522,0.06845219148126949
2500,-0.0004940050891098714,0.28380930732893433,0.2339221546949277,0.05918437631864845
2600,-0.0007004011371338353,0.23330876253688015,0.24821482354100557,0.05741650554250655
2700,-0.0004242988933399299,0.17810389803874116,0.24535605814092484,0.05040123554187097
2800,-0.0010093713919592374,0.2014887692039642,0.251194560573024,0.03883134184146081
2900,-0.0012635649813233089,0.1367390392930484,0.2580865730121656,0.03416113864427251
3000,-0.0005346299003098473,0.1779852742121322,0.248802165759049,0.037144817335794264
3100,0.0010583940291869728,0.1841724452172144,0.26454418236341737,0.028208442365933915
3200,0.0012444125987565292,0.14537803658957565,0.26610313565611454,0.028348224389484575
3300,-0.00012104114297833991,0.10948722392188875,0.26362012588832123,0.023135069645221315
3400,-0.0001464880609641905,0.05694012789257916,0.26549856581954695,0.017708140351364057
3500,0.0010928492161928303,0.1287239951193696,0.2647480764088719,0.024657902859305483
3600,0.00032806678047879283,0.111665789571766,0.2701341958836448,0.020678023731693265
3700,0.0012740192930327668,0.06714222858758116,0.26836258372960514,0.010825110670634863
3800,-0.001215242317335705,0.04840898318944312,0.268273202175212,0.011591008285203666
3900,-0.0010618456189205826,0.03060973867252275,0.26786693070942025,0.012643120085482544
4000,-0.0005751191226484285,0.015467875569422168,0.2760938967354503,0.005990854101616814
4100,0.0008273564931853117,0.09439534877912659,0.27791647366133837,0.013776270333934592
4200,0.0008381752652457172,0.02264110512542035,0.2788211421954948,0.00760820867809266
4300,0.00031356729131166555,0.08271050352224757,0.27958565285610204,0.009272969807572617
4400,-0.001101870679777176,0.011151221209969125,0.26983894417501914,0.006567330533041825
4500,-0.0010181793280234768,-0.011379111633663473,0.26509051499223635,0.00686027312388025
4600,0.0007389245178498496,0.07044842554576032,0.2715161645226958,0.006744116706598127
4700,-0.0012103808144633644,0.056138364167297006,0.27568862892444196,0.00775849978523774
4800,0.0007338567101124126,0.03129781785653046,0.2724893027468313,0.004515789031037316
4900,-0.0006741259848470934,0.01632149557794234,0.26550180714727917,-0.0008667452558948126
5000,0.00015224686838549953,-0.014030164476485443,0.25651185258326975,0.007658388891245527
