milliseconds,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul
0,0.1,0.0,10.0,0.0,0.0,0.0
100,0.09998493279839875,1.3692260955292082e-07,9.999999993047611,6.952412829147374e-09,9.090286436997733e-06,5.833040332686001e-06
200,0.0999698674480311,2.6078899267783345e-07,9.999999973059326,2.694085588875523e-08,1.817932771708416e-05,1.1665494707284143e-05
300,0.099954803948799,3.72846129345474e-07,9.999999941282502,5.8718098125960875e-08,2.7267123935010754e-05,1.7497363125407156e-05
400,0.09993974230056817,4.742209699554915e-07,9.999999898843901,1.0115748797786926e-07,3.6353675209864714e-05,2.3328645600242765e-05
500,0.0999246825032045,5.659282881947968e-07,9.999999846758172,1.5324448048922756e-07,4.543898166050796e-05,2.9159342144949708e-05
600,0.09990962455657393,6.488906945752348e-07,9.999999785948342,2.1405613943998864e-07,5.452304340583121e-05,3.498945277269632e-05
700,0.09989456846054233,7.239406952620015e-07,9.999999717246894,2.8276006548327274e-07,6.36058605647274e-05,4.081897749665919e-05
800,0.09987951421497561,7.918299885763417e-07,9.999999641405239,3.58604924552183e-07,7.268743325608872e-05,4.664791633002252e-05
900,0.09986446181973964,8.532394664594694e-07,9.999999559104626,4.409095278654632e-07,8.176776159880726e-05,5.247626928597805e-05
1000,0.09984941127470032,9.087861938733571e-07,9.999999470962257,5.290567426909228e-07,9.08468457117753e-05,5.830403637772508e-05
1100,0.09983436257972347,9.590282970051649e-07,9.999999377536296,6.224884561839564e-07,9.992468571388525e-05,6.413121761847057e-05
1200,0.09981931573467498,1.0044703841370516e-06,9.999999279331213,7.207002487039083e-07,0.00010900128172402956,6.9957813021429e-05
1300,0.09980427073942069,1.0455690211563002e-06,9.999999176803541,8.232356370947003e-07,0.00011807663386110069,7.578382259982258e-05
1400,0.09978922759382644,1.0827373012575344e-06,9.999999070366638,9.296813019240897e-07,0.0001271507422439912,8.160924636688105e-05
1500,0.09977418629775807,1.1163492478215688e-06,9.999998960394654,1.0396631293699124e-06,0.00013622360699159377,8.743408433584181e-05
