milliseconds,R,O,I1,S,A,I2
0,1.010030828307512,1.0657915050981569e-05,-0.00046226342134749447,-8.017676479563469e-08,0.000319531958976356,0.011379781955247739
100,0.22400519282130377,0.004530615529936585,0.015225708385310895,2.125532127417163e-05,0.6715211909397946,0.08706473834474912
200,0.057420507794769156,0.0012177242197263381,0.017834539583727046,6.590130324837606e-06,0.743445250194225,0.17573437481935633
300,0.003939379645414664,0.000420188024211474,0.016827105114675618,2.004598706603433e-06,0.6674307406885557,0.2818423511882719
400,0.016647006028895416,0.00017631821726169931,0.016032871553533095,6.748067995921856e-07,0.6097654165055921,0.3769834544123715
500,-0.0045672572112512785,0.00016691916555010202,0.014938526527570094,3.343951145756246e-07,0.548341771697293,0.4430706460845685
600,-0.0031897128837516044,0.00016263307449609774,0.01333246422265494,3.8923156409249876e-07,0.4966038730893454,0.48215398578121427
700,0.004858571490688674,4.765305516660243e-05,0.012656703449044501,2.548355796705592e-07,0.4472776717756366,0.523225197408671
800,0.012349074560288472,3.2288355855850903e-05,0.011408221832669513,3.1688398911127565e-07,0.43199851691621627,0.5791905806127212
900,-0.004644496408162073,0.00011987018261192531,0.01020841948891951,3.323448857186055e-07,0.397177054736607,0.5817342452840616
1000,-0.006218201090219909,2.2856359947081045e-05,0.009212340614472838,4.854510076616689e-07,0.3758079892797141,0.6140407868514773
1100,0.013768811869333389,8.193974186499752e-05,0.009220784255384334,3.829128474990088e-07,0.36820018046062875,0.6282893464044911
1200,-0.010619412385239549,9.402501210375513e-05,0.00852584639370142,1.8076082904321713e-07,0.35638904028268326,0.6266974984855497
1300,0.006621020000120888,6.174793341758104e-05,0.00751083888964593,1.825332002718857e-07,0.35437856826605224,0.6335259545981654
1400,0.006361124378821316,0.00010651161951669199,0.0069617504032918175,5.166825678314526e-07,0.33853426065602676,0.6499046057658687
1500,-0.0013338263616762274,0.0001209821289394768,0.006420834870621283,4.953575300012066e-07,0.34987699347154116,0.6491206766974773
1600,0.013553696890208106,4.8826330734149475e-05,0.005673806902756315,8.322440566700008e-08,0.34436114891539454,0.6547601933830409
1700,0.014070795431548029,2.480844240774947e-05,0.005523949146462655,-2.4132170998352818e-08,0.32257364275093225,0.6574351562803707
1800,-0.008780212974313105,5.439169421799581e-05,0.00540778441460267,3.8118742695423785e-07,0.3206760370086622,0.668952575582097
1900,-0.0011789980362303422,7.571287880416228e-06,0.005072413935875423,4.984407382979947e-07,0.33610307529900174,0.6639012441449016
2000,0.012268762679234048,0.00011537405203545603,0.004650815319633932,3.417427475961036e-07,0.32715301755827325,0.6716883115120504
2100,-0.008423618072561284,0.00011196912482894022,0.0037426187390850333,4.26776203918843e-07,0.3302887803356612,0.6753727562394746
2200,-0.004109274385164444,0.00011210991898960392,0.0038104262667660337,3.9630609036615803e-07,0.3295091395973688,0.6774905998798785
2300,0.01447574025585736,7.474560097277594e-05,0.0033946295259474862,-6.48586404075674e-08,0.3241347465961534,0.6656296304329073
2400,-0.012308492684481517,0.00012432228110724532,0.0027729190553687894,2.331823599017615e-07,0.33295411375412887,0.6800231658093439
2500,0.0031129830238382306,8.232516576965048e-05,0.0026856126747930795,-4.8143499464745055e-08,0.31368307289927927,0.6858430527460678
2600,0.0032437978562889695,0.00010281661690096262,0.0029351011525695775,-9.383135450072962e-08,0.3282172112090111,0.6666474889429728
2700,-0.0015402171214873488,2.7100762120297685e-05,0.0020353606651659995,3.0946294825388094e-07,0.33280490468406715,0.6844164702076977
2800,-0.013776092292003696,4.2900751451223836e-05,0.002550253765438094,3.2797123613882555e-07,0.32874879668313983,0.6877541525740143
2900,-0.006973480162004379,1.4173701313404886e-05,0.0017514345563428117,2.867733893832258e-07,0.3203102017615107,0.6814668395077691
3000,-0.004208133154685445,9.922444306355585e-05,0.002158209069498368,4.060273992715149e-07,0.32870726725888033,0.6588277222233151
3100,-0.001541425543545359,6.116809345273487e-05,0.0016207990118819165,2.3306146421806804e-07,0.31266774150801585,0.6688657168679613
3200,-0.0027027293454414125,8.266415960763427e-05,0.0013826020008366636,2.5638395126135404e-07,0.33025946137012185,0.6772512854074134
3300,-0.010949835138045497,2.9129181518332996e-05,0.0016439729288648158,3.0907659389891614e-07,0.32431430922107424,0.6809943409617836
3400,-0.004787581912625259,0.0001205109041152869,0.0010066282676104944,3.673372414317503e-07,0.3167133806083929,0.6657119461233952
3500,0.007201156741543269,7.021724786369078e-05,0.0017114403984525004,-7.340939654800361e-08,0.31496429069929177,0.6845542654337501
