milliseconds,R,O,I1,S,A,I2
0,0.9985681076477769,5.043522115133755e-05,-4.777786039167677e-05,-2.9175913174517214e-08,-0.003906882868717757,-0.0006418545191288297
100,0.2296110678703541,0.004531343486554073,0.01523325459631345,2.162174073116041e-05,0.6865437053194996,0.0837387922324125
200,0.05096015799410047,0.0011394052838480083,0.017134458003956254,6.518137082146543e-06,0.7385747679961233,0.1744981770301386
300,0.012546397197702537,0.00036994701166948355,0.01671704760206551,1.6556084230585887e-06,0.6747515196085088,0.30669249759327877
400,-0.005534405730139678,0.00019299454503824933,0.015750955106135524,6.771148105336799e-07,0.5997727639172142,0.3732303204653203
500,0.009337945075312735,7.614351500911145e-05,0.014303704355366436,5.548763137523384e-07,0.5478416594601051,0.44862912639515884
600,0.007525768054603308,6.754914474925685e-05,0.01386029940321007,3.3967414125940433e-07,0.4881790254257992,0.490696094586116
700,-0.007240409612137797,5.0400312459111616e-05,0.012185810765110836,1.9944671496799806e-07,0.46317508628739196,0.5198288057567424
800,-0.005428637320483261,0.00013211054107204625,0.011154924469930466,2.0864146414776615e-07,0.4142841996470366,0.5765300885427249
900,-0.01158748652927943,3.4678181319788064e-05,0.010805083154809571,2.5482870718841256e-08,0.4074052616256168,0.6007426302292718
1000,-0.008898350648525144,9.113315127630357e-05,0.009556577533740838,2.3938580472487386e-07,0.3866304977561766,0.6185571346754588
1100,0.0027404117358826455,7.116628985847989e-05,0.008870944757510473,-3.43780798297496e-08,0.3591917210051238,0.6353961661826014
1200,0.0043765674085403895,3.265045189609468e-05,0.008064141690355844,4.787217649736992e-07,0.36728394284204957,0.6234557150319053
1300,0.008913248717878425,3.4211219612096935e-05,0.007133118804823073,-5.159213255752903e-08,0.3577705677645253,0.6274813162260332
1400,0.0016283960872691809,0.00010544019866494198,0.007199860753613309,3.2425750456534586e-07,0.33512249406857536,0.6411157084040132
1500,-0.01306399623119598,1.9390920306839595e-05,0.006586980053852005,3.433189757031554e-07,0.3384189706805247,0.6679755917486679
1600,7.670289259460614e-05,0.0001140451149348412,0.006216333814908632,1.7763856027570087e-07,0.3363908824905945,0.6715078418341333
1700,-2.653490167941531e-05,3.6269760008666015e-06,0.005057205731687932,4.2541298179342604e-07,0.3243693057889098,0.6475402517130604
1800,-0.013031731138327805,7.996333980042397e-05,0.005110127072024253,3.548145817768635e-07,0.33225790006116396,0.675423567181552
1900,-0.005982348658383385,1.2251258950849677e-05,0.004658335670105484,3.320417545717843e-07,0.33442919574204066,0.6609878372581157
2000,0.008770139396933174,8.074344736251952e-05,0.004170258214906461,-8.994136163984883e-08,0.32483846395362437,0.6735072356696227
2100,0.00939304239696226,5.0163283153277735e-05,0.0036414359279858467,1.6560155994238603e-07,0.3195341220328202,0.6640911862393652
2200,0.012264666708181089,0.00012809183125226512,0.0033646427809912575,3.3750113674756115e-09,0.33442552045264057,0.6796358726987818
2300,0.006422243370070499,9.484915290730486e-05,0.0030893852308005103,6.987325700069381e-08,0.3247317101749122,0.6765323103423997
2400,-0.009713147371754863,1.0255930184643967e-06,0.002693452892829089,8.335233394986842e-08,0.31976672365475034,0.6718814875655317
2500,0.0017836820239496979,8.207666412986126e-05,0.0033253501148142947,2.0234737279421412e-07,0.33121247619593647,0.6728190854110842
2600,0.004236640563945671,5.47257586518003e-05,0.0028596301295204163,1.650668129824533e-07,0.31786187080018463,0.6664532211854197
2700,0.010779613335466351,7.613843740770764e-05,0.002928778754863242,4.756327150316036e-07,0.3145777239354096,0.6723209618766238
2800,-0.004182538197961587,0.00011108250690223363,0.0025801193405991536,5.020010154004265e-07,0.33337966626516397,0.6735071498823334
2900,0.010833344224072224,9.175824085841246e-06,0.0018921569596659527,5.61499866516498e-08,0.31954343391596757,0.6689223470341535
3000,-0.0038479822409820293,0.0001231302975373067,0.0014183036357015622,5.8882116135575996e-08,0.32438588555963194,0.6671510152766007
3100,-0.007756353656100918,9.675039254201031e-05,0.0015033169425395425,8.435882146127937e-08,0.33494801974358257,0.6678212681777718
3200,-0.006871456529959369,3.1782029527991944e-05,0.0011964282181076043,4.035525202309237e-07,0.32775938577287017,0.6604190521110679
3300,-0.0046896305788374235,7.578716518880023e-05,0.001340077130842846,4.4859897504416114e-07,0.3304545664869727,0.6881027455370965
3400,0.011690564560604405,2.3492003905323362e-05,0.0013798192806228097,2.426751864019752e-07,0.3234864548681503,0.6759598926133258
3500,0.003045096937542297,0.000100670933390256,0.0016418078885404755,4.957481516734324e-07,0.3183959673714279,0.6858633917320152
3600,0.009744348315676525,0.00010266539903333232,0.0010903733191557242,1.7688112906429414e-07,0.32389856129789246,0.6757107605178392
3700,0.002346310831763667,0.00011007422369322549,0.0014707473008706408,4.164952723049064e-07,0.32298343948465524,0.676649774250417
3800,0.0032725011184899645,8.975225605795383e-05,0.0011153139288279132,3.834336003155457e-07,0.31609887781530244,0.6803260274137807
3900,-0.007858817041335531,5.621235152250674e-05,0.0012613875938317488,4.90202736123022e-07,0.3306817571252277,0.674648003146613
4000,0.01127418997277563,8.98628222942149e-05,0.0012427118017303831,4.635154605343241e-08,0.3327239024629364,0.6626946033577167
4100,0.003956647319599327,4.3541709747765356e-05,0.0005793205114953104,3.5779191657250575e-07,0.3143043891468835,0.6725509861325533
4200,0.004663465888604469,8.054694125181154e-05,0.0005146241075048939,2.867472763779875e-07,0.332641808154759,0.6721936060653634
4300,0.009575622277898125,2.59684329618607e-05,0.0005460198726494228,3.429021891043434e-08,0.32924859748117585,0.6772028026768042
4400,0.013125603077355844,2.4666369118145917e-05,0.00031890097224492053,4.851321475532153e-07,0.3342862760180152,0.6784107096229315
4500,-0.004709547064843939,3.0018504814093145e-05,7.430408660644323e-05,3.7489659064635233e-07,0.3139189398314771,0.6716932526423663
4600,-0.004186614303914332,2.478725161929928e-05,0.0005183732663801991,3.0803141699992863e-07,0.31598252854590175,0.6818405587864077
4700,0.011161890703341306,1.8483829885589996e-05,0.0009871043523818636,4.654426164138739e-07,0.332899546228107,0.6615062030664037
4800,0.012757542995510357,0.00011128439320748549,0.0005236544916992487,4.823267207079228e-07,0.32242266788091867,0.6750633777751255
4900,0.00996205367979334,1.4304183904745759e-05,0.0006639247907296369,4.371676976281867e-07,0.3159169772432949,0.6836199068520094
5000,0.0013247252503754577,1.4104239145087975e-05,0.0003793706931875717,3.2221273778364704e-07,0.3282260816493958,0.6807298908076954
