milliseconds,R,O,I1,S,A,I2
0,1.0126914294526317,2.4479239787845192e-06,-0.00010065620541056212,-3.408597091684856e-08,0.007885986156082946,-0.008571559423575084
100,0.22217171973291838,0.004542437365291212,0.014941860922358842,2.122953514518132e-05,0.6765690112695364,0.07963902513956717
200,0.06518156069845422,0.001237779409278219,0.017112356023916173,6.194810324924921e-06,0.7400544794205094,0.17694008874935957
300,0.015234416579684648,0.00040272046995313545,0.016893457862086788,2.193401626991171e-06,0.6805756527598166,0.3089900822549773
400,0.00663280809198212,0.0002016746645913877,0.01582333930736404,1.056722110237476e-06,0.6045520301151011,0.38399692832702587
500,-0.010043546767817194,9.191101338645176e-05,0.01469894975294975,3.456428693599985e-07,0.5364568627163155,0.4544638985169411
600,-0.007586744325158934,6.72904122286806e-05,0.013514784970030908,6.073029297127048e-07,0.49031929070219116,0.4882184951793975
700,-0.0047823376755408604,4.113421094498382e-05,0.01279157702746193,1.8653930492123363e-07,0.44988117164241803,0.5217946135314203
800,-0.00749140003941307,8.186711439934173e-05,0.011781371477438383,2.749898152526541e-07,0.42716918290648204,0.5493053397899172
900,0.005447474478376163,3.6988459143840195e-05,0.011013756210233379,3.045022194616215e-07,0.40312581059806973,0.5756287563689013
1000,-0.003724356126919759,6.598913313943605e-05,0.009481519839625729,2.1091143892122234e-07,0.38095180241096993,0.5984023255054778
1100,0.009120236615479086,3.0250245507618897e-05,0.009270959977192891,3.587526064998669e-07,0.36323755297725147,0.6341022177256859
1200,0.005529660673280769,0.00012890291308032057,0.007846706577902339,3.032076671814443e-07,0.3645180405334422,0.62018964430691
1300,0.013014824334801075,4.499428930366901e-05,0.007151823022868182,2.0958684106653961e-07,0.3515572155180017,0.6336873952144745
1400,-0.008634895979167221,0.00010537315559070686,0.006618900753016651,-1.8746977653915654e-09,0.34416695795513436,0.6445285453593368
1500,0.007070445921154432,2.105150423648017e-05,0.0060267101714370965,1.2330773516030996e-07,0.33983231590081525,0.666615716065948
1600,0.01117440371638435,2.9625145363272507e-05,0.006073626059840896,1.623461807782529e-07,0.33998293017234055,0.6716135968179778
1700,0.013072614377303352,7.449421989798802e-05,0.0057750417924578665,1.520783536436019e-07,0.32462719824320724,0.6703493790403527
1800,0.012617551590849835,7.590675216551341e-05,0.005250188911868993,2.927382190435588e-07,0.33571496271919954,0.6626537714249163
1900,0.009661739505043216,0.00010715661381012546,0.004837107143115256,2.662634200749849e-07,0.3204019277284129,0.6562697354160164
2000,-0.0055745088751925015,6.177661966090982e-05,0.004075733339061779,4.1123659247190217e-07,0.32408317398575254,0.6524706176720474
2100,-0.005965173435739664,9.101795103476986e-05,0.004023413299168215,2.3789562422328174e-07,0.3338669232891141,0.6835647001056144
2200,0.0058058973754040125,1.7171867536427152e-05,0.003667031808572436,-3.800799130339354e-08,0.33080540256313595,0.681085974511101
2300,0.004895751984631917,4.88824446026972e-05,0.0032948217574945366,4.1835878189385547e-07,0.32495979882629467,0.6735863068667418
2400,0.007822588016518804,8.322276719657416e-05,0.0028841902679522633,2.5157029118228347e-07,0.32378563699596324,0.6601592224995716
2500,0.010681974379264766,1.0835594064182809e-05,0.0024360399354107923,3.857724459629064e-07,0.32593340649132435,0.6850217264742855
2600,-0.0011501385140455713,4.2573592209056046e-05,0.0023163628774031365,7.666211012642213e-09,0.31864522444911053,0.6834069449609838
2700,-0.013344084772564043,3.8718224329888e-05,0.001956915766298507,-9.586649424746153e-08,0.3317373804519146,0.669538921395464
2800,-0.00578891187867022,2.68097062531906e-05,0.0020227161634336723,1.0366368308807914e-07,0.33208064952816363,0.6823959584070254
2900,0.011934463234490156,8.998198708581073e-05,0.0024529569282138505,-5.3711909938883995e-08,0.32614636607353426,0.6700260543391744
3000,-0.009193011330199929,5.813825152417966e-05,0.002376593296981927,5.038201238640121e-08,0.3231069391813911,0.6787156084440062
3100,-0.011989172254341192,4.242765611418722e-05,0.0012708130656998832,2.767179206618479e-07,0.31634589354858755,0.6771912832642256
3200,0.008231592525632606,7.036347809198419e-05,0.0013453192255129737,3.702703078678832e-07,0.31628988825373866,0.6637093308498109
3300,-0.003992080762832529,3.408733028067474e-05,0.0016387665334619771,4.0705483785294095e-07,0.31951299496915986,0.6668078547642388
3400,-0.0018627239600159092,1.4720454734659895e-05,0.0011888727101746304,-4.795112593397162e-08,0.314976549031169,0.6865311598297783
3500,-0.0015353764691787017,6.174848999937699e-05,0.001610036787922273,-2.733527137328618e-08,0.32549370801940297,0.6605376135180467
3600,0.00783311480701134,-1.4256149591150374e-06,0.0008161386881970739,-4.527210742474605e-08,0.3206374770237328,0.6729212957919376
3700,0.011071932982522511,-2.616522700756569e-06,0.0011103501563043273,3.341302793952124e-07,0.3256432724946204,0.6627865595121989
3800,0.0029506572418248255,3.685922291747523e-05,0.0014939677836294037,7.4098039813533e-08,0.3280836573908079,0.675634456160449
3900,-0.01003537029005826,7.243040910888466e-05,0.0011618113720880193,1.6356810413149062e-07,0.3281951553025482,0.6803794404760461
4000,-0.0022547228271283084,8.681610780820147e-05,0.0012583134037437653,-1.0639577385329243e-07,0.3123758452138733,0.6893084652612201
4100,0.008232282319748334,6.0719603523567194e-05,0.0010308863800053815,3.2248807398656624e-07,0.3266983001892113,0.673540984111171
4200,-0.013197645798633084,2.8254785037779294e-06,0.00029132446507058516,3.4574757377847846e-07,0.32497765416890945,0.6760607517880787
4300,0.010449096653913251,7.331363936657431e-05,0.00035265298842998555,3.409927828532368e-07,0.32166478649853586,0.6628591463539517
4400,0.009573706315375557,0.0001187141645389339,0.001084314076978562,-3.792130811119657e-08,0.3340697516765059,0.6839850277939118
4500,-0.0008139348876922929,0.00012321684176696594,0.00019948970394290517,2.8237444762357135e-07,0.3296851529921239,0.6621236924482664
4600,-0.008981726647018788,0.0001143026919752151,0.0005569435438625977,2.7181440348924457e-07,0.3297135282089444,0.6833873189503665
4700,-0.0049171128144471525,5.0814287312856244e-05,0.0006010220266736911,2.337182133851839e-07,0.33091091349946883,0.6713938787535679
4800,0.007677413646000082,1.989788650007154e-06,0.00023074346857444682,5.102409088419144e-08,0.3229084543165459,0.6905999939583388
4900,-0.002472974759246112,8.381490981902923e-05,0.0008172823616965673,5.813457681194623e-08,0.33241278354457426,0.6670871527448903
5000,0.013394908848936144,1.333520269931776e-05,0.00039337461241018234,1.1168087679226478e-07,0.33278651314929597,0.6834330773312629
