miliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,Xa_Va_l,V_Xa_l,IIa_f,V_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,APC_PS_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,Xa_AT_f,VII_Xa_l,V_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l
0,1167.9956449589727,5.726364644297098,1.6950959179496038e-12,8.625645439842132e-11,1.7506813870128821,-0.0070674378163996755,4.4121665224119967e-10,-3.877737371902868e-08,7.563943045750492,-0.03327823410202329,0.09932797714351918,-0.0005806777770287055,142.6529688725526,0.6717090079864143,-2.524530936355594e-06,9.386047247618259e-06,1.280299925828947e-13,8.477471660005251e-13,115.86911236153915,0.3879866413229137,-5.225229206408084e-22,-1.882886685947229e-20,65.74114511693628,0.011571158947559845,0.018170785486053432,1.578855159577794e-05,9.404335656740104e-07,2.0475655049224455e-06,1.0556872229738038e-05,-1.7861414829360242e-11,2.626266277746571e-11,1.199953513431455e-06,2.8970185240424e-11,-4.18569639497018e-13,7.713540979467035e-12,-1.5800940160382042e-12,6.065504490442229e-12,12.299999957531734,4721.000000008895,2.3084451214141976e-13,2.711399285446842e-07,2.1919797155741882e-11,-5.882943520045442e-19,-1.2208655422780342e-08,8.900160387981791e-08,1.3025131784662193e-12,0.9999999999857657,5.810738369050459e-12,-1.8544152753168927e-13,-3.0700962994048387e-14,170301.61697599659,363.9999999992382,-2.086955189033452e-15,-2.08492883466224e-09
100,717.7545158051745,447.55310053138874,-3.1767893844796646e-12,-7.321781199737931e-11,0.005065354250779572,1.7317201985208643,1.2577240309812768e-10,3.9754784862592405e-08,0.06729524950340846,7.4611102459013905,0.0013491768539386907,0.09984648612160749,50.14537371438109,92.96414754910629,-8.082728502649438e-07,-1.7228113538764363e-05,-4.685996176140352e-14,4.372979098302348e-13,0.9229473137870399,115.10264192408985,-1.2979224614270714e-22,2.2052712695799567e-20,11.8083603402026,54.127051336588096,0.018066148894783925,4.732964473613816e-05,4.9440125223015294e-05,2.4792097365107952e-06,-1.1759508301075283e-05,-2.159963027334475e-11,4.0219990021704e-11,7.482707703183641e-07,3.234247646500395e-11,1.073463888446216e-13,-2.4817016449431216e-11,3.871051518065381e-12,4.6189669105792384e-12,12.300000201448707,4721.000000043101,-1.2731018096145388e-14,1.0543210723595277e-07,-9.04022482132252e-12,3.8622781422231573e-19,4.674126095566126e-08,-4.1451465565926413e-08,1.2893939123100316e-12,0.9999999999928141,-1.0518837463250104e-11,2.7966795315036186e-12,1.2593828846744811e-14,97566.11263720623,364.0000000012746,1.5659498592418198e-15,1.3124978256080815e-09
200,538.1510550529039,637.286980625773,-6.582992276833612e-13,-1.6697902345313948e-10,0.012331790039794819,1.7417477741851601,4.427721407254427e-10,-8.13375070630529e-09,0.1612080693837727,7.51493083665551,0.0007942533474426102,0.09909485670698924,35.32675060659252,107.68892799530332,-2.7225649909600117e-06,1.2065829995716479e-05,-1.0008564166391599e-13,1.3306470537267416e-12,0.45721024502449353,115.46310877503915,6.151962969355802e-22,-6.014342212959816e-20,14.603858027869714,51.530615677278035,0.01796919936608429,0.00013842446898955179,9.02414202642728e-05,3.0436755379798186e-05,-4.429523290984634e-06,-3.0999259251978545e-11,-1.0486851561464375e-11,2.3038804440477166e-06,-3.218097464361966e-11,-1.3551269569674646e-13,-1.3505620270399774e-11,-1.6710263172087538e-12,-1.2057782893559618e-12,12.300000841992851,4720.999999997775,1.5942512353246236e-13,-8.562544879296796e-08,-7.254985487412559e-12,-2.831062877527706e-19,-1.894133572692635e-09,1.2847286415900523e-07,-2.948995917893235e-12,0.9999999999992604,-1.0942340378165068e-12,3.275460706629265e-13,-5.05699493822463e-14,79084.86506644927,364.00000000137203,1.3515687565084133e-14,-1.2367224919528464e-09
300,454.4144953786604,725.6074102617038,2.8875613761762337e-12,-3.4358296460775975e-11,-0.00033259663711956034,1.7347403304150195,2.400764159159155e-10,-7.72135603812472e-08,0.14318708394127325,7.411459782477044,0.00020532690694791865,0.09875357379096397,31.3963737871295,111.6655394729043,4.1664031721160246e-06,1.0758168956527501e-05,4.924122663969059e-14,6.444034053309144e-13,1.3359342244486063,114.98833796072873,-4.577320741865938e-23,-1.0819244346852866e-19,16.090671034613088,50.049268086091956,0.017685876975965666,0.0001655391853910443,0.00017619621477081308,6.26215207377686e-05,1.08854651144208e-05,9.132549616231837e-13,4.74524396311042e-12,-1.983874907986833e-06,9.190853834765036e-12,-4.990519968737161e-13,-2.406217311788773e-12,5.295522506889478e-12,8.3604781772734e-13,12.30000098222571,4720.9999999622205,4.912102578373497e-13,8.393814695983709e-07,-1.6087987717409752e-11,-5.973660522583673e-19,3.1193431283332695e-08,-1.2193510872791736e-07,3.0923480844652152e-12,1.0000000000087887,6.780248699103361e-12,2.039510178168882e-12,-4.608600482901426e-14,69341.61568578694,363.99999999701186,1.0375174066963899e-14,2.0030677670313724e-09
400,408.8045084076094,768.5890088200114,-6.842281244565711e-13,2.8560186762277224e-11,0.01172968643253652,1.741967931633432,-5.909829600787161e-10,-6.720814038688743e-08,0.09911036194326925,7.45182827622762,0.0007222163785385711,0.09911323545975072,31.679423844648344,111.77777233900635,-1.0642199381322242e-06,2.0946891715722535e-05,-1.7034979386017993e-14,1.0538181412138077e-13,0.42431436128413275,115.62518011556143,4.591847548285699e-22,-1.0999018547608802e-19,17.43655561698281,48.94892050651544,0.017551092468485806,0.0002371343837359345,0.00027401307564393245,6.712779936097761e-05,1.3783975708468148e-05,-6.492857877412994e-13,3.5629212191083162e-12,7.48215892792723e-07,-7.773779299660631e-12,-1.7944857427874472e-13,-1.904539561510654e-11,2.0967153979184385e-12,-5.3699226189148286e-12,12.299999183515952,4721.000000014357,3.648687691500084e-13,7.067636114146783e-07,2.1106485228620545e-11,-3.606341715356855e-19,1.3334325950798301e-08,-2.42086331985807e-08,-3.1893539300270014e-13,1.000000000005054,-8.3806758356887e-13,2.950847939465041e-12,4.3079637012571546e-14,64630.49208006804,363.9999999983886,1.4832825467537794e-14,2.144582453664397e-09
500,380.64511859703475,790.4614369976946,2.7440097079757287e-12,-8.612635499314914e-11,-0.0031791080665900303,1.7403743011321686,-3.520556776663996e-12,1.924498622039377e-08,0.12758976606418077,7.401936266793489,0.0008997991635300058,0.09865353474960482,32.05392432403493,110.90658768002676,1.5625015243007936e-06,2.2438798790417764e-05,2.5216753892554964e-14,7.086260736664424e-13,0.641459856611796,115.16126984839192,-9.337438201172837e-23,-1.0770879603658077e-19,17.982107528357027,48.29112760430967,0.017382481519972865,0.0002788714256636804,0.00033709659905562574,0.00010049073549561083,2.821525897123458e-05,-2.4424932241045612e-11,1.7720451679779906e-11,-2.1983587188451254e-06,9.022426361653698e-12,5.674849282717239e-13,1.6138556219678474e-11,-3.1179692042069237e-12,3.7582186429983945e-12,12.30000096543033,4720.999999994582,-9.080416455949963e-14,-1.045444278544623e-06,7.0544717855562566e-12,-3.314305241359197e-19,1.1488959785319045e-08,1.0760465270100473e-07,2.5262955564864908e-12,1.0000000000045322,-8.814419203955623e-12,5.6697442508317425e-14,2.098854643281889e-14,61668.22177940428,363.999999997185,9.2807081446904e-15,2.2917154706027226e-09
600,360.2703361514784,811.5233272696875,-1.4524710506706653e-12,6.595078216930609e-11,0.013192093286867646,1.7442345631792564,-3.2853788272050594e-10,8.58537214815209e-08,0.1425134672867925,7.480880300203092,0.00043203823899984144,0.09924913817588144,32.82634737346786,109.95809092050203,-2.6292762380826356e-06,2.267396903628712e-05,-2.303759506723838e-14,-2.1537260154826934e-13,0.27684892020693624,115.06752097600943,1.1733359041494684e-22,-1.115540955319538e-19,18.170624218800967,47.70033240576685,0.017210040642699823,0.00033859052800040853,0.000420244995527888,0.00011579648085726239,3.3170162864416204e-05,-3.269234002222264e-11,-1.5355634969381715e-11,-1.0263883275650474e-06,-5.956500143950975e-12,6.34826835789704e-14,-1.476598044743483e-11,1.4572209194854757e-12,3.961464862232421e-12,12.30000102984868,4720.999999977546,2.3475819437485667e-13,-3.9972410568288955e-07,8.526394343787599e-12,-2.754908481219617e-19,6.091125109251927e-08,1.5249294362514369e-07,-3.706243786718227e-12,1.0000000000102753,7.876087223531949e-13,-3.2551402152006275e-12,3.9094201655830957e-14,60445.93994121656,364.00000000263617,-7.61813336481747e-15,-2.131550986814979e-09
700,355.15643980422993,827.1571118573188,-1.00208262040446e-12,-9.141554930288531e-11,0.002700902641626127,1.749638670856985,6.081479454672463e-10,-1.0111770166090382e-07,0.1337946475763732,7.46327092728802,0.0011890479123823606,0.09895259664667595,33.10116166322503,109.63348999337028,4.493650649474934e-06,2.1153071963072426e-05,-5.672100266228224e-14,-9.608654012460156e-13,0.43315167547876215,115.28806481264559,3.083289215636809e-22,1.4947608776978322e-20,18.22898646839055,47.953765904629726,0.017226548235919018,0.00044524925119859284,0.0004825577404085708,0.00012034786437468509,5.5729702161209494e-05,-3.1404854510382813e-11,7.592798060731883e-12,-1.4348602419657227e-06,-7.918286427691486e-12,-5.997391895675132e-13,2.0893484082001516e-11,-5.36003535574101e-12,-5.259432361463851e-12,12.300000293142537,4721.0000000263235,-5.387842523697243e-13,1.3685923608717941e-07,-6.607995043074931e-12,-6.54858546007949e-19,3.3574810287238395e-08,1.6558112856342063e-07,1.135238957475387e-12,1.0000000000031513,-5.930103211715644e-12,-2.6773273838329383e-12,-2.843075258027422e-14,59659.72898625232,364.0000000008415,1.5306727777427707e-14,3.6633135888540584e-10
800,345.6273512520577,830.2688164657127,-2.7403879652832497e-12,5.740239935467519e-11,0.008219551394794163,1.7325449279216771,-7.210623278770199e-12,7.419696132695136e-08,0.1985255224265461,7.391467208499708,0.0005507977792258876,0.09891276386600649,34.9799191646173,107.91268743930416,4.469754320660846e-06,3.0436348829317656e-05,1.1212867903944205e-13,-9.036997346012629e-13,1.127350965741218,114.52309558459957,-4.1554954510355963e-22,6.432216167619648e-20,18.608314298168974,47.66450578595134,0.016973684867893343,0.0004759977944961192,0.00047917138204955163,0.00014627684358849402,6.248515772710748e-05,-2.1853930842186552e-11,7.028010048507107e-12,2.6582197112909552e-06,3.1539356445155e-11,4.474410699963114e-13,2.2604876459464007e-12,-3.8307813721686706e-12,-4.9115682546913585e-12,12.300000053654864,4720.999999955253,-4.66616550097777e-13,1.0400828081995308e-06,-3.2803689809817343e-12,-1.0440976032024977e-18,-2.027906421235562e-08,1.9173255143221664e-07,2.4664522064287596e-12,1.0000000000097098,8.123029512204025e-12,3.68063424924953e-12,-4.905259627873856e-14,59212.7867069106,364.00000000221314,-1.1182800790284053e-14,-1.986616952639251e-09
900,344.9751624061139,835.9222545623296,-1.806616512014508e-13,4.166060141859261e-11,0.006021446577370636,1.731642020215457,-5.260486585548068e-10,-1.4568445728284304e-08,0.1505206563314897,7.391420321532069,0.0007895321220645193,0.09880059411146846,35.066109434907155,108.64481812414859,1.8740206728145713e-06,2.6054901020713767e-05,-1.0134594716527866e-13,-2.5628043708437924e-14,1.5222907414899174,115.37325200995701,4.353531527059672e-22,-4.2283818923229067e-20,18.41160044268345,47.41369055703233,0.016834754510236485,0.0005181708808269694,0.0005415501937468067,0.00015410790981097627,9.455613688839021e-05,-2.3098318070627096e-11,1.2809094910606703e-11,-1.1472469111805125e-06,-5.84176359158112e-13,5.655634609585902e-13,-1.3145312991401669e-11,-2.030611642621302e-12,6.121532132039484e-12,12.299998969756723,4721.000000056466,-4.843419706654652e-13,-4.2510608973442466e-07,-2.48221939327879e-12,-9.168802533998233e-19,6.713927012589697e-08,5.421166071785397e-08,-5.159382563705182e-13,1.0000000000000515,4.592458702969697e-12,3.6281528223151996e-12,-3.611862503454768e-14,58903.94979590597,364.00000000209917,6.3828782196976845e-15,1.6207908425391218e-09
