miliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,Xa_Va_l,V_Xa_l,IIa_f,V_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,APC_PS_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,Xa_AT_f,VII_Xa_l,V_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l
1000,333.69391288236227,834.2395302739992,1.3901669631822788e-12,-1.705498309643938e-10,-8.16811663758854e-05,1.7496441831356724,2.4221756474640336e-10,2.0017355677027612e-08,0.15749923598150656,7.406584902824456,0.0014485755589761177,0.09902728533312248,34.86751934263305,108.08067671143435,8.070737233074417e-06,4.553516151737764e-05,-5.6442915294313966e-14,-5.371981277941855e-13,0.427697168508158,115.68581415385601,3.641532595486286e-22,8.765921911197544e-20,18.90078686184907,47.21457358362899,0.016699742812631348,0.000554596612640558,0.0006107155380384328,0.00017960244675884135,9.344876276259605e-05,4.016503881687285e-13,3.050073332995325e-11,2.1269225560959421e-07,5.16000258438325e-12,1.1870150838626835e-13,1.3980829375086506e-11,-1.862091817916932e-13,-4.135805347112201e-12,12.300000928703435,4720.99999995187,-1.6241748370941904e-13,-9.109282973413823e-07,9.123197662376925e-12,-7.354278922329695e-19,3.5916431037128055e-09,1.6470226276689208e-07,1.1900277621412955e-12,0.9999999999951042,9.590759991267955e-12,-1.2080343999077152e-12,3.531302028100846e-14,58751.19955779815,364.000000002049,5.666768629410696e-15,3.0964768982520863e-10
1100,337.9824452140556,832.1109702586937,-1.0252789940981084e-12,3.726636691550603e-12,0.0012019368965991307,1.732961056844806,-2.990737038215214e-10,2.897063550760526e-08,0.17430769126204598,7.407456848167342,0.0008809050706975548,0.09776777870056344,35.18440226084573,107.68930067621976,3.1726301437275586e-06,5.783905829410502e-05,-9.228165521079394e-14,-1.0177101550000477e-12,0.7619871969476408,114.44390146140206,-5.386749544416797e-22,-8.311978721339452e-21,18.96577373993872,47.11147207445335,0.01656219000525872,0.0006072947904391426,0.0006845131781668082,0.00020149966241509012,0.00010665033322472512,-1.8154480593284213e-11,-1.8307689386214405e-11,3.3591650486631732e-06,-2.902118446038704e-11,-5.0051258604189595e-14,1.0655562608758412e-11,4.279193395273225e-12,-4.0170674391826034e-12,12.299998909438845,4720.999999988306,2.669944727873774e-13,1.1337279259629795e-06,-1.1617141992231611e-11,-6.002311511016127e-19,7.372322479331663e-08,2.2781515390054974e-07,3.2319272618697146e-12,0.9999999999874511,2.725477701136746e-12,-3.7057585621651e-12,2.6906711242277774e-14,58805.36397229615,364.00000000214465,-1.0465517195000327e-16,-1.9413391877466874e-09
1200,339.12130878667745,837.512512262374,-6.005027243058733e-13,1.5421811206140007e-10,0.0046320728519847814,1.7460507849634066,5.714880941088039e-10,2.9467621874076576e-11,0.15592160559875,7.425891916858951,0.0007351420344984078,0.09869467870923905,34.768023214652324,107.45123986310995,8.576832380309526e-06,5.819936142036975e-05,1.37698175476641e-13,6.65556656617319e-14,1.3930447918016193,114.95105706566271,3.228284783348109e-22,-1.0158660239408299e-19,18.693644167669913,47.284768330754694,0.016486985493296566,0.0006973023251117818,0.0007566122511585841,0.00021599012881049493,0.00013527620601292884,7.311615741337483e-11,-1.2988881306438277e-12,2.481150678901122e-06,2.292232927699911e-11,-3.974366426583622e-13,3.183530314299734e-11,-4.563688549368154e-12,-5.27381529335404e-12,12.300000584535198,4720.9999999495285,5.259823354773284e-13,7.685779797711238e-07,7.997871027015128e-12,2.693392425418728e-19,2.2807680907733564e-08,2.183270597818151e-07,-1.276191556019879e-12,0.9999999999889598,3.3604790864634677e-12,-2.5693553662134476e-12,5.171465476081181e-14,57766.24884159811,363.99999999939575,-5.8640786725457534e-15,3.7946266215379097e-10
1300,334.320615191475,833.7695826497804,-1.9584101091479414e-12,7.212828201715819e-11,0.00010660462554746425,1.7455563041262558,4.262187394353208e-10,1.3567007692446437e-07,0.12276251327205548,7.41689763391861,0.0004976986171203663,0.09793224798106816,35.60023274457808,107.30258523582269,1.2598832635015321e-05,5.5589820133918086e-05,9.28064379102701e-14,4.791313523944778e-13,1.3162440640887412,115.00184482596234,3.9779422265987813e-22,1.288764392578327e-19,18.679972286237074,47.05182726518238,0.016231135014612656,0.0007250725679830649,0.0008520189311039751,0.0002153131636472923,0.0001460316912202232,4.547540365144278e-11,1.3803199762135664e-11,2.7010663969110622e-06,2.130936446483581e-11,-6.320605622911457e-15,2.066633213739184e-11,-1.820051609733227e-12,3.32434152887131e-12,12.299999596368604,4720.99999993562,-5.380216072725587e-13,1.416619417162783e-06,2.8415173481140495e-12,-8.480241370276376e-19,7.094769774996111e-08,4.846916378854795e-07,2.6181213596580697e-12,1.0000000000085336,5.837485066499513e-12,2.69210988358698e-12,-2.1321787119224384e-14,58973.79714411446,363.9999999972396,1.015207431475773e-14,-1.0830837529975796e-09
1400,340.5121737227171,837.5549694679235,2.1818541498638133e-12,6.158432310700986e-11,0.005378352393497784,1.7318203759602084,2.54821478260533e-10,5.569026200166605e-08,0.19056241429179688,7.406865032147655,0.00042361983531155075,0.09849315427237071,34.76331547349722,107.87998956917669,1.6434750789092767e-05,9.411099056206243e-05,-6.118164657918124e-14,4.555727603658234e-13,0.009584606931848927,114.83866627006155,-3.00736387202047e-22,-8.804887152744464e-20,18.438173145863804,47.18036231073046,0.016079842248901362,0.0007806201391413675,0.0008520368854875338,0.0002292271281840879,0.00015898300949531747,2.9183936694295346e-11,2.3089356353072995e-11,3.903072168155059e-06,1.8100410190549895e-12,2.079832403277379e-13,-4.663943604063596e-12,-3.173855292870962e-12,-3.5466457760102973e-12,12.299998566414642,4720.99999997529,3.274033885254966e-13,9.008321432230276e-07,-6.984418762421565e-12,-4.002221953586581e-20,9.944415348822925e-08,3.9162881121873466e-07,1.4459573513120398e-14,0.9999999999969323,-7.577734436058046e-12,2.5511408982120395e-12,3.284679947685781e-14,58372.13787804054,363.9999999979729,-1.623661764304278e-14,3.6651169911705394e-09
1500,334.501618427404,838.0855313408646,2.1018434672293618e-12,-8.769692835521851e-11,0.01403590923569609,1.7334249232164538,2.749087316687927e-10,5.157563564790618e-08,0.12309881575195751,7.438747760637698,0.0009644040924004979,0.09736159728538317,35.862309601169,107.24109657293914,1.2317688689799708e-05,0.00010294679756606709,1.438149525224278e-13,-1.2784227329224181e-12,1.1561492806356952,114.51576993098264,5.855168775166322e-22,2.0762478770866195e-20,18.917516861163165,47.115067968438,0.016037799198182295,0.0008337382516627464,0.0009292924170155021,0.00024593865275334716,0.00018450603688141245,6.462019340510416e-11,2.681310385614995e-11,5.963682766429619e-06,-1.618901264115895e-11,-3.298715233381372e-13,-2.6177839326805693e-11,7.475602846871577e-13,3.890482638673828e-12,12.299998470292127,4720.999999982798,1.6421116660916432e-13,1.1811407496190099e-07,9.59128282624901e-12,-7.3829875896168665e-19,1.2868671105316816e-07,5.238970998920119e-07,4.644358285550935e-13,1.0000000000028173,-4.731804903056469e-12,4.2910189920228275e-12,1.1509562380550814e-14,58673.84943195109,363.9999999942454,1.6460659241697927e-14,1.8493189269302802e-09
1600,339.42765136233294,844.5105209845418,2.067662615488645e-12,1.8674593044187987e-10,0.008861519343519515,1.729248711133643,7.321858075168858e-10,1.808862370541456e-07,0.12684202984622536,7.392040465440882,0.0005687972252390841,0.0972604634981123,34.6768504603657,107.71275383170182,1.500373147188637e-05,0.00012031096167219018,-7.31041650852207e-14,-3.1809380777906763e-13,1.5096821113160432,115.4074967292074,-5.402450262271697e-22,1.0165630992704622e-19,18.798077686143888,47.06446405748475,0.01591685971874374,0.0008480074144836964,0.0009951472877305927,0.0002753475076241309,0.00022080288016044808,5.553918693309625e-11,-5.657557765399135e-12,5.115191687537631e-06,1.2092530875597266e-11,5.610096754045997e-13,-2.2024960992784804e-11,4.483201687772131e-12,4.0454482949225765e-12,12.299999436439485,4720.9999999662505,2.1866662962627045e-13,2.2815081637477435e-06,1.9749762960974406e-11,-3.8916878819542636e-19,7.527354090897215e-08,6.696448300219587e-07,1.7901207397772859e-12,0.9999999999882851,4.3285785674852755e-12,4.168546376668349e-12,-3.202881845459794e-14,57973.9019218071,363.99999999430844,-5.09476037419336e-15,5.337104306210406e-09
1700,331.5376791714501,838.7975822797679,1.0914034778724836e-12,1.0225161401867081e-10,0.0012846696683310125,1.7365349907666432,2.8294237893393114e-10,1.1563191947297769e-07,0.1662383194668069,7.41727342774163,0.0010263087378512236,0.0984963588629437,35.27532754802691,108.24689318670725,2.46008994060585e-05,0.00012851944534071277,1.2528583333915743e-13,2.4191506051048126e-13,1.0679223750870943,115.68807791433976,5.271112402884256e-22,-1.0141642967745375e-19,18.631598789498934,47.616039219445405,0.015718444362086047,0.0008798480003008918,0.001075021738059483,0.000285811396758758,0.00021923538256171318,1.3007221811961106e-10,4.440544971559045e-11,7.1473711317972934e-06,3.196483398562991e-11,4.291658824376649e-13,2.7009900322079353e-11,1.9901896984079785e-12,2.543439810772819e-12,12.299997336672973,4720.999999870328,-5.601399998714388e-13,1.8496435742370243e-06,1.4387505618964758e-11,2.8803363825092734e-19,7.698225784824522e-08,7.596356770949057e-07,5.4755862088408e-13,1.0000000000120046,-1.4024191415762477e-13,1.400133902112133e-12,-5.020705480497689e-14,58266.89844433009,363.99999999266674,-2.587948672272479e-15,3.9312602028163705e-09
1800,331.02363111469253,843.0863719092673,9.13128743776898e-13,-1.2163249947261145e-10,0.01839121705247198,1.7476951110413927,7.993157001976552e-10,2.729900215914953e-07,0.1761113892000156,7.46132252160794,0.0009477266971271738,0.098248146486722,35.02968117707209,108.14839586145133,2.3780904600278096e-05,0.0001274465277901436,8.820363237328124e-14,-8.888881002825992e-13,1.0363908830468689,115.28132487071282,-1.6968544615589737e-22,-4.865337524412496e-21,18.41162565402366,46.97242813149779,0.015588534274825072,0.0009536518650684161,0.0011427508310916496,0.0002899732874297025,0.0002539889972548774,1.3795838734221184e-10,4.482478143650176e-11,9.92587619294122e-06,-9.09512804056745e-12,6.024796102423655e-13,3.655144738533197e-12,-3.345438250449373e-12,-3.805485300185047e-12,12.299997941724568,4720.99999992255,4.577612055531857e-13,2.0813008978027366e-06,2.8859973496546833e-12,1.6444102293348794e-19,8.573586864433655e-08,9.520461085819316e-07,1.4843736692277333e-12,0.9999999999975733,-6.520913219314478e-12,2.678908439413332e-12,2.017646618429623e-14,58659.68488821721,363.99999999664044,-1.581651442334313e-14,6.728400579655568e-09
1900,340.22577589421985,838.5779078499127,1.7255199532129978e-12,-1.3248823225454287e-10,0.01564897801496573,1.7295591393997443,1.4522075975666935e-09,2.811606455037374e-07,0.20314316954993783,7.404603692545782,0.0009376956267903631,0.09783693350387698,34.535598001570904,107.71615014140872,2.7416025644720752e-05,0.00015321711430603415,3.58485567898639e-14,5.139617394206689e-13,0.2919932488633372,115.76525528040715,6.92465148620335e-23,1.1962672874679562e-19,18.701753583134963,47.10173681915006,0.015441391297040336,0.0009921948633142682,0.0011479612697410484,0.0003155682559666741,0.0002773010257726199,1.6677681947644272e-10,2.6664073901575954e-11,9.769658055932395e-06,-2.3342677367531288e-11,3.909166137284177e-13,-7.415338020522534e-13,-1.3521966788052945e-12,-8.390723054672315e-13,12.299997871777967,4720.999999778968,-7.4475216927804e-14,2.5665766049308633e-06,2.2068632253356613e-11,-3.0289990019939977e-19,1.297484375195947e-07,9.662882392884634e-07,2.0885016905194374e-12,1.0000000000108245,1.0149257296606402e-11,-4.1120937505542016e-12,1.2632704899121926e-14,58823.1688950263,363.9999999924876,2.479964030059401e-15,4.45436724169967e-09
2000,333.160641687718,833.9812098770703,-1.7635745381237767e-12,1.793497432462108e-10,0.011470001209514724,1.745221316988347,1.350589790389708e-09,3.0057747758583304e-07,0.12730542867076858,7.405978884983484,0.0005890751013857253,0.0970337970049026,35.59067428522479,107.30466995278285,3.0125066218405248e-05,0.00019259633880804267,-1.538148201789375e-13,-8.193774187474446e-13,1.3317921275906008,115.09628992361344,2.374313836103941e-22,-1.2893211557281196e-19,18.67076063955502,47.255369985048624,0.01542702025562052,0.0010249978183045224,0.0012483444871607765,0.0003160273022827883,0.00027767747269737255,1.468698786832125e-10,1.1309182301686001e-11,9.394482490860028e-06,3.512755344901516e-12,8.233384418797015e-14,2.3131090906279924e-11,3.9287759998446345e-12,5.594848450749052e-12,12.29999546455042,4720.999999868459,-2.6520481999800726e-14,3.2453453849486205e-06,-6.285621685784558e-12,7.828796856450279e-20,1.411664508699124e-07,1.1024542474591827e-06,-4.743036124608606e-13,0.9999999999894152,-7.651724066516442e-12,-8.135232938190944e-13,1.4740714799625944e-14,57755.883326718984,363.999999988162,-1.0496960149634477e-14,1.0858890701284418e-08
2100,331.3946289035566,834.0624325440674,2.4628284366186207e-12,-3.620286027646631e-11,0.0012958668998945856,1.7328887952012124,1.6177155443319503e-09,3.072992284711904e-07,0.18757842809832626,7.433317142380555,0.0002162545457329838,0.09700030624818795,35.15210877858764,108.21588664704264,3.467813068058237e-05,0.00019689864002965944,-8.01877303648038e-14,6.139741419912174e-13,0.6773976123788221,115.55124138626687,4.123159471908461e-22,-8.516572587164875e-22,18.739273497308474,47.0388918799782,0.015145145735092057,0.001066601081927155,0.0013018297895480522,0.00033341281084976954,0.00031548043298551033,2.1717036734169313e-10,1.0766513098900682e-11,1.2838355911740448e-05,-2.9800803050184225e-12,-1.465601529722189e-13,-2.645878605643574e-12,6.0454772995980955e-12,-4.757015568449156e-12,12.299997012871001,4720.9999998075255,5.604366516929897e-13,4.962740679495279e-06,7.359238730828433e-12,7.070616255740808e-21,2.591623585306494e-07,1.3109498300322147e-06,-1.976717004531003e-12,0.9999999999983958,-5.298088500408671e-12,3.891393031747664e-12,-2.5599690931488892e-15,58678.5292502421,363.9999999919286,-8.970565745140443e-15,1.147844357531479e-08
2200,339.45202717570317,837.2037585254586,-2.663694463432568e-13,9.211545536619007e-11,0.007939414937604921,1.7425520977562974,1.3469496914697898e-09,4.790987799708996e-07,0.20089850670611456,7.466599078861333,0.0005996351702873496,0.09768408792702303,35.59105900035035,108.00022200048011,3.749293298707621e-05,0.00022195967855491357,5.587253062465905e-15,-1.1556423545483421e-12,1.0312380994654529,115.05980728870318,-6.802355080370546e-23,-9.166877404385078e-20,18.597566524847792,47.62668604937721,0.015047930388204364,0.0011196363859114727,0.001308289537146086,0.000348454966147134,0.0003347761868381304,2.262925784849734e-10,2.0475956398911393e-11,1.6426993573251947e-05,3.6060777547572723e-11,4.4157154290429783e-13,-8.085916257263017e-12,1.290335830501495e-12,6.294150659916669e-12,12.299994712298128,4720.999999732354,-2.5427816637384847e-13,3.872616943149213e-06,2.698678675187105e-11,-5.760225012202916e-19,2.0851204098407003e-07,1.2338498261807342e-06,-1.818197266507532e-12,1.0000000000034135,-2.7897424484043013e-13,4.3714373185147985e-12,-1.7919382532148646e-14,58851.86760881854,363.99999998967286,-5.249413276582025e-15,1.4642108859044628e-08
