milliseconds,II_f,II_l,mIIa_f,mIIa_l,V_f,V_l,Va_f,Va_l,VII_f,VII_l,VIIa_f,VIIa_l,X_f,X_l,Xa_f,Xa_l,APC_f,APC_l,PS_f,PS_l,Vai_f,Vai_l,PC_f,PC_l,TF_l,TF_VIIa_l,TF_VII_l,TF_VIIa_X_l,TF_VIIa_Xa_l,TF_VII_Xa_l,Xa_Va_l,V_Xa_l,IIa_f,V_IIa_l,Xa_Va_II_l,Xa_Va_mIIa_l,APC_PS_l,TFPI_f,AT_f,IIa_AT_f,TFPI_Xa_l,TFPI_Xa_TF_VIIa_l,APC_PS_Va_l,Xa_AT_f,VII_Xa_l,V_mIIa_l,TM_l,IIa_TM_l,IIa_TM_PC_l,mIIa_AT_l,LIPID,alpha2M_l,alpha2M_IIa_l,alpha2M_Xa_l
0,1178.6095108286027,1.6313086301359352,-4.0123194741518394e-13,-9.805887129117923e-11,1.7574599429512237,0.010851098902496204,7.32009490414964e-12,2.5028908910111665e-08,7.554365938222251,-0.033949639373870376,0.09972829013930129,-0.0002562747963151185,142.9544534214373,0.22652212328215499,1.572824682828255e-06,7.711274939483722e-07,1.2036968275552613e-13,1.3266294297302366e-12,115.67072263170245,0.2987546590165208,-3.9689181125083813e-22,7.417837248046239e-21,66.00881676899598,0.05831234210716159,0.018240525329119833,2.0053035518546965e-05,1.2559087150255326e-05,-6.087604279323758e-06,1.4668605372532563e-06,2.973902393719911e-11,-2.61931176751815e-12,6.235888308432137e-07,1.9963082645906014e-11,1.852180840677256e-13,-9.540607427537592e-12,3.513488448942764e-12,1.787412304483046e-13,12.299998943029028,4720.999999999939,5.162490630779322e-13,-1.816562930323322e-08,4.322277595773415e-12,7.484841338276895e-19,-2.140629847252784e-08,5.498288459711564e-08,-1.9969261132061665e-12,1.0000000000122315,-8.888638563793977e-12,2.450284726255834e-13,-4.2089822438998337e-14,170746.61660640236,364.00000000176107,-1.291451584547665e-14,-1.611911233974788e-09
100,723.3569659345753,449.1462217678295,-7.670360752852443e-13,1.4665023425839856e-10,0.001801731101089693,1.7466370450098594,3.327738858087561e-10,-1.2167498069573853e-07,0.10398824921226671,7.4428558140263155,0.0010885994729754492,0.09860106371083213,49.78849779924738,92.97239456215067,-6.795917600527069e-07,-1.5705139360923686e-05,3.965788650974238e-14,-8.585111075154955e-13,0.8933562353374892,114.50338945356195,1.8915235716320425e-22,-6.918477685989055e-20,12.206716857423592,53.8197704686675,0.018077533028925775,9.207701438825874e-05,4.5263324425354166e-05,1.3641520160279826e-05,3.7973184455105363e-06,-9.07554206206458e-12,1.0281259650234652e-11,7.111740171310824e-07,2.7938576113120234e-12,8.297522656824732e-14,-2.012549178580874e-12,-3.458827521548675e-12,1.4597104271301754e-12,12.300000794412025,4720.999999956126,2.4803628938416998e-14,3.105277330191135e-07,1.1419142386321981e-11,-5.828242855795023e-19,1.803917758517339e-08,8.699413674411864e-08,-3.674945038704375e-12,1.000000000009007,6.3801758162635466e-12,4.252919701001133e-12,2.3078332263478818e-14,96933.72226006344,363.9999999987561,6.146356302021291e-16,2.185442895228451e-09
200,541.6292820211844,634.927661729876,-5.643789851806553e-13,-1.0790780019812471e-10,-0.002343687827161627,1.7347400529735437,-1.1164133058742351e-10,3.887099781799714e-08,0.13320952420960372,7.519692182840924,-0.00010548322654904988,0.09864029119456286,35.20975448928285,108.89643589293216,2.491846886155888e-06,4.195694175349022e-06,-4.7937312372552405e-14,-1.2760430020416415e-12,0.31729590162336874,114.87663020969549,-4.775622779375269e-22,-1.0385874715503636e-20,14.303924634360976,51.226490747968576,0.0178748863130335,0.00011960615302638032,0.0001432035555870812,3.861645278808735e-05,1.5074779017464951e-05,-4.425878634838355e-11,-1.8175555741712908e-11,4.386176608550007e-08,2.6391059279917925e-11,9.48068367039904e-14,1.7191360696837748e-11,-4.222468859837952e-12,-1.741787212272481e-12,12.299999627839055,4721.000000057753,-2.702801271718861e-13,4.0005206924481425e-07,-3.624309049934876e-13,-7.87396299363607e-19,-2.423776727132006e-08,3.627490579383848e-08,1.8184876383231428e-12,0.9999999999936762,3.367588895521418e-12,3.729127154953181e-12,2.0610484110169804e-14,78979.05200570458,364.00000000264674,2.7081010712893945e-15,1.7401492354543828e-09
300,456.2840104336152,722.1839404033923,-3.1915048361545688e-12,1.800915222456506e-10,-0.00032001594673087413,1.7438517278833583,-5.33351047047699e-10,1.1374610249151325e-07,0.08661229581496166,7.476703561036308,0.0010665317418454428,0.09893787528013977,31.01385215561866,110.94942127327663,-2.9722997121812504e-06,1.6647290940987395e-05,7.002353224003638e-14,1.0544584018078849e-13,0.6881908699867829,115.36277303598682,-2.133344454852372e-22,1.206693734798981e-19,16.083405192525582,49.58465876586494,0.017809096892451175,0.00019484753085836727,0.0001578271950433695,6.37765589077119e-05,2.219190778529619e-05,3.7952093184191185e-11,-4.014007307992261e-11,-2.2388013910995235e-06,-2.2526909919313506e-11,3.659154401254352e-13,-2.0552063626101214e-11,2.8890952013770715e-12,-3.0233935034885217e-12,12.29999903186571,4720.999999972948,-5.326413043307685e-13,9.19536154660127e-07,-1.2984907151626338e-11,9.610201625877684e-20,4.61787942922811e-08,9.300593958799351e-08,2.826700610909995e-14,0.999999999998902,7.890960422751065e-12,3.593026536052033e-12,-8.643672743706993e-15,69395.15717325294,363.9999999976259,-2.4646424154556158e-15,9.223074469022499e-10
400,403.07732027295845,763.8170262862133,-2.1642675661063284e-12,-1.0542217350601203e-10,0.017258769573987184,1.7477878916366734,-5.814132647657253e-10,-2.9154818379281472e-08,0.12888750702463977,7.463551478798689,0.0006142993125009293,0.09916930605858026,31.123198979467837,111.12388535861703,-5.285604771772493e-07,1.302802773522184e-05,3.4074436418948965e-15,-5.418184328901928e-13,1.3855122058640603,115.16833952835002,2.1155969820200122e-22,-1.104204045427702e-19,17.071204942515852,48.75539775730415,0.017656990897561425,0.0002575263558490151,0.00028250654612316424,7.733279244719013e-05,2.1508066692332973e-05,1.933214758926678e-11,4.62622759907579e-11,-1.2911431874556079e-06,4.769294899037786e-12,5.043378083389238e-13,-1.1096376723823902e-12,1.4475008247743268e-12,5.887565536159733e-12,12.299999102899914,4720.999999987438,-4.99137308193052e-13,-4.899017598880093e-07,-1.6394247673364258e-11,3.5601550802977694e-19,4.689613077082037e-08,6.202066766495691e-08,3.288779228884799e-12,1.0000000000069358,-4.327650156577711e-12,-2.432977591220813e-12,-3.3635218359781686e-14,64393.391271112174,363.99999999973704,-2.1353131482173773e-15,1.763007099960003e-09
500,376.1287665085521,790.1194961899548,-1.043166977181552e-12,-1.5778108616885488e-10,0.011603279605606157,1.7418904257211505,-5.814831314871266e-10,-6.390502884043971e-08,0.14038540815848133,7.41466957862181,0.0012770582439145797,0.0991321869865206,32.95489323628717,110.29995985034994,-3.340363960327738e-06,1.3005785594982589e-05,-1.0363203884869484e-13,9.275295342124788e-13,-0.03501334111801435,116.00163954651393,6.086784851815869e-22,4.228297116492627e-20,17.71674889243609,48.36151529489725,0.017399019016294485,0.00028779339030792677,0.0003314052661803127,9.754848662329837e-05,3.811185755234756e-05,-4.275406569777584e-11,-3.439064481836064e-11,-1.1843598866906984e-06,2.9306665922686564e-11,-5.216531702441805e-13,2.256618294328344e-12,5.248192830944256e-12,-4.2514609684662593e-13,12.300000606916242,4721.000000040427,1.3002851683108008e-13,7.643945942798636e-07,1.3565751660264348e-11,-6.765205488089771e-19,4.9469464937899525e-08,6.8176638785822e-08,-1.210520345807069e-12,1.0000000000065097,9.628287322784654e-12,1.9863551828903115e-12,-3.860429782414817e-14,61741.43447701768,364.0000000019497,-1.4361958245262115e-14,1.1729509852717476e-09
600,364.3228729987745,812.3201236352546,-2.6300730483755747e-13,2.002780204707571e-10,0.00695471453114229,1.7508711977518918,-4.803083691443704e-10,-1.0421626087050405e-07,0.11962943434994258,7.430311475622765,0.0008201808123808584,0.09835821711655718,32.714456397517054,108.85110210087367,4.405108485181771e-06,2.7525359206505084e-05,-1.0821198770642578e-13,7.222704467189951e-13,0.8536216479470535,114.8192893678647,-4.436542330895193e-22,4.591867316838581e-20,18.029442790400488,47.610239714915025,0.017213421849732097,0.0003885905318461002,0.0004195984964573424,0.00010732595131070464,4.550215254286802e-05,8.569739366205884e-12,-3.200748140523555e-11,-2.188844576610129e-06,-3.098302665011643e-11,-4.107723456924759e-13,4.788163908705341e-12,5.995111346399555e-13,-2.9500549651375873e-12,12.299999288366827,4721.0000000628415,-1.0078747644250632e-13,-1.0431634565572105e-06,1.5002140511459522e-11,-2.431661620524826e-19,-3.028422313489051e-08,1.7229081820936353e-07,2.743944609651259e-13,1.0000000000000435,2.8570586760593796e-12,1.0375916430616117e-13,-1.7651756819882682e-14,59783.67891458748,363.99999999925984,-1.4492629030886287e-14,7.358389092674343e-10
700,346.4783108086266,820.2167321584315,1.476026264654588e-12,7.920568968150962e-11,0.01513454689946521,1.7340913873178372,-4.301829784212423e-10,-4.894989974723806e-08,0.16260270368850785,7.481829591276911,0.00030589655302148744,0.09827928976254958,33.813906774258484,108.38922480568282,-1.1252176952421347e-06,-2.843379398856705e-06,-6.381483392146738e-14,5.190184466156581e-13,1.0059095280041066,115.00550969468173,-1.2877457051259567e-22,-1.1425881542803833e-19,18.633609159682514,47.3377076802885,0.017181275550536664,0.0004378565236374504,0.0004313343668879225,0.00013414081433596488,6.668915295238548e-05,-3.977708040618269e-11,3.111443492718514e-11,6.327463812514088e-07,1.9696795800074284e-11,5.15490017997438e-13,1.8295123888789125e-11,2.8349741572645214e-12,-1.0788686938188798e-13,12.299999795412262,4720.999999985283,5.412721601783994e-13,-5.38743125165975e-07,7.963132243185703e-12,-1.065660082923106e-18,1.0098477273736455e-08,-3.624060690719488e-08,-2.629952243207257e-12,1.0000000000099054,-7.515503554031753e-12,1.5040945589574846e-12,2.5854627097063177e-14,59724.50442101372,364.0000000013732,5.868573238890935e-15,2.113238495036752e-09
800,349.4150485047814,830.4232924833897,-1.0102897269128804e-12,-2.2101682604578482e-11,0.0141874857411904,1.734152221973039,5.543561365301298e-10,3.1883757297166227e-09,0.15781254792621763,7.450843186068407,0.00014477547416324272,0.09889831235128725,33.71585742877548,108.2382169800265,1.6389566147380362e-06,-3.4584905596617497e-06,8.502599637142946e-14,1.2627530002457138e-12,0.9021127389142778,115.480488764459,-8.097498320739126e-23,-6.192573778676431e-21,18.540146022604866,47.493057034623575,0.016967418615049395,0.0004919351697920616,0.000522185409188619,0.00013892887750861308,7.094107258722955e-05,-2.677223982750066e-11,2.1708393627335752e-11,1.1991288419032287e-06,5.0593306000528535e-12,3.7204279804781796e-13,-3.3081652113466996e-11,9.229156089697428e-13,4.513920837533923e-12,12.299999763896391,4720.999999966197,-1.466977872842968e-14,-5.274044678462838e-07,-1.6057825734183228e-11,-2.748249978413326e-19,2.778269313725954e-08,1.4777764526033901e-07,-1.5676952869696227e-12,0.9999999999868436,-1.7418954141317566e-12,2.3477701110442747e-12,-3.0099586200385233e-14,59204.63545972341,363.9999999969181,1.3899325657109651e-14,-1.830373993257602e-09
900,344.9112352034164,833.2432566114713,-3.1066919993165266e-12,2.8113366994271754e-11,0.005582042556251887,1.734337118024436,-4.657792739978628e-10,6.44127833429753e-08,0.18898479853362857,7.436071659314776,0.0012137980926052968,0.09861433764771724,34.35316122751476,108.00575640679756,8.26179038014141e-07,1.533333032757177e-05,9.315836588938757e-15,-2.0111740711289051e-13,1.2729502176677758,114.74569579768904,2.785727498319964e-22,9.986424218189759e-20,18.29553155149958,47.456158237265925,0.016827829332920253,0.0005020842612841999,0.0005431758450627374,0.00015821963097338844,7.550267897764234e-05,2.7792979119902075e-11,4.5679143836230777e-11,1.1353984490952795e-07,-2.365189838378624e-11,-4.4337222124228633e-13,1.1355872599299077e-12,3.0664334337555447e-12,3.300060210195566e-13,12.299999301978389,4720.999999996211,-3.1436731636414845e-13,-9.24346732771235e-07,1.2577104463885806e-11,2.8628063836356864e-19,2.0048756855450233e-08,2.63959536929978e-07,9.404760415533795e-14,0.9999999999871076,9.328089042379229e-12,1.534344444894504e-12,3.996308111861113e-14,58845.85465902269,363.9999999972854,2.95615097535846e-15,-2.2328374976055813e-09
