milliseconds,x,y,z
0,-0.007359798942329904,0.00031953529384846566,0.00037903051908430466
100,0.8695916129527903,0.08395903543922997,0.0035272042728172366
200,0.14042290564341414,0.10986271251448,0.013636226785582012
300,0.0035593373617075273,0.10053079782248901,0.02089441515911963
400,0.004289013854018258,0.0909791068226906,0.026509252427718167
500,-0.003077014363879978,0.08153740670874204,0.031554321153846196
600,-0.005487391958142554,0.07542708086622012,0.036167898983781886
700,0.0034278594879573305,0.06767700523601225,0.03924673211737136
800,-0.008658659915270569,0.061896039776511924,0.04152207750424562
900,-0.006141421114882935,0.05537940020205984,0.0442491356772557
1000,0.00032707618620681433,0.049764699480795156,0.046168290112446504
1100,-0.005294183565351494,0.04462085714780168,0.047316998540411964
1200,0.006643817156021306,0.041033074322323025,0.047675079690595604
1300,-0.0008391990191825353,0.0380418926335348,0.04810433072152732
1400,0.0010501028148284489,0.03281353393946153,0.048463833644568535
1500,-0.0034250243228103722,0.03147478002922684,0.047727333064484866
1600,0.0035945315492224355,0.026523777271400192,0.04839158220107227
1700,0.006297441208768273,0.025031723268010238,0.046342482123357946
1800,-0.005615511323151276,0.02366469459153662,0.04512825472835487
1900,-0.0036975259849530004,0.019045209030137813,0.04365613967153428
2000,0.0006570723046244613,0.01822886399248005,0.04212822431745492
2100,0.006624188981365908,0.01513904235147845,0.040548033745116986
2200,-0.000596436057566335,0.015338979352647388,0.039155037925408386
2300,-0.008176095366008359,0.014880873679730055,0.037472539197747345
2400,-0.0014908546314960826,0.013482292594818156,0.0349325427348791
2500,0.0061133620677698685,0.011624247927792403,0.033012492322812254
2600,0.00883637361975224,0.008740988966363996,0.03051399382870831
2700,0.008240059602119142,0.00807539892361145,0.027374406840860243
2800,0.004213694950926191,0.00970267895702669,0.02522400610053151
2900,-0.007065589636249389,0.006011098199701099,0.02292978247655489
3000,0.005209491166934702,0.007583501454931054,0.019941356554377527
3100,0.0036479353705551657,0.004826792812364359,0.01605634414710005
3200,0.00048214546848262727,0.004247499224342045,0.013587804205379006
3300,0.0017434804192538683,0.004916768587747292,0.011259075881178268
3400,0.010386179312090998,0.005445614464948726,0.007039548293186639
3500,0.014022600345923616,0.004616028186088634,0.004042445849291927
3600,0.10429333525582549,0.003923082836239013,0.002023012533884165
3700,0.7562289271064802,0.022676777221283678,0.00022627071190256515
3800,0.6774029705658464,0.07730778892500069,0.004986520254932638
3900,0.05196114080773669,0.08504720755497942,0.010585308394260374
4000,-0.006148758967803633,0.07708412886404778,0.016152110116364138
4100,0.0007786631741745139,0.07087922612876589,0.020481070620631734
4200,0.004746852868350458,0.06499900733972035,0.022471461525945112
4300,-0.0010020411686088057,0.05932031417150169,0.024904799724344062
4400,-0.004686698458298252,0.0522056556026328,0.026934334822135943
4500,0.003925176315777769,0.047521787721660526,0.029194359142212904
4600,-0.002605198710002043,0.04436222351632068,0.030831599000535538
4700,-0.005810977903371087,0.03847487724910453,0.03132629262689188
4800,0.00035084406029213327,0.03437063946543798,0.031108369232356155
4900,-0.008917732587624308,0.03171880856747113,0.030967780721277285
5000,0.007264241816298168,0.027835892601650793,0.030017072637488235
