milliseconds,n,c,a,m
0,-0.000318211422499886,0.0001442917643548211,-9.427980697055369e-05,0.0010522415261787705
100,0.0004832635521675682,0.00021850973288917982,6.715258301102606e-05,0.000773040375970194
200,-0.0005564394086031197,0.0002725736929801208,2.0283842207220074e-06,0.0003841106900585917
300,-0.00023893429905956265,3.362179683252781e-05,-9.78054987032364e-05,-0.0005385503928010316
400,-0.00020242644951418945,0.0013541144088706609,-6.273168265403555e-05,0.001223355605819056
500,-0.0005948802182257452,0.00164782195104913,-1.0485039888794657e-06,0.0005248247112596125
600,0.0014895607340886827,0.0033144028534165025,8.272588382181118e-05,-0.00025799964672720214
700,0.0005862479999108218,0.004693344594954347,3.150452723194884e-05,-8.197709984929713e-05
800,0.0015298020305152744,0.005864832920545281,0.00010800042640113689,-0.00010113607799132145
900,0.00284333609256616,0.00861774071622619,4.052439192114973e-05,0.002272786172797069
1000,0.0033669577095764283,0.010421874739567925,7.503055901829836e-05,0.0023954350970380373
1100,0.0032027814883104316,0.012880519944241197,9.52424933669862e-05,0.005435965863726584
1200,0.004638853104596314,0.015924524518342937,0.00020307753475541857,0.006488345474833196
1300,0.006233336313144121,0.01843284701822343,0.00010581692528636336,0.007086839497049232
1400,0.009394363075071176,0.021410355009957634,0.00017541005890085658,0.010699963763261735
1500,0.01038562848620261,0.02378009776801228,0.0003927497847488916,0.01291824416226419
1600,0.013846605207900807,0.026078113266533726,0.00041244892246583125,0.01454954411408827
1700,0.015881791042366707,0.028471509881067673,0.00043123661664998703,0.016973735370066235
1800,0.018145613499217363,0.03041193919286618,0.0005216052142228166,0.02012020127675449
1900,0.023228092663153562,0.031666054369396866,0.0008237540862188902,0.02266098931715329
2000,0.02416507665263902,0.033323846703607815,0.0009208867063031159,0.02569734233133958
2100,0.028579022994859194,0.03369774012665299,0.0011237138774722768,0.02945219859560898
2200,0.03190099388995117,0.03429699782277104,0.0013081057496967955,0.033593154761724295
2300,0.03413719037118115,0.03321939842927596,0.001387407911926573,0.03607603838583529
2400,0.03770827553295707,0.03327840013099026,0.0015838678417270432,0.038266206358789946
2500,0.039280087451430634,0.03129884438063548,0.0019572019714793375,0.04381058850845263
2600,0.04192309724721965,0.029619138855858634,0.0021338167979830696,0.04645434913974143
2700,0.044530785228579804,0.028428352827659546,0.002329616066813747,0.04776429462066954
2800,0.047463084655684586,0.026096958485379587,0.0024922137425082047,0.052030612714576596
2900,0.04896644476039517,0.024727053618807577,0.0028154848383317083,0.0529503314511786
3000,0.051039081817846284,0.02254522098179172,0.0030419314132005635,0.0573767554396549
3100,0.05268197356354788,0.02085226263406809,0.0032369337045978597,0.059261795801411825
3200,0.05491149790713416,0.018541097631595494,0.0033483074332466855,0.060070927603783714
3300,0.0560956306966364,0.017193714043493773,0.0036727648170748746,0.060432056275719334
3400,0.05575663260283269,0.014898453081712918,0.003833822196039478,0.0622510466400617
3500,0.05717015605539208,0.013618725685405826,0.0039032326244594793,0.06473872559439386
3600,0.058611526722963034,0.01259102520562176,0.004036193251154155,0.06717609880534857
3700,0.059677424024675976,0.011878888028275891,0.004391494226254943,0.06704164778884335
3800,0.05901279488609177,0.010672298753807652,0.00439917180868461,0.06938104819441283
3900,0.060655831045273466,0.010417757241971344,0.00453050573437716,0.06815768575789954
4000,0.05969656055349603,0.009116418363743268,0.004689434483153625,0.07037141009635739
4100,0.05981361209306631,0.008141924210883254,0.004804315700961708,0.07105249829906723
4200,0.06021719394941104,0.007916777422559605,0.004963006197070738,0.07163216742760833
4300,0.06098204197236045,0.007380844680885729,0.005056324573643822,0.07170451625157015
4400,0.06056718902664584,0.006712270306764905,0.005146725889936876,0.07161361009543872
4500,0.06037045819680545,0.0071010053696694735,0.005331110698431254,0.07483695711343155
4600,0.060718804516408174,0.005840941018104231,0.0053218535332002215,0.07554772433256748
4700,0.061262556926173925,0.006190029901138184,0.005509669733133467,0.07429138340439133
4800,0.06140048455275266,0.005163648082056134,0.005544773366200755,0.07508103383022083
4900,0.061549317620154496,0.005754615998294908,0.005590148181920325,0.07601548099015201
5000,0.06037171190322252,0.005537268905274136,0.005532536730545153,0.07604398102342666
