milliseconds,n,c,a,m
0,0.00025445092650429167,0.0005526298793416776,-5.9960937909493826e-05,-0.0007722843997509843
100,0.0004589415304493141,-8.964442303977225e-05,-4.198527986240173e-05,-0.00016000146669124002
200,0.00042982973338883274,2.467318516282904e-06,5.190499943964733e-05,-0.0010021028049940317
300,4.0687439064124026e-05,6.034072849875062e-05,-4.1031027070202313e-07,-0.0005197189331674045
400,0.0006174323415442225,0.0013903358775180098,-1.8305093220609354e-05,0.00018070423687056733
500,0.0011944022848243436,0.0016108284407011476,-4.927908292151893e-06,0.0010100783860954806
600,4.4345172109343646e-05,0.0032190914605985253,-6.170560604875309e-05,0.000659467816185338
700,0.0019050653160944619,0.004892151387849537,-8.754743180714383e-05,0.0022261406805919592
800,0.0023108760639754143,0.006217299478514612,5.170873007923249e-05,0.0012005395367548357
900,0.0023806874835849675,0.008034386176500943,0.00011250084367653296,0.002223607993364176
1000,0.004068847409072477,0.010373262515567656,3.301112560191544e-05,0.001785320585938492
1100,0.0042581030863233504,0.013058532332051734,8.947247321087631e-05,0.003937444138668448
1200,0.005332591003892316,0.01620607736370213,4.5053435876800694e-05,0.004546128385266541
1300,0.00781609623618789,0.018481052613767247,0.00010763408570590684,0.007403749652199222
1400,0.010316900851152073,0.02143106017743866,0.0002145411370677901,0.008797801563644837
1500,0.010344622068663142,0.024241656818173134,0.00028412954846012556,0.011872741638000124
1600,0.013186587852365794,0.02620813549381358,0.00038855647039364827,0.0149644153611119
1700,0.015630071688840463,0.028900125411832893,0.00047466501834540103,0.015833914463839572
1800,0.020305370062024604,0.030215245614146603,0.0006424296717481683,0.01869085804163468
1900,0.021518590835125175,0.03179507703691581,0.000752981691266038,0.021577460989693348
2000,0.024828627330453743,0.0329690755980977,0.0009486691424666066,0.025611460257923317
2100,0.02813139378429828,0.03338797029963168,0.0011434038760022856,0.029041067332090314
2200,0.0318654628491245,0.03386547088911892,0.0011935448076631303,0.03364236550026122
2300,0.034750991030142446,0.033036653372013815,0.0015516058005072744,0.03618217008914669
2400,0.037333812617924206,0.032658344598897805,0.0016098507588457774,0.03806978735553586
2500,0.04093233373680152,0.03189452557229251,0.0017628379256360602,0.04194629079219553
2600,0.04314894055386893,0.030118678987717164,0.0020554066640786216,0.04472700639244174
2700,0.0461318074390907,0.028329895662116567,0.002405024771266744,0.04991949492183189
2800,0.047265482364279125,0.025905599912027864,0.0026084868961642723,0.052472820753045005
2900,0.04875642114693279,0.024021190076719393,0.00284123920266991,0.05365033099240227
3000,0.05021121886454781,0.022712693349206396,0.0029686322110821887,0.056268081394258346
3100,0.052236559220778786,0.020818980286124625,0.0031353169238732825,0.05808806799413761
3200,0.0532350714753408,0.01847633687510457,0.0033756408939699637,0.05953280388637379
3300,0.05455562964157412,0.01657415098428817,0.0034881467167706035,0.0609426276954644
3400,0.05542930563305942,0.015077077299806226,0.0038546694219289625,0.06405122363084671
3500,0.05719067722291098,0.014550716645031582,0.004037980402539358,0.06403171829375512
3600,0.05884394074681952,0.012827335457836663,0.004183305549151117,0.06663890522732561
3700,0.05868757923202033,0.011712420823201513,0.004400540994342542,0.06706596115025677
3800,0.05991685165764526,0.010722409326577666,0.004516107004615018,0.06798665469227276
3900,0.06086604344897588,0.009991603904417345,0.004522462062364261,0.06914088324469903
4000,0.06004992263149005,0.009206196574462101,0.004826114163297834,0.07120159197313207
4100,0.0601941191711586,0.008757406523472238,0.004843036513084482,0.0714901556872305
4200,0.061012948792816546,0.007704933180711026,0.005076937659593567,0.07263239798436659
4300,0.06163132439828542,0.00729863364685428,0.00507263394360265,0.07288873707207096
4400,0.06197441179674578,0.007082191209223942,0.005075459771836738,0.07305261376883211
4500,0.06227395530472588,0.006092900323406247,0.005334107884116502,0.07474597201141397
4600,0.06015664223130386,0.005812319747213022,0.0054104918205145165,0.07305531613286982
4700,0.060105253888575995,0.0062857529843415895,0.005319404650096274,0.07505139450155508
4800,0.061418252224239495,0.0054582323032687195,0.005521890928285475,0.07462842300946955
4900,0.06021254175943763,0.005893769852353598,0.005480182426021628,0.0761439180190459
5000,0.060444505112595026,0.00546449546488925,0.0056764382977861115,0.07518053325653934
