milliseconds,EGF,EGFR,EGF_EGFR,_EGF_EGFR_2,_EGF_EGFR__2,EGFRi,_EGF_EGFR__2_GAP_Grb2_Prot,_EGF_EGFRi__2,Proti,EGF_EGFRi,_EGF_EGFRi_2,Prot,EGFideg,GAP,_EGF_EGFR__2_GAP,EGFi,_EGF_EGFRi__2_GAP,_EGF_EGFRi__2_GAP_Grb2,_EGF_EGFRi__2_GAP_Grb2_Sos,_EGF_EGFRi__2_GAP_Grb2_Sos_Ras_GDP,_EGF_EGFRi__2_GAP_Grb2_Sos_Ras_GTP,Grb2,_EGF_EGFR__2_GAP_Grb2,Sos,_EGF_EGFR__2_GAP_Grb2_Sos,Ras_GDP,_EGF_EGFR__2_GAP_Grb2_Sos_Ras_GDP,Ras_GTP,_EGF_EGFR__2_GAP_Grb2_Sos_Ras_GTP,Grb2_Sos,Shc,_EGF_EGFR__2_GAP_SHC,_EGF_EGFR__2_GAP_SHC_0,_EGF_EGFR__2_GAP_SHC__Grb2,_EGF_EGFR__2_GAP_SHC__Grb2_Sos,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Ras_GDP,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Ras_GTP,Shc__Grb2_Sos,Shc__Grb2,Shc_0,Raf,Raf_Ras_GTP,Ras_GTP_,Phosphatase1,Raf_0,Raf__phosphatase1,MEK,MEK_Raf,MEK_P,MEK_P_Raf,MEK_PP,MEK_PP_phosphatase2,phosphatse2,MEK_P_phosphatase2,ERK,ERK_MEK_PP,ERK_P,ERK_P_MEKPP,ERK_PP,phosphatase3,ERK_PP_phosphatase3,ERK_P_phosphatase3,_EGF_EGFRi__2_GAP_SHC,_EGF_EGFRi__2_GAP_SHC_0,_EGF_EGFRi__2_GAP_SHC__Grb2,_EGF_EGFRi__2_GAP_SHC__Grb2_Sos,_EGF_EGFRi__2_GAP_SHC__Grb2_Sos_Ras_GDP,_EGF_EGFRi__2_GAP_SHC__Grb2_Sos_Ras_GTP,Ras_GTPi,Raf_Ras_GTPi,Ras_GTPi_0,Rafi,Rafi__phosphatase1,MEK_Rafi,MEKi_P,MEK_P_Rafi,MEKi_PP,MEKi_PP_phosphatase2,MEKi_P_phosphatase2,ERKi_P,ERKi_P_MEKi_PP,ERKi_PP,ERKi_PP_phosphatase3,ERKi_P_phosphatase3,EGFRidag,_EGF_EGFRi___2deg,_EGF_EGFR__2_GAP_Grb2_Sos_Prot,_EGF_EGFR__2_GAP_Grb2_Sos_Ras_GDP_Prot,_EGF_EGFR__2_GAP_Grb2_Sos_Ras_GTP_Prot,_EGF_EGFR__2_GAP_Grb2_Sos_ERK_PP,_EGF_EGFRi__2_GAP_Grb2_Sos_ERKi_PP,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_ERK_PP,_EGF_EGFRi__2_GAP_SHC__Grb2_Sos_ERKi_PP,_EGF_EGFR__2_GAP_Grb2_Sos_deg,_EGF_EGFRi__2_GAP_Grb2_Sos_deg,Sos_ERK_PP,Sos_ERKi_PP,Sosi,ERKi_MEKi_PP_0,_EGF_EGFR__2_GAP_SHC__Grb2_Prot_0,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Prot_0,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Ras_GDP_Prot_0,_EGF_EGFR__2_GAP_SHC__Grb2_Sos_Ras_GTP_Prot_0
0,4.99999999999939e-08,49999.9999999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80999.9999999976,0.0,11999.9999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10999.9999999996,0.0,26299.9999999984,0.0,71999.9999999998,0.0,0.0,0.0,40000.0,100999.999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,40000.0,0.0,0.0,20999999.9999994,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,22099999.9999994,0.0,0.0,0.0,0.0,9999999.99999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99999999999997,0.999999999999972,0.999999999999972,0.999999999999972,0.999999999999973
100,4.99999999999939e-08,43034.747495411226,6908.117467188963,26.82390006266668,0.6913764278856684,2.320255725591405,1.693674307622388e-10,7.22580896618013e-06,5.830522028561544e-06,3.5737625909486935e-12,1.2173115811914675e-09,81000.00649242068,3.854470662178369e-21,11999.999719950283,0.00026514190043194265,5.039819757305257e-16,2.5180101628916087e-05,1.5431073340696473e-07,2.5191830944125853e-07,1.125568510546631e-08,1.694057794680143e-10,10791.953438049444,8.149508146274518e-07,26091.953362980705,1.3470994731545196e-06,71999.99995593952,3.5105546163533956e-08,4.140713131438115e-06,5.231115552861845e-10,40208.04660293064,100999.99998076634,1.4840836041106696e-05,5.644560177673985e-06,0.000155745675338615,0.00017106964523793983,0.0001660526537552391,0.00016250810211368262,9.235464489958243e-06,2.2005034416061096e-05,8.854708405061055e-07,39999.999999910215,8.942531343731038e-09,3.273484662020341e-06,39999.99999999999,2.166648609084506e-11,2.4161937260573834e-12,20999999.9999994,2.0061296218351057e-10,1.378245480468346e-11,6.131106884067184e-29,9.887468139381967e-32,8.985788256015273e-34,39999.99926796729,4.025890373928076e-15,22099998.437431406,1.6398881276834006e-30,1.3694721862292866e-31,5.592833610713309e-69,7.106895219988945e-71,9999998.626129638,7.457346328892191e-71,9.530212291297994e-32,2.720309996174218e-06,3.873023027240069e-05,0.0013703948109643784,0.001505001406598785,0.0014611206629691347,0.001429932157748715,3.6427424237217264e-05,7.866769785375398e-08,2.8799514162533133e-05,1.9059958441754708e-10,2.1254486215046844e-11,1.7647302632766033e-09,2.097067330945438e-06,1.2233788898868215e-22,0.008059684865753085,0.0007320314822870149,1.2436876620486925e-09,0.19749170629701815,9.599731135189908e-09,2.2923148373304007e-10,2.387459292223136e-09,1.373870085975786,0.0006541379620620065,1.6054949451375487e-06,2.796933076661894e-10,6.4028268530145e-12,9.522859837082148e-14,5.515625275304079e-86,1.8696259448836982e-25,8.344231620115393e-84,1.730475741215628e-21,3.4708875006218206e-90,4.090678164334407e-27,1.3684072023746486e-75,4.2639499490718705e-14,1.294948010018172e-19,0.9912061758606601,0.9983754326210734,0.9983754398535579,0.9983754374569223,0.9983754358298167
200,4.99999999999939e-08,37042.237119805446,12570.02317364111,182.18385601234797,9.736033919802376,4.314916268340513,1.8065839569279504e-08,0.00020441502393765828,5.821051373073684e-06,4.021519668565842e-10,6.827782556715547e-08,81000.01297916885,1.7178449381909828e-18,11999.991945628943,0.007074816777761825,1.1284302005788901e-13,8.781916483448147e-05,1.0796716930488244e-06,1.755913751515847e-06,1.552960821833127e-07,2.4032416483510582e-09,10589.61385858146,4.3111480128925436e-05,25889.613608648757,7.176359454209376e-05,71999.99980893958,3.683449033098272e-06,1.6601900376851966e-05,5.583987111307079e-08,40410.38617049289,100999.99910207465,0.0007410677592876213,0.0001419674596817577,0.0002933902108241236,0.0003576231954233248,0.00033350959266204786,0.00031825295317619297,4.091160224642718e-05,7.965271603893389e-05,7.317792273469749e-06,39999.999999282,6.981899701562862e-08,1.2914562661978021e-05,39999.99999999961,1.8946485751970395e-10,4.133023372692902e-11,20999999.999999367,3.291756067875044e-09,4.5840900065828606e-10,3.492253120740382e-26,6.557582562644148e-29,1.1859116605058123e-30,39999.99859298167,2.6905411884605146e-13,22099996.90534195,1.934472390641474e-27,2.286538156958558e-28,1.217418363902145e-62,2.0450532875702197e-64,9999997.102450453,4.318971589425607e-64,3.249241672541898e-28,1.7035908454665073e-05,0.0001412088724079815,0.0025776289872379843,0.00309178591573212,0.0029336694349140205,0.002801564979387188,0.00014566354135780548,6.137007580794926e-07,0.00011364834737289952,1.665601341167763e-09,3.634968713247384e-10,2.8950426074539073e-08,8.195001530550052e-06,8.06810171988164e-21,0.008054462067479435,0.0014070086554834622,9.676558552118172e-09,0.20657784332561238,1.6490095268662133e-08,4.179601333278232e-10,9.649795697675604e-09,2.8975492602563926,0.00249263387189654,6.453168731698715e-06,3.001781635955249e-08,1.3434658849451057e-09,2.0285395910604265e-11,1.7287702737862203e-77,4.9487542285304446e-24,1.0190632736395502e-76,1.3394269723411068e-20,9.650849405331537e-83,6.851033366075797e-26,7.826946211654507e-69,1.6493799264361867e-13,1.1211900707739741e-18,0.9905303121156264,0.9967537095103227,0.9967537672084512,0.9967537475169229,0.9967537338170851
300,4.99999999999939e-08,31886.484545585816,16990.399390674203,515.7568797972066,43.05319586882216,6.02945153498141,2.6445925869486134e-07,0.0013854366695886825,5.811598432595189e-06,6.209380478781963e-09,6.939188584678981e-07,81000.01945378204,6.031910771011429e-17,11999.945330711946,0.044993953937897554,2.622809587167283e-12,0.0001750717276023744,3.220740154625945e-06,5.231900926174208e-06,6.841235177939958e-07,1.0884955094928911e-08,10392.764659284609,0.00041172402683131243,25692.76444380409,0.0006903380229848566,71999.99949442483,5.300697503478389e-05,3.8445388729314196e-05,8.178649806281233e-07,40607.23434353172,100999.99136238986,0.006691296392315791,0.001736643313609169,0.00042528214662280767,0.0006708382093812578,0.0005107956588135265,0.000467657041019477,0.00010125198383888925,0.00016285085503737925,3.912526399826432e-05,39999.999997574,2.3236970753440503e-07,2.8679164637451436e-05,39999.999999997905,6.853480810846761e-10,2.1725048135862368e-10,20999999.999999207,1.665031505562728e-08,3.493638825305036e-09,1.4016290014140336e-24,2.9720599411010396e-27,7.963381278138761e-29,39999.99797386415,3.0671823658481428e-12,22099995.411255993,1.1761265824842304e-25,1.6082911556890025e-26,5.697425157629175e-59,1.0722224114253515e-60,9999995.61656534,3.414688655368374e-60,3.4474689649479177e-26,4.585343800857296e-05,0.0002930894895312286,0.003643175688483176,0.004749915086792037,0.004428311145549854,0.004117544446344685,0.00032809073301767484,2.0223374224156498e-06,0.0002523349022699894,5.975261562776792e-09,1.9039776159066025e-09,1.458853934255142e-07,1.7974978012559408e-05,9.165750607253463e-20,0.008049638010007834,0.00202610423503686,3.16248066074662e-08,0.21540273610757427,2.0860543550379957e-08,5.518423055974075e-10,1.989058328499943e-08,4.3834343613780895,0.005349228306949379,1.4822143537824611e-05,4.4214472280741615e-07,2.951399214553883e-08,4.5258718732896585e-10,1.313188552730488e-72,2.9475134068178635e-23,1.4463674374539878e-72,4.033959250651923e-20,3.1616298827520656e-78,3.2340766780932503e-25,6.11303821507013e-65,3.25306321982298e-13,3.552901567364147e-18,0.989906260860705,0.995134806941159,0.995135048815556,0.9951349313592901,0.9951348801080704
400,4.99999999999939e-08,27450.474046080028,20273.700731051184,1016.1971517524515,118.18311173600513,7.502973803336814,1.699671402722169e-06,0.005201106660321278,5.802168070719087e-06,4.212325672805527e-08,3.4785957185977664e-06,81000.02591292442,7.373761783688921e-16,11999.794886042,0.15842738342748988,2.3820223632446594e-11,0.0002821433573431854,6.851663944464302e-06,1.1147864271240545e-05,1.9055753977850941e-06,3.1160992519337944e-08,10201.199370431288,0.0019385911678689218,25501.200304845846,0.003275256089490818,71999.9987411215,0.0003348317702332781,7.724800332804752e-05,5.25948931967335e-06,40798.79431767507,100999.95850429569,0.029835837599718456,0.010153926775143185,0.0006119859762514055,0.001785758963953427,0.000761066838183671,0.0006119874765537314,0.00020578811553973524,0.0002655723539193159,0.00019884628781109703,39999.99999421778,5.64049248802325e-07,5.042234623947094e-05,39999.999999993146,1.7769688047427004e-09,7.157457821161611e-10,20999999.999998752,5.2992438210061765e-08,1.4744526116605088e-08,1.9584926994951902e-23,4.596987804066555e-26,1.6115214659070168e-27,39999.99740598583,1.7121844950704863e-11,22099993.954180002,2.1835895858577226e-24,3.235133038137882e-25,2.312831670655261e-56,4.615926959930458e-58,9999994.167525066,1.9509045422263565e-57,9.203320172085356e-25,8.880283037580378e-05,0.00048465851925768964,0.0045855031580137925,0.006471317091420591,0.005952436565913596,0.005380381791483573,0.0005845487793459974,4.685881093613435e-06,0.0004427907538167679,1.4915230908234557e-08,6.166507035572368e-09,4.557579908575345e-07,3.11757306250647e-05,5.093359353163515e-19,0.00804517969987966,0.0025939416075886055,7.256295296233901e-08,0.22401497834163392,2.3796519254027835e-08,6.547721390761282e-10,3.193076018062627e-08,5.832474619456709,0.00908087818797323,2.7662413206719092e-05,2.8599175794785514e-06,2.534976814136292e-07,3.948476571953226e-09,3.585743410237777e-69,9.854527752593298e-23,2.032352449826914e-69,8.469607297181373e-20,8.297342042070405e-75,9.342056740626392e-25,3.449756548975689e-62,5.000103635528157e-13,7.67386773771396e-18,0.9893297347053369,0.9935187450825488,0.9935198170782588,0.9935190297721543,0.9935188618884769
500,4.99999999999939e-08,23633.54294104119,22579.719116376124,1639.3263428219998,249.6238495638185,8.769125401076007,6.951575456083144e-06,0.014108664822950652,5.7927757714093635e-06,1.8176149227038532e-07,1.1820570039574944e-05,81000.03234598003,5.0415914626919015e-15,11999.44419367806,0.4032523608672268,1.2894362776772556e-10,0.0004115710087525564,1.2257809587573023e-05,2.0032578470520495e-05,4.170573502787581e-06,7.003754555187161e-08,10014.720709782141,0.006191394780864036,25314.72569106978,0.01054435777726506,71999.99671975238,0.001345746322031441,0.00016437349554523483,2.1525197790539977e-05,40985.25576854018,100999.8643948061,0.09037493712063024,0.038190483056179475,0.001046291364184654,0.0059532070951955115,0.001364210552694242,0.0007559694776212154,0.0004115280745825176,0.00038990573033961817,0.0008214185900523451,39999.999988523756,1.2364067177016762e-06,7.83281016622993e-05,39999.99999998279,4.06026055235738e-09,1.8792766102069533e-09,20999999.99999774,1.3526211953036327e-07,4.578314483039313e-08,1.616393564682922e-22,4.115789163439674e-25,1.7383082635737177e-26,39999.99688510104,6.527725939637223e-11,22099992.533150576,2.18719217795638e-23,3.399234406943542e-24,2.569132062285738e-54,5.323964706066688e-56,9999992.754367348,2.748596936875311e-55,1.1872923377778148e-23,0.00014608642985786086,0.0007093868311675305,0.005420550142407026,0.008249939339210012,0.0075110686889579064,0.006592464891868206,0.0009161943556972888,8.955551489687742e-06,0.0006830822524302658,3.05118806975576e-08,1.53541067000994e-08,1.097243998326451e-06,4.760423440931574e-05,1.9157394449208535e-18,0.008041056875250812,0.003114761641798223,1.372704231140048e-07,0.23241961590083618,2.591128957430162e-08,7.402297917029445e-10,4.5095336376852074e-08,7.2456323235921225,0.013564510219215538,4.7066573226402495e-05,1.1775022734817196e-05,1.2996460732606015e-06,2.056417594877988e-08,1.6296608251112358e-66,2.444689469932259e-22,9.012206026794654e-67,1.473156740360874e-19,4.467615400191285e-72,2.0804719999728944e-24,4.805184393773327e-60,6.768999204589538e-13,1.3559725057185475e-17,0.9887968013586581,0.991905709329785,0.9919105031627385,0.9919062952569778,0.9919056700956986
600,4.99999999999939e-08,20349.115507904058,24085.61065359377,2330.3539624496875,446.7390386234433,9.856843679295265,2.136309667662425e-05,0.031155541878261625,5.783458538163776e-06,5.888015542823993e-07,3.1396141629453244e-05,81000.0387275845,2.3847119193609515e-14,11998.774057058783,0.8361419954989597,5.027395597554487e-10,0.0005721276845907097,1.9886327785024308e-05,3.2735008102535106e-05,7.918083498166915e-06,1.3638462106560851e-07,9833.139842065191,0.015470924820091485,25133.154545489237,0.02657042729819195,71999.99148059083,0.004063524217979563,0.00039311483206623695,6.619827738462451e-05,41166.793384355115,100999.65294094644,0.21448953642554713,0.10822188124502637,0.0021662684868574795,0.018431354312118238,0.0031581833325460347,0.0009135055579479189,0.000887816133990657,0.0005551122845230071,0.0026824840330103056,39999.99997940921,2.774502781957537e-06,0.00011344346745773851,39999.99999996318,9.213805289009276e-09,4.479203206988061e-09,20999999.999995776,3.165628614663483e-07,1.2049326923937076e-07,1.0368284982474319e-21,2.78167811082626e-24,1.3221214225097996e-25,39999.996407315484,1.9877049189337164e-10,22099991.147233326,1.575739741208759e-22,2.5156438931464714e-23,1.4290934319711626e-52,3.0224123260651e-54,9999991.37615911,1.780808631114912e-53,1.0097564555465531e-22,0.00022029144083665126,0.0009643773199811432,0.006162131360320007,0.010081636603209668,0.00910758963497903,0.007756068733207574,0.0013244026820874535,1.5157027279339068e-05,0.0009714030922783003,5.500893803969031e-08,3.2371746654693337e-08,2.2416561263705582e-06,6.71453701171098e-05,5.6348749142922585e-18,0.008037241779142019,0.0035924543362184026,2.299973287945297e-07,0.24062157038813425,2.7551340785177617e-08,8.158090542137948e-10,5.8994295632569205e-08,8.623840549125735,0.018694228023086852,7.666388982707378e-05,3.643709205212044e-05,4.80721085137393e-06,7.727775269557561e-08,2.6905012678751053e-64,5.0911525812183455e-22,1.791274138314813e-64,2.286386937071866e-19,9.098059846185724e-70,3.948150345558337e-24,3.0804240290017254e-58,8.501030829443318e-13,2.1199222386180375e-17,0.9883038540845047,0.990296312809292,0.9903146129718582,0.9902977111906058,0.9902953078465615
700,4.999999999999391e-08,17522.741354881182,24960.647525702134,3037.774793561043,713.4759355747518,10.79101972039419,5.391573292614257e-05,0.05970832005102942,5.774289929681565e-06,1.564835745490632e-06,7.03515194593826e-05,81000.04500732408,8.744261657455135e-14,11997.653191628502,1.5058433413149803,1.5624611410620713e-09,0.0007773353612564023,3.0454837819653427e-05,5.061975501919593e-05,1.3757950881404537e-05,2.4266515872569405e-07,9656.275844251602,0.03264939350717963,24956.309681596093,0.0565713009007333,71999.97921145386,0.010075476948764067,0.0009860429797417217,0.00016720695661829894,41343.565375841914,100999.24948166651,0.4305250573944189,0.2521558021256367,0.004762615448994999,0.048961752395544664,0.00806893333735894,0.0011169896658121887,0.002032887559212961,0.0008116327625213831,0.007206691111002871,39999.99996478059,6.613476326651971e-06,0.00015867811666777894,39999.99999992868,2.1797845617764896e-08,1.0505741135004694e-08,20999999.99999225,7.374149209785712e-07,2.9406217884139413e-07,6.0920731476206105e-21,1.672981537757123e-23,8.426792865367875e-25,39999.995969056996,5.311403476645419e-10,22099989.795521706,9.73089549518206e-22,1.5722187194239077e-22,5.656469444467308e-51,1.2077522853426364e-52,9999990.031995295,7.650000731411339e-52,6.830902353896214e-22,0.0003169058799832484,0.001251339974192324,0.006822302357779784,0.011964448520765525,0.010744383074905014,0.008873366036171832,0.0018107068115114382,2.359405522271854e-05,0.0013060677493834738,9.085535861043869e-08,6.084084724976783e-08,4.090503386507576e-06,8.977082955254218e-05,1.4000022834305337e-17,0.008033708951707625,0.004030587848769316,3.5463750204571886e-07,0.24862565189805794,2.8912552863310785e-08,8.857816313255822e-10,7.339887109054289e-08,9.968004347811014,0.02437891007161866,0.00012187741426285313,9.262133577661871e-05,1.4197491859005754e-05,2.3189240740364129e-07,2.49679092474087e-62,9.50166926673093e-22,2.068317047985262e-62,3.2905460614678702e-19,1.022333627386723e-67,6.727645711793917e-24,1.31109004463896e-56,1.0170935868430943e-12,3.05408938969782e-17,0.9878475846728061,0.9886920171165345,0.9887499828931747,0.9886961232178574,0.988687809381432
800,4.999999999999405e-08,15090.400422642826,25353.081011315746,3720.065433124688,1049.0948461371916,11.593065130058205,0.00011785460103819794,0.10319696206288792,5.765398380869998e-06,3.598211598877079e-06,0.00013922143432117942,81000.0510971852,2.660885972063999e-13,11995.948224329768,2.447897785376581,4.113172705009707e-09,0.0010438097422607448,4.501308922926293e-05,7.569303611205071e-05,2.2571746024576856e-05,4.0695828626300676e-07,9483.95533939627,0.060920357396805305,24784.022253966825,0.10654201237901706,71999.95339801522,0.021635972036148313,0.0023966199967399454,0.0003658348939836918,41515.7123483152,100998.5646301575,0.7650953520403874,0.5092884664172814,0.010046915332300958,0.11289374986782935,0.019770301661845464,0.0014296464349675812,0.004629967123230678,0.001258111180568527,0.016615259828493757,39999.9999403573,1.6135986195890715e-05,0.0002204184204991262,39999.99999986988,5.283641017384855e-08,2.5042805069197306e-08,20999999.999986153,1.7582355542014282e-06,7.037752923350277e-07,3.536487998494765e-20,9.768701985595777e-23,5.0160624648807474e-24,39999.99556704865,1.327849703611428e-09,22099988.477135878,5.7188242911602656e-21,9.271893203690623e-22,1.9830620605863968e-49,4.2491268778997713e-51,9999988.72099775,2.7819287391657613e-50,4.1631176040275054e-21,0.0004440306943661469,0.001577331519094018,0.007411689982187089,0.01389920231940335,0.012423475246724559,0.009946439174645088,0.00237677368453249,3.455144834197551e-05,0.0016855057671132366,1.4069454907052635e-07,1.0510704545518007e-07,6.8733825894851385e-06,0.00011554737791920137,3.076851511979018e-17,0.008030435039905649,0.004432435124259397,5.149071665781706e-07,0.25643656149169497,3.0105778138053116e-08,9.52544599188205e-10,8.817169009376815e-08,11.279001878229494,0.03054014403444216,0.00019003455949955658,0.00020397527506443142,3.557364821686284e-05,5.904029995428395e-07,1.7164672192695814e-60,1.6507291446242578e-21,1.7469036484949742e-60,4.490408261053609e-19,8.284862391713454e-66,1.0614324828985721e-23,4.7317257681129345e-55,1.1770799703840943e-12,4.15176559885234e-17,0.9874249586881508,0.9870956785217323,0.9872518880610639,0.987108212072899,0.9870832742630556
900,4.999999999999397e-08,12997.041104366794,25385.67279022941,4347.524469236202,1449.3022047249701,12.281399511421068,0.0002309411744730965,0.1649084989838945,5.75698737902524e-06,7.408975294716071e-06,0.0002506363635043493,81000.05685773431,7.022358399659537e-13,11993.53169937117,3.6826578297907053,9.539281913144159e-09,0.0013896758196442862,6.495995447020257e-05,0.00011066318193461613,3.5614094496258645e-05,6.552333899779753e-07,9316.012250766531,0.10352814599035724,24616.13126995687,0.1828363700802688,71999.9039967295,0.04164827604478189,0.0054450994980800105,0.0007176113103723274,41683.35682371222,100997.49934757875,1.2400485608920548,0.9227899552723762,0.01966161305677087,0.23169374252111008,0.044369748621886314,0.0019594797832962743,0.010025708451219474,0.0020583921052659783,0.03397368604727419,39999.9998977068,3.8363611137079045e-05,0.0003108660188452715,39999.999999769694,1.2606658038272376e-07,6.00936323191266e-08,20999999.999975678,4.221943941648835e-06,1.6869297017708283e-06,2.039408440498292e-19,5.650461800897144e-22,2.9232218702842613e-23,39999.995198283934,3.2325938646211666e-09,22099987.191221703,3.3186145252380896e-20,5.387475012614865e-21,6.6975879007232e-48,1.4363914510856068e-49,9999987.44231414,9.471126533524238e-49,2.4451868802470264e-20,0.0006116630676315258,0.001954917237553836,0.00793978430006317,0.015890282791884525,0.014147220364741085,0.01097729411424824,0.003024418381602579,4.8297767701116824e-05,0.002108256925282555,2.0735524153331004e-07,1.7024265045598759e-07,1.0846154532190716e-05,0.00014464456872050218,6.163030324228569e-17,0.008027398623030275,0.004800998319543719,7.145279006889591e-07,0.26405889318477516,3.119386473016238e-08,1.0174375540267611e-09,1.0322732227995488e-07,12.55768547178458,0.03711045042213138,0.00029034985670022505,0.0004028018992682628,7.864605965712728e-05,1.3263742795434857e-06,1.0198121500506612e-58,2.7313059675041373e-21,1.2452103653639789e-58,5.892203307953419e-19,5.5561449656983126e-64,1.581002826084432e-23,1.5997257550018484e-53,1.330128834420962e-12,5.405932693325418e-17,0.9870331927885555,0.9855121492793779,0.9858813028251016,0.9855474184290457,0.9854819201146875
