miliseconds,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,IkBat,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet
0,0.000254696472864533,1.1407625730329807e-05,5.7939938560185424e-05,0.09991148495460467,0.1902789380480172,3.407227054850793e-07,-4.688073102172774e-07,0.02142718418585753,3.737489339105699e-07,2.1892924428205927e-06,0.015306190128312122,0.08198595899639972,0.009095448310395427,0.0064948736385655815,0.005486799789130163,0.00020310437936494586,0.1932598763783217,0.0013738431265247267,0.021886924363305325,0.0003006408853514524,0.0006369600202055176,0.015635004796963184,0.00021471166802726873,0.000455000002785107
100,0.0002519348962061504,6.885815489424057e-05,0.00010839339285697562,0.0998956211481215,0.19025772238606134,1.1792807005566876e-06,6.693801145888296e-06,0.02142716824750562,6.922805979268263e-07,2.1849297818549806e-06,0.01530582907037736,0.08181103617876144,0.009094875934674524,0.006491370788359872,0.005486800488355913,0.0002038826144130806,0.1932600657276748,0.001373856900760904,0.021886979153553688,0.0003006304664569479,0.0006369599678859985,0.01563495371106208,0.00021475148346553953,0.00045499997105721406
200,0.0002509492695696477,9.083556006171886e-05,0.00024187996043232923,0.09948434753775691,0.19021309949917076,2.9552461976670663e-06,8.183842933875594e-06,0.02142518825760866,2.4267415709284284e-06,7.70327496661655e-06,0.01530529850977645,0.081802390423377,0.009086962418739138,0.006489075482047481,0.005486801130127281,0.00020324612297429402,0.19325983344258998,0.0013739440381194807,0.02188677136619984,0.00030074978827493556,0.0006369599283783027,0.015634868187767447,0.00021480155676745934,0.0004549999014514333
300,0.00025426973765746045,0.00010778212973850444,0.000524207650511625,0.09934422343881735,0.1901455733639101,3.97357888335714e-06,1.2842483475514388e-05,0.021423721203927687,3.7574201277180168e-06,1.6377659985555715e-05,0.015302265879905188,0.08165266030370663,0.009085213410444687,0.0064856692762864515,0.005486801182163254,0.00020335632717378865,0.19325984241498403,0.0013738937268597349,0.021886634160695417,0.0003007252040632379,0.000636959873662819,0.01563473735545233,0.00021485356273217638,0.0004549998582256793
400,0.00024994701036584684,0.0001579554462170316,0.0005511579466369586,0.09918985451957699,0.19010289529960778,4.958705249617297e-06,2.0298178101545415e-05,0.021423811542441315,5.921448105876768e-06,1.7064205116491454e-05,0.015302383434768483,0.08152065416638003,0.009077844081596877,0.006480248797581395,0.005486801530302397,0.00020366910985962513,0.19325975810582274,0.0013739472426823897,0.021886507900095567,0.00030084633467705404,0.0006369598706019257,0.015634744879342945,0.0002149033892815943,0.0004549998500619454
500,0.00025459035821798247,0.00019690554294646758,0.0006966695757321185,0.09900094844875622,0.19007119896514746,6.384467927674959e-06,2.3833224938163656e-05,0.02142187041622612,7.721950644301303e-06,2.499414028380957e-05,0.015299602480342874,0.08137505236457844,0.009072869122775431,0.0064767541796952825,0.005486802221826977,0.00020336550017611215,0.19325969897585352,0.0013738623428502029,0.02188653692374368,0.00030090882022685043,0.0006369598349091967,0.015634661742606804,0.00021490851083472406,0.00045499982214923816
600,0.0002551556911218429,0.0002802438730167359,0.0008316175812073878,0.09867446076982545,0.1899995634689091,7.699178372822382e-06,2.6862214388484912e-05,0.021421685811129798,7.747026098582792e-06,2.4655587014905394e-05,0.015299320077968727,0.0811000408741296,0.009072530992563471,0.00646994850710487,0.005486802648964146,0.00020366578863600227,0.19325953257011383,0.0013739173070027421,0.021886378436588357,0.00030090406942889536,0.0006369598116948265,0.015634609073587165,0.00021491865602856175,0.00045499977082389824
700,0.0002588481363066836,0.0002988434679541009,0.0009921470620093352,0.0986735976676312,0.18998372760313326,9.729655633905944e-06,3.0430668287375093e-05,0.021419656974242085,1.020510183448571e-05,3.14810961146306e-05,0.015298274940880634,0.08108140641628687,0.00906868664361589,0.006464509883503319,0.005486803219466729,0.0002040797008082778,0.1932596388073147,0.0013739909416902157,0.021886177977565688,0.0003009518989262457,0.0006369597661972033,0.015634461472159845,0.000214980531971845,0.00045499971969247585
800,0.0002563070763363342,0.00034238193582118725,0.0012171135561818611,0.098317303793675,0.1899212277184334,9.361307443814538e-06,3.2551329717016616e-05,0.02141818531226506,1.1824652111533523e-05,3.760251134152519e-05,0.015295831580652256,0.0807672734477953,0.009059589553412373,0.006458701164076324,0.005486803542983453,0.0002041626736849591,0.193259395444674,0.0013738856930054655,0.021886073271633763,0.0003010087592581918,0.0006369597040279928,0.01563444021554062,0.00021504037920590187,0.0004549997056338943
900,0.0002650178486066275,0.00040957918887919427,0.0013257400935873629,0.09824953762227817,0.18992525644605654,1.1899094463792778e-05,3.633629020845171e-05,0.021417822395701207,1.1461039132020923e-05,3.98579691117615e-05,0.015294548480020516,0.08069775851988098,0.00905739053040536,0.006455840748660427,0.005486803820795192,0.0002034461741084909,0.19325953910104876,0.0013739177713909634,0.0218860524967994,0.00030107215355427996,0.0006369596970323702,0.01563428768927203,0.00021504849041521437,0.0004549996563644402
