miliseconds,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,IkBat,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet
0,0.00025130391113286726,2.9598718541500588e-05,-1.4654665156014886e-05,0.09988506046860925,0.19028014283163272,-8.303400814738196e-07,-1.9391218370629287e-06,0.02142799260640976,7.5925800070796e-07,-1.8737267498029437e-06,0.015306214523278724,0.08208145303966007,0.009094281374329737,0.006495280742335814,0.005486800219719955,0.00020329577346955025,0.1932599667697883,0.0013738411382063637,0.021886948471388647,0.0003006357408421332,0.0006369600247666711,0.015635012632839975,0.00021470515953392615,0.0004549999950399566
100,0.0002495194446077641,4.671425447931432e-05,0.0002430011864232591,0.09966251981309578,0.1902533789003527,4.507869007286783e-07,3.932717605685803e-06,0.021427658812032475,1.7397032597858127e-06,4.3374300298533626e-06,0.01530548364185498,0.08193668463359542,0.00909157028380418,0.006495272190159203,0.005486800283979044,0.0002034299165655448,0.19326000491347461,0.0013739409124015323,0.021886880284884367,0.00030069713902415644,0.0006369599760560769,0.015634883642984817,0.00021479387890284199,0.0004549999551957279
200,0.00024867253348926163,9.256876914115415e-05,0.00033478369976557986,0.09971125650065632,0.19020789193963497,2.218241787144097e-06,1.019091803558003e-05,0.02142556237795833,2.4165024920471304e-06,7.3510461574932595e-06,0.015303743095458067,0.08176402211966237,0.009085497889885049,0.006486524824339834,0.005486800817107389,0.0002041349283665347,0.19325977674260839,0.001373940972904081,0.021886802203569734,0.00030069554097156623,0.0006369599312354727,0.01563480402336066,0.00021480415478534456,0.0004549999260382876
300,0.00025484406403242064,0.00015480938014107715,0.00040735872137624555,0.09935348689784392,0.19014028765491528,3.5998085429639e-06,1.1236092649395214e-05,0.02142477786587481,3.3866967134524557e-06,1.4650691293499399e-05,0.01530374399054541,0.08162816580098745,0.00908580858521915,0.006485295171972653,0.005486801455249688,0.0002033464388978092,0.19325975893907768,0.0013738443762073228,0.021886653779341757,0.0003007738725508245,0.0006369599115735195,0.01563481454663388,0.00021483613628961763,0.0004549998512817327
400,0.00025235405547807996,0.00014626424207658822,0.0005962142632345813,0.09914960911766821,0.1900790014234697,4.331614512707952e-06,1.8274825017401216e-05,0.02142361957761321,4.5404891454347734e-06,2.0310534302331268e-05,0.015301635991935575,0.08143930722423541,0.009078169792946419,0.006480068701697749,0.00548680152744822,0.00020331864056529896,0.19325982129765162,0.0013738456460396246,0.02188656341799231,0.00030079139183345605,0.0006369598612170115,0.015634684879601398,0.0002149000764509214,0.000454999814602604
500,0.0002510763225815037,0.00020316614027068405,0.0008410845057629275,0.09910103686984761,0.19006136534917537,6.451517939929611e-06,2.1487183438493e-05,0.021422461380833688,6.70646459999894e-06,2.163043272289458e-05,0.015301370075703615,0.08136525375246766,0.00907248304264671,0.006474313687312847,0.005486802037949375,0.00020326200039092485,0.19325983355149698,0.0013739280013755992,0.021886402125410223,0.0003008653162036478,0.0006369598221438083,0.01563462021996751,0.00021490342279393602,0.0004549997956466443
600,0.0002566745970197222,0.00026346851310533854,0.0008252419026705954,0.09889516823628641,0.1900519276851503,7.89923546824719e-06,2.5225170632582848e-05,0.02142154626663118,8.94807092373513e-06,2.638066447975555e-05,0.01529881787051961,0.08124053646308345,0.009067966363318901,0.006471143298497363,0.005486802566577394,0.0002040441843279152,0.19325953281089597,0.0013738915775007496,0.021886433426527456,0.0003009547468378959,0.0006369598056622944,0.01563450569043072,0.00021492544461981032,0.0004549997332876737
700,0.0002554310305000167,0.0003003518912561818,0.0011177453737807876,0.09856419728556104,0.19000050998568005,9.527185424022035e-06,2.9256055874052214e-05,0.021419270428436853,9.340869045862708e-06,3.3494307002878646e-05,0.015297422937050347,0.08108918439884893,0.009063420024149858,0.006465448213732629,0.0054868028250649485,0.00020407089821199422,0.19325962265242963,0.001373963609364999,0.02188631650061059,0.00030093901936167254,0.000636959750003152,0.01563445135419363,0.0002150081489804981,0.0004549997321294861
800,0.0002590296089470448,0.0003672870792867863,0.0011669324526836665,0.0984187260610052,0.18991039055884285,9.883697503897378e-06,3.65547257466373e-05,0.021419078064394366,1.158740408599435e-05,3.350556555291998e-05,0.015297011939092149,0.08084680075400381,0.00906110965272729,0.006463415675150516,0.005486803801453253,0.00020369954523617587,0.19325939381465101,0.0013739132004726019,0.021886156819096673,0.00030102106219945983,0.0006369597326123086,0.015634352579910655,0.00021503767355492687,0.0004549996508952138
900,0.0002631634883769299,0.00035398885986823246,0.001281959340852253,0.09825719160862603,0.18991592191774745,1.1602625081567118e-05,3.978648236916706e-05,0.021416886461922635,1.291994087037607e-05,3.807978063313457e-05,0.015296091323249874,0.08077900032489693,0.009059044316090371,0.00645409305709419,0.005486803809206017,0.00020453557933172177,0.19325953680701313,0.0013739186626741183,0.02188613190630727,0.0003011049663972657,0.0006369597028642686,0.015634307304045466,0.00021503817221290667,0.00045499964073312014
