miliseconds,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,IkBat,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet
0,0.0002506281069517737,4.101623004543049e-07,7.75219136826575e-05,0.10012071231374858,0.19025496596721678,1.8778114447985427e-07,-4.4546129525242784e-07,0.02142875794070438,1.6342247792629993e-07,-2.6504480553413835e-06,0.015307209668331588,0.08204498160435494,0.009095185621292582,0.0065004384093543,0.005486799966214487,0.00020361091822427394,0.19326009200407668,0.0013739042744363049,0.02188703009929768,0.0003005835036239866,0.0006369599747973742,0.01563501492189396,0.00021472335062525515,0.00045500001636424584
100,0.00025380579130539015,6.374743191131274e-05,0.0002279387403300706,0.09976567178661763,0.1902185182442437,1.9534761928496393e-06,3.1629839223344865e-06,0.02142594022830059,1.737001480600028e-06,6.28155123631124e-06,0.015305483454712776,0.08193590814499538,0.009092606523541437,0.006492454759935635,0.005486800365235661,0.0002034935279128278,0.19326000948869385,0.001373950189853294,0.02188691635147317,0.00030065332816651497,0.0006369599409398058,0.015634881499650678,0.00021478429437720762,0.00045499994290784434
200,0.0002542502721562988,6.655711147127487e-05,0.0002436523729773494,0.09971300160973667,0.19020788055673002,3.4677982512743474e-06,9.828118483043451e-06,0.021426054989206134,2.6933871819249294e-06,7.771948792260618e-06,0.015304182865327096,0.08172829879305844,0.009088179747753533,0.006490245028921013,0.005486800595782081,0.00020411379852023994,0.193259988422523,0.0013738984419036419,0.02188670977424234,0.00030071895516370996,0.0006369599050212169,0.01563482473091689,0.00021481559710192304,0.0004549999222434892
300,0.00024811186058593137,0.00010568773822514782,0.0004394235551578053,0.09933394830956623,0.19015482216959362,4.07778542760116e-06,1.3061742348378026e-05,0.021425044000341217,3.6657802641282265e-06,1.3075647401998263e-05,0.015302675370112548,0.08158415021595337,0.00908576318901626,0.006484122706457776,0.005486801553602172,0.0002033127546011636,0.19325976871155337,0.0013739058744008667,0.021886598833592688,0.0003007619694423808,0.0006369598968709161,0.015634785032880245,0.00021486495861450954,0.00045499985323536933
400,0.0002530577860944332,0.00018221818542962984,0.0005443918813086988,0.09923991296239795,0.19008937830300507,4.529694714421143e-06,1.459500027554194e-05,0.021423630512713426,5.723982855564379e-06,2.077945353366197e-05,0.015301398914862516,0.08152908194140573,0.009080253484589927,0.006479626860515699,0.005486801437361626,0.00020411079334266865,0.19325987011537268,0.0013739704308276775,0.021886600192619027,0.0003007851949718154,0.0006369598787079436,0.015634646058100526,0.0002148773507861744,0.0004549998614144673
500,0.00025114761488321825,0.00021013681959699792,0.0007522363250741208,0.09911071716070184,0.19005460082166667,5.802958715608787e-06,2.3510079951001257e-05,0.02142229373291419,6.563883258310128e-06,2.2590932571396234e-05,0.015300778052620003,0.08126409778225313,0.00907250652545464,0.006474794755411305,0.005486802130352792,0.0002032793910924069,0.19325960942640313,0.0013738643581621532,0.021886451163764854,0.0003008704075735855,0.0006369598323260209,0.015634659402477824,0.0002148960030967313,0.0004549997886468256
600,0.00025687076986397517,0.0002258120817115492,0.0008365627018676112,0.09868765372694661,0.19005353677961354,6.99786670701686e-06,2.4671352335306995e-05,0.02142158444879071,7.643696214399831e-06,2.886847061204509e-05,0.015299111550213297,0.08110394496353787,0.009068191419961527,0.006472244451850781,0.005486802626487634,0.0002035211077178356,0.19325958950111705,0.0013738525377189868,0.02188637010175082,0.0003009333655746614,0.0006369597836970418,0.015634592396047677,0.00021495268849400597,0.0004549997864454342
700,0.0002583543855438144,0.00031399757697961534,0.0009825160945318011,0.09864185265524054,0.18996334608329724,8.459995565102068e-06,3.0029256745420503e-05,0.021419044565727578,9.366837517946183e-06,2.9959851681078163e-05,0.015297669636311817,0.08107908227470643,0.00906721918535692,0.006465718765987791,0.005486803107355155,0.00020330416062087285,0.19325960888113214,0.0013739152323779024,0.021886301750581427,0.000300951675945794,0.0006369597612823791,0.01563449355428066,0.0002149713986449087,0.00045499973985752354
800,0.00026167171634730824,0.0003331373032735245,0.001278852228118865,0.09826076122439793,0.1899571397379835,1.0954348833089801e-05,3.607527976751299e-05,0.021417736069978256,1.0653666651577238e-05,3.463420223892848e-05,0.01529650322883483,0.08085447259811218,0.009060012218429411,0.006458474367081782,0.005486803821855338,0.0002043474693030937,0.19325947308342967,0.0013738848644506494,0.021886083253216868,0.00030101641859658516,0.0006369597215934953,0.01563439579548962,0.00021500937817427296,0.00045499965052543206
900,0.0002650410766373773,0.0003920499714042818,0.0013865531299779052,0.0983040673760835,0.18987637489882628,1.1418011956125873e-05,3.991121688039168e-05,0.02141720952044885,1.304209150240344e-05,3.96687741470697e-05,0.015295706029176254,0.08065654022067709,0.00905463976960069,0.006459952614677224,0.005486803764356495,0.00020365794583174964,0.19325948814449134,0.0013738977318010223,0.02188601818395853,0.0003010973952225237,0.0006369596607757644,0.015634327062420413,0.00021504846817399853,0.00045499963514333277
1000,0.00026867715620603177,0.00043539725528682246,0.0014560594307078908,0.09798638853305289,0.1898849321161357,1.1873573715171251e-05,4.486632093253909e-05,0.02141663451950912,1.3332572961567789e-05,4.298252121955993e-05,0.015293408508959095,0.08051592165228058,0.009052807083489484,0.0064506565061061205,0.0054868043888818135,0.00020460725019182322,0.19325945637929778,0.0013739139803167232,0.021885973734431022,0.00030116068025062105,0.0006369596532934022,0.01563425621180239,0.00021509834072130346,0.0004549995935536913
1100,0.00026442146546822563,0.00045965436451774784,0.0015945785169675182,0.09781766862216333,0.189838822476655,1.3820499860434059e-05,4.771234473330855e-05,0.02141565600947214,1.4786895119873575e-05,4.890322691155251e-05,0.015291856720981246,0.08039952387327423,0.00904884335118176,0.006449597463808646,0.005486804787406234,0.00020444716944105783,0.1932592973393664,0.0013739698991038331,0.021885915696918574,0.00030120685901439417,0.000636959593167911,0.015634130191736418,0.00021516553575637784,0.00045499958148923603
1200,0.0002735099182271078,0.0005157998833848638,0.001728266643686145,0.09749609266245977,0.1897929164677793,1.6057295975786877e-05,5.064332399323658e-05,0.021414466135025623,1.5825888141309305e-05,5.3917046183422116e-05,0.015291035744005302,0.08036462668560021,0.009046745886797412,0.006443168219328325,0.005486805191549116,0.0002047797791409009,0.19325921264477086,0.0013738921358579753,0.02188580467733901,0.0003012684755728007,0.0006369595681304398,0.01563406301751085,0.00021518262327507374,0.00045499952160662886
1300,0.00027883410036350965,0.0005206765700745164,0.0018258650518849656,0.09730475188270134,0.18975378479811952,1.6547641826919963e-05,5.325143395526464e-05,0.021412160209336478,1.772117102701096e-05,5.9445879404719534e-05,0.015289875225555088,0.0801364091062911,0.009042852103291055,0.006439005892326215,0.005486805369762162,0.00020451705764161978,0.19325903758388038,0.0013739556764314933,0.021885691478314453,0.00030128356080837506,0.0006369595425293355,0.01563400315637628,0.00021521696698193805,0.0004549994996980526
