milliseconds,T_Tumour_Cells,N_Natural_Killer_Cells,L_CD8_T_Cells,C_Lymphocytes,M_Chemotherapy_Drug,I_IL_2
0,10674026.7530669,250000107.19945568,525609.9610654197,2250000000.0,0.0,1076.8149967199192
100,11125907.749249175,250006191.84244162,233067.156512052,2250000000.0,0.0,743.3579455537856
200,10708650.199375248,250009472.90531608,178544.78655455445,2250000000.0,0.0,428.4064075235389
300,11514347.905492488,250011434.0217726,161608.03784487207,2250000000.0,0.0,242.6261557297958
400,11144118.628268419,250012093.93186837,157202.79524918698,2250000000.0,0.0,167.0469662771044
500,13069754.35696427,250012773.75495115,156047.21342569983,2250000000.0,0.0,115.69443161453025
600,12003251.224494046,250012959.87678903,156630.2774770349,2250000000.0,0.0,100.35332701767454
700,13696562.82023794,250013189.68509766,163488.4620816274,2250000000.0,0.0,88.01540417148766
800,13344157.642696453,250013557.07768854,170695.61851544105,2250000000.0,0.0,81.70480281394316
900,14967631.934505735,250013585.81641072,173289.90297753768,2250000000.0,0.0,87.44470381565179
1000,15444615.383654391,250013778.7478282,175596.37476231882,2250000000.0,0.0,87.64641231412402
1100,15087545.549970021,250013791.90770757,182566.02172500803,2250000000.0,0.0,80.42892829242349
1200,16463383.01127601,250014084.8542026,189756.13009263095,2250000000.0,0.0,83.66894633194306
1300,17662593.94020573,250014176.08264488,193265.6108823056,2250000000.0,0.0,85.67005892390154
1400,17243613.55806524,250013994.25280875,193935.3146431687,2250000000.0,0.0,85.72014326711746
1500,19237152.36925719,250014303.04133233,197888.90826740218,2250000000.0,0.0,91.14968005683568
1600,19002923.156583756,250014662.88726944,204888.72493184338,2250000000.0,0.0,87.4901693395569
1700,19839478.040870495,250014708.53831938,207252.32118591815,2250000000.0,0.0,100.67190473192913
1800,21982226.913704246,250014692.99936205,213965.30299114864,2250000000.0,0.0,101.50888264410004
1900,22152321.041834213,250015184.2723673,217592.672577598,2250000000.0,0.0,103.552382646794
2000,23841788.92535097,250015259.24085963,223427.0106779742,2250000000.0,0.0,103.24464969867851
2100,25319247.978575677,250015211.763583,221591.22065287037,2250000000.0,0.0,100.66388497034936
2200,24469598.305963155,250015742.39933628,228934.97767906418,2250000000.0,0.0,110.8795287065511
2300,26131626.921218887,250015710.2692633,228822.64202185345,2250000000.0,0.0,100.63604667853303
2400,27490074.663054843,250015990.85076877,234054.88181548557,2250000000.0,0.0,116.41181974825673
2500,28212667.50192837,250016508.78004593,235398.67531893236,2250000000.0,0.0,110.57142992131426
2600,29746745.249209438,250016409.82640782,242322.37793292562,2250000000.0,0.0,107.68987153989403
2700,30681268.117378626,250016820.63217497,242501.10453251848,2250000000.0,0.0,119.29842410491392
2800,33184288.984143164,250017132.41753444,249694.76144364322,2250000000.0,0.0,119.48469233405886
2900,34929938.04692988,250017286.28843558,252621.30058909152,2250000000.0,0.0,117.9137477709704
3000,35421906.210315,250017685.15853858,256811.4220888418,2250000000.0,0.0,129.42817340527102
3100,36209212.81783606,250017842.43775737,257205.06488849776,2250000000.0,0.0,124.48311449041961
3200,37532267.369965,250018173.98823422,260780.20924233668,2250000000.0,0.0,134.53030797587112
3300,40030230.41981092,250018505.42237335,263134.4090217995,2250000000.0,0.0,136.3809673976749
3400,42639419.2393279,250018402.90401438,270934.85712811904,2250000000.0,0.0,134.50539963549934
3500,44514568.84025842,250018829.53783235,272934.15210793575,2250000000.0,0.0,143.8543146543504
3600,45019199.34954991,250019429.36035535,273270.2319326988,2250000000.0,0.0,147.17325306077763
3700,47712511.0851254,250019679.58514762,277287.0287213862,2250000000.0,0.0,137.45062632182197
3800,49088124.3638043,250019756.46394357,278681.3457695633,2250000000.0,0.0,152.35714652202316
3900,52351781.247798905,250020184.83574945,282158.70423348073,2250000000.0,0.0,150.71226644248068
4000,53680586.739819944,250020404.13328645,285979.6909878284,2250000000.0,0.0,151.26988758529134
4100,56754593.71743554,250020958.1002772,289596.62242250005,2250000000.0,0.0,150.51003148907708
4200,59072148.74693899,250021268.831996,292391.38361589686,2250000000.0,0.0,154.36393569103382
4300,60865620.24226318,250021427.87767965,295810.50818848284,2250000000.0,0.0,166.28821956162832
4400,63720364.096746154,250021730.70881099,298711.35858490545,2250000000.0,0.0,167.80318209625514
4500,65287907.04327581,250022286.22851232,301990.3375431786,2250000000.0,0.0,172.94888445149084
4600,67474754.40097827,250022465.66804087,302341.42091874784,2250000000.0,0.0,182.9575838163054
4700,71299506.96544334,250023141.0493002,306674.00369821175,2250000000.0,0.0,182.31396240748546
4800,74681045.28448825,250023291.36203742,311115.1582205203,2250000000.0,0.0,188.27578680476805
4900,77699393.38750793,250023978.5704546,313063.10191688396,2250000000.0,0.0,194.12015624921267
5000,80466289.5230398,250024465.50371596,315449.3667582947,2250000000.0,0.0,190.04805819560357
