miliseconds,T_Tumour_Cells,N_Natural_Killer_Cells,L_CD8_T_Cells,C_Lymphocytes,M_Chemotherapy_Drug,I_IL_2
0,10316756.037780827,249999918.21053165,527304.3358954287,2250000000.0,0.0,1073.3904768052498
100,9460822.061961604,250005822.4005869,233923.78008009132,2250000000.0,0.0,757.0295033304137
200,10412271.643845148,250009531.97455412,177285.1076467138,2250000000.0,0.0,430.240779126098
300,10863389.041023497,250011144.59486392,164089.37525006066,2250000000.0,0.0,248.7102732501385
400,12757831.012716768,250012331.5861536,153456.07540384063,2250000000.0,0.0,163.87242533964192
500,11874112.057937354,250012759.14564523,154179.67356991564,2250000000.0,0.0,116.76187283314974
600,13845940.581587043,250012985.81044757,161421.40945676822,2250000000.0,0.0,96.65405761841723
700,14178928.012345716,250013371.29962358,161012.32213681636,2250000000.0,0.0,95.90807155706835
800,13809858.49218639,250013563.23313075,166644.29743762463,2250000000.0,0.0,77.57834785230153
900,14884136.223964632,250013511.91336688,169543.4131823214,2250000000.0,0.0,88.15998100783477
1000,14394247.376315001,250013571.54492033,178169.99566347682,2250000000.0,0.0,89.96280370013855
1100,15009730.441644482,250013886.54395545,184236.5149979879,2250000000.0,0.0,79.77707447657981
1200,16369088.731969746,250013969.57726762,189479.29379451755,2250000000.0,0.0,84.6107356605943
1300,16799364.26546733,250014274.85154632,191615.75367389005,2250000000.0,0.0,84.36454054284843
1400,19082860.614130076,250014331.343088,196234.72334032654,2250000000.0,0.0,92.35355899600972
1500,17963534.752783656,250014385.80272546,203062.22085366162,2250000000.0,0.0,92.04559866900323
1600,20394770.215442732,250014356.34046954,206465.69314384268,2250000000.0,0.0,101.03910310637032
1700,19811993.68757256,250014851.50626206,207187.01694571224,2250000000.0,0.0,93.92330512581194
1800,21557949.126357608,250015075.3958708,214559.0561505152,2250000000.0,0.0,99.71502833571842
1900,22467433.35599611,250014862.23137718,217658.42189079188,2250000000.0,0.0,101.3073409586068
2000,23872906.199612986,250015381.7181454,219761.14328614777,2250000000.0,0.0,104.17923112323487
2100,24523509.081391346,250015519.42172098,223918.65173040255,2250000000.0,0.0,95.53570003334313
2200,25543032.72664142,250015860.60737392,228398.298897693,2250000000.0,0.0,113.74309876269957
2300,25582281.726508446,250015991.0993331,230875.66218757565,2250000000.0,0.0,106.87464243783984
2400,27912211.22396142,250015901.3848429,232184.85515656293,2250000000.0,0.0,117.53109838043042
2500,28373203.860609856,250016299.4111814,238961.3766104145,2250000000.0,0.0,106.52576944936338
2600,29043212.14887612,250016666.7008752,242477.22258502987,2250000000.0,0.0,116.63213309527241
2700,30388226.854981847,250016942.98321098,244864.61670877584,2250000000.0,0.0,113.32687741119679
2800,32463565.52624476,250017191.22130057,249529.2624313053,2250000000.0,0.0,118.15413311185354
2900,34085791.27599145,250017088.1460482,254105.23303429497,2250000000.0,0.0,120.69399102719088
3000,34834408.2268263,250017363.839429,256022.41878863328,2250000000.0,0.0,121.84257269521356
3100,37277303.75427963,250017931.41831154,257359.59878114244,2250000000.0,0.0,125.4278008575221
3200,38478062.296631455,250017913.92907277,264599.91084722424,2250000000.0,0.0,126.57708107513625
3300,40384503.925528266,250018541.16753578,266943.4581803741,2250000000.0,0.0,129.37891217107216
3400,41418895.98360903,250018739.87744907,268156.604877832,2250000000.0,0.0,141.01485353322593
3500,43568663.62916094,250018815.41693494,273640.28384958796,2250000000.0,0.0,142.4821706957294
3600,45393907.43041645,250019446.01139992,273171.18515587406,2250000000.0,0.0,146.02383472494756
3700,48211667.19758756,250019663.01152056,275289.97536936635,2250000000.0,0.0,145.89152118724343
3800,50172428.645178005,250019940.6906663,278618.77780043054,2250000000.0,0.0,154.44563209650119
3900,51815225.42750208,250020198.58282247,284396.5777098007,2250000000.0,0.0,152.37290381060845
4000,54354472.96729053,250020359.97364947,283791.507418667,2250000000.0,0.0,160.29149962477555
4100,56059607.63457578,250020978.49748513,287142.5229155745,2250000000.0,0.0,156.65025058971506
4200,58909013.82990994,250021057.16204187,294150.7833519537,2250000000.0,0.0,165.1560253433001
4300,61104598.03594499,250021347.79828927,295165.6575490478,2250000000.0,0.0,161.1875991665437
4400,62329780.03783629,250022143.99739608,296258.70098301256,2250000000.0,0.0,174.06429200233035
4500,64622991.609131604,250022175.62002003,302797.10215769924,2250000000.0,0.0,180.41911091769302
4600,67707212.70444696,250022541.22710025,304334.0291101779,2250000000.0,0.0,171.1321593076244
4700,71402328.2970302,250023285.9219937,309210.3405343199,2250000000.0,0.0,184.881540162566
4800,73720969.47068565,250023270.8386361,309808.0169502591,2250000000.0,0.0,181.2541191191512
4900,77450133.68181269,250023989.98268574,312626.02560460597,2250000000.0,0.0,189.78075891711887
5000,80594829.13566105,250024475.99462017,316551.116029876,2250000000.0,0.0,187.94971114906681
