miliseconds,ADAMTS4_mRNA,cFos,cFos_mRNA,cJun,cJun_mRNA,DUSP16,IRAK2,IRAK2_TRAF6,IRAK2_TRAF6_PP4,JAK1,JAK1_P,JNK,JNK_P,Matriptase,MKP1,MMP1_mRNA,MMP3_mRNA,MMP13_mRNA,p38,p38_P,PP4,proMMP1,proMMP3,proMMP13,PTPRT,SOCS3,SOCS3_mRNA,STAT3_cyt,STAT3_P_cyt,TIMP1_mRNA,TIMP3_mRNA,TRAF6,TRAF6_PP4,ADAMTS4,ADAMTS4_TIMP1,ADAMTS4_TIMP3,Aggrecan,Aggrecan_Collagen2,AggFrag,ColFrag,Collagen2,IL1,MMP1,MMP1_TIMP1,MMP1_TIMP3,MMP3,MMP3_TIMP1,MMP3_TIMP3,MMP13,MMP13_TIMP1,MMP13_TIMP3,OSM,TIMP1,TIMP3,IL1_IL1R,IL1_IL1Ra,IL1_IL1R_IRAK2,IL1R,IL1Ra,OSM_OSMR,OSM_OSMRa,OSMR_SOCS3,OSMR,OSMRa,cFos_cJun,cFos_P,cJun_P,cJun_dimer,SP1,SP1_TIMP1_DNA,STAT3_nuc,STAT3_P_nuc,TIMP1_DNA
0,1.9978652951585088e-21,-2.986629221382485e-13,-1.7267023736092016e-10,100.00000000013986,5.0,1.7210520750367356e-19,99.99924612161044,7.874068054561064e-08,1.5469532210075776e-25,99.99988138012141,0.00015155396520531895,100.00000001582207,-6.12991462124397e-09,100.00001619466161,4.592586742570456e-22,3.9839945312943343e-19,1.8494202239834544e-19,4.3407601663811244e-20,99.99999998697753,7.864877444761145e-09,-4.275898586538495e-21,1.2964158469220431e-24,-2.4775151969657105e-25,3.4696441030087313e-25,7.117935598243376e-12,-3.286211768118401e-13,-6.669297174865837e-10,100.00002204842752,3.564677793767352e-05,19.99999999999504,19.999999999993957,99.99999855886396,-4.445500890646463e-19,2.583516755272559e-25,7.6119108057782045e-28,-5.237268994805376e-26,0.0,100000.0,-3.9460397552320655e-28,-1.4144126770013664e-67,2.7153408573174268e-27,99.93838839111065,-2.2355018123240993e-30,-4.5794714237721915e-35,1.869355865874147e-36,1.617158453141089e-27,-4.5859995008698617e-32,-1.3388990782414367e-33,-5.478809611959505e-59,-5.302437122392773e-63,-3.1247824532753135e-64,999.9819801571821,200.0,200.00007318383612,-0.04742388289291098,0.0,-0.0009013609298086195,99.94760992111763,0.0,0.03801530101019931,0.0,1.3497454495087942e-13,100.04652333358152,0.0,2.393368650502532e-37,1.0318600253391151e-24,1.372310394587966e-10,1.429350902921726e-15,-1.2601580773047734e-43,-1.0374094377625305e-49,-8.528252581916785e-15,1.6776950741221508e-07,2.0
100,2.8197706694241812e-21,6.791056303267205e-12,-8.206805217795561e-09,100.00000000001033,5.0,2.2730530565418147e-19,100.00006944962287,8.535681405579026e-07,8.356807936919611e-26,99.99983026986385,-0.00014059687289843753,100.00000001472604,-2.3891394469095065e-09,99.99997587304348,2.1425691661879168e-21,9.865359806056731e-20,-4.3065923120572343e-19,-1.7368006410661187e-20,99.99999999652921,5.006583560064624e-09,6.057121354816433e-21,1.1914956610186903e-23,1.291200367500458e-24,3.0387202140204806e-25,-8.938952626735809e-12,-5.514318027410995e-13,-4.656747841064126e-10,99.99993332390031,-2.306669386405264e-05,19.99999999999081,20.00000000000385,100.00000118046323,-2.200818058781426e-19,4.577023373636665e-25,5.097902877745335e-28,1.1843710633162522e-25,0.0,100000.0,-5.045115732671756e-28,-9.134724760166091e-67,-6.056393352824796e-29,99.96721009084972,-1.8809805845482223e-30,-2.2000667872466055e-35,-1.8919621598287978e-36,-6.022162804018349e-28,-4.275291785672166e-32,-2.773999159730358e-35,1.182211592443426e-58,9.017368226736448e-63,-1.1764206922781793e-64,999.9400121036152,200.0,200.00034448487708,0.08671035776629085,0.0,-6.675782299597378e-05,99.83301168951883,0.0,0.08895321865969164,0.0,-1.7421712164876892e-13,99.90081207458945,0.0,2.149853736460497e-37,-1.6265142652676267e-24,-1.5168291016322902e-10,3.1725455542930697e-15,1.4353047589672926e-42,-7.970714976740531e-48,-8.794226524789089e-15,-2.1062723910732127e-08,2.0
200,1.5060225609513438e-21,-5.320686183355606e-12,-4.796500966612301e-09,99.99999999989826,5.0,1.1686283028665551e-19,100.00071326467783,-1.1166014307059337e-06,-1.793262533175057e-25,100.00003755751138,-0.0001301061022481902,99.99999999128157,8.055188021482895e-09,99.99982411914777,1.560165840066868e-21,4.374304610730977e-19,1.331855397431991e-19,-3.907196369519496e-20,99.99999998810371,-1.4491093440618852e-08,2.257378872892237e-21,-3.137410204498434e-23,6.104140757660535e-24,3.4387075560434903e-25,1.6343542551562024e-11,5.000983904059406e-13,-7.465561889351725e-10,100.0000821876839,2.8554274936445966e-05,20.000000000002615,19.999999999993662,100.00000142922207,-2.372059764470463e-19,1.1473317159214632e-25,6.331963636185202e-28,1.1663233764135018e-25,0.0,100000.0,-1.2360532007711913e-27,-2.203273268598823e-68,1.770723293485123e-27,99.8311409714907,1.4477292271790027e-30,-3.6256780127663615e-37,-1.208589708767351e-37,-1.4882894423255303e-27,4.223090998803946e-33,1.339691180353331e-33,3.6926323476530665e-58,-3.9824501102091755e-63,7.953860793225756e-65,999.7864431921233,200.0,200.00095918094962,0.1718138997835025,0.0,0.000395671126210529,99.73212907559076,0.0,0.15645039234215188,0.0,6.054672165438382e-14,99.78197048977087,0.0,-6.309331834955003e-38,-1.2453786209810893e-24,-1.111704337456358e-10,-3.168216778419676e-15,9.08620197680359e-43,1.289949050918239e-49,-4.520796583217329e-15,1.2141704575808095e-07,2.0
300,4.5841149179058815e-21,-1.6585258454728575e-12,-9.68585595156442e-10,99.99999999988121,5.0,-6.57302774908378e-20,100.00001495102129,-2.107376952374595e-07,-6.551719624785252e-26,100.00003771655142,3.821013287032406e-05,100.00000000324889,9.279669712265216e-09,99.99981743020255,1.5226977977816265e-21,-1.1771828643603468e-20,-3.6416046064785577e-19,4.498980579727081e-20,100.00000000702445,-1.4876517727556328e-08,-8.089479890740928e-21,-3.004910999197531e-23,-6.419134891165584e-24,-3.3074840975485586e-25,2.137197248093071e-12,-5.218512757810197e-13,7.961773587235284e-10,100.00001007268253,-0.00011468711452994646,19.999999999986738,19.999999999995403,100.0000009728423,2.5981764612449126e-19,-2.492459540380664e-25,-7.712867926020645e-28,-9.238945730683198e-26,0.0,100000.0,-4.577853857058702e-28,5.660273384705941e-67,-7.925899639835832e-28,99.7393185076671,2.1866942532969947e-31,1.9827355555433193e-35,4.1817221092958334e-37,1.781591811217186e-27,2.520874344446527e-32,7.820875956972007e-34,-2.9614530513948844e-58,1.097180288793141e-62,6.9697223794694345e-65,999.7199445922978,200.0,200.00117805699654,0.24853337469316494,0.0,-0.0004809864425386612,99.6914545322696,0.0,0.2645309301789188,0.0,-2.0518444243021521e-13,99.74050733426137,0.0,-1.0290403347018474e-38,6.830651825844032e-25,-3.3412461071787654e-11,1.933209195607477e-15,-1.2499042546384123e-43,6.663355044993309e-48,-1.704518713150894e-14,2.7803928150339278e-08,2.0
400,-3.883918591684957e-21,-1.1441040245845617e-12,1.6960010576353461e-09,100.00000000014415,5.0,3.0059902319112993e-19,99.99913891572336,3.268973227762776e-07,4.365404463552478e-26,99.99991791769177,0.00015225605063747444,100.0000000149055,6.320091634356376e-09,99.99963112421254,8.043070141620592e-22,2.0866983306162367e-19,-7.003167401619823e-20,4.110857443593398e-20,100.00000000253971,-7.4418148946375695e-09,8.552558553436701e-21,2.434556420787708e-23,-5.635296924248267e-24,3.9466835280512316e-25,-1.0553842242098696e-11,-1.9694062599326388e-13,6.456203773230272e-10,100.00011284611276,1.412086047565229e-05,20.000000000002647,20.000000000005283,99.99999962326937,3.750966835926195e-20,-1.6176219255488226e-24,1.2470642116520762e-28,-3.832992757450118e-26,0.0,100000.0,-3.9029167016144996e-27,-5.3179633567792743e-67,-3.604256710101056e-27,99.60706948843799,2.0895626546155663e-30,-1.6206985652480474e-35,-9.659631480907038e-38,1.4634381653606767e-27,3.546599427177569e-32,4.350531923543937e-34,-7.267058461702889e-58,-1.1218583212547172e-62,-2.0942524978177586e-64,999.6569753291733,200.0,200.0015674031766,0.4420588215064108,0.0,0.0007387229919408822,99.66801950356546,0.0,0.4284687876870669,0.0,-2.0294843852299761e-13,99.5670333803801,0.0,8.572995500372747e-38,2.65402644574236e-25,-3.9977376372681796e-11,1.7029714594406233e-16,-8.191215377475238e-43,6.055254453409709e-48,-9.981487918317384e-15,1.7141052429675182e-09,2.0
500,-2.22389216694068e-21,3.1196054859271925e-12,2.9194745619015316e-09,100.00000000008596,5.0,-3.067386811502878e-20,100.00019982478298,9.865304824354916e-07,-1.256681042250696e-25,99.99979135167422,-1.1410279988913538e-05,100.00000001540998,-5.584429941381962e-09,99.99957931521179,6.051624691805506e-22,-1.6837004826725829e-19,-2.7936420740976003e-19,3.080747251387192e-20,99.99999999765481,-1.4278181487890654e-08,-8.887194190196363e-21,7.767868094984295e-24,-2.0494307966321894e-24,3.331989872843816e-26,-1.2281504710566797e-11,4.581379243528724e-13,-7.371232888312612e-10,99.999892284215,8.687973256119925e-05,20.000000000000504,19.999999999996156,100.00000071344674,-8.531823659149103e-20,-1.95430481546667e-24,6.4225781952236165e-28,3.51936922388461e-26,0.0,100000.0,3.1351714654067135e-27,-9.252415720489475e-68,-3.730788636598434e-27,99.4306482106294,7.235042301745372e-31,-8.576951589743024e-36,1.0179542202161431e-36,-4.209016888194546e-28,6.954027810356047e-33,-5.283483073358238e-35,-3.749968922244305e-58,-3.065506837016803e-63,-2.44903291422878e-64,999.487096431302,200.0,200.00170962327098,0.4370927893982751,0.0,0.0009757150984594047,99.53601537511729,0.0,0.4693247755075086,0.0,1.1878293002990946e-13,99.44190410120085,0.0,-2.3334141980838154e-37,1.6326932191446535e-24,-3.99316928277544e-11,2.1633442092409547e-15,-5.270978023014383e-43,-3.8507020288786227e-48,-1.2233619491448363e-14,-1.6178241192019795e-07,2.0
600,2.1438154528595203e-21,2.2268504553876937e-12,2.306305883648194e-10,99.99999999997934,5.0,4.1569792603217974e-19,99.99879516791258,7.793375461818689e-07,2.772953800123517e-25,99.999695358223,0.00019740213393749275,100.00000000249422,-8.536114957095258e-09,99.99948763215293,6.235446229715592e-22,-2.4657609098898363e-19,-1.999057508733751e-20,4.118975253379005e-20,99.99999998822285,-1.177322880653774e-08,4.452718977222379e-21,-1.555906011318868e-24,7.932721546232408e-24,6.759076119500402e-26,1.1292119912012037e-11,4.5166545289994193e-13,3.102501070120761e-10,100.00010112401169,-0.00011744269101709965,20.00000000001334,20.000000000003723,100.00000023869019,-3.9839632173044427e-19,2.0701457379605113e-24,7.181915913386638e-28,7.706323169219008e-26,0.0,100000.0,-1.200018162317997e-27,-2.811069072088356e-68,2.386758515205115e-27,99.43999433178841,-6.530364472288993e-31,2.358710411536399e-35,4.365039604921908e-37,1.2086632226250259e-28,3.634722365202515e-32,-3.0951182146139674e-34,-6.019208032087878e-58,-9.681398390495853e-63,3.417484850747067e-64,999.3328466187531,200.0,200.00228351451125,0.5651769315454405,0.0,0.0007737301670321568,99.35916388387346,0.0,0.5855363740916094,0.0,1.529386560509629e-13,99.38953259984171,0.0,2.7545169601603724e-37,-7.374053322000967e-25,1.1733802120583513e-10,-1.0645891882061782e-15,1.2929420037403802e-42,5.483988263123304e-48,4.350966246616525e-15,2.218611302013816e-08,2.0
700,-2.230755080087315e-21,-6.0545242274790106e-12,-7.029201491790742e-09,100.0000000000513,5.0,4.281082475393067e-19,99.99850178055455,-4.889591651283149e-07,-2.4560591740092156e-25,99.99966273802136,0.00040756649189806047,99.99999998266206,7.781965018679411e-10,99.9994102509995,-3.335790861658016e-22,-3.873033684536032e-19,-1.686050575799981e-19,9.072917301270191e-21,99.99999999590591,9.878869219114288e-09,-7.47831329728981e-21,4.159693320095364e-23,8.178902751050768e-24,1.1633141562276043e-25,-4.236204644944919e-12,-4.459830544437943e-13,-1.5519993598175496e-10,99.99998028998367,0.00017805765929452343,20.000000000012868,20.00000000000599,99.99999853870894,-4.1162364889822004e-19,2.3433146781340585e-24,6.713656955287637e-28,-1.100679522563355e-25,0.0,100000.0,3.4702659622562184e-27,-3.228205044064547e-67,-2.4971652971588446e-27,99.29827471095767,-1.656602867165803e-30,3.4613337975722295e-35,-2.0862917967258278e-36,1.2618258547020867e-28,5.087498409827849e-32,1.2656325452856453e-33,-4.777756672489691e-58,-1.1057967499040018e-62,-2.0749168889797748e-64,999.2464436987951,200.0,200.0027200244214,0.7582188908305191,0.0,0.0016282298292496747,99.27218617831633,0.0,0.6397624672500731,0.0,-1.5174075416447525e-13,99.36644742479753,0.0,-1.0552691378587273e-37,1.4325038290728592e-24,-6.860731606521688e-12,3.2297353202128543e-15,-1.436912409354141e-42,3.3665526222092887e-48,2.180572999820136e-15,-7.368508617605161e-08,2.0
800,7.308196835452085e-21,1.8614613693210788e-12,4.0753891189160275e-09,99.99999999987321,5.0,-2.951744069661617e-19,99.9981340986658,4.672278660068745e-07,-3.008541713065578e-26,99.9997781835581,0.00031120978196152836,100.00000000749124,-1.3227641833967701e-08,99.99932188380483,1.377933915194666e-21,8.936033168604388e-20,-3.377124734440897e-19,2.9597928609167426e-21,100.00000001072553,6.965370340427204e-09,4.586689192506867e-21,-2.9573517205666773e-24,2.8267420922916087e-24,-9.708503431687524e-26,1.418782746301526e-11,-1.457932848463739e-13,-4.85230762600152e-10,99.99995998048692,0.0001099797706231494,20.00000000000977,20.000000000006313,99.9999985627192,-3.245648426657419e-20,7.54880789575622e-25,7.752431254502401e-28,-8.904238030575272e-26,0.0,100000.0,-2.7471714527503154e-27,-2.2960914046260423e-67,-1.7970676607230062e-27,99.17438844162602,4.64796724321347e-31,8.149801218725495e-36,1.0932324200677188e-36,-2.3128131218755575e-28,4.821107577319922e-32,-1.5285446929780609e-33,-2.006788223356812e-58,-5.627366414267202e-63,3.7096340687155336e-64,999.1344373643881,200.0,200.00299730044625,0.8268625941158225,0.0,0.0016460648846468545,99.21592695364531,0.0,0.8026019001130043,0.0,-1.0075908805725886e-13,99.1991647507044,0.0,-6.639670055927949e-38,9.923887519587256e-25,-1.6193616284258264e-10,-8.146532749739766e-16,-1.4979157265897878e-42,-7.190661806425824e-48,1.6403004170643823e-14,-1.304851761912393e-07,2.0
900,-3.584375288417849e-21,-1.9577223935197225e-12,-1.2034354255359906e-09,99.99999999992194,5.0,8.474270314595385e-20,99.99716607446085,1.2142626150045689e-06,-1.2472521887313486e-26,99.99974424408646,0.0004086783077667068,99.9999999932431,-1.079773986959237e-08,99.99932116048373,-7.535060023448965e-22,7.730648130383877e-20,-2.872128901896179e-19,-3.124783006875123e-20,99.99999998284714,1.046845486184871e-08,-4.051831046784153e-21,-7.059617199329775e-24,5.2595868750706814e-24,-2.954565374837277e-26,2.278352848989547e-12,-5.109432532059066e-13,-9.424300049143568e-10,99.99998965313146,0.00017478167368032048,19.999999999998128,19.999999999997435,100.00000043953158,-4.0675794580322715e-19,-1.4973784087979737e-24,-1.6327667130210086e-28,8.192912616123306e-26,0.0,100000.0,-2.5361274874833165e-27,-3.001100947984147e-67,2.6350785513465896e-27,99.02589237242019,3.857495848471374e-31,-6.555407506001816e-35,-1.795038399573356e-36,1.2785292012145532e-27,3.6224648274225657e-32,1.2110517742965737e-33,6.180463693807662e-58,1.2103164335882353e-62,-3.427289201867256e-64,998.9946766111647,200.0,200.00364438362152,0.9107857498216123,0.0,0.0016337520746313979,99.141259759872,0.0,0.8715520799864508,0.0,-1.2336657093080976e-13,99.03572040793522,0.0,-1.4147625467817052e-37,-6.557808268491622e-25,-1.0585147268302053e-10,-2.282482431866753e-15,-5.461405526551454e-43,6.999551622446122e-48,3.909915932286993e-15,8.951781562984658e-08,2.0
