miliseconds,ADAMTS4_mRNA,cFos,cFos_mRNA,cJun,cJun_mRNA,DUSP16,IRAK2,IRAK2_TRAF6,IRAK2_TRAF6_PP4,JAK1,JAK1_P,JNK,JNK_P,Matriptase,MKP1,MMP1_mRNA,MMP3_mRNA,MMP13_mRNA,p38,p38_P,PP4,proMMP1,proMMP3,proMMP13,PTPRT,SOCS3,SOCS3_mRNA,STAT3_cyt,STAT3_P_cyt,TIMP1_mRNA,TIMP3_mRNA,TRAF6,TRAF6_PP4,ADAMTS4,ADAMTS4_TIMP1,ADAMTS4_TIMP3,Aggrecan,Aggrecan_Collagen2,AggFrag,ColFrag,Collagen2,IL1,MMP1,MMP1_TIMP1,MMP1_TIMP3,MMP3,MMP3_TIMP1,MMP3_TIMP3,MMP13,MMP13_TIMP1,MMP13_TIMP3,OSM,TIMP1,TIMP3,IL1_IL1R,IL1_IL1Ra,IL1_IL1R_IRAK2,IL1R,IL1Ra,OSM_OSMR,OSM_OSMRa,OSMR_SOCS3,OSMR,OSMRa,cFos_cJun,cFos_P,cJun_P,cJun_dimer,SP1,SP1_TIMP1_DNA,STAT3_nuc,STAT3_P_nuc,TIMP1_DNA
0,3.547748082391841e-21,-1.1611023219536647e-13,-8.03100504263239e-09,100.00000000010218,5.0,3.024285247399633e-19,100.00023932848148,6.58533768843266e-07,2.133738762952641e-25,100.00002079711271,0.00014874222233280003,100.00000000435382,1.0936188251066715e-08,100.00001006486761,-2.1380739538653723e-21,-9.672944220738408e-20,1.6221544303419404e-19,1.9166678285553847e-20,100.00000000055729,-1.4773819109426443e-08,7.967144338686549e-21,4.6216945921381236e-24,-4.06017334334578e-24,1.632905319663322e-25,-1.6931305405307046e-11,7.662909748563523e-14,-3.906284130733142e-11,100.0001036069865,-0.00011602650252962448,20.000000000003286,19.999999999997023,100.00000106248154,3.9784661328808396e-19,2.0384600038675815e-24,-5.775241411578871e-28,1.8640149402256717e-26,0.0,100000.0,-3.662468520719041e-27,-3.6983062402142333e-68,3.740296092584917e-27,100.06742269069562,2.1302918279340727e-30,1.4542083024088275e-35,-8.368192752681638e-37,4.894943922012221e-28,2.271395562732146e-32,-1.5047557695350039e-33,-6.565260067523243e-58,-1.1247572791952817e-62,3.337727603655756e-64,999.9304993456046,200.0,199.99970951180694,-0.036972202123716776,0.0,-0.0003315075656674097,100.02842969746156,0.0,-0.048885055675879203,0.0,3.883246118818514e-14,100.06794447903465,0.0,3.0263187378170027e-38,-1.054490736261132e-24,2.82974909307371e-11,-1.8705895810366328e-16,-3.3155477436360455e-43,-6.217282110280084e-48,-3.990967746487147e-16,7.220631090253934e-08,2.0
100,8.002978060670758e-21,4.7166241226747385e-12,-5.123628553952591e-10,100.00000000004229,5.0,-4.2634815685136468e-19,100.00070542804039,7.434767479022665e-07,-1.9254731153708402e-25,99.99997921385474,6.970398530837336e-05,100.00000000243057,-1.06410071193641e-08,99.99995008019242,-1.0090521242172623e-21,-2.443985257057045e-19,1.090632310935968e-19,-1.615356040905718e-20,100.00000001552975,-9.277009978118954e-09,-1.1764182188612322e-20,2.3632742981079164e-23,3.023795550245479e-24,-3.017343171097608e-25,4.196318764770183e-12,2.8061298182082178e-14,4.1906233368549545e-10,100.00004399676412,0.00010754188685695364,20.000000000006917,20.000000000002544,99.9999992771016,-5.173153018461145e-21,-5.522955736382164e-25,-8.25840344244913e-28,-5.1719202069791e-26,0.0,100000.0,-3.672956260894159e-27,2.208458684201799e-67,-3.4233509056890666e-27,99.90885189381171,1.4198568486362255e-32,-4.788763951365484e-35,5.9839468630651745e-37,6.648022265074195e-28,-3.123739482552135e-32,6.617624582152865e-34,-7.00102704857014e-58,9.884477374865723e-63,2.559073864133931e-64,999.945019613182,200.0,200.00030055153192,0.14216090666220058,0.0,-5.1462617887127236e-05,99.89433831517819,0.0,0.12413938644513228,0.0,9.923937576422092e-14,99.84532655537049,0.0,1.3524436313592362e-37,5.472589214599664e-25,-5.696836485479829e-11,2.6520310578859514e-15,5.787064990554058e-43,-1.1173220793928326e-48,-8.557186208196805e-16,-8.012737996185329e-08,2.0
200,4.192240169452176e-21,1.1390383815828362e-12,-4.812913950461297e-10,99.99999999998661,5.0,-6.678655887102707e-20,100.0005465523759,-8.841472834675601e-07,-2.5136212303421725e-25,99.99996480517854,1.6118743563896348e-05,99.99999998621507,-1.1323943568353643e-08,99.99986173233837,1.6397306140974788e-21,-9.076097711853028e-20,-1.0251349448562599e-19,-2.2276501241904563e-20,99.9999999992931,7.044164563707816e-09,1.1724298529497104e-20,1.9892008344412362e-23,-6.5113872943973e-24,-4.0003791060371597e-26,-7.441236534127514e-12,-4.900713120434265e-13,-4.251223616408042e-10,100.00008941152797,0.00014441285150598254,19.999999999988024,20.00000000000008,100.00000035398777,-4.1485480728082857e-20,1.2108453569173915e-24,-3.9026852305629475e-28,-7.680341963641546e-26,0.0,100000.0,-6.2892991007092485e-28,-1.4451881741056039e-67,1.3430036297506386e-27,99.8243560400741,2.252009023601204e-30,1.6223585961113813e-35,-1.1850150257478909e-36,1.0485010549112114e-28,-3.021061920423174e-32,1.605983618453799e-33,1.5140669354467408e-58,-3.452024101909646e-63,1.9814502876077287e-64,999.8083748178735,200.0,200.00068843598206,0.1929097279699428,0.0,-0.0005112244463189045,99.7469703627854,0.0,0.2587221559159072,0.0,1.1230662079589219e-13,99.84882463742942,0.0,-3.210644324772637e-38,5.4809068854812775e-25,-5.625040868445625e-11,-4.594421355772419e-16,-1.1373624405287046e-42,-2.8693029151893984e-48,-9.051158047384566e-15,-8.753707188679502e-08,2.0
300,4.917610342617743e-21,-4.694193807329215e-12,-5.004057084983346e-09,100.00000000015801,5.0,-3.02725547733389e-19,100.00001293496464,-2.7381417653372684e-07,-1.4610378429467254e-25,99.99987974870666,-9.708827503074293e-05,99.99999999783071,-1.0899284419602981e-08,99.99973542103372,4.448742281305935e-22,2.517235084284431e-19,-3.5819045226900393e-19,-9.857580019561853e-21,100.00000000552406,8.791837583477656e-09,-8.630666418006903e-21,9.940293212816277e-24,-6.431195085429226e-24,-1.6122246152885474e-25,7.493352644996854e-12,-1.203655029698957e-13,5.568910690791382e-10,100.00008490638432,0.00013547166747545137,20.00000000001322,20.000000000004132,99.99999994840927,-3.908692179936294e-19,1.8927399449227881e-25,4.995933360814472e-28,2.948447473477968e-26,0.0,100000.0,-1.763704374264988e-27,-2.343017436753071e-67,-1.5833114259304467e-27,99.66490831033043,2.931289481477107e-31,8.17737324370891e-36,3.366823639117784e-37,2.410856477289149e-28,4.923404662280191e-32,-1.1012067992188496e-33,7.325907815778292e-58,-3.3221791112271844e-63,-1.911157135732973e-64,999.6559581019671,200.0,200.00132619240497,0.33112049046224495,0.0,2.7373464188546105e-05,99.73907892132279,0.0,0.2540065434367531,0.0,-1.1308428648823515e-13,99.68466342529385,0.0,2.256369923866598e-37,-7.312950704225442e-25,-1.0495628917095342e-10,3.1760402890149653e-15,1.1065496539618551e-42,8.612757482569287e-48,1.3769435811316752e-14,-8.920999365741543e-08,2.0
400,-4.893324550472723e-21,5.792428537992819e-12,-3.908672592136018e-09,99.99999999990304,5.0,1.9862173462169114e-19,99.99875367358301,1.1111177166346457e-06,1.765143049831263e-25,100.0000596492299,-1.1228778864834886e-05,100.00000000002268,1.716161058075906e-08,99.9997298797067,-1.1551169284236172e-21,-8.980772641857625e-20,4.7179983866345895e-21,3.650048009063823e-20,99.99999998452914,-4.7598294994366564e-09,1.1462135385836574e-20,1.8191841289853793e-23,4.2247691090681654e-24,2.414069672258503e-25,-1.2836415638269658e-11,3.500398581690963e-13,2.883256059585039e-10,99.99991496159628,-0.0001413972654814885,19.999999999996497,19.99999999999375,100.00000096725506,1.4721439704666365e-20,2.1511938217727333e-24,1.7541334375454677e-28,-3.2986409574046013e-26,0.0,100000.0,2.6878217995463875e-27,4.927930162524248e-67,2.977535215762303e-27,99.57691368059423,-9.197654403393257e-31,-4.959211272438192e-35,9.838601087261431e-37,1.6240673606419828e-27,-5.250059298708261e-32,-1.757511692835416e-33,5.5381716824229864e-58,7.869060014175098e-63,1.2074764603223097e-64,999.6485275453299,200.0,200.00134046912675,0.3384580373414392,0.0,-0.00018638607395094788,99.60269103381724,0.0,0.3394190729718024,0.0,-1.292372370235004e-13,99.668340720769,0.0,7.71893249696576e-38,-3.483351081611304e-26,9.274039315221283e-11,-2.1716468178663776e-15,-9.921985643311183e-43,-1.3335423179024327e-48,1.5714701904799962e-14,1.0073686739262521e-07,2.0
500,3.487021731149225e-21,-2.59572406227577e-12,8.149428278147857e-09,100.00000000014055,5.0,-3.619621980030284e-19,99.9991652957763,1.5395408903083877e-06,-2.2037672675788746e-25,99.99973081418798,8.641405227270875e-05,100.00000001314417,-1.715598586918222e-08,99.99959903379236,1.6294916668459726e-21,1.8503293808970666e-19,1.888653328056783e-19,-1.9489541129460772e-20,99.9999999890046,-7.080057944716336e-09,9.829994482910201e-22,-1.576152554556059e-23,7.155546531872792e-24,-3.147663447713496e-25,8.032628801645925e-12,5.909399795138067e-13,-1.5570779533848155e-11,99.99991439042533,0.00015908861095702647,19.99999999999077,19.999999999998398,99.99999986534718,3.843017348794386e-19,2.1577495982817216e-24,2.5917695154155407e-28,-1.031910364342256e-25,0.0,100000.0,2.7110182555206704e-27,9.060419868075104e-67,3.290671591141562e-27,99.46196013592579,3.2421892955685526e-31,-3.1115706399708263e-35,-5.844981537263947e-37,1.721725304892377e-27,2.484590851397973e-32,1.2665017601380717e-33,4.94887260991487e-58,-3.59510699284522e-64,2.555699932772164e-64,999.5151618030391,200.0,200.0022742729192,0.5080921729500804,0.0,-0.00026557721052073054,99.50251230090969,0.0,0.4653019620162682,0.0,2.0075777267486297e-13,99.52271508460497,0.0,-1.428913185150047e-37,-9.757557187825918e-25,7.044512077717227e-11,-1.2921036238327292e-15,-1.5143734192070935e-42,-1.1835423235325995e-48,-5.6925930850977e-15,-4.3856792650766745e-08,2.0
600,3.0012236776385223e-21,2.931396948309276e-12,6.007637913447342e-09,100.00000000006034,5.0,4.455101036385946e-19,99.9992937484672,1.2398346463879424e-06,-8.611197181081941e-26,99.99988164329233,0.00025244831953451187,99.99999999722975,-1.723011050668236e-08,99.99957525245618,-2.2244013672628326e-21,3.1975067229448344e-19,2.1879060597906154e-19,-3.650611431287652e-20,99.9999999855351,-1.4220593691925958e-08,2.46636813594068e-21,-1.5410509036302852e-23,1.5005115830810857e-24,2.3951805182554044e-25,-1.57724965833863e-11,-3.769497213346883e-14,-2.6839710257557962e-11,100.00012241954225,-9.584462112224469e-05,20.000000000005453,19.999999999998767,100.00000033467445,4.046386454415668e-19,1.4708298296757177e-24,2.919368461195524e-28,-8.818580008132618e-26,0.0,100000.0,-2.2789599289764223e-27,8.321053207258189e-67,1.0291355987321263e-27,99.35334340697011,-1.5910642348845592e-30,3.7695209748927487e-35,1.6037712937400926e-36,-1.4896623467145044e-28,-4.3495451701736233e-32,-7.469553315461122e-34,7.254736178271112e-58,-2.0270121034624204e-63,-3.0502701616968795e-64,999.3602996407808,200.0,200.00230163086485,0.6576572500440986,0.0,0.0010091386273816502,99.38096121282227,0.0,0.6098340274411164,0.0,-6.899476758783011e-15,99.38482396334547,0.0,1.958151587591468e-37,1.1371171095788306e-24,-3.0069038254029874e-11,-2.1888493154863988e-15,1.2438274628060693e-42,-5.0543436182785207e-48,-1.0108658658504331e-14,1.0874452038916553e-07,2.0
700,-1.8822370660235652e-21,1.0821007544936745e-12,-4.421062653061906e-09,100.00000000016213,5.0,-1.7211311874369838e-19,99.9987535993287,2.2323873994565253e-08,-1.3300416414707605e-25,99.99968736440354,0.00015482930091574533,99.9999999819207,1.7002648636951906e-09,99.9994182169747,-3.9651112900903514e-22,-1.0022629670869392e-19,4.346100796275634e-19,3.850092153481017e-20,100.00000000851104,7.581636195456917e-10,7.385429295862045e-21,-1.89173435346199e-24,3.38928150592133e-24,-6.4616589495919756e-27,6.623130958065801e-12,2.2518944417902404e-13,1.7472106541135506e-10,99.99994989976264,-0.00011585592483785259,19.99999999998841,19.99999999999992,100.00000108777976,4.1670047589350086e-20,2.4826068406225703e-24,1.5294478689255019e-28,-6.864764741949082e-26,0.0,100000.0,2.7087332921367958e-27,-6.486065112675641e-67,5.655306945712402e-30,99.34566849268828,-6.599663069625354e-31,4.096701563078328e-36,1.9876112445029563e-36,1.4846361446386453e-27,1.557130231526361e-32,6.243501547049587e-34,1.4240070222992672e-58,8.129563487807781e-63,3.35821187421658e-64,999.3399455455832,200.0,200.0025468660684,0.6781195655377618,0.0,0.0005348713095111677,99.30799775085092,0.0,0.6559213129905155,0.0,5.745243516485424e-14,99.28440218025023,0.0,3.1230683901742594e-38,1.319462679890911e-25,-5.5925021625141775e-12,-3.063755987632468e-15,7.573351406771903e-43,-4.245373574898642e-48,-7.673912684795327e-15,9.143184506242539e-08,2.0
800,4.925759127416124e-21,-4.647153102408274e-12,1.2729145433613893e-09,100.00000000005605,5.0,3.7035803209612554e-19,99.99751607892361,-1.7708686032660786e-07,-4.753854214782385e-26,99.99977616177544,0.00023114984327740477,100.00000000912213,6.492125271308386e-09,99.99933425366048,-2.2612104370587155e-21,1.0547500514040962e-19,4.229466030219267e-21,-3.1329287031919287e-21,100.00000000197534,-5.84226510182056e-09,-1.2114727188542778e-20,7.712093426426749e-24,5.3197203089350565e-24,2.533814170244836e-25,8.343207611142375e-12,-1.9532424767530916e-13,-3.3490337638252563e-10,100.00006580140034,1.738870426039814e-05,20.000000000006942,19.999999999993236,100.00000088807604,2.464814627783254e-19,-9.234243679735295e-25,5.610629183126623e-28,7.091589962284269e-26,0.0,100000.0,-3.672784065724284e-27,5.3156412399457756e-67,-5.416186973890457e-28,99.1494712104416,-1.946726651509226e-30,-1.3544139379130764e-36,-1.0808500164952365e-36,1.702121692922423e-27,2.617342133885831e-32,-3.944379690867912e-34,2.6032806355431258e-58,-2.7412923462345914e-63,2.9042824257389074e-64,999.208374941877,200.0,200.00292314855372,0.8318216401947797,0.0,0.0024816195128582992,99.23485850120075,0.0,0.7273583081319257,0.0,1.8767743200061425e-13,99.24266860571646,0.0,9.617024204476402e-38,1.2190667816089552e-24,8.242213251514909e-11,-1.1523927319375837e-15,6.2618121798600366e-43,-3.733130951939777e-48,8.851724192249357e-15,9.192195070620676e-08,2.0
900,-5.0623841531654096e-21,-5.669158422485993e-12,6.438428378404969e-09,99.99999999983724,5.0,-3.5496751626484584e-20,99.99793779918753,-3.9022631713855823e-07,1.4669966424055278e-25,99.99971064294087,0.0005914481607021051,100.00000000890064,1.2184967935433728e-08,99.99926349366378,3.0702991499161523e-22,-8.74717254537523e-20,2.769329661436375e-19,-3.888208838812534e-20,99.99999998448155,-1.6944490588767543e-09,-9.199855970675433e-21,-9.387038689175949e-24,1.4456254682000392e-24,2.3231109629130224e-25,-1.69438178053561e-12,1.5515549498412625e-14,6.061853659143327e-10,100.00008123726991,2.1384474569599937e-05,20.000000000007134,19.999999999994536,99.999998955082,-4.2126582467447427e-19,-2.1565179341690937e-24,7.698352436514086e-29,1.3351308081779112e-25,0.0,100000.0,-3.876697189988138e-27,1.3830077979677807e-67,4.258258806616325e-27,99.04031172049075,1.0908074599230783e-30,-3.2013896357558095e-35,-1.6913976549958323e-36,7.415055309898202e-28,4.5050499956321394e-32,1.5180833904427823e-33,5.259532074095955e-58,2.4749484665687817e-63,5.58350206481348e-65,999.0922255647199,200.0,200.00342355501058,0.8704860066740142,0.0,0.0019480167574867744,99.11936420059179,0.0,0.9677617660751463,0.0,1.394141356345186e-14,99.14194879033477,0.0,-1.739870794121735e-37,-5.658658024706243e-25,-8.326390644281242e-11,1.8889063634234394e-15,8.185257499058848e-43,5.301004247433812e-48,4.515529764094421e-15,-6.052232426722205e-08,2.0
