milliseconds,ADAMTS4_mRNA,cFos,cFos_mRNA,cJun,cJun_mRNA,DUSP16,IRAK2,IRAK2_TRAF6,IRAK2_TRAF6_PP4,JAK1,JAK1_P,JNK,JNK_P,Matriptase,MKP1,MMP1_mRNA,MMP3_mRNA,MMP13_mRNA,p38,p38_P,PP4,proMMP1,proMMP3,proMMP13,PTPRT,SOCS3,SOCS3_mRNA,STAT3_cyt,STAT3_P_cyt,TIMP1_mRNA,TIMP3_mRNA,TRAF6,TRAF6_PP4,ADAMTS4,ADAMTS4_TIMP1,ADAMTS4_TIMP3,Aggrecan,Aggrecan_Collagen2,AggFrag,ColFrag,Collagen2,IL1,MMP1,MMP1_TIMP1,MMP1_TIMP3,MMP3,MMP3_TIMP1,MMP3_TIMP3,MMP13,MMP13_TIMP1,MMP13_TIMP3,OSM,TIMP1,TIMP3,IL1_IL1R,IL1_IL1Ra,IL1_IL1R_IRAK2,IL1R,IL1Ra,OSM_OSMR,OSM_OSMRa,OSMR_SOCS3,OSMR,OSMRa,cFos_cJun,cFos_P,cJun_P,cJun_dimer,SP1,SP1_TIMP1_DNA,STAT3_nuc,STAT3_P_nuc,TIMP1_DNA
0,-5.4169454185303685e-21,1.0992271592412135e-12,2.609886399734033e-09,99.99999999997596,5.0,-3.8140866752866e-20,99.99944312573332,1.2485084862928467e-07,1.0086575293560596e-25,100.00010765910007,-0.00010087802103356212,100.00000001150843,-6.84482025052837e-09,99.99996302358714,7.700039582322673e-22,1.2164059236814179e-19,-2.912608047356955e-19,7.602928969259442e-21,99.99999998528565,1.154046247120368e-08,6.651816303878434e-21,3.6949078133287714e-23,-1.7264068606203146e-24,-2.0625009932801102e-25,1.2227308820630775e-11,8.705636611898098e-14,-1.2864176489559253e-10,100.00013289013745,0.0001417729609911196,20.0000000000121,19.999999999994344,99.99999936250238,-4.1846171996038345e-19,1.190984597293568e-24,-9.969369973295989e-29,-1.3425888653786828e-25,0.0,100000.0,-1.0832431708889465e-27,-6.188799859014095e-67,-2.9067333466686036e-27,99.94081800780646,1.5678588989641002e-30,-4.298255802918874e-35,-1.0712274361533044e-36,-1.5265510162589181e-27,5.806940531407079e-33,-1.104285620318774e-33,-5.898849820270784e-58,-2.2301233412632413e-63,1.735031673532839e-64,999.928997792482,200.0,200.0001786762359,0.016680685417733057,0.0,0.00032172519671285507,99.94977722318562,0.0,-0.07039055055985181,0.0,-7.577727910172327e-14,100.00078281257908,0.0,2.6946133273276413e-37,-1.0618851586885384e-24,1.3510339257717003e-10,2.2838799754058137e-15,-1.5934342674120297e-42,3.055939379016707e-48,-3.722306767139358e-15,8.924499699235617e-08,2.0
100,-4.592168148866494e-22,1.9940110032661817e-12,3.60789604173303e-09,100.00000000014784,5.0,-2.627578113443616e-19,99.99935549259132,3.846227698783018e-07,1.2052829310788909e-25,99.99997208797161,5.6425034810625136e-05,100.00000000597252,-1.6544935734407532e-08,99.99991101218629,7.2398977143220335e-22,-1.7183471828592999e-19,-2.1216963270349467e-19,4.245035528876137e-20,100.00000000536609,-7.209008602879006e-09,1.0280740798537235e-20,2.9670638081583047e-23,-7.323407644984626e-24,-2.8427111550287906e-25,5.4529369656156184e-12,3.6581751283196714e-13,2.239794762272184e-10,99.99986423249193,-0.00013929179110023886,20.00000000000651,19.999999999994166,99.99999918044455,-3.697461502625239e-19,-1.2443410157036794e-24,7.324730361431486e-28,6.895513073118468e-26,0.0,100000.0,3.533219222649845e-27,-5.728194208156721e-67,1.2940514453175565e-27,99.87154516165414,1.8292372036760074e-30,2.2927648493716192e-35,-1.4418839345611742e-36,-1.5602813768381882e-27,-1.1638788024378345e-32,-7.619862648219748e-34,3.715847473482612e-58,-8.858244005193183e-63,2.694350564167366e-64,999.8627600500877,200.0,200.00047962605797,0.0370124755793967,0.0,-0.0004770664003203052,99.87991485025164,0.0,0.08529509525601046,0.0,-1.2519235237091904e-13,99.95309132681496,0.0,1.9234909132173513e-38,1.0409960060059737e-24,3.639776240891683e-11,-5.372153134107004e-16,1.2797094676399222e-42,-8.582625034546806e-48,4.309167419811211e-15,1.4779484676357041e-08,2.0
200,1.7207568347863714e-21,9.383587757633408e-13,-2.6639425907690794e-09,99.99999999985396,5.0,3.937454535364546e-20,99.9996486302079,4.1091089651698903e-07,-7.07467705443508e-26,99.99980983367679,-0.0001444291331728871,99.99999999385447,2.7106928673256763e-09,99.99978068696375,1.3528720251206023e-21,3.0537287863514696e-19,-1.0374431311818952e-19,2.394166216220928e-20,100.00000001272842,-2.5203466832467013e-09,9.128348810540805e-22,2.2262167372609975e-23,-6.421579163022623e-24,-3.127451131617877e-26,2.0192889956653634e-12,-1.5536918586508692e-13,6.824053170252429e-10,99.99990655923825,-7.078584161637674e-05,20.0000000000009,19.999999999995783,99.99999922877262,9.14692791646e-20,-1.6214626612424435e-25,4.085892540597332e-28,-3.8113339930259957e-26,0.0,100000.0,1.1313745781597915e-27,-9.017781369219792e-67,-2.74199482252614e-27,99.86562461120546,1.3153699567115209e-30,-3.279441381624183e-35,1.9590183897033774e-36,-2.51747034767655e-28,-4.301612179385655e-32,-3.5806554340763895e-34,-1.83650062234412e-58,6.85813619115211e-63,2.1871464746496044e-64,999.8018750489894,200.0,200.00053612510314,0.15704190314155825,0.0,0.00024979577376262334,99.77880393697201,0.0,0.1988127144862934,0.0,1.0129650083724434e-13,99.78059898744966,0.0,-7.501596488875452e-38,-1.6292483329887826e-24,8.981600077256047e-11,3.3060305641978343e-15,4.707282438479344e-43,-1.527232532875005e-48,-1.5258124883885922e-14,5.3495279233668276e-08,2.0
300,1.6026389372451242e-21,1.3108149091420607e-12,7.546754421566714e-09,100.00000000006456,5.0,-1.2791829759525433e-20,99.99982252822427,-1.2254465797246725e-06,-1.8669911385933035e-25,100.00013324397884,0.00012158542271499642,99.9999999852529,2.331895690549276e-09,99.99979629444036,1.8029506977151341e-22,-2.307758546096433e-20,4.2067687431338915e-19,-4.10608719664289e-20,99.99999999527246,-4.9199383970274005e-09,5.149073467367176e-21,2.15590601693346e-23,-4.036904118711753e-24,2.671322830719689e-26,-7.73713617703098e-12,3.038921543089751e-13,-6.501847145191402e-10,100.0000730280293,0.00013261948840402726,19.999999999992497,19.999999999993506,99.99999990420923,4.0083066873044616e-19,9.736101712101333e-25,3.9254358777833884e-28,-1.2803449413336594e-25,0.0,100000.0,1.90020228004091e-27,-4.80645176076457e-68,5.241124810195466e-28,99.73010837542486,-2.418718481038525e-31,-1.6899242068879465e-35,-5.694639269261303e-37,-1.0146968822643066e-27,-4.8593338621776366e-32,1.3626799546275884e-33,-4.3211909421726046e-58,-5.515594796374319e-64,-2.2992746867593327e-66,999.69841549512,200.0,200.00138294328184,0.3252640306799551,0.0,-0.00013662975118812013,99.64452923285857,0.0,0.33111376815976734,0.0,-1.2891245991669168e-13,99.69724467205552,0.0,3.0598900299005645e-38,3.429551106724339e-25,4.754729631872198e-11,-1.474390301954566e-15,-2.9224247693044483e-43,-1.646340444145163e-49,-1.4138250980590052e-14,1.7136029996637882e-07,2.0
400,-3.8439821117405975e-21,5.564120241578261e-12,-4.115575933304285e-09,100.00000000015243,5.0,-3.9632166504007105e-20,99.99900884087698,-8.981431783562581e-07,9.612204256917982e-26,99.999920495387,-1.2694370892130102e-05,100.00000001141038,2.666819125504101e-09,99.99964419259511,-1.2418110281138271e-21,-3.024827598094233e-19,5.746746071835578e-21,-2.4666522772374064e-20,100.00000000988146,1.2961171275266929e-08,-1.0191933161537346e-20,-2.807971615955252e-23,-5.429223184919103e-24,2.6075347394797717e-25,1.4015559668378859e-11,-9.957557520162824e-14,2.436288936390035e-10,100.0001063745497,0.00011425638783364988,20.00000000000082,19.999999999998845,100.00000053001568,-2.6671710313257306e-19,9.239755797198141e-25,-6.875845275380023e-29,-6.32964845344109e-26,0.0,100000.0,3.390811420604239e-27,9.040361013446243e-67,9.007326571830972e-28,99.59927648287697,-1.1418172408980172e-30,-1.435364394084132e-35,4.104894689883597e-37,8.206937421536016e-28,1.5191390434536145e-32,-9.750950435166307e-34,3.1099498620765208e-58,-1.0034157298795954e-62,2.528846526822519e-64,999.5512014851953,200.0,200.00177418796213,0.42137612593551427,0.0,0.001110676343136172,99.61569154777,0.0,0.46199124821334436,0.0,1.1242021072301793e-13,99.5733245998122,0.0,1.0891359173082098e-37,3.3026753550504983e-25,-1.3747332432452242e-10,-1.9521926551888243e-15,-1.5017444646922088e-42,3.428579969210308e-48,2.4373454977645406e-15,8.783266178450734e-08,2.0
500,7.876476506680218e-21,-5.497590079289065e-12,6.885446068681407e-09,99.9999999999998,5.0,-7.279355835963346e-20,99.99883528437464,1.0919074753112658e-07,1.6340843381520845e-25,99.99970694023698,1.946619750392499e-05,99.9999999958323,8.739400904817824e-09,99.99954157905034,1.108137498165488e-21,3.760677906326974e-19,-1.2821764534049081e-19,-8.056378586470921e-21,100.00000000997487,-6.480633538671799e-09,5.930034742235022e-21,4.783751817261898e-24,-4.6247233017445236e-24,6.838109378299409e-26,1.0367269902570463e-11,-5.313710097878987e-13,7.880426477602976e-10,100.0000823123887,-2.6168396093115122e-05,20.00000000001285,20.000000000003787,100.00000034269978,3.6537966932706125e-19,-1.387162509959776e-24,-1.3946419532394103e-28,-1.1409729631283304e-25,0.0,100000.0,-4.170972864214956e-29,7.871403563697973e-67,3.688880694822607e-27,99.45350989047473,3.7011178490156147e-31,-4.932930905828713e-35,-2.1893672085038164e-36,-1.8066516069757856e-28,2.821369342994015e-32,-1.4957749810888624e-33,-6.79504173177336e-58,8.839870557697653e-63,2.960756142636331e-64,999.4668697239382,200.0,200.00190105734893,0.5553141821319029,0.0,0.000323412284933052,99.45912588756715,0.0,0.5087041923437682,0.0,-1.2963972150499886e-14,99.50107921999488,0.0,1.6581016815468854e-37,-1.3284348787642157e-24,1.5451155555813329e-10,1.537338182771751e-15,1.4013159853886733e-42,-5.3997663224893825e-48,-1.4631007299859695e-14,3.813207298279538e-08,2.0
600,8.398004380044777e-21,5.932167787590375e-12,6.3020727593702565e-09,100.00000000005257,5.0,3.930575980528128e-19,99.99985256465483,7.377473954711054e-07,-2.2859582217156894e-25,99.99999996442122,0.00025477692974308326,99.99999998281179,-4.110335254629935e-09,99.9994852839794,-2.279353113371226e-21,3.0110990020952465e-19,-2.2058190977220335e-19,-3.5377800086988883e-20,100.00000000203578,9.861854100807744e-09,-3.75455243362356e-21,1.287388743092525e-23,6.845953302309552e-24,-3.13199644219515e-25,-7.592684037077863e-12,-1.2095949452425656e-13,9.639348819198488e-10,100.00010672467151,-1.7670372457743092e-05,19.99999999999102,20.0000000000025,99.99999954589656,1.1126999867675446e-19,-2.3403775312437093e-24,-6.012540540647662e-28,-7.597286078159734e-26,0.0,100000.0,1.8619206264875704e-27,-2.911849483103228e-67,1.2695406299403593e-28,99.37226499450217,-9.788984137701175e-31,4.502817692327753e-35,-7.06683753000268e-37,-1.29421662439581e-28,-9.197031247113516e-33,2.2972301456193416e-34,-7.34694497956835e-58,1.693145923731377e-63,-2.8661757311417075e-64,999.4387827261723,200.0,200.00213947118294,0.6489836085094941,0.0,0.00032512094397774854,99.37397168914127,0.0,0.6379325223313368,0.0,-7.543625290258687e-14,99.33876681638917,0.0,8.868433359191088e-38,-1.8585441194378675e-25,1.0749777355698198e-10,1.9006186225033503e-15,1.2936946289726182e-42,5.193962162381659e-48,-9.148187114762363e-15,-1.1248184296840821e-07,2.0
700,5.336710757160649e-21,-2.820055733844348e-12,3.749564118863931e-09,99.99999999989447,5.0,-4.1715355795771823e-19,99.99916728824347,-7.873657714245306e-07,-1.985517270105591e-26,99.99989290166232,0.0004277200339461798,99.99999999487544,9.815945213261296e-09,99.99949081229829,1.0577962831049945e-21,-4.478267305464132e-21,-1.1399276561993779e-19,-2.45544249739703e-20,99.99999998823805,1.803922971952472e-08,-1.0556048796708932e-20,-3.006011148529306e-23,-5.929567447439668e-24,-1.5321943901121767e-25,7.876197169257836e-12,5.175364751273493e-13,1.2528973328792165e-10,99.9999889416388,1.002275853142444e-05,19.999999999991093,20.000000000005976,99.99999862182909,-3.947088060939141e-19,-3.3350469280459826e-25,5.4056039368985225e-28,-9.598054294759588e-26,0.0,100000.0,1.1211842057659186e-28,4.779707944023312e-69,9.68492755870825e-28,99.22938919582259,1.0060376518066542e-30,-2.3187075464684528e-35,8.878075974496701e-37,-1.2741593608603275e-27,-2.4075927090823021e-32,1.0988636333300483e-33,-4.298029398338533e-58,8.56437852439232e-63,-4.057132001818133e-64,999.2873733939009,200.0,200.00296269151153,0.6338647473960833,0.0,0.0016325862263275638,99.36356728526474,0.0,0.6827040984231434,0.0,-1.924133493134834e-14,99.34876772265076,0.0,1.071544463713287e-37,3.089153727725306e-25,-8.72821912153552e-11,-2.887596612413513e-15,-7.989522389625972e-43,-8.546061009704057e-48,8.349808562057562e-15,-1.1352989618566506e-07,2.0
800,-2.374566766186229e-21,-5.156858498221206e-12,-3.2997407244062914e-09,99.99999999991405,5.0,3.3487506276343263e-19,99.99775641271451,-4.025329081987751e-07,6.9854585082311e-26,99.99957654773463,0.0002235325031957295,100.00000000349381,1.227346985789709e-08,99.99937079365925,-4.943894529740991e-22,-4.436117062056861e-19,2.8548176054373497e-19,3.0633994262202306e-20,100.0000000103962,-5.522978592283209e-09,-4.430294293453916e-21,-3.7297311881188727e-23,5.951914987110873e-24,-2.405818673816221e-25,-6.007443342266056e-13,1.4740914956682634e-13,8.146079329257262e-10,99.99995724805295,-7.018036977658667e-05,20.000000000005752,20.0000000000045,100.00000056811827,4.2448501271062706e-19,4.238544772521403e-25,5.026955822825266e-28,3.0188461414507113e-27,0.0,100000.0,-3.2528290084820864e-27,2.241097232536777e-67,3.8208501234502236e-27,99.18436335378736,7.934499011970602e-31,-4.225783317545006e-36,3.1946511281295864e-37,-5.953749319667073e-28,9.379013932465491e-33,3.3440595456915906e-34,-1.7437946795287658e-58,9.489547094347137e-63,-3.4580511365177576e-64,999.2041851490081,200.0,200.00340530680143,0.8095129084947039,0.0,0.00115503214036046,99.2392696049376,0.0,0.8430666180653452,0.0,-6.25977657102007e-14,99.27057303382568,0.0,1.8194177230069656e-37,-9.750645595046175e-25,-1.5758565388286684e-10,1.086764223116151e-15,9.706096508844883e-43,6.257819892399373e-48,-5.421167545298304e-15,-3.844690802883788e-08,2.0
900,1.6284460528282384e-21,4.387538647388933e-12,-7.906438106053985e-09,100.00000000003357,5.0,-4.441289411433513e-19,99.9986926920394,1.869394759678026e-06,-1.5257841143752356e-25,99.9996119708459,0.0003966446863738564,100.0000000083095,6.056001852966973e-09,99.99931872331624,1.5104230627784955e-22,-1.7053315481668626e-19,-8.950352837617985e-20,-1.3322153505049213e-20,99.9999999865191,7.994147616486644e-09,1.0066137974024321e-20,-1.3160611756258367e-23,-2.1981808781403337e-24,-3.349636374343508e-25,-6.812161444180979e-12,-3.821210925181505e-13,-6.222610719168394e-10,99.99989685707419,3.6819469979673717e-05,20.00000000001297,19.999999999997364,100.00000016302982,-3.5914236205115456e-19,-2.2351900576194352e-24,-6.07458914622497e-29,1.3965138607412061e-25,0.0,100000.0,-3.793471422690813e-27,5.901052616020245e-68,4.251634670544059e-27,99.15776776391255,-2.414561075586547e-31,3.7921550841079814e-35,-1.1588108991979449e-36,-3.8048977194116517e-28,-3.111838091173365e-32,1.1267104454473379e-33,1.6329462551894633e-59,5.01171762565562e-63,3.576279966785211e-64,999.1339830840243,200.0,200.0037059297982,0.8712392934875444,0.0,0.002121341197796058,99.10845974841372,0.0,0.8345526466221906,0.0,-4.786801232903759e-14,99.08572865370358,0.0,9.597597998264958e-38,-1.7480456650742593e-25,2.5954888547354955e-11,-9.79420711389347e-16,-4.2827823386606904e-44,2.924155239263411e-48,-6.5269547650016345e-15,1.8909732545752173e-07,2.0
