milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
0,8.520634917445124,3.8910398170977237e-07,4.124264813940411e-08,1.1559489483250693,1.954105829945675e-11,3.55233604004737,8.970885049915702e-10,3.498385395618766e-12,-2.7848850305305857e-05
100,8.520657527742307,-2.903017629909853e-07,-4.477431970032218e-08,1.1559489400345653,-1.6676808282214276e-11,3.5523360395677077,7.797929982437845e-11,1.7974447090449368e-12,2.512986902380167e-05
200,8.52061296010943,-1.4672750084981373e-07,-2.4279543017580867e-08,1.1559489587970055,1.7835747491079158e-11,3.5523360389975465,3.8658397608438053e-10,2.5381922631022313e-12,-6.772412915165147e-06
300,8.52065348745123,3.660673348247471e-07,3.3438688026496013e-09,1.1559490013181735,6.601917182521444e-13,3.552336040213547,4.491393018928723e-10,-3.139712253327676e-12,-1.1466281483249136e-05
400,8.52063668909562,1.969787190432635e-07,1.0129604158972361e-08,1.1559489632812234,-1.4485979134208239e-11,3.552336039338707,-2.4874875880817896e-11,-4.161057561220167e-12,2.736095166479993e-05
500,8.520594330273632,-2.0102745713922877e-07,3.1782923435641286e-08,1.1559490274681568,6.444272201580347e-12,3.5523360402764004,2.0586225139448154e-10,4.814716067519785e-13,-5.9657453381788555e-06
600,8.520650233584217,2.858597113863874e-07,2.4396088606563417e-08,1.1559489672528849,-1.3319145056463662e-11,3.552336038873337,5.196870907408419e-10,-3.6184049726508806e-12,3.343194929525575e-05
700,8.520625875870245,2.4747057449854204e-07,1.6948657047041068e-08,1.15594896434653,-7.025398386410685e-13,3.5523360400578845,1.1024476592444438e-10,2.9605169312767113e-12,4.560064220725935e-05
800,8.520597271709665,5.134719975740429e-07,-2.2381906569367343e-08,1.1559489405687213,-1.4424761629567755e-11,3.5523360394727996,-4.939672633843902e-10,3.6022551483636975e-12,9.076170884047131e-05
900,8.520569326573332,-1.1397616057546422e-07,3.2390099116562304e-08,1.1559489280306015,2.0924812579758373e-11,3.552336038882233,9.03812990699242e-11,3.771332318857602e-12,8.039119642230488e-05
1000,8.520543013705364,4.733784057525534e-07,-8.166911282896866e-09,1.1559489432148216,1.2258990653860982e-11,3.552336040018118,2.567988571690226e-10,4.094417619410778e-12,7.669614920091439e-05
1100,8.52050108727883,6.282184001665997e-07,-3.8409650074059616e-08,1.1559490051240735,1.3128053596129649e-12,3.5523360386702296,-2.5620820634550953e-11,-4.723832523620406e-13,0.00010253892610409413
1200,8.520486154020174,5.251228889612349e-07,-1.703567761934907e-08,1.1559489356009995,4.306586148495002e-12,3.55233603887927,4.971704971819989e-10,-3.844644820114299e-12,0.00013084104616644827
1300,8.520510780711797,7.589383004187219e-07,5.273302463419133e-08,1.1559489130433998,-1.6792931315936597e-11,3.5523360389372654,-5.279647131733874e-10,-3.9895104130399545e-12,0.00017303001958141805
1400,8.520461752633643,4.975359584410064e-07,2.154664122587926e-08,1.1559489757914774,9.522740911444308e-12,3.552336039782867,-3.548213526212618e-11,-1.3917542290782113e-12,0.0001691445508411764
1500,8.52044782083822,5.738368359292049e-07,1.5694649818557936e-08,1.1559489951443207,1.3969249439596769e-13,3.552336039856393,-5.189975222090118e-10,1.6142900950628914e-12,0.00024791351169722967
1600,8.52040498764888,8.841457884600957e-07,4.5879969485641044e-08,1.1559489827864893,4.044831288801398e-12,3.552336038996266,-4.756473783908078e-10,-1.9854107039698e-12,0.0002729317402445405
1700,8.520367918217653,1.2020526454202215e-06,5.8996276648698346e-08,1.1559489706986787,6.934407744053682e-12,3.552336039620641,-1.2628888544540614e-11,1.1515805118109995e-12,0.00024354046238679066
1800,8.520362253050548,1.1006675575366236e-06,3.2061827621755245e-08,1.155948954459405,3.494293423964561e-11,3.5523360393328023,3.4323955588633005e-10,-2.8744721404637728e-12,0.0003169462608703309
1900,8.520274058433682,1.406403983477866e-06,3.975809229154177e-08,1.1559489085784393,3.2308493493476145e-11,3.5523360390956067,1.333500003568412e-09,2.643174753428666e-12,0.00031946684250426294
2000,8.520283561297335,1.5954284376812565e-06,1.0957309616689724e-07,1.1559488364991872,1.5136469661646058e-11,3.5523360385877982,8.897185067372951e-10,-5.725254798351457e-13,0.0003503487209400582
2100,8.52025917734964,2.3080270560320463e-06,8.245613271172791e-08,1.1559488543422476,4.958911036938824e-11,3.5523360387677476,1.3073768267972177e-09,2.4309312765627804e-12,0.0004079528583943697
2200,8.52020285893691,2.2917865646478275e-06,1.448258468091651e-07,1.1559488451934699,1.701916123989675e-11,3.5523360381517595,1.9681371508912558e-09,4.3534682392182745e-12,0.00046063735873067035
2300,8.52014811664483,3.072392887803072e-06,1.5334537191431822e-07,1.155948784263181,4.3528869618412056e-11,3.5523360388323337,1.018615793165073e-09,5.5850836606630035e-12,0.0004781055735689099
2400,8.52009137208212,3.5334713819716776e-06,1.9337451357119328e-07,1.1559487376951296,4.8231728103094506e-11,3.5523360373886126,1.1577160906610122e-09,2.6604304369850304e-12,0.0005233778577840434
2500,8.520029483181395,3.488888311426925e-06,2.8520325627147855e-07,1.1559487864701115,7.247114431146355e-11,3.552336037898693,1.9304691232005794e-09,4.0800991433972774e-12,0.0005972032363249669
2600,8.520011720904101,3.842753645114012e-06,2.892225243115487e-07,1.1559487332401108,8.668317989902441e-11,3.552336037574337,3.0989028099613463e-09,9.051786581087691e-12,0.0006497265789799115
2700,8.519960564080737,4.9357565574284836e-06,3.00950449586941e-07,1.1559486214969812,1.0265526513028261e-10,3.5523360359111114,4.192481834144721e-09,5.298574016524482e-12,0.0006670609619634427
2800,8.519889258916866,5.323217318473274e-06,3.807615479069322e-07,1.1559486496394396,1.3293614906939554e-10,3.552336034630585,4.2053525763612206e-09,1.2465667003408284e-11,0.0007265667670594494
2900,8.519831386305276,5.635270399101262e-06,4.359779432129908e-07,1.155948565955467,1.4938868921974355e-10,3.5523360354674898,5.124816239383212e-09,1.5272116845682807e-11,0.0007845882770525306
3000,8.519794569696588,6.3027482537395235e-06,4.455943529565488e-07,1.155948451553431,1.4454525186217163e-10,3.5523360335447993,6.15409499470589e-09,1.4138155717221332e-11,0.0008265986319952713
3100,8.519756803020313,7.028197774247984e-06,5.159624997416529e-07,1.1559483829327852,1.6687475842725797e-10,3.5523360336551586,5.867905228174003e-09,2.1687905812139907e-11,0.0009063045220259428
3200,8.519718272756618,7.479265069015783e-06,5.779317835321947e-07,1.1559483088195468,2.3912339592575725e-10,3.5523360324501687,7.35231584438398e-09,2.4489766770279894e-11,0.0009359662282941531
3300,8.519616745864889,8.294790370650176e-06,7.108219409050337e-07,1.1559482762698012,2.5734484485056453e-10,3.552336031268147,8.928057595333207e-09,2.6741495336064302e-11,0.0010135268314655995
3400,8.51955626762324,8.969811128523301e-06,7.455366940014694e-07,1.1559481517208698,3.020637139462472e-10,3.5523360290311428,1.0583472738399026e-08,3.1053674734057446e-11,0.0010607926816285954
3500,8.519504773795106,9.88226208947377e-06,8.983252585924138e-07,1.1559480363770847,3.158434074205286e-10,3.55233602822868,1.2776219330979386e-08,4.4578285449921004e-11,0.001154358514464391
3600,8.51941429808593,1.0535669140266791e-05,9.457053949463615e-07,1.1559480130149258,3.766811634133466e-10,3.552336026040323,1.337571419160291e-08,5.020278596443503e-11,0.0011780837920820338
3700,8.519339269308727,1.1462067247735161e-05,1.1264499577768207e-06,1.1559478766534257,4.1586780926129214e-10,3.5523360228287713,1.6347946712667626e-08,6.024137816068667e-11,0.0013037835425272954
3800,8.519264925606484,1.2577428666908217e-05,1.174463655210379e-06,1.1559477884097422,5.024299498681993e-10,3.5523360220426157,1.7707321761023433e-08,6.22237147838022e-11,0.0013295191671008656
3900,8.51920516925386,1.2960620559997553e-05,1.3725240560334087e-06,1.1559476302896339,5.628776761868318e-10,3.5523360185513284,2.0268330461879442e-08,7.876037015454925e-11,0.001391546622819873
4000,8.519135329974562,1.421940525885678e-05,1.4485498632154599e-06,1.1559474500472364,6.278691449541812e-10,3.5523360157782102,2.407051173298187e-08,9.307117869824275e-11,0.0015169667760893304
4100,8.519049313657579,1.537390766677404e-05,1.578144209446167e-06,1.1559473271949674,7.151043365230609e-10,3.5523360129646875,2.6774776834308234e-08,1.0295104358656926e-10,0.0015313798626590647
4200,8.519018694284973,1.612532473666248e-05,1.7765905069412583e-06,1.1559471614020553,7.883901946374238e-10,3.552336009986764,3.0236670150312815e-08,1.1846607946820524e-10,0.0016664261357218725
4300,8.518884139597128,1.724478726562712e-05,1.9373115907870613e-06,1.155947023118082,8.82967001491261e-10,3.552336005662786,3.386457132654588e-08,1.3542608246814325e-10,0.0017052001578690247
4400,8.518823041126963,1.8363208699927457e-05,2.1227576571053843e-06,1.1559468090641025,9.512216004331375e-10,3.5523360016240457,3.660176894297064e-08,1.5855036936256858e-10,0.0017645489922167017
4500,8.518740242019955,1.9811234205299682e-05,2.337448255254257e-06,1.155946577001766,1.0647719023084314e-09,3.5523359980644282,4.095753592401219e-08,1.808081104441392e-10,0.0018713782096243246
4600,8.518686470921,2.098125563609862e-05,2.5017623321680014e-06,1.1559464494511726,1.182526965104121e-09,3.552335992872287,4.567162179607381e-08,2.0683234530005431e-10,0.0019520043438549938
4700,8.518587025869413,2.260215013048332e-05,2.7726397954314197e-06,1.1559462167167962,1.2973567849569029e-09,3.55233598746718,5.152113356691022e-08,2.2824069687248557e-10,0.0020404090935246836
4800,8.51848171294935,2.3625987279147485e-05,2.9528100701281152e-06,1.1559459984215246,1.4733735140879656e-09,3.552335983134252,5.6367025727251016e-08,2.5820713115548246e-10,0.0021167957010913186
4900,8.518405597549386,2.5222660989449573e-05,3.203733749711487e-06,1.1559457169777403,1.6033543924115995e-09,3.5523359767546054,6.165323021638219e-08,2.9566512919751367e-10,0.0022408504553503295
5000,8.518313599815007,2.6283507637122658e-05,3.444914984048526e-06,1.1559454510820706,1.7754402802619795e-09,3.552335969684587,6.903131149337698e-08,3.292863289346194e-10,0.002291847415535777
