milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
0,8.520643658970593,9.763295880042933e-08,-2.7771780980609118e-08,1.1559489327658394,1.3486524981473502e-11,3.5523360399954416,4.989954162063971e-10,-5.099330911476993e-13,-2.177985877756349e-05
100,8.52068562247315,2.886184303256075e-07,1.8674026067949715e-08,1.155948974976484,1.2389626355740796e-11,3.552336039854858,2.0689185092270446e-11,-2.7244932703597414e-13,3.0249479320826697e-05
200,8.520644830322738,1.3242929781909218e-07,1.4243870917046497e-08,1.1559490221058841,1.010866146385581e-11,3.552336039068542,-8.598217004304528e-10,-3.6205359652454738e-12,-5.913603512638432e-06
300,8.520656432655151,-1.858035510866309e-07,-2.15515559120976e-08,1.155948998411422,-1.3842651086439167e-11,3.5523360392357577,8.040864381229121e-11,3.921930701045067e-12,3.15861318371891e-05
400,8.520633077307759,-2.9595287881893815e-07,-4.3127176565351905e-08,1.1559490232496998,1.787081435105848e-11,3.5523360403826767,3.2262542970170095e-10,4.049639152394623e-12,2.8093527092300054e-05
500,8.52059335466342,4.118747438825352e-07,3.621433437681074e-08,1.1559489633067763,-1.1723874647398087e-11,3.5523360403487487,-1.3056622268566273e-10,-6.160009788497165e-13,4.21900515640331e-05
600,8.520618784271834,-7.521480950240232e-08,-2.7462849626016287e-08,1.15594897974215,1.74083412225111e-12,3.5523360402296857,8.267940924119226e-10,1.5962367058625364e-12,1.2105795880657836e-05
700,8.520635067939631,2.601859776066175e-07,-3.882802360528337e-08,1.1559490006795914,1.850657036340542e-11,3.5523360394896297,5.991692119554822e-10,-3.9335132640761706e-12,1.4845187620371053e-05
800,8.520566548269004,2.651724391330351e-07,2.4044291882554998e-08,1.1559489287558828,-3.2542009292653824e-12,3.5523360390481127,6.585271221783246e-10,-1.697657624165649e-12,5.2480449106016636e-05
900,8.520601691213992,4.5555483527811193e-07,-2.0645708707166186e-08,1.1559490083158583,1.5221508382242318e-11,3.5523360399356427,-7.579198592221178e-10,6.913795796100931e-13,8.978393288521613e-05
1000,8.520581943768484,2.4865232018253273e-07,5.0618597758519055e-08,1.1559490185576708,-4.755655131355692e-12,3.5523360400017285,-3.140892959356963e-10,-1.628759104182864e-12,7.935756620000168e-05
1100,8.520543656000317,7.140649530151482e-07,5.4606378716434305e-08,1.155948922342328,1.7858665109007161e-12,3.552336040157331,1.8044968659807005e-11,-4.3054375675151833e-13,0.00010990128339780323
1200,8.520530904164179,6.811055719592351e-07,2.0518401568315162e-08,1.1559489636675553,-5.849124943733222e-12,3.5523360389916836,-3.1753670245965325e-10,-1.7568646436648274e-12,0.00010392999280795827
1300,8.520512553742352,6.199255135910098e-07,1.7701922385603206e-08,1.1559489342195366,1.628266778042431e-11,3.5523360386685625,4.3860864550116264e-10,-3.163491479637499e-12,0.00015493086184371516
1400,8.520428793230097,7.890476256300496e-07,-5.538627083063291e-09,1.1559489699426095,-1.1933482606624258e-11,3.5523360403441866,6.516310306972212e-10,1.1887908401922561e-12,0.00021116330708894032
1500,8.520434301588967,5.859055828451738e-07,-1.1554675407551787e-08,1.1559489344469545,1.1404406004726466e-11,3.552336040065018,1.3221999215250443e-10,-2.119653721734424e-12,0.00021661348196099918
1600,8.520408247679482,1.0391987523588418e-06,4.3394144313338535e-08,1.1559489542198762,-8.723895253168181e-13,3.552336038836434,5.469338390490845e-10,-2.5364490079143627e-12,0.00022510797791967175
1700,8.52040168142468,1.4753552483951974e-06,3.595104919961242e-08,1.1559489597121102,1.3604655918239088e-11,3.5523360393645267,7.855913058840399e-10,-5.699126939862288e-13,0.00028938993230271406
1800,8.520328592572218,1.1772556065483222e-06,1.0249638482876344e-07,1.1559489208990115,3.797561258326744e-11,3.5523360397549344,1.3391782902095107e-09,1.0468477456867772e-12,0.0003109994217669734
1900,8.520298702258474,1.2843938162114196e-06,1.1320013351156829e-07,1.1559488531773763,5.466976846423943e-13,3.5523360388568097,3.07176751462878e-10,-1.1903128489488873e-12,0.0003546027104696866
2000,8.520294566777855,1.7369790573838442e-06,5.104204209332418e-08,1.1559488966829212,2.926638441781831e-11,3.5523360386444485,6.849175396258218e-10,2.7450301544450438e-12,0.00036657180940086366
2100,8.520217131821589,2.1905334371871702e-06,1.1627092541887839e-07,1.1559488976827696,3.3632310136690885e-11,3.5523360384164473,7.9762889192498e-10,8.772673519283083e-13,0.00040213129673781386
2200,8.520199849437635,2.6612466013524424e-06,1.0478737563845518e-07,1.155948852321063,3.370642089591975e-11,3.552336038847801,7.310111194853132e-10,8.977710103302058e-13,0.00046149908527266695
2300,8.520173508785506,2.6286162874474227e-06,1.561296124687127e-07,1.155948787536737,3.89584548172514e-11,3.5523360371710844,1.600956619720771e-09,2.175507134475876e-12,0.0004924551319967235
2400,8.520140297730348,3.3463145763335446e-06,2.36393097019347e-07,1.1559487692585886,7.787578467570589e-11,3.5523360382712643,2.3047856187138096e-09,6.597744062403848e-12,0.0005237160518416547
2500,8.520056793478002,3.7640447784195522e-06,2.8304735616915357e-07,1.1559487172453908,7.146174364610717e-11,3.55233603808479,2.9725991543139003e-09,5.470811903384278e-12,0.0005527258207210467
2600,8.520031433130992,4.003587791557809e-06,3.1940950356977765e-07,1.155948659665588,6.578564000917826e-11,3.5523360360138647,2.8841049733712333e-09,9.781102669265288e-12,0.0006206121065835698
2700,8.519949705498226,4.44679184895321e-06,3.464616055742562e-07,1.1559486349095693,1.1265481862389809e-10,3.5523360366807712,3.3001267775286726e-09,6.033311899756195e-12,0.0007050615207936708
2800,8.519935602684678,4.954925784285734e-06,4.018723597144901e-07,1.1559486498672,1.0436903366622666e-10,3.5523360349577136,4.309760305889526e-09,6.787092964828533e-12,0.0007656063208579188
2900,8.519884820024373,5.897039289189354e-06,3.7788747291195293e-07,1.1559485018175848,1.3491521057315024e-10,3.552336033864988,4.141577746116882e-09,1.666211606654787e-11,0.0007795362071882095
3000,8.51980048932081,6.062146987300117e-06,5.010216991106993e-07,1.155948501864172,1.4434999312370816e-10,3.5523360339087997,5.228662087181433e-09,1.30836932977364e-11,0.000823532833957614
3100,8.51972731220774,6.6379088706929075e-06,5.491173082087017e-07,1.1559483785906517,2.0737809929803595e-10,3.5523360335283334,6.839454278065162e-09,1.9182963626633003e-11,0.0009169585175882443
3200,8.519670655656695,7.4515566188798215e-06,6.362603312893913e-07,1.1559483046126224,2.273676723984166e-10,3.552336031774432,8.362564657411854e-09,2.7620649613902422e-11,0.0009429039149860364
