milliseconds,a,b
0,50.0,0.0
100,49.999790071327716,0.011994032380316074
200,49.999160561808466,0.02397625050272276
300,49.998111898420625,0.03594684154524584
400,49.99664451570905,0.04790599715077432
500,49.99475884652793,0.059853903741885484
600,49.99245532996697,0.07179074870290068
700,49.98973440663196,0.08371671830609323
800,49.98659652986458,0.09563199661692276
900,49.983042137045345,0.10753677101519493
1000,49.979071703500544,0.11943122421281469
1100,49.97468569407463,0.13131554009193014
1200,49.96988454195533,0.14318990606900506
1300,49.964668694893355,0.15505450793462003
1400,49.9590386380482,0.16690952768435197
1500,49.95299489393233,0.1787551435244336
1600,49.946537881273194,0.1905915441897641
1700,49.93966806265937,0.20241891396566866
1800,49.932385922282734,0.2142374349265962
1900,49.924692096673745,0.22604727355503712
2000,49.91658697792295,0.23784862134787266
2100,49.908071048457266,0.2496416605569285
2200,49.89914478970608,0.2614265735354375
2300,49.88980868210123,0.27320354273804026
2400,49.88006320507704,0.28497275072078443
2500,49.86990883707029,0.29673438014112535
2600,49.8593462957679,0.3084885882203343
2700,49.84837603358399,0.32023556037274
2800,49.836998499641275,0.33197548235791247
2900,49.82521420363591,0.3437085334920225
3000,49.81302365667479,0.35543489293665587
3100,49.80042737127556,0.3671547396988128
3200,49.78742586136661,0.3788682526309087
3300,49.77401972019411,0.39057560180733875
3400,49.76020958621115,0.4022769523001702
3500,49.74599590106919,0.41397249096676636
3600,49.73137920840644,0.4256623933772759
3700,49.716360055130224,0.43734683474155545
3800,49.70093899141708,0.4490259899091696
3900,49.685116570712715,0.46070003336939064
4000,49.668893349751094,0.4723691392485751
4100,49.65226995562963,0.484033472102889
4200,49.63524691694075,0.4956932100985467
4300,49.61782480683503,0.5073485253738135
4400,49.600004202259505,0.5189995896342823
4500,49.581785683957676,0.5306465741528731
4600,49.563169836469505,0.5422896497698333
4700,49.544157248131434,0.5539289868927378
4800,49.524748497645355,0.5655647557773065
4900,49.5049441773591,0.5771971260406524
5000,49.484744891163196,0.5888262667052557
