milliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,Smad7mRNA1,S7,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,17.474058737369447,14.183152096488392,11.110520122355256,28.808210760444705,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.580840531107,544.2959278106276,0.0,0.0,0.029060166817899972,0.1890717127790981,3.2825052178484495,0.0,0.0,0.0,379.4619435530631,462.81889453674256
100,5.691595020487131,0.3338092815253405,10.984218493167234,27.327255584093315,99.99637335389808,0.0002386598737260749,3.4213477783033643,10.195381450042719,0.05832630257793133,1.6552275920354298,0.03144780717513416,1241.355732366122,544.1982481820241,0.09745935650232888,2.1094032546134592e-05,0.029060166817899972,0.1890717127790981,1.627364823941138,0.0012130039358151789,0.0007777770973727778,1.365958987218963e-07,379.45653396962325,462.81855730381443
200,4.928267175731863,0.3757692314935511,10.832335604239267,25.89408542339769,99.99275368696503,0.0009508195665764992,3.896694758980629,10.352926916646599,0.12095838299981226,2.3509182852909247,0.04767440140173882,1240.5934649418002,543.8172310276367,0.47621461044123786,0.00016380029811194813,0.029060166817899972,0.1890717127790981,0.931885486720101,0.00316884953646786,0.008645075018977053,2.429397370757805e-06,379.41506845374937,462.8152138068081
300,4.380048724475189,0.42665210312650986,10.679558488569581,24.548360908820833,99.98913415469131,0.0020125137573611986,4.489441926022745,10.750493952988462,0.18086508533948098,2.595633920124618,0.0605385752150105,1239.333315443278,543.1724860779772,1.1143307018922985,0.0005083763458298459,0.029060166817899972,0.1890717127790981,0.68742514501806,0.005429755311261671,0.030812972212625946,1.1698482965696536e-05,379.3085633908505,462.80630362603205
400,3.9500838121937116,0.4799795168208504,10.52776678841676,23.28569025814827,99.98551477851835,0.0033609612162686163,5.115490784939398,11.182237486057874,0.23904985258946776,2.6892038303233563,0.07197062630556458,1237.6051660848814,542.276403520991,1.997259485002671,0.0011300690329919024,0.029060166817899972,0.18907171277909993,0.5941264580371045,0.008172423176621008,0.0736465624424102,3.51785171076708e-05,379.1182330839904,462.7897775835536
500,3.604919223992052,0.5338633245302569,10.378140777895506,22.101608003416267,99.98189556441652,0.004957721449400006,5.748923200069834,11.581169806297538,0.2955957985019055,2.730805721745413,0.08254701494116834,1235.4322250618186,541.1389131623591,3.113023047442559,0.002105785470067334,0.029060166817899986,0.18907171277913204,0.5528022243510203,0.01129130235546112,0.1431043619464398,8.271577758692749e-05,378.8321432388839,462.7637733764332
600,3.3240147634431145,0.5871838905064978,10.231487282455504,20.991725919767696,99.9782765128655,0.006772427482597943,6.375514624714491,11.933873373012574,0.35035183861217223,2.753736392959055,0.09251996773001307,1232.836446585619,539.7702303861238,4.449461511598967,0.0035136989326802126,0.029060166817900197,0.18907171277944765,0.5301523329642652,0.014711357508820445,0.24460800497163085,0.00016700166988107111,378.44327005042686,462.72675835756564
700,3.09310961136125,0.6392169779425465,10.088359195671082,19.951781500727822,99.9746576226278,0.008777791986746124,6.986546234469812,12.243039364763867,0.40315484602252644,2.7691675493437673,0.10202491153656601,1229.839938779519,538.1813516894706,5.993743441297371,0.00543254719645313,0.029060166817901873,0.1890717127815563,0.5150038397288371,0.018382987864442053,0.38303567352133716,0.0003037897774964049,377.948249616876,462.67752422292546
800,2.901649748590277,0.689483160387109,9.94912593282338,18.97766704310216,99.97103889199948,0.010948251474289733,7.576424504536447,12.51508678554948,0.4538874186074752,2.780972179894596,0.11114736115098785,1226.465108332724,536.3839387909696,7.732488527331684,0.007941093659754489,0.029060166817911706,0.18907171279222304,0.5034832189024978,0.02226901860966297,0.5627237489611023,0.0005120861139754168,377.34647638923553,462.6151717724191
900,2.741602680818747,0.7376725146133605,9.814021064622029,18.065447456267922,99.9674203192098,0.013259722842055647,8.14160085372726,12.756385303569582,0.5024837778108661,2.7906340915396144,0.11994515556129805,1222.73446994824,534.3900689941116,9.652022089281235,0.011117719725981766,0.02906016681795748,0.1890717128359062,0.494106379000044,0.02633918261559208,0.787473648883749,0.000814310434195773,376.63941553122646,462.5390943423134
