milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
0,1336209917.145704,530.3808259510599,3.8045345320844226,974.2127144259285,0.7082717125426171,6.099786001723467e-07,7.736608179194342,233.84276345769212,-0.00025436042608605394,169.02815658726308,3019.0400606133608
100,1336209981.5020125,565.6389115861762,-0.9560258356900357,947.5643533340772,20.82792199980052,-1.100472100813168e-09,-2.2552612491045734,266.3585327811236,-0.011335811053083428,169.8308706566751,3005.6213223967334
200,1336209918.9160848,615.7556252785489,8.087995429072034,886.8454575273639,23.823453623970547,2.0399047018487166e-06,-2.935943972631589,343.7104187984353,-0.007575479474632675,169.6869452951305,3025.2934930810707
300,1336209866.5190184,652.1126789903418,12.120954157102865,859.5266387839679,-16.223652803507036,5.543076109900443e-07,7.220187139476558,368.1947525303149,-0.006661651743790094,169.62420123152788,3020.29870022249
400,1336209616.4137268,759.7726809958094,21.733630052641594,827.2147160999325,27.585449858563674,2.3438887132099292e-06,3.647760012411264,420.65952396076784,0.01204456975108657,169.47848750618076,3021.0465040496883
500,1336209669.390151,807.3552775730398,31.212805288383418,756.0691252506939,16.701795569344583,3.975929987565867e-06,8.108672901885297,450.82888614244416,-0.001485811305735018,169.33511761034384,3029.7612967261034
600,1336209506.471462,787.7619521586397,40.74243993374205,733.277936331735,-4.145408325029852,4.562423188708652e-06,16.81690281116188,561.4086519277305,-0.004344437742023003,169.00609808543192,3012.1859616643883
700,1336209566.0456583,881.3806327972286,46.78334675793404,701.3320570061852,46.27008740238202,3.9699778528740785e-06,11.440265621202524,566.21253523109,0.012970691946873437,169.8910301800044,3010.769646372791
800,1336209481.1792324,910.6630713886116,56.49272109619723,672.9637964244201,59.2595450097994,4.3257728004481945e-06,0.9698050879374076,582.665572319781,6.268233367927832e-05,169.0872711221036,3027.091336624062
900,1336209354.8630052,914.5667805622548,74.26922006622907,649.0308342339579,13.565203908915596,6.477373065189591e-06,20.610471692949694,679.0263627925697,-0.0016101927521183978,170.01250445545833,3035.9193428253507
1000,1336209280.9458783,966.5167945151561,66.95865347255202,620.0081910915285,20.946090410925297,5.733092701444363e-06,17.50927493401685,661.6551643746747,0.005217329629848909,170.08731354555587,3022.6467558387544
1100,1336209183.2738774,983.5453351062143,82.08565136527133,585.328423056243,23.18614122009818,7.360494574632688e-06,31.931256325706826,714.737303920739,0.002764978943446202,170.22234596243248,3035.942909669224
1200,1336209169.60186,1071.443015850138,85.79694190880925,552.8725651325411,80.48072697573646,7.87135247077358e-06,35.70898083441465,780.9465419629553,0.017127389305946858,170.01322812927154,3028.569865603394
1300,1336209063.9214523,1094.8739420165468,104.98462198952483,533.0700415536031,103.83942097903461,8.493743587521773e-06,37.64429165519182,766.4333805947024,0.012859429203809971,169.30614459592059,3051.809052582274
1400,1336208995.789567,1082.56409528942,96.09952047860878,521.8918807963073,73.65675254133123,1.0554265014881565e-05,34.65314035892675,819.493867594221,0.018102883826720997,170.4782882820938,3040.509502554297
1500,1336209108.750599,1082.8123243610007,114.40115655835956,509.0074303267796,109.88724398565184,9.570142138124192e-06,31.964681293819204,820.7347658482634,0.00463305957256811,170.64585803048612,3057.0112894818303
1600,1336208895.4051442,1107.2326593491418,113.45054068860196,472.4163603979851,120.49857437495719,1.1439924233227626e-05,41.0553414109377,848.2008545423323,0.011665280034230974,169.8069858993787,3052.938538347293
1700,1336208825.4031186,1131.3523500740587,132.16711596598614,470.3575384994493,162.51914224456112,1.1664105193471024e-05,46.27447310582141,869.2865013166662,0.020098334270037693,169.85684982582865,3076.540439590738
1800,1336208876.515037,1161.4843762935031,136.32276273664996,423.69417784095583,139.12269660820442,1.2157922586428702e-05,50.96793838490001,922.4168369111975,0.023819006848509662,170.32723149005466,3077.1516249871484
1900,1336208727.5430465,1239.9183969209655,140.41686258910082,424.8741632102969,167.95756328508887,1.2768812867958363e-05,59.502654464732345,963.8174199686295,0.031237503186338264,170.91900115893986,3072.5276495689022
2000,1336208641.0865927,1206.570261620796,154.49475364308736,421.842004465303,194.15233582039306,1.45299573342228e-05,59.8483580985474,987.7932676082897,0.029724641897813365,171.16492581096537,3082.8342573156297
2100,1336208684.2650218,1221.7542876006,151.3063875400368,374.86108357957363,192.531894846701,1.392765198033903e-05,76.98778979994688,1016.542023880276,0.02987710293323894,170.63955654188544,3095.220438488906
2200,1336208605.274685,1288.5809770644307,153.21900389822366,359.67532547965095,203.94881161884106,1.589178932930679e-05,78.67195612540279,1009.8164008035254,0.04268717569149675,170.75483835817343,3088.694223991296
2300,1336208523.2049317,1304.876574417195,155.88130612273937,366.8922848693168,242.35174725462798,1.7172422793421645e-05,89.67370389786451,1080.1589032792335,0.04561263602641675,172.05436264304572,3099.1806012001557
2400,1336208591.2230368,1332.0664260337628,165.72943693637555,364.2464356045347,241.28052199993613,1.7801558228334168e-05,92.86082894161967,1032.9285792158742,0.05797132222910548,172.64026735909945,3107.7691274487916
2500,1336208511.9039915,1306.0750838852737,179.41531017095386,326.0302629248437,296.5256631226288,1.7447847693987393e-05,105.76920928806099,1112.6858881692524,0.0631281987740773,172.11329125072777,3124.068106563214
2600,1336208350.2386076,1331.1017643122952,186.26584536922513,331.3845708134282,297.0539964292699,1.7729398680232686e-05,116.93020333086511,1140.4406122927808,0.056319650573102086,172.87122219851057,3131.3487819193947
2700,1336208370.9172814,1332.7769144758536,181.90597599781665,330.54235863050997,314.340093944471,1.8197888458805575e-05,134.03304762062044,1123.4158991777622,0.060582106753972055,173.2407507295777,3142.3440110231395
2800,1336208188.28412,1366.393459079178,187.57949745814085,309.0898118254097,367.05797196517165,1.8139323475011852e-05,125.95036392897926,1168.0632577794124,0.0773774772805707,173.57655306696057,3144.9555470359264
2900,1336208231.8126483,1347.9509965879122,206.83569724891439,291.7257383235527,372.90353174558516,1.985825448254607e-05,128.7106170362295,1212.4938188222563,0.07947090951578067,174.06657308148058,3167.841258180153
3000,1336208185.6471725,1405.33333128517,201.82035862741827,300.6120799921031,389.1836006101432,2.123792437344833e-05,146.03556601694996,1165.5953083314741,0.08775937767299799,173.96639217386354,3175.876119484764
3100,1336208033.6592464,1385.7492892318091,216.44712738958924,290.86218120607396,414.89187017005094,2.1533068831478276e-05,170.59665608702537,1205.2776772762961,0.09276080750912828,174.54959915785997,3181.0788183189866
3200,1336207890.043616,1429.2722917353065,217.21896839410718,269.47741526673025,459.60071164112725,2.1467127971528217e-05,175.30073688023037,1222.5069036230293,0.10011398420142328,175.1900813665294,3183.8218768862057
3300,1336207893.5882208,1421.2479215386354,224.348955995065,290.53174418295237,466.1995491005047,2.123413586543954e-05,171.8948863421012,1241.5139522370455,0.12374283732633853,176.2790971232606,3188.6797324351137
3400,1336207918.5557182,1462.2016728717242,226.64287401725062,263.40344679235653,508.3038235301392,2.4146636436803092e-05,197.11812522383613,1307.2818911995746,0.13601948187153323,176.66062759937236,3207.2725825209127
3500,1336207820.3727386,1478.1980242096965,227.05755622269209,247.0345193569022,518.8387248257083,2.3064607750996218e-05,190.47530995378398,1323.6473948256369,0.13443325035403061,178.04633953941112,3212.0799885185743
3600,1336207845.5487025,1457.4196814408679,221.50062579558883,250.7592702983655,556.5936994628235,2.4056158698008485e-05,217.9569463016637,1296.4760413316167,0.1428744282641814,177.93652796281484,3231.56113883682
3700,1336207611.3481965,1447.3593536360906,232.80980496108435,268.98600721740405,573.0397352424465,2.4384348577424326e-05,219.46049266170155,1326.4955094489007,0.14941146116795545,179.26361229299278,3239.4344172605724
3800,1336207532.0785332,1447.16701381995,243.16488804072208,269.95106081846404,564.235255956046,2.5586071646808476e-05,219.8820762339537,1350.4218607544753,0.1617331914026648,180.39843371895103,3253.117600101183
3900,1336207531.4020636,1508.1306774794339,250.06620922236274,228.8722098441574,591.3754849681853,2.5203570831346834e-05,237.9321733026374,1382.5825167211738,0.17419167997910498,181.29238656904255,3253.8860677058556
4000,1336207473.6119468,1477.4141988083356,250.9089275462004,231.0917500647388,643.8282286688623,2.6444761576871573e-05,256.3572514345174,1409.0493715995672,0.1955766529613931,181.881357453744,3265.5804255082667
