milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
0,1336209992.4161298,508.520538147612,-3.339671443022615,997.5905102457706,-4.260353978179079,-2.8429050282995293e-07,-1.8716003702613193,249.15794920819525,0.00317435294870217,214.39379292762862,3738.0062198145592
100,1336209985.5782077,573.5078353886481,9.046318612819121,942.4779109565299,-15.170827122253044,9.195365281862567e-07,-0.1770348582434762,276.11811043599664,0.0053621031817630395,214.40866537781454,3742.196335899897
200,1336209900.1241295,590.340205637614,13.432906739659858,881.7230819733059,11.888340492183096,9.188141209732711e-07,0.5802050889313164,341.53239232444275,0.00024222263677713853,214.05713851435436,3742.9457900925254
300,1336209783.5729718,650.6483620087394,26.974927002744202,829.6845601279042,23.510088027573513,2.0585450914619316e-06,8.689661679508697,390.5271534381565,-0.0004887611374665374,214.73513003867697,3745.9225126609326
400,1336209711.3260906,700.6943712891715,27.563676637462812,812.4185317345174,-3.3754709193030523,1.9545493265487563e-06,4.5830386460619525,459.00844899167197,0.010128022991616307,214.7271973827223,3753.336794308289
500,1336209741.132799,700.0651116605655,36.89912308955672,757.4872244279691,-11.90152467435118,1.9099624699029914e-06,10.960550797419776,510.0623944164223,0.00532366698112414,214.10353642064914,3741.6609438961223
600,1336209741.6765542,755.7973813791317,33.91331350003483,743.415641655365,11.05753032986663,3.1984799618693413e-06,4.579279295094547,524.4770910935262,-0.0011872869475411866,214.48209128908823,3757.8544498163224
700,1336209555.9251685,804.7652419581711,46.00183064874326,692.2175492446354,-0.3770387590665365,4.0573617479007295e-06,7.807500355701338,595.4920762659222,0.0014954184288997583,214.58087466563467,3761.9763459869955
800,1336209638.891232,825.1220203347011,60.51362867338143,683.0081336821324,38.17912703934354,3.72546691292194e-06,13.353919988798243,611.7942795076515,0.009341006508845092,213.69929337991195,3752.676209786462
900,1336209455.5846164,832.0171558247101,66.40995064406349,630.9200184929309,60.979215849498466,4.366457183350458e-06,12.163226770267135,641.7122761939765,0.011151324721693119,214.39659362899835,3752.1315031063677
1000,1336209393.076465,868.5118618936051,63.14337901743493,607.1803359664355,61.532796027897064,5.278756092734594e-06,23.47570914366795,679.5861876533086,0.004276222910516599,214.43562505985383,3764.5966922916764
1100,1336209450.7628856,878.2034763517413,69.1738859073861,570.004159100703,65.6677665296941,6.145127369592033e-06,31.59637286613865,682.0736498721085,0.013184020069798205,214.69509593746426,3765.510773931985
