milliseconds,Susceptible,Exposed,Infected,Asymptomatic,Susceptible_isolated,Quarantined,Hospitalised,Recovered,Deceased,Recovered_from_hospitals,Total_reported_cases
2400,1336207904.3751895,1576.984685303345,216.00956781091497,358.9897938221027,290.2853089856941,2.3790313722832242e-05,122.63217378432145,1127.841978859484,0.06526433567999602,119.90257593525642,2224.7335983583766
2500,1336207999.9947472,1707.471183380265,210.86201974240348,378.1953212429217,330.87613628091236,2.6133688908027435e-05,138.23585436521316,1075.386927955898,0.07121551877516342,120.33970279613298,2245.791982478681
2600,1336207716.067974,1745.2835226309476,208.26030830730255,355.4312802668994,333.66977076918926,2.673871794233626e-05,124.67319737061806,1114.0475158518555,0.0744585052031008,119.59362435101961,2246.398824889566
2700,1336207656.4326987,1651.4001329377054,232.1706492811602,350.34177369082414,370.84049740143104,2.6992946301178983e-05,148.96122121618143,1128.092258019432,0.07755076022250389,120.7017713396472,2259.1991389423215
2800,1336207836.076619,1716.7812280006726,247.4206572340728,317.6888777205814,426.33406374851546,2.6867744598282444e-05,155.54868589464067,1181.0719682570902,0.07085004835780258,120.44986230566792,2273.2999292529353
2900,1336207625.866073,1703.4211348467718,233.13550146826384,339.7943314274831,459.41376405445146,3.1534757126471144e-05,167.53368702269802,1241.2948206184337,0.07732132307305173,122.05604237812119,2299.855483868551
3000,1336207377.543228,1733.116486877664,262.294592255779,304.2552431788129,421.43046757119976,2.916662316648096e-05,180.42956528147758,1251.7216109095377,0.09363570499419341,122.55287601067648,2307.4378393378497
3100,1336207569.5201159,1843.848278039644,260.1928847622819,328.86475258106634,503.69868328110334,3.0709210767699335e-05,183.4190513602008,1267.4325321622337,0.10283351224745392,122.89274795726817,2307.8477968188104
3200,1336207371.6490963,1824.9068815097437,264.5514113201316,325.86341249168134,503.5067371949486,3.5606895616444124e-05,198.56337711649422,1309.3364654708805,0.12730230897324482,123.61831289516942,2327.967532108283
3300,1336207167.5476787,1879.9585702699349,263.4050608176463,305.2880814656994,540.200093205084,3.3344071054710995e-05,209.4470402660035,1266.6694826740625,0.1411926127693996,124.34213528411885,2327.9498711183546
3400,1336207091.4365623,1885.3505004053914,283.82539723237164,293.7079335098229,586.6029895416265,3.4042004063725116e-05,217.65638008934292,1298.295959937664,0.15061569679296477,124.68343600451436,2351.013567503408
3500,1336207074.2936895,1861.9530064097828,277.0607426292205,289.33725292449486,620.3780977622405,3.5995129321295355e-05,249.69897768843495,1323.080751276269,0.15719054349267672,126.75148646735707,2357.8399090351545
3600,1336206961.4460306,1905.82616494193,300.5847472122177,280.08709804023715,600.3037609513291,4.017787659997116e-05,239.7801747971128,1393.7778197917928,0.16362328761952727,127.27830655607583,2365.0355139186454
3700,1336207039.0640857,1974.1470863896736,289.2799080576772,273.8951322334406,637.5167974592862,4.063963682902874e-05,251.14564340313345,1381.7433055336521,0.17428544649957664,127.36013026055885,2391.3170631123044
3800,1336206718.776594,2011.881312183643,303.31186625704436,280.7235530832084,673.6785079098233,3.9456864846005035e-05,259.7012452789039,1397.692325986466,0.19076542347314665,127.82934612779569,2400.211339728606
3900,1336206843.10777,2030.1548501213088,317.84978449489597,272.5743528518369,736.6001110693355,4.106074406413658e-05,297.07263771961567,1390.356208003517,0.22123125756063225,130.22965067198683,2420.6464849757485
4000,1336206635.3587773,2021.4998306718749,308.6248744182344,266.3798113697767,758.9195133198555,4.2136858683011575e-05,316.9045376406914,1426.4313093732878,0.24169603158521616,130.2404239486871,2424.992002635084
4100,1336206611.873411,2063.5030788892805,329.72424662250654,277.4921908282782,826.0110052034568,4.458171425223768e-05,321.3006458733486,1438.5344280254412,0.24096638218982394,132.4556670650067,2433.2012983822856
4200,1336206320.874409,2014.377867433646,314.9048882271518,282.6400019148538,848.5660760302708,4.593606392347144e-05,326.70433188962016,1474.636213014085,0.26330260558168783,132.58077118778826,2453.9516472003675
4300,1336206212.5160196,2066.957589512535,341.9485286017647,290.132961040601,851.5523501948323,4.962295045667394e-05,349.1662524735958,1544.3833868044453,0.2944449224101059,134.48012389426285,2492.781765723165
4400,1336206241.3438935,2071.4362103169924,341.1146704667227,275.57507509829486,923.1787754446941,4.800143682465054e-05,357.2521816662925,1532.5905541730795,0.2947843305859867,135.46911126557245,2506.039877786127
4500,1336206196.6341453,2080.3600062158407,331.0867711247578,284.3774850263432,915.9873971187147,4.7815817378425925e-05,378.5059277385462,1520.5785858612094,0.32204343863788515,136.820247663977,2504.4292515392845
4600,1336205989.6273944,2177.1463884857108,353.370289685298,262.10040455391805,974.4449114570589,4.9796709488065936e-05,393.20909700534463,1571.5972934569716,0.35547128767400843,138.23550509433915,2538.2883444600166
4700,1336205804.6346018,2147.714060531422,357.1538155556644,281.01845220359615,1031.6142819562551,5.1937651131893176e-05,396.5168961968554,1592.357302184321,0.3788225919396965,138.6094328443724,2546.4169966984027
4800,1336205886.3610082,2202.0829345079037,358.713210315392,252.85023535432046,1054.4870499061433,5.437209426914594e-05,429.98261563494725,1641.1432116327078,0.3918054414243264,141.73387590187812,2569.612510871425
4900,1336205832.2450309,2209.878770529473,365.71876573689894,270.9809690298319,1128.5692878698242,5.313530156785223e-05,438.66939109813063,1604.827914356904,0.4297150538876229,142.28694735580407,2568.951471278227
5000,1336205571.512533,2222.7048420051233,359.45817203857155,248.08595455168657,1144.7378344434912,5.470123013194628e-05,450.69632579238834,1698.8461790122535,0.45135749364411,144.52705106283193,2598.182810128923
