milliseconds,M,MpY,MpT,Mpp,MEK,MKP3,MpY_MEK,MpT_MEK,M_MEK_Y,M_MEK_T,Mpp_MKP3,MpY_MKP3,MpT_MKP3_Y,MpT_MKP3_T,M_MKP3_T,M_MKP3_Y
0,804.1136009093873,0.49572149253520476,-0.0970914768068197,-0.004584399480544008,182.30256560478517,99.70866070789509,-0.06927821986981564,0.002796062779364567,0.05860022156885525,1.1757205439540905,-0.0003937611809563617,0.026263847600965395,-0.005842632224969322,0.002172647649604669,0.7129522950476171,0.1730736002344235
100,613.3758617273442,0.39472347420796017,0.22792833530920575,0.00028427150259320886,8.959138152381874,82.65614698454164,0.07087055481310293,-0.0013280600603733544,14.39512689534862,157.98863684052768,-0.0007598580710680212,0.03706676326613884,0.008949805415268429,0.008192974185365338,5.827820222328162,11.081894192322295
200,597.1656600005923,2.898077818685226,0.2561325459421006,0.0013009303048091658,8.244100060447758,71.20369648662263,0.12566201536693594,0.0008465801713493232,13.522615694013037,158.50471957238074,-0.0001500475489869946,0.17233415653755016,0.01019727479997742,0.013405042733780716,11.421515485244326,18.48342339673608
300,583.5773310633286,2.9576303320334807,0.24604523518372845,0.0024429594113197016,4.496118088763248,57.18882517029938,-0.06333140498116997,-0.0007508093482754843,12.49375642834732,159.82977246991305,-0.0007435301647105971,0.308527315231509,0.02988462595920614,0.02519020360875964,14.969172507317891,24.20682052354938
400,574.9176650208598,4.663470264664106,0.4005322100186722,0.002068006647784722,4.039386755727427,48.33888183337422,0.16929712334164618,0.002889443708529421,11.759561790205238,161.80555816816414,-0.0005224315414820792,0.47844802066381964,0.03506236562588197,0.035211393713410206,18.862131494369212,30.869424690275835
500,558.9182356343548,6.647223955086708,0.5178697831275855,0.004166182867336111,7.179667006981494,41.67914658008972,0.1547608287714932,0.00296455969228583,10.973898916989505,164.32448968670545,-0.0005183488682932329,0.6665105566752832,0.06470056652188667,0.054831707079174855,20.952852497857133,33.595517416031925
600,558.8880593606025,6.615376735301067,0.4791180824997353,0.0003096896537346691,5.906255305691355,36.614416841308255,0.35758626925884257,0.0035005109130633824,10.659459789842272,164.5715139437111,0.0005128795248353834,0.8213369301400825,0.07310129581316749,0.06988905360755933,24.558397673475206,37.94068494325057
700,546.0722092039871,7.938558313645689,0.5707794153760217,-0.0011217026483739951,5.341251012935723,30.754275865826965,0.3842162041471048,0.00874025747416141,9.920571980613087,165.10017185109734,-0.0002467631492528956,0.9127426240639783,0.09023138617442827,0.07524541862422097,25.713731883561305,41.98632948933806
800,543.9266976005098,7.918852274565248,0.649504783299406,1.9971279166714406e-05,7.561269301361343,26.994787326013935,0.5870798735653043,0.008114391574444501,9.786088301643664,163.95379547306314,0.0008722994939551987,0.9990601840441047,0.0976159883585312,0.08903350248531726,27.236883385922997,44.18114617851978
900,542.8993694569256,10.135926394435177,0.9137875471211704,2.7942573387781684e-05,6.465118203834122,23.67987464802901,0.5400333666662408,0.004986334266322848,9.515971515197197,162.70296992635315,2.691879094700886e-05,1.1135259467555805,0.11516971169201698,0.09702087546816913,28.477427958945242,45.73373306322077
