milliseconds,M,MpY,MpT,Mpp,MEK,MKP3,MpY_MEK,MpT_MEK,M_MEK_Y,M_MEK_T,Mpp_MKP3,MpY_MKP3,MpT_MKP3_Y,MpT_MKP3_T,M_MKP3_T,M_MKP3_Y
0,798.2038053283242,-0.8370214320249004,-0.11046314605937173,0.0004678939712121776,180.18647560609244,100.04851577036673,-0.15436202425682996,0.00023350813262658447,-0.18057759403922521,-2.0714741299517736,-0.0002864375179359459,-0.00399260798290484,-0.006958378659283756,0.00025076343289165935,0.19460006315700878,0.23509278738468936
100,613.8660444134852,1.9498529387018726,0.17728629480031005,0.002535802780539569,7.572202799021949,84.12748169248253,0.04584356388821266,0.0037526242356633673,14.231296614444366,155.85360263943005,-0.0004620595747988036,0.04999530013280982,0.01022096850303619,0.007801692976779531,6.469408366882454,11.519901494456262
200,594.6641871931444,3.0231113918848096,0.08981597004950313,0.003972719765710082,6.461122760672183,67.59637657315594,-0.021304973678160394,-5.692536713131427e-05,13.426235328305818,161.4491015249036,-0.0002848728104541822,0.15444897870623603,0.020446651860698023,0.013418519036998065,12.341759759907047,18.54163648299333
300,581.2903989670219,4.673754457630874,0.3856062268654903,-0.0034477765012353146,7.161441981195898,60.55346604338109,0.10543129457187776,0.0024082627342982463,12.661865598057048,160.66091447954977,-0.00012648102172734742,0.3011988218218601,0.020190340106998335,0.028469190176111568,15.707773296793292,24.108996359261177
400,572.0163118687112,5.7716141030458,0.3241620696256401,0.004073609112843583,3.8182322605760337,49.5444216517384,-0.001533837913650471,0.0029036239394123523,11.606934101797316,164.25293409922202,0.00016626685305424046,0.5327066411011913,0.04366767983735824,0.04025909925643808,19.179106962663248,29.80176185282081
500,565.3483303099804,4.952235679234166,0.36383083318763754,-0.0032396361040158716,7.997569127301384,44.46738630525028,0.114896593730922,0.004425007378684249,11.029080712585229,160.6655740379723,-0.0004036415637015451,0.6468788490775635,0.05605869236314136,0.049219903080343026,21.239607156480186,34.905918979302115
600,557.7989063801131,7.117177593375208,0.507054237797935,0.004207001164611062,8.387031381552562,38.8840674452729,0.19292583657188644,0.0071280137534664705,10.38402089304243,162.0758106599027,-0.00038408054900394985,0.8072592475650624,0.06468694736895364,0.06082893129496349,24.0990369515072,37.83269677221541
700,545.8405107636627,8.619946858046358,0.5920266314090842,-0.0023837378847602654,4.432270714310303,32.99654131446897,0.2349497560893915,0.0022154304408585515,10.19939798254257,162.45801084077644,7.862057432683959e-05,0.9488290020675557,0.09270537835149426,0.08137812558368347,26.2576570776211,41.95699929771306
800,545.6330473811114,9.00536466124689,0.8876385095488529,-0.0030960075064446163,6.478431486393855,28.286547373732173,0.5817709636003501,0.009309900041405417,9.573689572463685,165.0526154485853,0.001119879752832407,1.0497516368203246,0.09860392188962912,0.09090628022005325,27.333831065741805,44.48330215153682
900,543.679602104131,9.421475144003425,0.9427880002350524,0.005093837795438174,7.317356260605163,24.719342144024242,0.49099064261474895,0.00603158566890934,9.367278208018167,162.42673754781816,0.0007404913159822677,1.0942774177901413,0.10519793276234721,0.09018867708283373,29.080701702408298,46.200225340605606
1000,540.5041253385713,10.794157047264113,0.9140233953378429,0.0009983183836978628,7.128056857536951,23.68937475081421,0.6703231515972196,0.007668957516976826,9.239375975181995,162.08379134236895,0.0008831101482533377,1.1789249476009822,0.11630322998725352,0.10670492141300839,29.619405693311357,46.929821207329816
1100,533.4189193906218,11.405733922193667,1.0394861559127186,-0.0006491114593453104,4.704869471951119,17.722551213507742,0.8396108362428912,0.009856034652616391,8.96264554824933,162.51559449133964,0.0013937632433459724,1.1926855653841524,0.1340711876720244,0.10392835683056961,30.726369770317973,47.69008109114151
