miliseconds,GTPgS_C,KCNQsites_M,PIP2_M,GGDPbS_M,ATP_C,oxoM_EX,GDPbS_C,GGTPMg_M,GDP_C,GGDPAlF4Mg_M,ip3_C,AlF4_C,G_M,GGTP_M,GGDPAlF4_M,GGTPgS_M,PI_M,PIP_M,PIP2xKCNQ_M,GGTPgSMg_M,GGDP_M
0,0.0,6.708367229280814,4960.052369181176,0.0,3000.0052939847137,0.05036417778362358,0.0,-0.3927910217833168,0.00018084408088072556,0.0,0.4551279949122584,0.0,0.08566970141293857,0.1022674158851651,0.0,0.0,199999.22214413143,1150.2693806928062,33.30681828268602,0.0,199.933118845269
100,0.0,6.72370713508823,5036.065139911779,0.0,2999.9958168386975,0.0494362399612263,0.0,-0.1481369429069826,-0.0008445961635665458,0.0,0.4472426157954082,0.0,-0.013408369953307174,-0.02818329073024879,0.0,0.0,199998.87897394627,1148.577611242692,33.28478258791615,0.0,200.570656184586
200,0.0,6.683348898673468,5016.474895495262,0.0,2999.9796716776054,-0.12322564947847364,0.0,0.46295066971781185,0.00015987078357128273,0.0,0.42997785561381907,0.0,-0.008892311238108637,-0.045343525029750316,0.0,0.0,199997.19863046592,1144.782305878036,33.313997700833355,0.0,200.19615391251
300,0.0,6.7125172075802535,4968.55787654216,0.0,2999.9808828992213,0.14017694106073464,0.0,0.1681606428367977,0.000169106623287264,0.0,0.4475171198703523,0.0,0.0239164837892566,-0.06391351340363376,0.0,0.0,199995.68758792078,1143.782995404946,33.28787089764591,0.0,199.69977342143173
400,0.0,6.689671198625016,4965.7896029485355,0.0,2999.9725576864353,0.1623011518699835,0.0,-0.1337165011669237,8.780096505208929e-05,0.0,0.4561032798627486,0.0,0.02941200270501511,0.05422520254312961,0.0,0.0,199994.03178233982,1139.885904747934,33.30313623749348,0.0,199.40304114877355
500,0.0,6.652766660469187,4993.130631179935,0.0,2999.9670288211046,0.23333721599526475,0.0,0.32993247325443187,-0.0007453565310758972,0.0,0.41355498866773327,0.0,-0.023042858440039796,-0.07572233975151726,0.0,0.0,199993.50789246004,1138.4249860851046,33.29315517744239,0.0,200.06415858340728
600,0.0,6.653815488161192,4992.863228535001,0.0,2999.95465581866,0.06379520555903913,0.0,0.2548296831281939,-0.0013570893057064132,0.0,0.4001986656234032,0.0,0.025134607135066055,0.07181333322048941,0.0,0.0,199990.28748890007,1136.2172528851297,33.31249896786085,0.0,199.87010899536372
700,0.0,6.688499187797088,4960.730768405341,0.0,2999.9516668081055,0.16210060776870605,0.0,-0.14313254002484865,-0.0003169504749547292,0.0,0.40342590277804247,0.0,0.029814630712754385,-0.08595193260057049,0.0,0.0,199988.58185773192,1133.0958843382791,33.322990703987635,0.0,200.01151284653912
800,0.0,6.652585634506938,4958.460057193004,0.0,2999.93442973333,0.09399829486528727,0.0,-0.1107075258723011,0.0015290022608891256,0.0,0.4121065275076553,0.0,-0.003280040655992025,0.17133450646820836,0.0,0.0,199987.30191941262,1133.0729326305448,33.349024599164714,0.0,199.76188444061643
900,0.0,6.664911032967017,5042.239255414455,0.0,2999.931363228662,-0.0857291211213953,0.0,0.3308784541126858,0.0009740254965054576,0.0,0.3919302929211144,0.0,-0.0007210713167099519,0.10292895118032305,0.0,0.0,199986.15045829403,1131.3955916097168,33.33271938369503,0.0,200.49062247150047
1000,0.0,6.665151249936947,4998.417364262558,0.0,2999.918851045722,-0.00399653134366929,0.0,-0.34085590479848626,-0.0011199476048099856,0.0,0.3661413615879234,0.0,0.016769112085616503,0.05157155831273991,0.0,0.0,199985.88901584377,1127.5988567736401,33.31625575868764,0.0,199.6254453593722
1100,0.0,6.694890533430965,4984.310937042386,0.0,2999.916606276319,-0.11922862276429842,0.0,0.37990119693968905,-0.00023687876059673085,0.0,0.3833932831280342,0.0,0.014858898342105128,0.12257536166704858,0.0,0.0,199984.3286370548,1126.1030086247513,33.356537299337546,0.0,199.58713386157345
1200,0.0,6.6561914570723,4967.637789219751,0.0,2999.9101281713056,-0.024348052494615906,0.0,-0.1921044395324653,-0.0005850399509214656,0.0,0.40132514291867305,0.0,-0.0009417114468088716,-0.13333473089703413,0.0,0.0,199983.2174060446,1122.1924256835991,33.32980037093102,0.0,199.6825889998623
1300,0.0,6.637422502959277,5003.65991659234,0.0,2999.900782896374,-0.016708785080056084,0.0,-0.22935123992179107,-0.0012529684921398572,0.0,0.35524415550986044,0.0,-0.004000836320202661,0.08093736025378923,0.0,0.0,199979.6404142836,1121.7834590446648,33.30717536780063,0.0,199.46627219972606
1400,0.0,6.683394512319212,5033.625919602811,0.0,2999.8902548604,0.16976694113916935,0.0,-0.18176096699516087,-0.001154807795891375,0.0,0.3856562119439969,0.0,0.0014915098809916345,0.053652051170216056,0.0,0.0,199978.21163643972,1118.6543828493209,33.33998437412394,0.0,199.40023761118823
1500,0.0,6.665156767606135,5025.180954388704,0.0,2999.886151019342,0.0891768843825604,0.0,0.22339269180724375,-0.0009491778942921525,0.0,0.3567881066063752,0.0,0.012229124437548974,0.15729849073053045,0.0,0.0,199976.93057832916,1117.4421645762675,33.34956974357593,0.0,199.72698545282609
1600,0.0,6.676987265000241,4968.860703160148,0.0,2999.876281191043,0.05891590363513068,0.0,0.06465745903153346,9.50234727065671e-05,0.0,0.31422112925878243,0.0,0.0007434611719040638,0.18499670521206937,0.0,0.0,199977.0646929213,1115.725026324954,33.34692907029376,0.0,200.76056501306553
1700,0.0,6.6857676390547445,5045.199448181593,0.0,2999.8693064753397,-0.05511381445010282,0.0,0.2312698694408924,0.0005981307708849594,0.0,0.30401170471791494,0.0,0.021371984200506965,-0.13712176966391587,0.0,0.0,199973.6106427433,1114.4677122214412,33.32659316544133,0.0,199.68586049353814
1800,0.0,6.65626754754289,4990.777979604151,0.0,2999.868383735829,0.122611847300625,0.0,0.15549690727874788,-0.000188713697227873,0.0,0.33707333987797905,0.0,-0.023182860510847128,0.013404710701748014,0.0,0.0,199973.3232872773,1110.9095111985312,33.36464420585518,0.0,200.70487376335166
1900,0.0,6.647338603239357,4981.038839599748,0.0,2999.8597072008315,-0.03945194423957206,0.0,0.25706402840556175,-0.00027843517393038046,0.0,0.3271744926792962,0.0,0.01786133975781762,0.1966549370699344,0.0,0.0,199972.73517814322,1109.8802981329547,33.31613419463491,0.0,200.70277118960323
2000,0.0,6.661945069329037,5040.596064440778,0.0,2999.8455900206427,0.021594320221931265,0.0,0.013541324245422287,0.0003629065937166676,0.0,0.3058029775718098,0.0,0.016125604789528982,-0.1472630481129953,0.0,0.0,199970.93263591552,1108.262964807455,33.351692354545825,0.0,199.91112490438826
2100,0.0,6.685929089897018,5038.07822122449,0.0,2999.8455693944024,0.010080632892770596,0.0,0.09598572572235632,-0.000739554581702398,0.0,0.2880212848391979,0.0,-0.0077416676586218505,-0.04325869328582482,0.0,0.0,199968.40945448857,1105.650999515122,33.302879589668734,0.0,199.44319579979708
2200,0.0,6.682369182928171,5044.122257269072,0.0,2999.836703824521,0.20238230258263892,0.0,-0.22217264496982114,0.0018922543035540104,0.0,0.29753819292835626,0.0,0.031055333607845046,-0.06593714631381475,0.0,0.0,199967.79671916083,1103.394902469311,33.3221282568011,0.0,199.87300403973114
2300,0.0,6.6817010194310305,4974.472131688941,0.0,2999.8262462356115,-0.05466169736141275,0.0,0.1865756679871482,0.0008500908132372388,0.0,0.301795991699836,0.0,-0.006973337202796158,-0.11836586893597287,0.0,0.0,199965.10672213373,1102.1594051576387,33.324558486100685,0.0,199.41477748009768
2400,0.0,6.6298625336789065,5040.11381527898,0.0,2999.8165458685025,-0.17032116692948138,0.0,0.49580109193571786,0.0008671227608235282,0.0,0.2595252752262589,0.0,-0.010139124792925053,-0.033517913593077535,0.0,0.0,199965.1736194705,1097.8482773561122,33.31158976969407,0.0,199.66158655929053
2500,0.0,6.686126333723359,5040.2972490270795,0.0,2999.813726626739,0.2153405574702515,0.0,-0.08620400771655073,0.0004158801097470458,0.0,0.2735173608181373,0.0,0.0034229283838420636,0.17625677963666458,0.0,0.0,199962.29448407373,1097.6629619329847,33.352929507819006,0.0,200.2354965256525
2600,0.0,6.640657170132703,4994.673389830322,0.0,2999.804154340585,0.11546176010576821,0.0,0.3173185666347308,0.001184101216494268,0.0,0.3118794107266262,0.0,-0.008039566594936062,0.015564579609275556,0.0,0.0,199961.62155503975,1095.594468736084,33.35104772051369,0.0,199.40053386738012
2700,0.0,6.629845811124276,5040.283395987613,0.0,2999.7913236387863,-0.24765779612013178,0.0,0.01760090293333212,0.0009017666911452546,0.0,0.2846874224314717,0.0,0.018827362526871876,-0.012093747141088823,0.0,0.0,199960.2987729132,1092.2913622850735,33.3547328196286,0.0,199.46247158633713
2800,0.0,6.6583620289731344,4979.543382615936,0.0,2999.7907971434934,-0.2359240187589839,0.0,-0.06928494174937419,0.0008815593799944782,0.0,0.29895943641994693,0.0,0.010768130745230656,0.06109819164197086,0.0,0.0,199959.00268183768,1091.8318083263252,33.31542361523961,0.0,200.6168735250047
2900,0.0,6.67242569367459,5001.935433305445,0.0,2999.781165220244,-0.14146594397828832,0.0,-0.3918789964458704,0.0016424260666156058,0.0,0.23177888333001,0.0,0.030322326548723116,0.17317727909210662,0.0,0.0,199957.5629276695,1090.4910207504836,33.34842236854958,0.0,199.6552814453796
3000,0.0,6.649575931751093,4972.407119247939,0.0,2999.7762564909,9.966540954336574,0.0,-0.36728819492894965,-0.0002740025014635907,0.0,0.27038023277910234,0.0,0.030238565247892993,-0.10133684024244007,0.0,0.0,199954.30775757166,1088.554603867339,33.332457415875695,0.0,200.7399651304559
3100,0.0,6.647799509606268,4964.627060958664,0.0,2999.7684184408317,10.200229157312314,0.0,0.857019585296141,0.005826702730155716,0.0,0.22597199703176604,0.0,1.2749821439589033,3.307680658597412,0.0,0.0,199954.53114936312,1085.4054672934135,33.34386634919672,0.0,194.82089683397797
3200,0.0,6.653405446658803,5012.260540593251,0.0,2999.7622665698964,9.826822380398394,0.0,3.1508663108123613,0.010298506654449511,0.0,0.26388127182475835,0.0,1.2394318885073299,5.67947172141586,0.0,0.0,199952.53250985115,1083.2728195638538,33.349655868840195,0.0,189.7618348924445
3300,0.0,6.685219565411589,4940.554233045561,0.0,2999.754399355821,10.048082667076358,0.0,6.917663277383362,0.017863688189006164,0.0,0.3094824359442647,0.0,1.2468507630559433,6.952811920524849,0.0,0.0,199951.07629980505,1082.3677475976274,33.34568460288862,0.0,184.69605380630216
3400,0.0,6.710664748076676,4845.859832145315,0.0,2999.7427597551455,10.20936984932701,0.0,10.15462966878813,0.02160377183130211,0.0,0.4283793726308857,0.0,1.1711139544022302,7.67292245357149,0.0,0.0,199948.71272294107,1080.4633495803282,33.337171224222914,0.0,182.16754071367416
3500,0.0,6.7227172808995785,4724.597487653558,0.0,2999.7387838009413,10.213082612434224,0.0,12.6926137388891,0.02736628639164894,0.0,0.5046336119068915,0.0,1.2015339849078706,7.859887477943506,0.0,0.0,199948.6992644556,1077.6694757962955,33.26942718277168,0.0,178.7775600167558
3600,0.0,6.789329335380517,4570.12267879604,0.0,2999.7348278389763,9.966210125593163,0.0,15.4426892771542,0.030583662798182594,0.0,0.6616876348033391,0.0,1.1632790898675223,7.762288367185892,0.0,0.0,199945.87658351797,1075.330149077288,33.23166219206441,0.0,175.55779989916988
3700,0.0,6.825064806245506,4355.776697755497,0.0,2999.723176582358,9.91088832414363,0.0,17.388193266748782,0.03601837089990783,0.0,0.8428288837043555,0.0,1.160118348516964,7.859090239784442,0.0,0.0,199945.84686327953,1075.18296701091,33.148898335121984,0.0,173.750168982551
