miliseconds,GTPgS_C,KCNQsites_M,PIP2_M,GGDPbS_M,ATP_C,oxoM_EX,GDPbS_C,GGTPMg_M,GDP_C,GGDPAlF4Mg_M,ip3_C,AlF4_C,G_M,GGTP_M,GGDPAlF4_M,GGTPgS_M,PI_M,PIP_M,PIP2xKCNQ_M,GGTPgSMg_M,GGDP_M
0,0.0,6.680593223964468,5038.631244391307,0.0,2999.9982383984034,-0.09885275838137104,0.0,0.11563395894587593,-0.00011566989415675074,0.0,0.4759892699380672,0.0,0.06684751384527834,0.12156333195324348,0.0,0.0,199998.94598042243,1150.549404683235,33.295053619467886,0.0,199.3404189000898
100,0.0,6.6970745498844995,5009.018427955451,0.0,2999.994124337958,-0.1894653868016742,0.0,-0.02083558572230118,6.405577941746443e-05,0.0,0.4682118778714322,0.0,0.022229647246329837,0.026271716504953725,0.0,0.0,199998.61227616764,1147.7510541748757,33.331024290569985,0.0,200.51821515997645
200,0.0,6.703735586176804,5040.188184942086,0.0,2999.98253568339,-0.12994853282471516,0.0,0.017352757659653995,0.0010307769792525395,0.0,0.46405765857660575,0.0,-0.018728924187797997,0.15555212024566695,0.0,0.0,199996.54387833108,1145.7095726770353,33.33098753827847,0.0,199.75118605775987
300,0.0,6.660389745863678,4999.75910812653,0.0,2999.9741232082088,-0.19370808848705853,0.0,0.08741664514615323,0.0015778216086400722,0.0,0.43724201480069413,0.0,-0.00015001431697948993,-0.11810163276629974,0.0,0.0,199995.5212243192,1143.4946236095318,33.28293441419625,0.0,199.80003931449997
400,0.0,6.673457032669287,5025.141758432793,0.0,2999.9737819829584,0.2258582141384827,0.0,-0.07715451415266036,0.0004749814319568083,0.0,0.42355514485998813,0.0,-0.02070809678334299,-0.13043155681992175,0.0,0.0,199994.95910269805,1139.5835438917993,33.336172662057386,0.0,199.99281547720483
500,0.0,6.704557809913496,4987.540553454795,0.0,2999.96687670446,-0.047785333868347796,0.0,-0.13774699227665677,0.0016043364649518169,0.0,0.4490718689231948,0.0,0.021764860084295443,0.05892270529562414,0.0,0.0,199993.56742885275,1138.6511076821882,33.3089310980632,0.0,200.17291533417534
600,0.0,6.692821627897657,5044.07525206759,0.0,2999.9506343711864,-0.21505448433343555,0.0,0.23978386194242357,0.000644744362606523,0.0,0.3996992010590547,0.0,0.001428442571143535,0.18704561009108325,0.0,0.0,199991.6699588384,1137.8239510990918,33.342997269374486,0.0,200.53742091171742
700,0.0,6.679703274628827,5023.213652824383,0.0,2999.946696421894,0.13086491458053953,0.0,-0.3193673162283591,-0.00028444701861017445,0.0,0.4437866108722973,0.0,0.016365772988031903,0.07874052421730154,0.0,0.0,199988.64371037498,1133.9257907092237,33.321688531135095,0.0,200.08660283817642
800,0.0,6.689078412853639,5021.641322514701,0.0,2999.937928117866,-0.12677292818308827,0.0,0.19218264733761967,-0.0005145970103322155,0.0,0.40131686129146976,0.0,0.013552868109399575,0.031855746776527256,0.0,0.0,199989.02187041842,1133.6725962949538,33.34953473477958,0.0,199.95892169692064
900,0.0,6.694376193647655,4960.554247337097,0.0,2999.930100209746,0.16432648838462846,0.0,0.03279479952032405,0.0002469920474595347,0.0,0.405859187878201,0.0,0.018047007412419235,-0.12817936955284098,0.0,0.0,199987.27845559135,1129.0838468154789,33.3496927121351,0.0,200.53876897946978
1000,0.0,6.679915569410742,4999.190250255345,0.0,2999.9286547480137,0.03741215090437704,0.0,-0.3519889941223202,-0.0002445516922701214,0.0,0.39971026512707947,0.0,-0.011393825068470562,0.2026283529431986,0.0,0.0,199985.0439662462,1126.684076318351,33.32710960584429,0.0,199.5724865826341
1100,0.0,6.687997293853832,5030.532858029952,0.0,2999.9159246368877,-0.2275774593587275,0.0,-0.16770372738562192,0.001264651836718477,0.0,0.3642748253519194,0.0,0.006217425093476404,-0.10443380934942562,0.0,0.0,199983.80476476913,1126.2997758669724,33.29668946341682,0.0,199.93596271463952
1200,0.0,6.650148496808197,5034.754776845453,0.0,2999.9040607171414,-0.17334110060305488,0.0,0.35719897518515303,0.00012989240685720683,0.0,0.3365579928000688,0.0,0.017603102222316674,0.023403837527192925,0.0,0.0,199982.73331713938,1125.101339775896,33.355181389599224,0.0,200.28275700992464
1300,0.0,6.661698529085685,4971.158219687796,0.0,2999.901853369836,0.06002073859596454,0.0,0.3694886162900685,-0.0001623459904639145,0.0,0.3902040511505138,0.0,0.012302496512983142,0.0013821560075889423,0.0,0.0,199980.1804931647,1122.6046348623368,33.339362550970456,0.0,200.7418622437611
1400,0.0,6.68246799582718,5020.263232706072,0.0,2999.8885195765465,-0.0019008497590536756,0.0,0.6026482403649319,0.0009978330380819448,0.0,0.38581514494809105,0.0,-0.020153493103625676,0.18413453330394858,0.0,0.0,199980.12222115256,1118.5650856098266,33.32858193411975,0.0,199.8359000272659
1500,0.0,6.699435246403467,4992.059839533049,0.0,2999.889574708548,-0.07230572790859312,0.0,-0.028990535995835023,0.0015392462810171876,0.0,0.31897177312997826,0.0,0.00968264768517588,-0.1292085407907156,0.0,0.0,199978.5994905738,1118.7033949441147,33.29995189314513,0.0,199.7109613972671
1600,0.0,6.6819759878868545,4969.680532089352,0.0,2999.8769340856124,0.09109446059948237,0.0,-0.06965636310701925,-0.0009910789800231957,0.0,0.36317924220393083,0.0,0.019214282700806253,-0.0010384747340330125,0.0,0.0,199976.4143666868,1116.0033014321234,33.30433635441022,0.0,200.36746582997844
