milliseconds,T,E,I,S
0,1.0426366523626744,0.9975586758007039,9.938988199862424,-4.083037074816786e-14
100,1.0573705005481517,0.9998168424977086,3.793215436059402,1.7836502626678377e-13
200,1.036299002648102,1.0014012715821743,1.3721026634531814,2.232662346823221e-13
300,1.0489937168253158,1.003764926735145,0.5070114611702644,2.6425267055995215e-13
400,1.0354412733262282,1.0018355533483125,0.29354541648419774,2.8072910068164927e-13
500,1.0675008191090043,1.0051312422267369,0.031896035386695734,3.6166560143741953e-13
600,1.1252074720463732,1.00509524089646,0.16301477169251777,3.6600924476112075e-13
700,1.1286639842285118,1.0050242454607519,-0.010271508966723497,3.880170691597921e-13
800,1.1432790151329457,1.0054830918783169,-0.03634535091037924,3.654122244241289e-13
900,1.1669590106770222,1.0107461138015812,0.10049611028723407,3.453152572251541e-13
1000,1.1692733173815804,1.0099337451150336,0.03758148641801495,4.1818105010480227e-13
1100,1.1934701001982944,1.0101835493124485,-0.144341502404419,4.356837207161447e-13
1200,1.249947224942625,1.011231897599511,-0.021302218433403512,4.22193820112198e-13
1300,1.2985303211678383,1.0154847342601534,-0.028079075986102736,4.593203154088273e-13
1400,1.2578659179043057,1.0106727579813974,-0.11536442816839262,4.852013648662845e-13
1500,1.3377297365853233,1.0167868398728177,0.05709465699320972,4.612118813484682e-13
1600,1.304304829950285,1.019056715115722,-0.14178320569695646,4.585929349936908e-13
1700,1.369299707427311,1.0161607064678428,-0.04454404943941595,5.439554315431821e-13
1800,1.4059205558944132,1.0202061190750078,0.10187278267198382,5.280362961243716e-13
1900,1.4433753864222996,1.0218982686500462,0.04692797323096272,5.42271326559976e-13
2000,1.4411803868748525,1.026691158080698,0.14345474073898426,5.460162713542695e-13
2100,1.4560222273333483,1.0277774057035838,0.1356519802720525,5.856078150860229e-13
2200,1.5185024833759038,1.0288601376443225,0.035396757949678254,5.877919417135503e-13
2300,1.483560156361675,1.0307016993907276,-0.09607654408521099,6.338226245619374e-13
2400,1.5380146207133139,1.0349104597707721,0.14830872373598455,6.235645516176579e-13
2500,1.5367677142560572,1.0327816121541395,-0.10208420810443915,6.506649752019199e-13
2600,1.6396733395538754,1.0349595170292505,-0.14361455282156274,7.335507099318295e-13
2700,1.6488804371784815,1.0402252658651918,0.03663844893208213,7.493513904240946e-13
2800,1.6684309024010953,1.0427784466874397,-0.13855299814863922,7.734696079891394e-13
2900,1.7065576767963322,1.0412935459639643,-0.011360627199561258,7.747612103646674e-13
3000,1.679220855764213,1.0468714261276755,-0.11290757067153907,7.826694397395791e-13
3100,1.712829245917419,1.0500139735675276,0.11977540226120588,8.090123271808139e-13
3200,1.8110279553883704,1.0542893665456636,0.01718931524944935,8.285631661490549e-13
3300,1.8120366263572385,1.0557110419952351,0.1002771988477707,9.071091817934979e-13
3400,1.8846113919012066,1.0585252757042842,0.09714531085821652,9.393370087555666e-13
3500,1.846709015892585,1.0599182460184056,0.10180442440582162,9.964978183013193e-13
3600,1.9141106415824376,1.0690815413002865,0.12862310934480053,1.039464495945637e-12
3700,1.9159957918707915,1.0702579022543879,0.010322635364114843,1.0355944725281488e-12
3800,1.9830017747750173,1.0727685450423925,0.06328564391853547,1.086692080397347e-12
3900,2.060824477851573,1.0786429358077987,-0.09211338271654226,1.1488186106884322e-12
4000,2.0458736647676115,1.084484095636888,0.034993393387535425,1.175107081148177e-12
4100,2.0704747454292667,1.0887215048836199,-0.022023420152906703,1.2209475670785184e-12
4200,2.099861914737846,1.0905207987614658,-0.05135619589964329,1.2352363772496566e-12
4300,2.1975959222395396,1.0943421364544719,-0.08569542639725393,1.2599671632321985e-12
4400,2.2257458555453353,1.1013982275569545,-0.0712497266506721,1.3738490977190048e-12
4500,2.22568909106623,1.1001041962356588,0.08264721812373078,1.380148484253316e-12
4600,2.3180076718068303,1.1077109364498336,0.07445663317909683,1.4443006366274567e-12
4700,2.3152193351531984,1.1118133979404032,0.04948780450181193,1.5130970726294133e-12
4800,2.3700513519357043,1.11745492983292,-0.11176591247055072,1.5129102160893941e-12
4900,2.4089580866600184,1.1231154052699612,-0.09516400306216301,1.6262505459028607e-12
5000,2.440218896692291,1.12486341467969,-0.03165175167897573,1.6445083786045561e-12
