miliseconds,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase
2000,9921611.989102146,454839.9939237428,-526.3376709635579,80024.23218125365,8829.47335134,1192.8115162343743,-164.16411967736678,119878.34525984978,119662.5345414065,321.6831913230172,97420.7943822902,22588.590940324204,120000.0,116134.92828095765,3895.404116767122,119432.24623161371,568.2317638284254,503220.97729571944,93632.94840991707,398800.28357348836,195409.42018501458,-488.4651265807113,120151.67564916301,118206.39751498241,1787.1673998461633,-139.8106789894632,120551.64342421203,106282.29841909494,14025.409333135665,120000.0,120000.0,120000.0
2100,9921933.641636847,454778.3455144224,-408.89309952390045,80381.47446934534,8735.388210301973,1215.938091025031,-406.1578854137502,119052.21422838677,119538.92296127065,354.80237334524554,97355.17664799452,22613.42304696913,120000.0,116060.55039918225,3904.4069770298042,119382.67308849387,617.1348821616929,498924.92874981486,105268.41581540558,366781.5193733905,218766.91234149924,14.570610465408947,121129.56643710431,118179.73416434042,1917.087174278294,-380.4829234972858,117608.31166419406,105639.87948598112,14232.824334697532,120000.0,120000.0,120000.0
2200,9922182.603664353,454745.01374647353,125.06852984139165,79575.10420243152,8684.988467493353,1314.4870667490386,158.95268224195684,119215.63367769666,119483.72258130347,453.04537182628457,97431.77004914464,22653.994659068136,120000.0,116041.73633262247,3940.5093382052105,119371.47109358685,632.9092424903577,491063.7516486706,111364.0319531338,348871.6928827621,236295.72689329938,937.5179222785584,119674.36742093401,118017.36284567139,1925.2596302309669,642.3423864473709,119582.55840626586,105395.93229021852,14240.897670737048,120000.0,120000.0,120000.0
2300,9921929.405309195,454666.4241878185,-255.95173733831226,79602.55434309278,8655.257581056672,1332.0525084565536,198.8518804600323,119365.05953469423,119441.28639869903,615.9510316819715,97214.34858140226,22543.810255681095,120000.0,115998.9078924476,3961.9226396700174,119337.00686804074,653.1825010842323,485637.38475473516,115326.00844214336,326039.1920677783,270142.10248156247,118.30279295470265,120379.06929562963,117895.31078639602,2170.7388920149315,662.8469308839749,120834.71485133066,105339.99271034935,14398.980597014574,120000.0,120000.0,120000.0
2400,9922497.354097987,454646.9341505469,530.0612433145005,79747.98830903828,8593.26497425152,1405.9266714491862,526.5334341617074,120100.6714893413,119360.40872670701,575.7191978814814,97230.47968895479,22781.919294138486,120000.0,116022.1420190529,3976.737619776946,119324.01555356775,665.9404273994649,479423.9814133847,120671.56171290057,313675.81309315277,281575.03393228137,406.9137079501801,119841.41171370097,117816.35066347696,2161.16224168849,-336.92026818939826,120677.11214967571,105528.66028422168,14313.758421491457,120000.0,120000.0,120000.0
2500,9922259.77917999,454535.5727262664,-48.58711708696528,79817.55604012632,8533.094439828446,1416.607616339282,-2.853594943763369,118766.05248097723,119311.17715893341,768.9876116612166,97178.98978992637,22656.943016045076,120000.0,116048.00580760461,4000.838137905133,119337.55573446878,677.578130906964,469067.4594802165,132498.7152917319,284658.4019469708,299594.1213927186,322.1251864436907,120781.66646410564,117671.97860554932,2348.9665962498166,2085.9274157808068,121412.88933731736,105577.35929924244,14278.005945204224,120000.0,120000.0,120000.0
2600,9922198.352659155,454509.5885366809,434.33064533844305,80505.26515274304,8530.734605863896,1513.1817093892791,1464.6277072566622,119055.74736421593,119136.33804638292,780.4841067716105,97463.61340249298,22732.924669233234,120000.0,116031.62177541295,3978.7396047988786,119332.24049650253,675.6655673401766,465199.86552209465,137124.6460204838,270645.91218819417,319140.68014760275,-58.16621844590887,119552.38517130684,117526.31681714958,2424.2362053521783,-2121.343046211081,118756.75995997574,105435.64683515964,14417.472316537946,120000.0,120000.0,120000.0
2700,9922451.353394058,454484.73824122775,-338.38698796805505,79685.69722405093,8474.683447070449,1559.8314643676676,916.006945624242,118987.24717702597,119064.91800017054,964.4844414839835,97317.63820900637,22789.741917620657,120000.0,116104.84417820685,3933.3802970302336,119328.84514803268,670.3692306208492,462344.2942904042,141266.2720573791,249768.83084454344,353288.2392902678,998.4175557766029,119018.92363573512,117429.84904064114,2537.5976383827033,-1033.3434428169776,121085.7847769494,105641.30070350591,14215.621429876626,120000.0,120000.0,120000.0
2800,9921788.153451988,454395.7756817675,-203.3736168581464,79955.70033136159,8388.61007672246,1561.0916082969952,549.2328386238026,118936.5728869622,118994.06325971181,1051.0933334195201,97464.69097337549,22517.54365537282,120000.0,116075.70214053725,3897.561913481873,119316.5620692701,689.6311658408436,450390.6620292243,144065.04633247713,237260.41080951213,361428.6291040374,366.17874499809227,120117.82599227889,117383.66900766733,2659.603597051298,740.8443892706571,122087.51502620248,105301.1351511694,14707.439129637702,120000.0,120000.0,120000.0
2900,9921641.85369698,454375.8882939486,-335.88428778293047,79620.7786695586,8317.938251525107,1683.0420021166199,1048.9727712993672,119092.82825044083,118861.55193832409,1115.4606515532082,97239.34750737673,22513.547850334948,120000.0,116105.86829127613,3934.8835317686185,119330.72801904619,669.8205620308377,451726.2484544397,150609.20221296753,222503.89139741828,381316.52724273613,28.135408834567667,120083.87381630426,117262.53339225728,2748.760201871949,-548.5477048023641,118801.20150923598,105622.47732785795,14619.629265112162,120000.0,120000.0,120000.0
3000,9921633.001067799,454298.83990808995,-135.4843319009331,79572.1913733912,8314.877430430557,1680.1107832393595,726.5751760183318,118526.66294061649,118770.17686390853,1215.126113177363,97374.76298157408,22529.219153602717,120000.0,116137.40962214793,3900.036040850329,119303.76878239415,679.0086234720716,441528.04538122023,154851.53982895755,212668.95832568608,392110.2282359456,-264.0836478697408,119617.5743028672,117217.46478961041,2895.742777013663,-772.4443734148682,121388.69611650477,105368.4642245944,14720.987111305127,120000.0,120000.0,120000.0
3100,9922109.646393705,454242.2918252917,-539.4871243103717,79567.57291369679,8246.282841043996,1766.604808783646,970.3510677157637,119192.6218061421,118705.99843186374,1341.0075780943248,97603.65242716124,22394.382644394547,120000.0,116122.27159614336,3861.7351441910496,119315.2935047278,692.9600746769261,436256.0644320838,158854.97260327562,196684.7074143516,413950.83005907724,-1121.9794601522053,120376.10792946462,117128.3400448841,2938.498176062151,90.15817048407158,119210.82562008814,105776.86262548962,14358.927417609555,120000.0,120000.0,120000.0
3200,9922360.35325547,454178.1388346787,375.32222243169673,80138.69283247908,8236.223490896966,1772.5645801861833,1608.1244410262793,118719.6556900655,118546.45900112372,1475.5749759336445,97337.55366962089,22603.25062660674,120000.0,116194.69875213216,3822.749145978489,119315.98065935804,676.0826841947269,434134.32457382826,168051.72772671506,172094.25470290653,430424.0268782743,-275.0724529942106,119288.70506835855,117014.20494582677,3097.8305875957517,1095.871676130791,119629.07789558216,105614.18788421889,14589.441838080507,120000.0,120000.0,120000.0
3300,9922069.478798253,454178.50865484256,387.5030519741662,79965.0393017802,8148.852783321534,1817.3236492180597,836.1155034690712,118881.10377907695,118422.55872961941,1569.22557842083,97596.91508178414,22530.334285309575,120000.0,116190.10285960369,3801.33168816657,119310.10419513678,675.1012444627219,432617.00232509815,165875.36408527108,169442.8782386609,432548.33600463154,-864.5105797262563,120738.11580802823,116932.86480121368,3126.3542175560738,-1457.7769478138964,119688.35930901764,105730.40951099622,14452.300018056852,120000.0,120000.0,120000.0
3400,9921561.739010455,454079.2369798267,435.98162282177276,79458.66751657055,8078.869946607328,1921.8598892141613,1795.8047749097639,118859.69657149981,118259.7882378751,1700.2052998077934,97408.1921426793,22386.246325410913,120000.0,116225.40960253794,3764.3030432307883,119325.93138966513,674.2109691542234,430415.2948576514,173563.86726565668,143546.69219169003,447628.47263451887,461.5815503509154,120378.48051315873,116801.60610463959,3205.4358256461837,-409.5796740103507,119950.99473443953,105333.72278565032,14217.40659791936,120000.0,120000.0,120000.0
3500,9921595.879823595,454056.4388745496,282.9943300926096,79870.55703943584,8019.441294872145,1969.9539336554078,1985.4876667040332,117689.12101494816,118117.50461107986,1860.8357906342944,97432.58839764343,22608.366033381724,120000.0,116336.92449665368,3735.4539805915756,119329.2823972514,687.5109983800729,426615.61204898526,175208.7132413119,134268.4144682513,465814.8830307856,940.026615805346,119623.40534478588,116627.8608615963,3293.2028989034034,1466.956793112661,121332.5961689659,105282.40397634215,14246.656972666828,120000.0,120000.0,120000.0
3600,9922122.332061501,453968.39066095994,-305.84756018301755,79785.317215803,7979.499423854286,2008.3465521884025,1619.301133376043,118727.34307865691,117975.61520813835,1959.3190431531875,97458.82982773491,22442.58371946185,120000.0,116316.65183083645,3694.470113624394,119317.1740240281,696.5671490104976,424500.229162548,180131.6044337597,125539.7328445052,463504.60984830314,983.8944042555445,119612.27903298773,116567.43470454567,3378.9469042702704,-912.7519267038638,118010.94592315351,105655.83642254474,14229.594776083444,120000.0,120000.0,120000.0
3700,9922272.24361393,453929.73492915655,248.2714980879482,79526.17162450812,7951.92939065939,2011.505208599289,1220.4617994453758,118283.91350123259,117916.07384033235,2084.6766735549204,97580.46583458653,22269.784431096232,120000.0,116417.80078119758,3619.210027298824,119328.5035093513,688.7414073207669,415093.68217427033,179576.22443791036,127727.02557005009,464719.150820504,-584.5279168956288,120936.47415911728,116495.85028628915,3474.2725773956754,-1956.4952131685804,120955.86700833341,105762.11063924985,14444.736178607596,120000.0,120000.0,120000.0
3800,9921995.077243457,453886.46612579306,-190.38751604266056,79588.73765816574,7899.457766395503,2098.706997501805,1941.62066017121,118600.83853389927,117792.89258496281,2215.6236667155463,97750.55314313929,22321.708457997345,120000.0,116388.20203454411,3550.0088484139233,119325.73190353536,690.5076209432001,415356.7435262984,186176.12687283175,110012.53461393734,483734.00958658644,1008.2650069097535,119264.50434176259,116347.49311989671,3682.0973464407884,-154.0344788928558,119296.87999833973,105391.7329402512,14319.728979877222,120000.0,120000.0,120000.0
3900,9921445.278801152,453872.57520356105,91.12441977223608,80515.22993999645,7855.6137406149,2154.2848978801717,1789.0749932041713,117389.22716603805,117639.03611886757,2372.2400699417126,97744.18630942945,22321.355737006947,120000.0,116486.63578471253,3590.029818119281,119306.28043987465,679.0437904994395,412419.5956003856,184459.18685100417,122839.74473875447,493869.05470118334,677.2836361533052,119800.10158454542,116319.71965515896,3725.731771027654,-220.05239668837683,118853.01841209651,105645.48380748273,14578.11602510777,120000.0,120000.0,120000.0
4000,9922180.588173365,453829.2502609713,-222.81467145334005,80043.31569268976,7813.580301189798,2215.167257998725,1765.4280591595636,118374.65345469126,117461.05214564674,2521.6568659277114,97810.5804895312,22184.616361301767,120000.0,116524.78585045408,3499.9959328971727,119319.78381686196,687.9849438017301,411181.41220159107,191816.5170584653,118020.4407778101,487097.63306463603,-104.85086168545473,119082.3606362088,116081.87941192769,3872.228329491103,-1044.3089222748793,118032.98623694065,105435.60414207398,14322.611005631652,120000.0,120000.0,120000.0
4100,9921450.506323326,453721.07595556683,113.78197221647204,79801.3642784235,7723.831918367856,2253.969233716069,3116.7796410883107,116918.24650161985,117362.90663728802,2716.4181210936636,97838.96442602304,22197.34981201906,120000.0,116496.76617777586,3437.094230155041,119320.24074074245,685.3250924068115,406825.46656046045,189122.7780344145,97037.1064273252,490880.9322685379,-832.3314682338615,120710.31647813236,116081.31370633507,4026.8897231426185,-209.74987749512286,119293.34992840614,105522.48231750296,14347.719572869328,120000.0,120000.0,120000.0
4200,9922430.215862475,453729.9491750358,-100.51652964044652,80165.3657103051,7707.523367333735,2296.443641715413,3450.486791645024,117436.45794861422,117161.36539459953,2767.2066705184857,97794.4673393606,22403.270481470652,120000.0,116621.93282546982,3402.056798521999,119329.2518241923,684.1606386615115,408871.18791783135,196475.08147380105,90961.39727115472,502482.57682311145,412.48564520261306,121061.8648283287,115978.78274466137,4044.860950470239,-1164.6134336547602,122029.19226842231,105675.24396741795,14421.19823066636,120000.0,120000.0,120000.0
4300,9921656.427632494,453670.37507642986,-24.16454086201717,80453.21050474023,7629.9060142833005,2295.294532045945,2846.964571631704,116846.61239008128,117100.05335808091,2959.954484453197,97719.25532110254,22361.424377103405,120000.0,116586.59554793788,3341.3043312867203,119322.49453352035,675.7387235029117,407557.66163438914,195024.4118903388,89024.80729432785,500216.12283820537,-324.3932194966653,120771.75678860774,115835.13371638111,4118.851375077886,-1624.0930714448027,118624.14676492936,105620.32251391595,14206.133362186043,120000.0,120000.0,120000.0
4400,9921907.10149172,453590.6388462693,-144.23265831946074,80004.0427795314,7647.176831630466,2342.86955670389,2866.3162993305923,116671.49825276028,116857.9546535795,3088.1626108829682,97888.57215348506,22282.684755456157,120000.0,116689.41172212617,3331.328123052881,119329.0274932705,674.5438053893895,404330.47688308236,195112.90101739025,96259.38751956262,503292.06203553715,698.486122529922,119793.65196731538,115742.95945607591,4285.706133205084,-405.9798376703548,120936.67785987443,105474.82360096282,14484.569197966699,120000.0,120000.0,120000.0
4500,9922335.138121177,453538.6050063808,442.7342707811399,79574.70945168645,7608.568643827097,2401.623999075236,2974.8507787770486,117472.63812403602,116738.89055897416,3281.0020502424513,97839.30010610381,22182.65204753328,120000.0,116741.7648038925,3318.541981836228,119320.90666914234,682.6212324596936,403633.4093306352,200446.78874637032,82008.83565783841,516050.1224246655,-609.0366892911597,119688.84928369257,115639.43350175516,4407.766902237799,1340.856766541268,118144.70760488196,105539.35076743134,14675.141626912633,120000.0,120000.0,120000.0
4600,9921900.263200339,453496.66866410174,-193.9455612737526,79453.33105381801,7523.705745521761,2485.838495258028,4073.1992577775372,116823.52745218297,116669.79384625459,3342.3949919920146,97840.9157553589,22213.464525901545,120000.0,116799.57642490663,3227.345845783357,119323.10130851524,682.7814275109268,403406.79670557333,202517.39045451075,83767.36664762633,513921.6352971367,-763.9816394899633,119115.14434627665,115534.63181065177,4492.664947263079,1401.6922069186087,117916.98425020964,105733.60291737587,14281.770253318518,120000.0,120000.0,120000.0
4700,9922159.33000614,453473.1401908791,-421.2742360760137,79902.23552385156,7522.415576549165,2511.469404213564,3425.8044000208088,116548.91289987607,116453.75809064001,3588.498308453319,97922.31840960139,21955.826209758536,120000.0,116844.85132454561,3145.319462512991,119312.1874403172,684.7791695326683,399876.41151779226,200801.50261889354,82968.39321254822,523256.1101816228,-927.5565686993123,119351.59838633696,115469.07073809634,4606.197948771222,-765.3703713607196,122165.57183728747,105571.3880623521,14714.393385502153,120000.0,120000.0,120000.0
4800,9921645.198738825,453460.9739324851,-168.51004923718781,80419.0078710075,7470.294683964126,2530.716614560905,4006.2952843316793,116462.76399317279,116351.55826416808,3635.185596114498,97953.96614900896,22101.645281107856,120000.0,116890.65735198518,3182.214958625907,119313.36249990913,675.9135860046052,400649.1063654516,203877.15523613017,89936.3403283584,524772.3023927449,-351.395782113926,120966.51279678477,115295.01365540338,4608.437772707543,1859.5370794942005,121000.21766544753,105308.1762229819,14392.93992756933,120000.0,120000.0,120000.0
4900,9921467.862432836,453427.089727355,461.80680811520654,79957.37220433506,7410.11096165641,2611.9917648102305,4849.639608356266,116042.87994295463,116145.79941105226,3834.540806820217,97862.69626027627,22140.729427830083,120000.0,116865.80316965739,3128.1137989341014,119305.11404701397,689.6714422997877,395945.69903526607,203112.03652624146,80657.24101852317,519017.8182074532,-640.8932269196264,121027.55080916034,115172.02884295414,4756.475985981779,236.23748629466982,118036.94201989844,105270.34102888424,14238.506430831303,120000.0,120000.0,120000.0
5000,9921478.024058793,453364.23949517275,41.28300688735173,79614.55111792417,7337.50237370042,2662.6698042400963,4187.668558313635,115544.16942961478,116000.65526359921,3946.0667002803934,97968.06520892707,21932.304195161334,120000.0,116925.02853275009,3070.4061959003484,119319.1748240398,675.4736325899016,394208.60202972684,201825.96269738313,88977.02738347277,516521.522161537,131.3068243119313,121001.42456327059,115096.00518622545,4923.637257749883,-2008.299703544179,119970.8228350749,105561.18372101552,14181.169806046213,120000.0,120000.0,120000.0
