miliseconds,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase
0,10001473.574310824,456025.29593028536,80404.85893843701,-173.9456417489281,10023.141467522488,-8.452569843962918,120004.34671557082,-484.2231565048178,120017.99523968437,-48.181684485112385,120025.40743724405,-73.71564345490633,120000.0,120032.38662779742,-14.699681507327494,120006.3495549322,13.213004707288263,599646.7082963386,2665.7812224228455,605584.1352682081,2479.799490279025,119669.42842642314,-739.5846637815671,120031.73663266574,65.47089088317071,119719.32911144191,387.5258361905163,120072.67969922844,-31.081420189130395,120000.0,120000.0,120000.0
100,9922297.738025738,455935.993963791,-231.24964256436,79602.00097210023,9926.023060584395,47.14539343430045,50757.54839938728,70136.10156576405,119985.1319961558,-25.445681250676312,107059.75065063962,12614.61580310354,120000.0,119782.9029488914,216.28184438964996,119990.86325476089,-12.776176870550568,598278.4487385345,3769.6855985609905,597893.6707797234,-6964.574596607034,91483.06381006502,29645.860406251733,119982.87115813435,65.91139001814079,118545.67050789452,533.5273444048308,120229.9983995543,273.00663950088824,120000.0,120000.0,120000.0
200,9922530.954729166,455852.4100332436,-214.76154442974428,79485.1042265127,9890.520159313488,114.0001645762382,18118.590557383708,102334.87902580532,119976.15188540691,48.97544863731673,100712.14347113366,19176.33469719904,120000.0,119265.70534853326,765.7526356053957,119991.5632460028,-11.420712996544127,599020.4252595985,381.6322021236307,601069.151669769,-8666.261658842417,64973.27586091393,55390.91044138736,120015.94009630693,62.60980327000719,120518.41983004987,-138.16721310954085,119980.22489564739,200.85781513805586,120000.0,120000.0,120000.0
300,9922149.932018992,455819.18561336334,-400.0541545753618,79663.73102254592,9839.394509130927,162.71429519565666,4010.58664962549,116416.3220349863,120001.0135851713,27.4210942161102,98017.72908874456,21970.935104144406,120000.0,118765.81912050837,1256.5543952666235,119996.87945468462,-6.791513502113489e-05,595661.0227943516,4403.837592184184,590400.7459893548,7217.701204875621,46317.58876630096,74902.40545096122,119903.71746466859,176.79827519995933,114445.191221385,2083.8018665092177,119986.30128887839,382.85229480825836,120000.0,120000.0,120000.0
400,9922253.859064816,455743.35885119176,-55.58271346864878,80472.18465351057,9774.48804163315,237.37313551980213,198.67916156983247,120480.94148852532,120027.81217700844,-40.21733363614537,97224.19704445936,22852.87137358753,120000.0,118324.93085157058,1629.120909606834,119984.00148754813,14.075122746403764,594712.755030546,2892.9676322435967,591180.0711261617,6955.468264402576,30516.11321321936,89534.26931557138,119759.36958596073,180.39548278649195,114159.21722331764,8136.934644101797,119276.67023498434,489.60671807620105,120000.0,120000.0,120000.0
500,9922242.962832585,455679.96161730605,279.3521072014769,80147.76575109204,9727.69012649858,300.20055235210816,405.80589759042454,120687.01967892308,120033.34026677333,21.30491725820864,97299.72753934181,22670.009735684667,120000.0,117989.03625931218,2018.5818122643336,119980.30248591812,7.694195883002184,592753.8382529055,12261.691726148532,595199.7704398165,10194.715688313727,20579.06923386858,99170.50619313153,119686.73930149607,230.85848128305616,108190.1961579256,10942.74326889702,119259.6470961993,1073.9246466162458,120000.0,120000.0,120000.0
600,9921856.002366139,455600.98900085315,514.0438759985163,80258.06411770705,9626.358904100322,338.79012249714896,-207.7730090788369,119190.71965781577,120039.6473815739,50.85229964558468,97328.62324687612,22900.527272612544,120000.0,117688.12864883358,2257.1607431879765,119967.51595594244,21.336358610725775,587819.8929748544,16527.729977316667,589906.9744573239,13067.599195557856,14260.168694403395,106061.05311288834,119674.33128561049,390.36011228695395,106247.80875065204,12537.989573919744,118850.21864660313,1153.3858544507734,120000.0,120000.0,120000.0
700,9921469.566211784,455535.02403617813,-542.3932087665879,79923.3066687066,9538.623480169344,424.970202806166,545.4946201069782,119631.89301186141,120002.52292160092,-14.569529484502652,97190.9136741321,22930.77195163996,120000.0,117485.25450089318,2558.418643432039,119941.28851980438,52.75408275214201,582973.5888229684,16232.846088269735,576000.4431185235,18329.225587365632,9474.299993629764,111849.40866429114,119578.80369847157,395.3648896822284,98904.58557392613,20663.066962504327,117959.37574399784,1670.833409271454,120000.0,120000.0,120000.0
800,9922365.454806203,455523.9632024605,265.60128445862716,80122.42230648133,9489.228393291862,466.1351292306711,-257.8095052624102,119490.9079688757,119971.48090435666,-37.840078406695014,97243.66578544566,22825.936208140272,120000.0,117209.69434165294,2718.8074749960574,119926.67133999609,60.133837668230576,575827.1886201807,23895.49942843686,573462.3124676103,24516.695482244202,5997.962303840957,115291.00680312072,119479.45579117892,490.5558878914501,93360.30325394058,25814.956191588008,117337.39919063142,2406.03478330334,120000.0,120000.0,120000.0
900,9922091.63411973,455434.4421285022,512.6260907605313,80486.04646809955,9464.82263166975,530.3698738227793,-725.9503806582183,119300.15782144292,119994.54597179458,7.999418965040906,97311.41542574615,22901.605318805276,120000.0,117076.45997877972,2939.25126799813,119898.15852523367,86.47991490672385,575818.445151509,27538.31345109673,570531.9013592242,24550.459343925504,4618.190938475318,117058.58339143729,119392.4009661867,602.8191802032636,88024.12684606916,33204.77824944208,117081.34408202395,2860.23481166628,120000.0,120000.0,120000.0
