milliseconds,EGF,NGF,freeEGFReceptor,boundEGFReceptor,freeNGFReceptor,boundNGFReceptor,SosInactive,SosActive,P90RskInactive,P90RskActive,RasInactive,RasActive,RasGapActive,Raf1Inactive,Raf1Active,BRafInactive,BRafActive,MekInactive,MekActive,ErkInactive,ErkActive,PI3KInactive,PI3KActive,AktInactive,AktActive,C3GInactive,C3GActive,Rap1Inactive,Rap1Active,RapGapActive,PP2AActive,Raf1PPtase
0,10001584.992790785,455964.3179375245,80076.22569431366,-52.58365683477831,9996.794361331666,21.89425055132259,120508.05015985106,-303.10949272182177,120015.48454674192,39.46661357611949,120079.58414802187,151.1086148535792,120000.0,119988.55068130745,23.839821545775397,120002.03868928582,-11.727592536789247,598459.2982281533,-2597.1786818924716,603377.0438609077,-4746.843529980725,119196.7018122651,-1097.3196994403806,120014.87698098905,39.503353826821815,121507.78054417529,-1867.0546640959851,120215.11263849796,17.382789834548422,120000.0,120000.0,120000.0
100,9921936.107392108,455943.7299073374,561.3375891359328,80117.28297715106,9942.694664330704,95.72763225608156,50601.69007470118,69854.92369717507,120029.21774279387,-17.69243495983007,107075.30989786515,12907.843009021486,120000.0,119726.01528660326,277.9388907089195,120003.9813200721,-0.08771139345586512,599825.7978164604,-1317.513578849743,609049.9527298632,-1069.5310801481814,89712.44668901668,28896.22228283592,119928.23136311579,84.91571487423144,119997.6518123424,2083.2777701989744,120030.52872388682,223.9300054436786,120000.0,120000.0,120000.0
200,9922381.387012351,455886.5951662847,106.15664448874804,80267.82267253495,9840.722692313786,150.77817938703214,17214.27159732265,102098.15962621199,120057.69167389313,15.061124781058707,100883.58316883049,19303.56944612171,120000.0,119276.18214156339,721.4403535289191,119990.51359805267,-1.8231888550079969,597768.2264000046,-1912.8467040671737,606484.3632796527,801.3420979627194,66234.37092010255,55367.7199292955,119921.20451327122,-0.4856962561514635,119089.22843650814,74.02188909489269,120073.50374742152,169.27741182876332,120000.0,120000.0,120000.0
300,9922000.829472484,455783.56178296305,-262.15888097575726,79658.3206717217,9838.103802124726,200.8992184213931,3181.533157313367,116442.25160855573,119950.19127545094,-38.51985352263312,98154.29824319856,21783.42716695545,120000.0,118793.52794666708,1223.723972310706,119997.17730689576,9.415397079263021,597387.4250794431,295.9892279582609,593335.1232850463,9683.797541178474,46894.41331908433,73291.9686228389,119963.11119972756,162.2120783078608,115241.79602000497,5062.575321360096,119495.99593912948,32.76831338183217,120000.0,120000.0,120000.0
400,9921878.45376966,455717.66359162226,114.99210626027329,79870.72296727469,9730.34684424609,282.0768301042366,465.1344659116727,119465.1950010262,120000.09955592196,-48.37820266895459,97358.9488178543,22779.718433730104,120000.0,118396.98827335806,1659.150426194681,119991.77514289973,17.386792639866,592685.1377892249,5881.143445175946,599457.0183146762,-2534.8499546427306,32130.531526855273,87668.6128470705,119778.45860131615,131.50399744761185,112561.81994117486,4932.6008147055645,119303.48985228334,717.4908688954492,120000.0,120000.0,120000.0
500,9921587.7598711,455705.59560586105,158.64731314844002,79985.90497624413,9715.457853448055,288.6055001821928,282.1862214632896,120881.16331834217,120043.09138754988,36.63591291973771,97276.43638587142,22677.50087228753,120000.0,117973.27540366161,1973.4089340779146,119984.08518453481,11.699404039213029,591461.9132915154,12438.192183628864,602516.6332799093,-610.0924953498197,20995.367526300302,99522.90066138476,119788.1238750043,212.6865985881439,108098.07688126402,8517.205232960758,118889.6854019992,790.9924207584925,120000.0,120000.0,120000.0
600,9921567.54139969,455639.7389472659,470.2189162947571,79621.50029009918,9659.558442965466,402.4813110617566,-737.6210272746088,120827.738403848,119967.84772371419,-49.621249209663205,97378.81384198273,22612.297898219498,120000.0,117688.20052931411,2253.352992505249,119964.23660784995,43.36922009311143,584403.8183155808,15258.994757238162,584639.2551136927,13895.595263636576,14618.343364897508,106879.4910441728,119635.67240989617,354.3486059824579,105514.73182621451,14108.28052931079,118982.82251192398,1546.0218055298938,120000.0,120000.0,120000.0
700,9921800.838705458,455563.46675958834,-368.9035954303258,80063.29725118059,9592.4953111717,432.85267584800886,292.9643211597723,119502.22083647548,119962.51078602085,-5.994630801372623,97241.31563468899,22790.87967530366,120000.0,117448.57535445454,2518.811564176069,119948.81487668824,52.06652464516704,582009.4063844887,18455.00855256567,579981.4111780355,20575.616571924977,9153.553660129875,111014.87829957834,119609.08096878015,424.9132522385773,100266.73390474102,20359.98254637831,118455.98629670207,1926.731273304879,120000.0,120000.0,120000.0
800,9921739.245179206,455525.3391297636,-380.4755727855515,79715.51250022482,9517.729846371052,492.525341402428,-591.999976765546,119808.69795998791,119930.49790969735,56.44638302038557,97236.00526806983,22730.109095494186,120000.0,117230.7326219797,2740.4937567635625,119921.05810261644,67.0341607843887,580501.6018455838,19555.344140960067,581904.385652003,23876.359637436984,5040.861904069146,114874.63463623295,119487.29301038661,507.3220823857822,92979.75387237399,24922.418031512414,117538.27422094854,2606.208363571435,120000.0,120000.0,120000.0
900,9921694.570029221,455444.39962140005,416.45565727815307,79478.84455412676,9414.289951267489,531.5741947419004,348.98339759447765,120436.66721405907,120021.27464375785,42.038529848951015,97088.42406046845,22721.245083997295,120000.0,117073.74761345843,2971.020169150907,119894.390347658,89.75707507458515,569536.7712980717,23539.151423546085,570487.1445555296,28511.920640582535,3684.2121863876487,115587.2380048244,119310.79560690631,665.1433807794102,88613.43390403637,33064.279148476126,116925.96493030617,2879.5527331281232,120000.0,120000.0,120000.0
